t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.847,153.420,40.892,23.509,-8.188,0.768,22.023,0.000,0.000,-0.095,2,11.526,3.442,0.999,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.040,472.557,1044.687,153.433,41.324,23.516,-8.202,0.654,22.043,0.246,0.000,-0.100,2,3.738,3.886,0.998,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.060,473.061,1044.527,153.453,41.757,23.484,-8.175,0.987,22.016,0.242,0.000,-0.104,4,21.393,4.700,0.996,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.080,473.520,1044.366,153.481,42.190,23.458,-8.154,1.407,21.975,0.258,0.000,-0.108,4,26.619,4.285,0.995,"Ground_Mountain_2_3:(0.060, 0.988, -0.141);Ground_Mountain_2_3:(0.060, 0.988, -0.141);Ground_Mountain_2_3:(0.060, 0.988, -0.141);Ground_Mountain_2_3:(0.060, 0.988, -0.141);Ground_Mountain_2_3:(0.060, 0.988, -0.141);Ground_Mountain_2_3:(0.060, 0.988, -0.141);"
0.100,473.981,1044.206,153.518,42.623,23.438,-8.137,1.878,21.920,0.271,0.000,-0.111,4,29.811,3.711,0.993,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.120,474.443,1044.045,153.564,43.057,23.432,-8.135,2.339,21.863,0.281,0.000,-0.115,4,31.290,3.099,0.991,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.140,474.949,1043.883,153.619,43.490,23.436,-8.147,2.772,21.805,0.284,0.000,-0.118,4,31.462,2.353,0.990,"Ground_Mountain_2_3:(0.062, 0.988, -0.142);Ground_Mountain_2_3:(0.062, 0.988, -0.142);Ground_Mountain_2_3:(0.062, 0.988, -0.142);Ground_Mountain_2_3:(0.062, 0.988, -0.142);"
0.160,475.415,1043.721,153.683,43.924,23.439,-8.166,3.187,21.742,0.282,0.000,-0.120,4,30.601,1.607,0.990,"Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);"
0.180,475.881,1043.557,153.754,44.356,23.442,-8.192,3.568,21.676,0.281,0.000,-0.122,4,28.862,1.077,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);"
0.200,476.348,1043.393,153.832,44.787,23.444,-8.229,3.902,21.611,0.279,0.000,-0.123,4,26.581,0.738,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);"
0.220,476.855,1043.228,153.915,45.218,23.445,-8.277,4.186,21.548,0.278,0.000,-0.124,4,23.991,0.506,0.988,"Ground_Mountain_2_3:(0.068, 0.988, -0.140);Ground_Mountain_2_3:(0.068, 0.988, -0.140);Ground_Mountain_2_3:(0.068, 0.988, -0.140);"
0.240,477.323,1043.061,154.004,45.647,23.446,-8.335,4.416,21.488,0.277,0.000,-0.124,4,21.293,0.347,0.988,""
0.260,477.791,1042.893,154.095,46.075,23.445,-8.405,4.593,21.431,0.277,0.000,-0.124,4,18.620,0.237,0.988,""
0.280,478.259,1042.723,154.190,46.503,23.444,-8.485,4.719,21.378,0.278,0.000,-0.124,4,16.067,0.164,0.988,""
0.300,478.762,1042.552,154.286,46.929,23.442,-8.574,4.798,21.328,0.278,0.000,-0.124,4,13.699,0.123,0.988,""
0.320,479.230,1042.379,154.382,47.355,23.440,-8.672,4.836,21.280,0.279,0.000,-0.123,4,11.573,0.079,0.988,""
0.340,479.698,1042.203,154.479,47.780,23.437,-8.778,4.836,21.235,0.280,0.000,-0.122,4,9.709,0.053,0.988,""
0.360,480.166,1042.025,154.575,48.203,23.435,-8.891,4.806,21.191,0.281,0.000,-0.121,4,8.118,0.037,0.988,""
0.380,480.665,1041.845,154.670,48.627,23.432,-9.010,4.749,21.149,0.283,0.000,-0.120,4,6.801,0.009,0.988,""
0.400,481.133,1041.663,154.764,49.049,23.429,-9.134,4.672,21.107,0.284,0.000,-0.119,4,5.757,0.029,0.988,""
0.420,481.602,1041.478,154.855,49.470,23.426,-9.262,4.579,21.065,0.285,0.000,-0.117,4,4.971,0.014,0.988,""
0.440,482.070,1041.290,154.945,49.891,23.424,-9.394,4.475,21.022,0.287,0.000,-0.116,4,4.421,0.025,0.988,""
0.460,482.566,1041.099,155.032,50.310,23.422,-9.529,4.365,20.978,0.288,0.000,-0.114,4,4.098,0.036,0.988,""
0.480,483.034,1040.906,155.117,50.729,23.419,-9.665,4.253,20.933,0.289,0.000,-0.112,4,3.969,0.041,0.988,""
0.500,483.502,1040.710,155.200,51.147,23.417,-9.803,4.141,20.886,0.290,0.000,-0.110,4,4.002,0.056,0.988,""
0.520,483.970,1040.512,155.281,51.564,23.416,-9.941,4.032,20.838,0.291,0.000,-0.108,4,4.174,0.040,0.988,""
0.540,484.463,1040.310,155.359,51.980,23.414,-10.080,3.929,20.787,0.292,0.000,-0.106,4,4.451,0.039,0.988,""
0.560,484.931,1040.106,155.436,52.394,23.413,-10.218,3.833,20.735,0.293,0.000,-0.104,4,4.832,0.051,0.988,""
0.580,485.399,1039.899,155.511,52.808,23.411,-10.355,3.747,20.680,0.294,0.000,-0.102,4,5.275,0.053,0.988,""
0.600,485.868,1039.689,155.584,53.221,23.410,-10.491,3.669,20.624,0.294,0.000,-0.100,4,5.755,0.032,0.988,""
0.620,486.336,1039.477,155.656,53.632,23.410,-10.626,3.602,20.566,0.295,0.000,-0.098,4,6.243,0.043,0.988,""
0.640,486.827,1039.262,155.727,54.043,23.409,-10.759,3.544,20.505,0.295,0.000,-0.096,4,6.743,0.044,0.988,""
0.660,487.295,1039.044,155.797,54.452,23.409,-10.890,3.496,20.444,0.295,0.000,-0.093,4,7.242,0.046,0.988,""
0.680,487.763,1038.824,155.866,54.859,23.409,-11.019,3.457,20.381,0.296,0.000,-0.091,4,7.718,0.052,0.988,""
