t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1048.592,153.414,42.296,23.531,-8.201,0.714,22.044,0.000,0.000,-0.091,2,11.174,3.244,1.000,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.040,472.560,1048.431,153.426,42.729,23.539,-8.210,0.611,22.061,0.235,0.000,-0.095,2,3.799,3.620,0.999,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.060,472.972,1048.270,153.444,43.162,23.508,-8.185,0.925,22.035,0.231,0.000,-0.099,4,20.230,4.438,0.997,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.080,473.432,1048.109,153.470,43.596,23.485,-8.168,1.316,21.999,0.246,0.000,-0.102,4,25.388,4.110,0.995,"Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);"
0.100,473.893,1047.948,153.504,44.030,23.471,-8.158,1.751,21.954,0.257,0.000,-0.106,4,28.679,3.580,0.994,"Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);"
0.120,474.356,1047.786,153.548,44.464,23.465,-8.159,2.192,21.902,0.265,0.000,-0.109,4,30.300,2.960,0.993,"Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);"
0.140,474.775,1047.624,153.600,44.899,23.468,-8.173,2.608,21.850,0.268,0.000,-0.112,4,30.583,2.281,0.992,"Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);"
0.160,475.241,1047.461,153.659,45.333,23.471,-8.192,3.008,21.791,0.266,0.000,-0.114,4,29.849,1.588,0.991,"Ground_Mountain_2_3:(0.061, 0.989, -0.135);Ground_Mountain_2_3:(0.061, 0.989, -0.135);Ground_Mountain_2_3:(0.061, 0.989, -0.135);Ground_Mountain_2_3:(0.061, 0.989, -0.135);Ground_Mountain_2_3:(0.061, 0.989, -0.135);Ground_Mountain_2_3:(0.061, 0.989, -0.135);"
0.180,475.708,1047.297,153.727,45.766,23.474,-8.219,3.377,21.730,0.264,0.000,-0.116,4,28.263,1.097,0.990,"Ground_Mountain_2_3:(0.060, 0.989, -0.136);Ground_Mountain_2_3:(0.060, 0.989, -0.136);Ground_Mountain_2_3:(0.060, 0.989, -0.136);Ground_Mountain_2_3:(0.060, 0.989, -0.136);Ground_Mountain_2_3:(0.060, 0.989, -0.136);Ground_Mountain_2_3:(0.060, 0.989, -0.136);"
0.200,476.176,1047.132,153.801,46.199,23.476,-8.255,3.703,21.670,0.263,0.000,-0.117,4,26.151,0.747,0.990,"Ground_Mountain_2_3:(0.060, 0.989, -0.135);Ground_Mountain_2_3:(0.060, 0.989, -0.135);Ground_Mountain_2_3:(0.060, 0.989, -0.135);Ground_Mountain_2_3:(0.060, 0.989, -0.135);Ground_Mountain_2_3:(0.060, 0.989, -0.135);Ground_Mountain_2_3:(0.060, 0.989, -0.135);"
0.220,476.600,1046.966,153.880,46.630,23.477,-8.301,3.982,21.610,0.262,0.000,-0.118,4,23.741,0.518,0.990,"Ground_Mountain_2_3:(0.065, 0.989, -0.136);Ground_Mountain_2_3:(0.065, 0.989, -0.136);"
0.240,477.068,1046.799,153.964,47.061,23.477,-8.357,4.209,21.553,0.262,0.000,-0.119,4,21.198,0.362,0.989,""
0.260,477.537,1046.631,154.052,47.490,23.476,-8.422,4.387,21.499,0.262,0.000,-0.119,4,18.648,0.256,0.989,""
0.280,478.005,1046.461,154.142,47.919,23.474,-8.498,4.515,21.448,0.262,0.000,-0.119,4,16.201,0.194,0.989,""
0.300,478.436,1046.290,154.234,48.347,23.473,-8.582,4.599,21.400,0.263,0.000,-0.119,4,13.918,0.151,0.989,""
0.320,478.899,1046.116,154.327,48.774,23.470,-8.674,4.641,21.354,0.264,0.000,-0.118,4,11.855,0.088,0.989,""
0.340,479.368,1045.941,154.420,49.200,23.468,-8.773,4.649,21.310,0.265,0.000,-0.117,4,10.082,0.055,0.989,""
0.360,479.837,1045.764,154.513,49.625,23.465,-8.880,4.627,21.267,0.266,0.000,-0.116,4,8.569,0.038,0.989,""
0.380,480.306,1045.584,154.604,50.050,23.462,-8.992,4.580,21.225,0.268,0.000,-0.115,4,7.322,0.021,0.989,""
0.400,480.731,1045.402,154.694,50.474,23.459,-9.109,4.513,21.183,0.269,0.000,-0.114,4,6.335,0.021,0.989,""
0.420,481.199,1045.218,154.783,50.896,23.456,-9.230,4.432,21.142,0.270,0.000,-0.113,4,5.567,0.050,0.989,""
0.440,481.668,1045.031,154.870,51.318,23.453,-9.354,4.339,21.099,0.272,0.000,-0.112,4,5.005,0.028,0.989,""
0.460,482.137,1044.842,154.955,51.740,23.451,-9.481,4.240,21.056,0.273,0.000,-0.110,4,4.678,0.042,0.989,""
0.480,482.562,1044.650,155.037,52.160,23.448,-9.611,4.138,21.012,0.275,0.000,-0.109,4,4.523,0.046,0.989,""
0.500,483.031,1044.455,155.118,52.579,23.445,-9.742,4.035,20.966,0.276,0.000,-0.107,4,4.515,0.058,0.989,""
0.520,483.500,1044.258,155.197,52.998,23.443,-9.874,3.936,20.918,0.277,0.000,-0.105,4,4.633,0.048,0.989,""
0.540,483.969,1044.058,155.274,53.415,23.441,-10.006,3.840,20.869,0.278,0.000,-0.103,4,4.842,0.052,0.989,""
0.560,484.394,1043.855,155.349,53.832,23.439,-10.138,3.749,20.818,0.280,0.000,-0.102,4,5.110,0.043,0.989,""
0.580,484.863,1043.650,155.422,54.247,23.437,-10.270,3.666,20.765,0.281,0.000,-0.100,4,5.457,0.041,0.989,""
0.600,485.332,1043.442,155.494,54.662,23.435,-10.400,3.590,20.711,0.282,0.000,-0.098,4,5.864,0.042,0.989,""
0.620,485.801,1043.232,155.564,55.075,23.434,-10.530,3.524,20.655,0.282,0.000,-0.096,4,6.303,0.056,0.989,""
0.640,486.269,1043.019,155.633,55.487,23.433,-10.659,3.466,20.597,0.283,0.000,-0.094,4,6.766,0.091,0.989,""
0.660,486.696,1042.803,155.702,55.898,23.432,-10.786,3.417,20.538,0.283,0.000,-0.092,4,7.237,0.103,0.989,""
0.680,487.165,1042.585,155.769,56.307,23.431,-10.911,3.378,20.477,0.284,0.000,-0.090,4,7.701,0.096,0.989,""
0.700,487.633,1042.365,155.836,56.716,23.431,-11.034,3.347,20.415,0.284,0.000,-0.088,4,8.132,0.096,0.989,""
0.720,488.102,1042.142,155.903,57.123,23.430,-11.155,3.324,20.352,0.285,0.000,-0.086,4,8.529,0.069,0.989,""
0.740,488.530,1041.917,155.969,57.529,23.430,-11.274,3.309,20.289,0.285,0.000,-0.084,4,8.896,0.108,0.989,""
0.760,488.999,1041.689,156.035,57.933,23.430,-11.390,3.300,20.225,0.285,0.000,-0.082,4,9.242,0.080,0.989,""
0.780,489.468,1041.459,156.101,58.337,23.430,-11.504,3.297,20.160,0.285,0.000,-0.080,4,9.549,0.093,0.989,""
0.800,489.936,1041.227,156.167,58.739,23.430,-11.616,3.299,20.095,0.285,0.000,-0.078,4,9.800,0.080,0.989,""
0.820,490.405,1040.993,156.233,59.140,23.431,-11.726,3.305,20.030,0.285,0.000,-0.075,4,9.991,0.066,0.989,""
0.840,490.835,1040.756,156.299,59.539,23.431,-11.833,3.313,19.966,0.285,0.000,-0.074,4,10.099,0.066,0.989,""
0.860,491.304,1040.518,156.366,59.937,23.432,-11.938,3.323,19.902,0.284,0.000,-0.072,4,10.165,0.065,0.989,""
0.880,491.773,1040.277,156.432,60.334,23.433,-12.041,3.332,19.838,0.284,0.000,-0.070,4,10.201,0.071,0.989,""
0.900,492.242,1040.034,156.499,60.730,23.434,-12.141,3.343,19.776,0.284,0.000,-0.068,4,10.240,0.048,0.989,""
0.920,492.672,1039.790,156.566,61.124,23.435,-12.239,3.354,19.714,0.283,0.000,-0.066,4,10.257,0.048,0.989,""
0.940,493.141,1039.543,156.634,61.517,23.436,-12.335,3.365,19.652,0.283,0.000,-0.064,4,10.254,0.052,0.989,""
0.960,493.610,1039.295,156.701,61.909,23.437,-12.429,3.376,19.592,0.282,0.000,-0.062,4,10.239,0.058,0.989,""
0.980,494.079,1039.044,156.769,62.300,23.438,-12.520,3.386,19.533,0.282,0.000,-0.060,4,10.206,0.044,0.989,""
1.000,494.548,1038.792,156.837,62.690,23.439,-12.609,3.395,19.475,0.281,0.000,-0.058,4,10.155,0.044,0.989,""
1.020,494.981,1038.539,156.905,63.078,23.440,-12.696,3.403,19.419,0.280,0.000,-0.057,4,10.096,0.045,0.989,""
1.040,495.450,1038.283,156.973,63.466,23.442,-12.780,3.409,19.363,0.280,0.000,-0.055,4,10.030,0.046,0.989,""
1.060,495.919,1038.026,157.041,63.852,23.443,-12.863,3.414,19.309,0.279,0.000,-0.053,4,9.954,0.033,0.989,""
1.080,496.388,1037.767,157.110,64.237,23.444,-12.943,3.418,19.255,0.278,0.000,-0.051,4,9.875,0.045,0.989,""
1.100,496.823,1037.507,157.178,64.621,23.446,-13.021,3.419,19.204,0.278,0.000,-0.050,4,9.805,0.044,0.989,""
1.120,497.292,1037.245,157.247,65.005,23.447,-13.097,3.420,19.153,0.277,0.000,-0.048,4,9.751,0.033,0.989,""
1.140,497.761,1036.982,157.315,65.387,23.449,-13.171,3.420,19.104,0.276,0.000,-0.047,4,9.698,0.040,0.989,""
1.160,498.230,1036.717,157.383,65.768,23.450,-13.243,3.419,19.055,0.276,0.000,-0.045,4,9.650,0.037,0.989,""
1.180,498.699,1036.451,157.452,66.148,23.452,-13.313,3.416,19.009,0.275,0.000,-0.044,4,9.588,0.009,0.989,""
1.200,499.136,1036.183,157.520,66.528,23.453,-13.381,3.413,18.963,0.274,0.000,-0.042,4,9.519,0.018,0.989,""
1.220,499.605,1035.914,157.588,66.906,23.455,-13.447,3.407,18.919,0.273,0.000,-0.041,4,9.451,0.021,0.989,""
1.240,500.074,1035.644,157.656,67.284,23.456,-13.511,3.401,18.876,0.273,0.000,-0.040,4,9.395,0.028,0.989,""
1.260,500.543,1035.373,157.724,67.661,23.458,-13.573,3.394,18.834,0.272,0.000,-0.038,4,9.369,0.017,0.989,""
1.280,500.986,1035.100,157.792,68.036,23.459,-13.633,3.387,18.793,0.271,0.000,-0.037,4,9.343,0.019,0.990,""
1.300,501.451,1034.826,157.859,68.412,23.460,-13.691,3.379,18.754,0.271,0.000,-0.036,4,9.311,0.021,0.990,""
1.320,501.920,1034.551,157.927,68.786,23.462,-13.748,3.371,18.715,0.270,0.000,-0.035,4,9.294,0.033,0.990,""
1.340,502.389,1034.275,157.994,69.160,23.463,-13.803,3.362,18.678,0.269,0.000,-0.034,4,9.283,0.033,0.990,""
1.360,502.859,1033.998,158.061,69.533,23.465,-13.856,3.354,18.642,0.268,0.000,-0.032,4,9.276,0.040,0.990,""
1.380,503.299,1033.720,158.128,69.905,23.466,-13.907,3.345,18.606,0.268,0.000,-0.031,4,9.273,0.049,0.990,""
1.400,503.769,1033.441,158.195,70.277,23.468,-13.957,3.336,18.572,0.267,0.000,-0.030,4,9.270,0.028,0.990,""
1.420,504.238,1033.161,158.261,70.648,23.469,-14.005,3.327,18.539,0.266,0.000,-0.030,4,9.271,0.010,0.990,""
1.440,504.708,1032.880,158.328,71.018,23.470,-14.052,3.318,18.507,0.265,0.000,-0.029,4,9.263,0.022,0.990,""
1.460,505.177,1032.598,158.394,71.387,23.472,-14.097,3.309,18.476,0.265,0.000,-0.028,4,9.268,0.034,0.990,""
1.480,505.619,1032.315,158.460,71.757,23.473,-14.141,3.301,18.445,0.264,0.000,-0.027,4,9.279,0.038,0.990,""
1.500,506.089,1032.032,158.526,72.125,23.474,-14.183,3.292,18.416,0.263,0.000,-0.026,4,9.286,0.041,0.990,""
1.520,506.558,1031.747,158.591,72.493,23.476,-14.224,3.284,18.387,0.263,0.000,-0.025,4,9.302,0.054,0.990,""
1.540,507.028,1031.462,158.657,72.860,23.477,-14.264,3.276,18.359,0.262,0.000,-0.025,4,9.315,0.053,0.990,""
1.560,507.472,1031.176,158.722,73.227,23.478,-14.302,3.268,18.333,0.261,0.000,-0.024,4,9.303,0.037,0.990,""
1.580,507.941,1030.889,158.788,73.593,23.480,-14.339,3.260,18.307,0.261,0.000,-0.023,4,9.301,0.049,0.990,""
1.600,508.411,1030.602,158.853,73.959,23.481,-14.375,3.251,18.281,0.260,0.000,-0.023,4,9.297,0.040,0.990,""
1.620,508.880,1030.314,158.918,74.324,23.482,-14.410,3.243,18.257,0.260,0.000,-0.022,4,9.296,0.065,0.990,""
1.640,509.350,1030.025,158.982,74.689,23.483,-14.444,3.235,18.233,0.259,0.000,-0.022,4,9.303,0.037,0.990,""
1.660,509.796,1029.735,159.047,75.054,23.485,-14.477,3.227,18.210,0.258,0.000,-0.021,4,9.314,0.030,0.990,""
1.680,510.265,1029.445,159.111,75.418,23.486,-14.508,3.219,18.187,0.258,0.000,-0.021,4,9.327,0.042,0.990,""
1.700,510.735,1029.155,159.175,75.781,23.487,-14.539,3.212,18.165,0.257,0.000,-0.021,4,9.351,0.061,0.990,""
1.720,511.205,1028.863,159.240,76.144,23.488,-14.569,3.206,18.144,0.257,0.000,-0.020,4,9.385,0.071,0.990,""
1.740,511.675,1028.571,159.304,76.507,23.489,-14.598,3.200,18.123,0.256,0.000,-0.020,4,9.415,0.078,0.990,""
1.760,512.122,1028.279,159.368,76.869,23.490,-14.626,3.195,18.102,0.255,0.000,-0.020,4,9.467,0.054,0.990,""
1.780,512.592,1027.986,159.431,77.231,23.491,-14.654,3.191,18.082,0.255,0.000,-0.019,4,9.502,0.065,0.990,""
1.800,513.062,1027.692,159.495,77.592,23.492,-14.680,3.188,18.062,0.254,0.000,-0.019,4,9.584,0.052,0.990,""
1.820,513.531,1027.398,159.559,77.953,23.493,-14.706,3.188,18.043,0.254,0.000,-0.019,4,9.697,0.107,0.990,""
1.840,513.986,1027.104,159.623,78.313,23.494,-14.731,3.192,18.023,0.253,0.000,-0.019,4,9.903,0.079,0.990,""
1.860,514.456,1026.809,159.687,78.673,23.495,-14.754,3.200,18.003,0.253,0.000,-0.019,4,10.124,0.106,0.990,""
