t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.140,829.850,100.821,-120.765,31.225,27.079,1.138,15.570,0.000,0.000,-0.185,2,14.167,4.527,0.997,"Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);"
0.040,148.720,830.373,100.858,-120.467,31.028,26.953,1.715,15.445,0.387,0.000,-0.190,3,18.069,9.670,0.992,"Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);"
0.060,149.316,830.900,100.905,-120.169,30.912,26.871,2.334,15.361,0.486,0.000,-0.198,4,32.173,8.801,0.986,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.080,149.918,831.427,100.963,-119.869,30.824,26.774,2.982,15.289,0.544,0.000,-0.205,4,37.112,7.793,0.981,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.100,150.518,831.939,101.064,-119.566,30.484,26.128,5.096,14.928,0.588,0.000,-0.211,4,40.491,6.984,0.977,"Ground_Mountain_0_1:(-0.165, 0.980, -0.115);Ground_Mountain_0_1:(-0.165, 0.980, -0.115);Ground_Mountain_0_1:(-0.165, 0.980, -0.115);Ground_Mountain_0_1:(-0.165, 0.980, -0.115);Ground_Mountain_0_1:(-0.165, 0.980, -0.115);Ground_Mountain_0_1:(-0.165, 0.980, -0.115);"
0.120,151.119,832.457,101.195,-119.273,30.394,25.816,6.214,14.791,0.758,0.000,-0.220,4,36.137,9.022,0.978,"Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);"
0.140,151.718,832.972,101.327,-118.978,30.431,25.765,6.614,14.786,0.803,0.000,-0.229,4,29.622,0.118,0.978,"Ground_Mountain_0_1:(-0.166, 0.979, -0.117);Ground_Mountain_0_1:(-0.166, 0.979, -0.117);Ground_Mountain_0_1:(-0.166, 0.979, -0.117);Ground_Mountain_0_1:(-0.166, 0.979, -0.117);Ground_Mountain_0_1:(-0.166, 0.979, -0.117);Ground_Mountain_0_1:(-0.166, 0.979, -0.117);"
0.160,152.323,833.487,101.466,-118.683,30.465,25.722,6.938,14.794,0.784,0.000,-0.235,4,25.773,0.053,0.978,"Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);"
0.180,152.928,834.001,101.610,-118.386,30.495,25.683,7.188,14.823,0.768,0.000,-0.239,4,22.037,0.062,0.978,"Ground_Mountain_0_1:(-0.168, 0.978, -0.124);Ground_Mountain_0_1:(-0.168, 0.978, -0.124);Ground_Mountain_0_1:(-0.168, 0.978, -0.124);Ground_Mountain_0_1:(-0.168, 0.978, -0.124);Ground_Mountain_0_1:(-0.168, 0.978, -0.124);Ground_Mountain_0_1:(-0.168, 0.978, -0.124);"
0.200,153.521,834.515,101.757,-118.089,30.522,25.643,7.370,14.878,0.752,0.000,-0.241,4,18.503,0.088,0.979,""
0.220,154.126,835.027,101.907,-117.791,30.545,25.598,7.490,14.960,0.739,0.000,-0.241,4,15.359,0.157,0.979,""
0.240,154.731,835.539,102.058,-117.490,30.565,25.547,7.557,15.072,0.727,0.000,-0.240,4,12.580,0.152,0.979,""
0.260,155.319,836.049,102.210,-117.186,30.581,25.485,7.576,15.213,0.718,0.000,-0.238,4,10.149,0.171,0.979,""
0.280,155.923,836.558,102.361,-116.879,30.594,25.413,7.554,15.382,0.710,0.000,-0.234,4,8.030,0.134,0.979,""
0.300,156.529,837.065,102.511,-116.568,30.603,25.329,7.497,15.577,0.703,0.000,-0.230,4,6.239,0.153,0.979,""
0.320,157.113,837.570,102.659,-116.252,30.610,25.232,7.414,15.794,0.698,0.000,-0.225,4,4.863,0.177,0.979,""
0.340,157.718,838.073,102.805,-115.932,30.615,25.122,7.311,16.032,0.695,0.000,-0.218,4,3.853,0.193,0.979,""
0.360,158.325,838.573,102.949,-115.607,30.618,24.998,7.193,16.287,0.692,0.000,-0.211,4,3.097,0.177,0.979,""
0.380,158.909,839.071,103.091,-115.276,30.619,24.862,7.065,16.556,0.691,0.000,-0.204,4,2.570,0.149,0.979,""
0.400,159.515,839.566,103.229,-114.940,30.620,24.714,6.931,16.837,0.690,0.000,-0.196,4,2.252,0.185,0.979,""
0.420,160.123,840.057,103.365,-114.598,30.620,24.554,6.795,17.126,0.690,0.000,-0.187,4,2.184,0.207,0.979,""
0.440,160.709,840.545,103.498,-114.250,30.620,24.384,6.661,17.421,0.690,0.000,-0.179,4,2.282,0.207,0.979,""
0.460,161.318,841.030,103.629,-113.896,30.620,24.205,6.533,17.718,0.690,0.000,-0.169,4,2.595,0.192,0.979,""
0.480,161.927,841.511,103.757,-113.536,30.621,24.017,6.413,18.016,0.690,0.000,-0.160,4,3.062,0.207,0.979,""
0.500,162.518,841.988,103.883,-113.170,30.623,23.823,6.305,18.312,0.689,0.000,-0.150,4,3.664,0.197,0.979,""
0.520,163.128,842.460,104.008,-112.798,30.625,23.622,6.209,18.604,0.689,0.000,-0.140,4,4.320,0.190,0.979,""
0.540,163.739,842.929,104.130,-112.421,30.629,23.418,6.126,18.890,0.687,0.000,-0.129,4,5.015,0.180,0.979,""
0.560,164.336,843.394,104.251,-112.038,30.633,23.210,6.057,19.170,0.686,0.000,-0.119,4,5.745,0.184,0.979,""
0.580,164.948,843.854,104.371,-111.649,30.639,23.002,6.002,19.441,0.683,0.000,-0.108,4,6.501,0.186,0.979,""
0.600,165.561,844.310,104.491,-111.256,30.645,22.793,5.960,19.703,0.681,0.000,-0.098,4,7.217,0.173,0.979,""
0.620,166.166,844.762,104.609,-110.857,30.653,22.586,5.931,19.954,0.677,0.000,-0.087,4,7.884,0.166,0.979,""
0.640,166.779,845.210,104.727,-110.453,30.662,22.383,5.914,20.195,0.673,0.000,-0.076,4,8.495,0.161,0.979,""
0.660,167.393,845.654,104.846,-110.045,30.672,22.183,5.906,20.424,0.669,0.000,-0.065,4,9.061,0.154,0.979,""
0.680,168.007,846.094,104.964,-109.632,30.683,21.990,5.908,20.640,0.664,0.000,-0.054,4,9.565,0.138,0.979,""
0.700,168.621,846.530,105.082,-109.215,30.695,21.803,5.919,20.845,0.658,0.000,-0.043,4,9.994,0.126,0.979,""
0.720,169.236,846.962,105.201,-108.795,30.708,21.624,5.935,21.037,0.652,0.000,-0.032,4,10.354,0.113,0.979,""
0.740,169.858,847.391,105.320,-108.371,30.721,21.454,5.958,21.215,0.646,0.000,-0.021,4,10.670,0.101,0.979,""
0.760,170.473,847.817,105.440,-107.943,30.735,21.294,5.986,21.381,0.640,0.000,-0.010,4,10.938,0.096,0.979,""
0.780,171.088,848.240,105.560,-107.513,30.749,21.144,6.017,21.534,0.633,0.000,0.000,4,11.132,0.089,0.979,""
0.800,171.718,848.660,105.681,-107.079,30.763,21.006,6.050,21.673,0.626,0.000,0.011,4,11.250,0.082,0.979,""
0.820,172.333,849.078,105.803,-106.643,30.777,20.880,6.085,21.799,0.619,0.000,0.021,4,11.323,0.074,0.979,""
0.840,172.948,849.493,105.925,-106.205,30.791,20.766,6.121,21.912,0.612,0.000,0.031,4,11.397,0.053,0.979,""
0.860,173.584,849.906,106.048,-105.765,30.805,20.666,6.157,22.012,0.604,0.000,0.041,4,11.411,0.063,0.979,""
0.880,174.199,850.318,106.172,-105.323,30.819,20.579,6.193,22.098,0.597,0.000,0.051,4,11.368,0.075,0.979,""
0.900,174.815,850.728,106.297,-104.879,30.832,20.506,6.226,22.172,0.591,0.000,0.060,4,11.258,0.079,0.979,""
0.920,175.455,851.137,106.422,-104.435,30.844,20.448,6.257,22.232,0.584,0.000,0.070,4,11.161,0.051,0.979,""
0.940,176.070,851.544,106.547,-103.989,30.856,20.403,6.287,22.279,0.578,0.000,0.078,4,11.042,0.001,0.979,""
0.960,176.685,851.952,106.674,-103.543,30.867,20.373,6.313,22.313,0.572,0.000,0.087,4,10.882,0.014,0.979,""
0.980,177.328,852.359,106.800,-103.096,30.877,20.357,6.336,22.335,0.567,0.000,0.096,4,10.691,0.025,0.979,""
1.000,177.943,852.766,106.927,-102.649,30.886,20.355,6.355,22.343,0.562,0.000,0.104,4,10.483,0.044,0.979,""
1.020,178.558,853.173,107.055,-102.202,30.894,20.368,6.372,22.339,0.557,0.000,0.111,4,10.352,0.009,0.979,""
1.040,179.202,853.580,107.183,-101.755,30.901,20.394,6.386,22.322,0.553,0.000,0.118,4,10.206,0.030,0.979,""
1.060,179.816,853.989,107.311,-101.309,30.907,20.434,6.398,22.293,0.549,0.000,0.126,4,10.070,0.053,0.979,""
1.080,180.430,854.398,107.439,-100.864,30.912,20.487,6.406,22.250,0.547,0.000,0.132,4,9.879,0.072,0.979,""
1.100,181.073,854.809,107.567,-100.420,30.915,20.553,6.412,22.196,0.544,0.000,0.138,4,9.721,0.018,0.979,""
1.120,181.687,855.221,107.695,-99.977,30.917,20.631,6.415,22.128,0.542,0.000,0.144,4,9.609,0.060,0.979,""
1.140,182.300,855.636,107.823,-99.536,30.919,20.722,6.417,22.049,0.541,0.000,0.150,4,9.468,0.069,0.979,""
