seconds,travel,recoveries,x,y,z,safeStation,speed
0.02,0.04,0,560.97,27.45,-286.63,3739.33,0.00
0.03,0.04,0,560.97,27.45,-286.63,3739.33,0.00
0.05,0.04,0,560.97,27.45,-286.63,3739.33,0.00
0.07,0.04,0,560.97,27.45,-286.64,3739.33,0.00
0.08,0.04,0,560.97,27.45,-286.64,3739.33,-0.01
0.10,0.04,0,560.97,27.45,-286.64,3739.33,-0.01
0.12,0.03,0,560.97,27.45,-286.64,3739.33,-0.01
0.13,0.03,0,560.97,27.45,-286.64,3739.33,-0.02
0.15,0.03,0,560.97,27.45,-286.65,3739.33,-0.02
0.17,0.03,0,560.97,27.45,-286.65,3739.33,-0.03
0.18,0.03,0,560.97,27.45,-286.65,3739.33,-0.04
0.20,0.03,0,560.97,27.45,-286.65,3739.33,-0.04
0.29,0.02,0,560.97,27.45,-286.66,3739.33,-0.06
0.31,0.01,0,560.97,27.45,-286.66,3739.33,-0.07
0.32,0.01,0,560.97,27.45,-286.66,3739.33,-0.07
0.34,0.01,0,560.97,27.45,-286.66,3739.33,-0.08
0.36,0.01,0,560.97,27.45,-286.67,3739.30,-0.08
0.37,0.01,0,560.97,27.44,-286.67,3739.30,-0.08
0.39,0.00,0,560.97,27.44,-286.67,3739.30,-0.09
0.41,0.00,0,560.97,27.44,-286.67,3739.30,-0.09
0.42,0.00,0,560.97,27.44,-286.67,3739.30,-0.09
0.44,0.00,0,560.97,27.44,-286.67,3739.30,-0.09
0.46,0.00,0,560.97,27.44,-286.68,3739.30,-0.10
0.47,0.00,0,560.97,27.44,-286.68,3739.30,-0.10
0.49,-0.01,0,560.97,27.44,-286.68,3739.30,-0.10
0.51,-0.01,0,560.97,27.44,-286.68,3739.30,-0.10
0.52,-0.01,0,560.97,27.44,-286.68,3739.30,-0.10
0.54,-0.01,0,560.97,27.44,-286.68,3739.30,-0.10
0.56,-0.01,0,560.97,27.44,-286.69,3739.30,-0.11
0.57,-0.01,0,560.97,27.44,-286.69,3739.30,-0.11
0.59,-0.02,0,560.97,27.44,-286.69,3739.30,-0.11
0.61,-0.02,0,560.97,27.44,-286.69,3739.27,-0.11
0.62,-0.02,0,560.97,27.44,-286.70,3739.27,-0.11
0.64,-0.02,0,560.97,27.44,-286.70,3739.27,-0.11
0.66,-0.02,0,560.97,27.44,-286.70,3739.27,-0.11
0.67,-0.02,0,560.97,27.44,-286.70,3739.27,-0.11
0.69,-0.03,0,560.97,27.44,-286.70,3739.27,-0.11
0.71,-0.03,0,560.97,27.44,-286.70,3739.27,-0.11
0.73,-0.03,0,560.97,27.44,-286.71,3739.27,-0.11
0.74,-0.03,0,560.97,27.44,-286.71,3739.27,-0.11
0.76,-0.03,0,560.97,27.44,-286.71,3739.27,-0.11
0.78,-0.04,0,560.97,27.44,-286.71,3739.27,-0.11
0.79,-0.04,0,560.97,27.44,-286.71,3739.27,-0.11
0.81,-0.04,0,560.97,27.44,-286.71,3739.27,-0.11
0.83,-0.04,0,560.97,27.44,-286.72,3739.27,-0.11
0.84,-0.04,0,560.97,27.44,-286.72,3739.27,-0.11
0.86,-0.04,0,560.97,27.44,-286.72,3739.27,-0.11
0.88,-0.05,0,560.97,27.44,-286.72,3739.25,-0.11
0.89,-0.05,0,560.97,27.44,-286.72,3739.25,-0.11
0.91,-0.05,0,560.97,27.44,-286.73,3739.25,-0.11
0.93,-0.05,0,560.97,27.44,-286.73,3739.25,-0.11
0.95,-0.06,0,560.97,27.44,-286.73,3739.25,-0.11
0.97,-0.06,0,560.97,27.44,-286.73,3739.25,-0.11
0.98,-0.06,0,560.97,27.44,-286.73,3739.25,-0.11
1.00,-0.06,0,560.97,27.44,-286.73,3739.25,-0.11
1.02,-0.06,0,560.97,27.44,-286.74,3739.25,-0.11
1.03,-0.06,0,560.97,27.44,-286.74,3739.25,-0.11
1.05,-0.07,0,560.97,27.44,-286.74,3739.25,-0.11
1.07,-0.07,0,560.97,27.44,-286.74,3739.25,-0.11
1.08,-0.07,0,560.97,27.44,-286.75,3739.25,-0.11
1.10,-0.07,0,560.97,27.44,-286.75,3739.25,-0.11
1.12,-0.07,0,560.97,27.44,-286.75,3739.25,-0.11
1.13,-0.08,0,560.97,27.43,-286.75,3739.22,-0.11
1.15,-0.08,0,560.97,27.43,-286.75,3739.22,-0.11
1.17,-0.08,0,560.97,27.43,-286.75,3739.22,-0.11
1.19,-0.08,0,560.97,27.43,-286.76,3739.22,-0.11
1.20,-0.08,0,560.97,27.43,-286.76,3739.22,-0.11
1.22,-0.08,0,560.97,27.43,-286.76,3739.22,-0.11
1.24,-0.09,0,560.97,27.43,-286.76,3739.22,-0.11
1.25,-0.09,0,560.97,27.43,-286.76,3739.22,-0.11
1.27,-0.09,0,560.97,27.43,-286.76,3739.22,-0.11
1.29,-0.09,0,560.97,27.43,-286.77,3739.22,-0.11
1.30,-0.09,0,560.97,27.43,-286.77,3739.22,-0.11
1.32,-0.09,0,560.97,27.43,-286.77,3739.22,-0.11
1.34,-0.10,0,560.97,27.43,-286.77,3739.22,-0.11
1.35,-0.10,0,560.97,27.43,-286.77,3739.22,-0.11
1.37,-0.10,0,560.97,27.43,-286.78,3739.22,-0.11
1.40,-0.11,0,560.97,27.43,-286.78,3739.19,-0.11
1.42,-0.11,0,560.97,27.43,-286.78,3739.19,-0.11
1.44,-0.11,0,560.97,27.43,-286.78,3739.19,-0.11
1.45,-0.11,0,560.97,27.43,-286.78,3739.19,-0.11
1.47,-0.11,0,560.97,27.43,-286.79,3739.19,-0.11
1.49,-0.11,0,560.97,27.43,-286.79,3739.19,-0.11
1.50,-0.12,0,560.97,27.43,-286.79,3739.19,-0.11
1.52,-0.12,0,560.97,27.43,-286.79,3739.19,-0.11
1.54,-0.12,0,560.97,27.43,-286.79,3739.19,-0.11
1.55,-0.12,0,560.97,27.43,-286.80,3739.19,-0.11
1.57,-0.12,0,560.97,27.43,-286.80,3739.19,-0.11
1.59,-0.13,0,560.97,27.43,-286.80,3739.19,-0.11
1.60,-0.13,0,560.97,27.43,-286.80,3739.19,-0.11
1.64,-0.13,0,560.97,27.43,-286.80,3739.19,-0.11
1.66,-0.13,0,560.97,27.43,-286.81,3739.16,-0.11
1.67,-0.13,0,560.97,27.43,-286.81,3739.16,-0.11
1.69,-0.14,0,560.97,27.43,-286.81,3739.16,-0.11
1.71,-0.14,0,560.97,27.43,-286.81,3739.16,-0.11
1.72,-0.14,0,560.97,27.43,-286.82,3739.16,-0.11
1.74,-0.14,0,560.97,27.43,-286.82,3739.16,-0.11
1.76,-0.14,0,560.97,27.43,-286.82,3739.16,-0.11
1.77,-0.15,0,560.97,27.43,-286.82,3739.16,-0.11
1.79,-0.15,0,560.97,27.43,-286.82,3739.16,-0.11
1.81,-0.15,0,560.97,27.43,-286.82,3739.16,-0.11
1.82,-0.15,0,560.97,27.43,-286.83,3739.16,-0.11
1.84,-0.15,0,560.97,27.43,-286.83,3739.16,-0.11
1.86,-0.15,0,560.97,27.43,-286.83,3739.16,-0.11
1.87,-0.16,0,560.97,27.43,-286.83,3739.16,-0.11
