time,x,y,z,speed,grounded,nextGate,misses,penalty
0.000,-623.452,7.564,-359.962,0.000,0,11,0,0
0.112,-623.454,7.545,-359.876,1.430,4,11,0,0
0.217,-623.459,7.524,-359.651,2.813,4,11,0,0
0.317,-623.466,7.512,-359.289,4.152,4,11,0,0
0.417,-623.476,7.511,-358.796,5.450,4,11,0,0
0.518,-623.488,7.516,-358.175,6.706,4,11,0,0
0.618,-623.503,7.523,-357.431,7.924,4,11,0,0
0.719,-623.521,7.529,-356.568,9.103,4,11,0,0
0.819,-623.540,7.535,-355.589,10.246,4,11,0,0
0.919,-623.562,7.540,-354.498,11.353,4,11,0,0
1.019,-623.586,7.545,-353.298,12.426,4,11,0,0
1.124,-623.612,7.551,-351.993,13.465,4,11,0,0
1.224,-623.641,7.557,-350.586,14.472,4,11,0,0
1.333,-623.677,7.566,-348.768,15.639,4,11,0,0
1.433,-623.710,7.573,-347.148,16.578,4,11,0,0
1.534,-623.744,7.581,-345.436,17.487,4,11,0,0
1.634,-623.780,7.589,-343.634,18.369,4,11,0,0
1.741,-623.818,7.598,-341.746,19.223,4,11,0,0
1.842,-623.858,7.607,-339.775,20.050,4,11,0,0
1.942,-623.899,7.616,-337.722,20.852,4,11,0,0
2.056,-623.950,7.627,-335.155,21.781,4,11,0,0
2.157,-623.995,7.637,-332.932,22.529,4,11,0,0
2.261,-624.041,7.647,-330.636,23.253,4,11,0,0
2.367,-624.098,7.659,-327.787,24.093,4,11,0,0
2.468,-624.147,7.669,-325.337,24.769,4,11,0,0
2.568,-624.198,7.680,-322.822,25.423,4,11,0,0
2.670,-624.250,7.691,-320.242,26.058,4,11,0,0
2.772,-624.303,7.702,-317.599,26.672,4,11,0,0
2.872,-624.357,7.713,-314.897,27.268,4,11,0,0
2.973,-624.412,7.724,-312.136,27.845,4,11,0,0
3.074,-624.469,7.735,-309.318,28.404,4,11,0,0
3.175,-624.527,7.747,-306.446,28.945,4,11,0,0
3.372,-624.645,7.771,-300.543,29.978,4,11,0,0
3.508,-624.730,7.787,-296.292,30.663,4,11,0,0
3.611,-624.792,7.799,-293.198,31.135,4,11,0,0
3.713,-624.856,7.812,-290.058,31.591,4,11,0,0
3.825,-624.919,7.824,-286.873,32.034,4,11,0,0
3.928,-624.997,7.839,-282.993,32.546,4,11,0,0
4.031,-625.063,7.851,-279.715,32.959,4,11,0,0
4.137,-625.130,7.864,-276.395,33.359,4,11,0,0
4.248,-625.211,7.879,-272.361,33.822,4,11,0,0
4.364,-625.279,7.892,-268.957,34.195,4,11,0,0
4.467,-625.362,7.907,-264.824,34.615,4,11,0,0
4.567,-625.432,7.920,-261.347,34.876,4,11,0,0
4.669,-625.502,7.933,-257.848,35.070,4,11,0,0
4.772,-625.572,7.946,-254.333,35.216,4,11,0,0
4.876,-625.643,7.958,-250.805,35.334,4,11,0,0
4.994,-625.729,7.974,-246.558,35.443,4,11,0,0
5.167,-625.857,7.997,-240.167,35.553,4,11,0,0
5.276,-625.928,8.010,-236.610,35.583,4,11,0,0
5.377,-626.000,8.022,-233.051,35.606,4,11,0,0
5.477,-626.071,8.035,-229.490,35.624,4,11,0,0
5.577,-626.143,8.048,-225.928,35.638,4,11,0,0
5.677,-626.214,8.060,-222.364,35.648,4,11,0,0
5.777,-626.285,8.073,-218.800,35.656,4,11,0,0
5.877,-626.357,8.086,-215.234,35.662,4,11,0,0
5.977,-626.429,8.098,-211.669,35.667,4,11,0,0
6.077,-626.500,8.111,-208.102,35.671,4,11,0,0
6.177,-626.572,8.123,-204.536,35.674,4,11,0,0
6.277,-626.644,8.136,-200.969,35.676,4,11,0,0
6.377,-626.716,8.148,-197.402,35.678,4,11,0,0
6.477,-626.787,8.160,-193.835,35.679,4,11,0,0
6.577,-626.859,8.173,-190.268,35.680,4,11,0,0
6.678,-626.931,8.185,-186.700,35.681,4,11,0,0
6.778,-627.002,8.198,-183.133,35.682,4,11,0,0
6.878,-627.074,8.210,-179.566,35.682,4,11,0,0
6.978,-627.146,8.222,-175.998,35.682,4,11,0,0
7.078,-627.218,8.235,-172.431,35.683,4,11,0,0
7.178,-627.289,8.247,-168.863,35.683,4,11,0,0
7.279,-627.361,8.259,-165.295,35.683,4,11,0,0
7.379,-627.433,8.272,-161.728,35.683,4,11,0,0
7.479,-627.504,8.284,-158.160,35.683,4,11,0,0
7.581,-627.576,8.296,-154.593,35.683,4,11,0,0
7.682,-627.648,8.309,-151.025,35.683,4,11,0,0
7.783,-627.720,8.321,-147.458,35.684,4,11,0,0
7.883,-627.791,8.333,-143.890,35.684,4,11,0,0
7.983,-627.863,8.346,-140.322,35.684,4,11,0,0
8.084,-627.935,8.358,-136.755,35.684,4,11,0,0
8.184,-628.006,8.370,-133.187,35.684,4,11,0,0
8.284,-628.078,8.383,-129.619,35.684,4,11,0,0
8.384,-628.150,8.395,-126.052,35.684,4,11,0,0
8.484,-628.222,8.408,-122.484,35.684,4,12,0,0
8.586,-628.308,8.423,-118.203,35.684,4,12,0,0
8.686,-628.379,8.435,-114.635,35.684,4,12,0,0
8.786,-628.451,8.448,-111.068,35.684,4,12,0,0
8.895,-628.523,8.464,-107.501,35.683,4,12,0,0
8.995,-628.594,8.511,-103.939,35.676,4,12,0,0
9.095,-628.666,8.637,-100.382,35.660,4,12,0,0
9.195,-628.737,8.889,-96.838,35.609,4,12,0,0
9.296,-628.808,9.297,-93.315,35.571,4,12,0,0
9.396,-628.878,9.829,-89.807,35.523,4,12,0,0
9.497,-628.949,10.454,-86.320,35.470,4,12,0,0
9.597,-629.019,11.157,-82.854,35.409,4,12,0,0
9.697,-629.088,11.941,-79.413,35.339,4,12,0,0
9.797,-629.157,12.809,-75.999,35.262,4,12,0,0
9.897,-629.226,13.762,-72.617,35.180,4,12,0,0
9.997,-629.294,14.777,-69.253,35.074,2,12,0,0
10.097,-629.362,15.741,-65.881,34.756,0,12,0,0
10.197,-629.430,16.603,-62.514,34.412,0,12,0,0
10.298,-629.498,17.366,-59.155,34.090,0,12,0,0
10.398,-629.567,18.028,-55.802,33.795,0,12,0,0
10.499,-629.634,18.590,-52.456,33.530,0,12,0,0
10.599,-629.702,19.053,-49.118,33.300,0,12,0,0
10.699,-629.769,19.416,-45.788,33.110,0,12,0,0
10.799,-629.837,19.681,-42.465,32.961,0,12,0,0
10.899,-629.904,19.846,-39.151,32.856,0,12,0,0
11.000,-629.971,19.914,-35.844,32.792,0,12,0,0
11.100,-630.038,19.883,-32.545,32.769,0,12,0,0
11.200,-630.104,19.754,-29.254,32.782,0,12,0,0
11.300,-630.171,19.528,-25.972,32.823,0,12,0,0
11.400,-630.237,19.204,-22.697,32.887,0,12,0,0
11.500,-630.303,18.783,-19.430,32.963,0,12,0,0
11.600,-630.369,18.265,-16.170,33.042,0,12,0,0
11.701,-630.435,17.651,-12.918,33.116,0,12,0,0
11.801,-630.501,16.939,-9.674,33.175,0,12,0,0
11.901,-630.566,16.132,-6.436,33.211,0,12,0,0
12.001,-630.632,15.228,-3.206,33.218,0,12,0,0
12.101,-630.697,14.227,0.017,33.191,0,12,0,0
12.201,-630.762,13.131,3.233,33.126,0,12,0,0
12.301,-630.827,11.939,6.442,33.023,0,12,0,0
12.403,-630.892,10.651,9.645,32.878,0,12,0,0
12.503,-630.957,9.268,12.841,32.700,0,12,0,0
12.603,-631.011,8.654,15.570,32.353,4,12,0,0
12.703,-631.075,8.723,18.828,32.835,4,12,0,0
12.803,-631.139,8.828,22.133,33.264,4,12,0,0
12.903,-631.203,8.929,25.481,33.662,4,12,0,0
13.003,-631.268,8.997,28.869,34.040,4,12,0,0
13.103,-631.334,9.030,32.295,34.406,4,12,0,0
13.203,-631.400,9.040,35.754,34.721,4,12,0,0
13.303,-631.467,9.043,39.240,34.954,4,12,0,0
13.403,-631.534,9.048,42.745,35.128,4,12,0,0
13.503,-631.602,9.058,46.266,35.259,4,12,0,0
13.603,-631.669,9.072,49.797,35.359,4,12,0,0
13.703,-631.737,9.089,53.337,35.434,4,12,0,0
13.803,-631.805,9.106,56.883,35.492,4,12,0,0
13.903,-631.873,9.122,60.434,35.535,4,12,0,0
14.008,-631.955,9.140,64.701,35.575,4,12,0,0
14.108,-632.023,9.155,68.259,35.599,4,12,0,0
14.208,-632.092,9.169,71.819,35.618,4,13,0,0
14.308,-632.160,9.184,75.381,35.633,4,13,0,0
14.408,-632.229,9.199,78.945,35.644,4,13,0,0
14.508,-632.297,9.214,82.509,35.652,4,13,0,0
14.608,-632.365,9.228,86.074,35.659,4,13,0,0
14.708,-632.434,9.243,89.639,35.664,4,13,0,0
14.808,-632.502,9.258,93.205,35.668,4,13,0,0
14.908,-632.570,9.272,96.772,35.671,4,13,0,0
15.009,-632.639,9.287,100.338,35.673,4,13,0,0
15.109,-632.707,9.301,103.905,35.675,4,13,0,0
15.209,-632.775,9.315,107.472,35.677,4,13,0,0
15.309,-632.844,9.330,111.039,35.678,4,13,0,0
15.409,-632.912,9.344,114.606,35.679,4,13,0,0
15.509,-632.980,9.358,118.173,35.679,4,13,0,0
15.609,-633.049,9.372,121.741,35.680,4,13,0,0
15.709,-633.117,9.385,125.308,35.680,4,13,0,0
15.809,-633.186,9.399,128.875,35.681,4,13,0,0
15.909,-633.254,9.412,132.443,35.681,4,13,0,0
16.009,-633.322,9.426,136.010,35.681,4,13,0,0
16.109,-633.391,9.439,139.578,35.682,4,13,0,0
16.209,-633.459,9.452,143.145,35.682,4,13,0,0
16.310,-633.527,9.465,146.713,35.682,4,13,0,0
16.410,-633.596,9.477,150.280,35.682,4,13,0,0
16.510,-633.664,9.490,153.848,35.683,4,13,0,0
16.610,-633.732,9.502,157.415,35.683,4,13,0,0
16.711,-633.801,9.514,160.983,35.683,4,13,0,0
16.811,-633.869,9.526,164.551,35.683,4,13,0,0
16.911,-633.937,9.538,168.118,35.683,4,13,0,0
17.011,-634.006,9.549,171.686,35.684,4,13,0,0
17.111,-634.074,9.560,175.254,35.684,4,13,0,0
17.211,-634.143,9.571,178.822,35.684,4,13,0,0
17.311,-634.211,9.582,182.389,35.684,4,13,0,0
17.411,-634.279,9.592,185.957,35.685,4,13,0,0
17.511,-634.348,9.602,189.525,35.685,4,13,0,0
17.611,-634.416,9.612,193.093,35.685,4,13,0,0
17.711,-634.484,9.621,196.661,35.685,4,13,0,0
17.811,-634.553,9.630,200.229,35.686,4,13,0,0
17.911,-634.621,9.638,203.797,35.686,4,13,0,0
18.014,-634.689,9.647,207.365,35.687,4,13,0,0
18.114,-634.758,9.655,210.933,35.687,4,13,0,0
18.214,-634.826,9.662,214.501,35.687,4,13,0,0
18.314,-634.895,9.669,218.069,35.688,4,13,0,0
18.415,-634.963,9.676,221.637,35.688,4,13,0,0
18.515,-635.031,9.683,225.205,35.688,4,13,0,0
18.615,-635.100,9.690,228.773,35.689,4,13,0,0
18.715,-635.168,9.696,232.342,35.689,4,13,0,0
18.815,-635.236,9.702,235.910,35.689,4,13,0,0
18.915,-635.305,9.708,239.478,35.690,4,13,0,0
