time,x,y,z,speed,wheels,up,target
0.020,809.995,153.109,190.006,0.360,4,1.000,1
0.040,809.986,153.106,190.017,0.718,4,1.000,1
0.060,809.972,153.103,190.034,1.073,4,1.000,1
0.080,809.954,153.099,190.056,1.427,4,1.000,1
0.100,809.931,153.094,190.083,1.779,4,1.000,1
0.120,809.903,153.089,190.116,2.129,4,1.000,1
0.140,809.871,153.084,190.155,2.477,4,1.000,1
0.160,809.835,153.079,190.199,2.823,4,1.000,1
0.180,809.794,153.074,190.248,3.168,4,1.000,1
0.200,809.749,153.069,190.302,3.510,4,1.000,1
0.220,809.699,153.064,190.361,3.851,4,1.000,1
0.240,809.645,153.059,190.426,4.190,4,1.000,1
0.260,809.587,153.055,190.496,4.527,4,1.000,1
0.280,809.525,153.050,190.571,4.862,4,1.000,1
0.300,809.458,153.046,190.651,5.195,4,1.000,1
0.320,809.387,153.042,190.736,5.526,4,1.000,1
0.340,809.312,153.038,190.826,5.856,4,1.000,1
0.360,809.232,153.034,190.921,6.184,4,1.000,1
0.380,809.149,153.029,191.022,6.510,4,1.000,1
0.400,809.061,153.025,191.127,6.800,4,1.000,1
0.420,808.971,153.020,191.235,7.033,4,1.000,1
0.440,808.878,153.015,191.346,7.221,4,0.999,1
0.460,808.784,153.010,191.460,7.373,4,0.999,1
0.480,808.688,153.004,191.575,7.495,4,0.999,1
0.500,808.590,152.998,191.692,7.595,4,0.999,1
0.520,808.492,152.993,191.810,7.675,4,0.999,1
0.540,808.393,152.986,191.929,7.741,4,0.999,1
0.560,808.293,152.980,192.049,7.794,4,0.999,1
0.580,808.192,152.974,192.169,7.837,4,0.999,1
0.600,808.092,152.967,192.290,7.872,4,0.999,1
0.620,807.991,152.960,192.411,7.901,4,0.999,1
0.640,807.889,152.953,192.533,7.924,4,0.999,1
0.660,807.788,152.946,192.654,7.872,4,0.999,1
0.680,807.687,152.939,192.775,7.900,4,0.999,1
0.700,807.586,152.932,192.897,7.924,4,0.999,1
0.720,807.485,152.925,193.018,7.872,4,0.999,1
0.740,807.384,152.918,193.139,7.901,4,0.999,1
0.760,807.283,152.911,193.261,7.924,4,0.999,1
0.780,807.182,152.904,193.381,7.872,4,0.999,1
0.800,807.081,152.897,193.503,7.901,4,0.999,1
0.820,806.979,152.890,193.624,7.924,4,0.999,1
0.840,806.879,152.883,193.745,7.872,4,0.999,1
0.860,806.778,152.876,193.866,7.901,4,0.999,1
0.880,806.676,152.869,193.988,7.924,4,0.999,1
0.900,806.576,152.862,194.109,7.872,4,0.999,1
0.920,806.474,152.856,194.230,7.901,4,0.999,1
0.940,806.373,152.849,194.352,7.925,4,0.999,1
0.960,806.272,152.843,194.473,7.872,4,0.999,1
0.980,806.171,152.836,194.594,7.901,4,0.999,1
1.000,806.070,152.830,194.716,7.925,4,0.999,1
1.020,805.969,152.823,194.837,7.872,4,0.999,1
1.040,805.868,152.817,194.958,7.901,4,0.999,1
1.060,805.767,152.811,195.079,7.924,4,0.999,1
1.080,805.666,152.804,195.200,7.872,4,0.999,1
1.100,805.565,152.798,195.322,7.901,4,0.999,1
1.120,805.464,152.792,195.443,7.924,4,0.999,1
1.140,805.363,152.786,195.564,7.872,4,0.999,1
1.160,805.262,152.779,195.685,7.901,4,0.999,1
1.180,805.161,152.773,195.807,7.924,4,0.999,1
1.200,805.060,152.767,195.928,7.872,4,0.999,1
1.220,804.959,152.761,196.049,7.901,4,0.999,1
1.240,804.857,152.754,196.171,7.924,4,0.999,1
1.260,804.757,152.748,196.292,7.872,4,0.999,1
1.280,804.656,152.742,196.413,7.901,4,0.999,1
1.300,804.554,152.735,196.535,7.924,4,0.999,1
1.320,804.453,152.729,196.655,7.872,4,0.999,1
1.340,804.352,152.723,196.777,7.901,4,0.999,1
1.360,804.251,152.716,196.898,7.924,4,0.999,1
1.380,804.150,152.710,197.019,7.872,4,0.999,1
1.400,804.049,152.704,197.141,7.901,4,0.999,1
1.420,803.948,152.697,197.262,7.924,4,0.999,1
1.440,803.847,152.691,197.383,7.872,4,0.999,1
1.460,803.746,152.685,197.504,7.901,4,0.999,1
1.480,803.645,152.678,197.626,7.924,4,0.999,1
1.500,803.544,152.672,197.747,7.872,4,0.999,1
