time,x,y,z,speed,wheels,up,target
0.020,809.996,153.109,190.005,0.340,4,1.000,1
0.040,809.987,153.106,190.016,0.678,4,1.000,1
0.060,809.974,153.103,190.032,1.014,4,1.000,1
0.080,809.956,153.099,190.053,1.348,4,1.000,1
0.100,809.934,153.094,190.079,1.680,4,1.000,1
0.120,809.908,153.089,190.110,2.010,4,1.000,1
0.140,809.878,153.084,190.146,2.339,4,1.000,1
0.160,809.844,153.079,190.188,2.666,4,1.000,1
0.180,809.805,153.074,190.234,2.991,4,1.000,1
0.200,809.762,153.069,190.285,3.314,4,1.000,1
0.220,809.716,153.064,190.341,3.635,4,1.000,1
0.240,809.665,153.059,190.402,3.955,4,1.000,1
0.260,809.610,153.054,190.468,4.273,4,1.000,1
0.280,809.551,153.050,190.539,4.589,4,1.000,1
0.300,809.488,153.045,190.615,4.903,4,1.000,1
0.320,809.421,153.041,190.695,5.216,4,1.000,1
0.340,809.350,153.036,190.780,5.527,4,1.000,1
0.360,809.275,153.032,190.870,5.836,4,1.000,1
0.380,809.196,153.027,190.965,6.143,4,1.000,1
0.400,809.113,153.023,191.064,6.448,4,1.000,1
0.420,809.027,153.019,191.167,6.731,4,1.000,1
0.440,808.938,153.014,191.275,6.962,4,1.000,1
0.460,808.846,153.009,191.385,7.150,4,1.000,1
0.480,808.752,153.004,191.497,7.305,4,0.999,1
0.500,808.657,152.999,191.611,7.432,4,0.999,1
0.520,808.560,152.994,191.727,7.536,4,0.999,1
0.540,808.463,152.989,191.845,7.622,4,0.999,1
0.560,808.364,152.983,191.963,7.692,4,0.999,1
0.580,808.265,152.977,192.082,7.750,4,0.999,1
0.600,808.165,152.971,192.202,7.798,4,0.999,1
0.620,808.065,152.965,192.322,7.838,4,0.999,1
0.640,807.964,152.958,192.443,7.871,4,0.999,1
0.660,807.863,152.952,192.565,7.898,4,0.999,1
0.680,807.761,152.945,192.686,7.920,4,0.999,1
0.700,807.661,152.938,192.807,7.868,4,0.999,1
0.720,807.560,152.931,192.928,7.896,4,0.999,1
0.740,807.458,152.924,193.050,7.919,4,0.999,1
0.760,807.358,152.917,193.171,7.866,4,0.999,1
0.780,807.257,152.910,193.292,7.895,4,0.999,1
0.800,807.155,152.903,193.414,7.918,4,0.999,1
0.820,807.055,152.896,193.534,7.866,4,0.999,1
0.840,806.954,152.889,193.655,7.894,4,0.999,1
0.860,806.853,152.882,193.777,7.918,4,0.999,1
0.880,806.752,152.875,193.898,7.866,4,0.999,1
0.900,806.651,152.868,194.019,7.894,4,0.999,1
0.920,806.550,152.862,194.140,7.917,4,0.999,1
0.940,806.449,152.855,194.261,7.865,4,0.999,1
0.960,806.348,152.848,194.382,7.894,4,0.999,1
0.980,806.247,152.842,194.504,7.917,4,0.999,1
1.000,806.146,152.835,194.625,7.865,4,0.999,1
1.020,806.045,152.829,194.746,7.894,4,0.999,1
1.040,805.944,152.822,194.867,7.917,4,0.999,1
1.060,805.843,152.816,194.988,7.865,4,0.999,1
1.080,805.742,152.809,195.109,7.894,4,0.999,1
1.100,805.641,152.803,195.231,7.917,4,0.999,1
1.120,805.541,152.797,195.352,7.865,4,0.999,1
1.140,805.440,152.790,195.473,7.894,4,0.999,1
1.160,805.338,152.784,195.594,7.917,4,0.999,1
1.180,805.238,152.778,195.715,7.865,4,0.999,1
1.200,805.137,152.771,195.836,7.894,4,0.999,1
1.220,805.035,152.765,195.958,7.917,4,0.999,1
1.240,804.935,152.759,196.078,7.865,4,0.999,1
1.260,804.834,152.753,196.200,7.894,4,0.999,1
1.280,804.732,152.746,196.321,7.917,4,0.999,1
1.300,804.632,152.740,196.442,7.865,4,0.999,1
1.320,804.531,152.734,196.563,7.893,4,0.999,1
1.340,804.429,152.727,196.685,7.917,4,0.999,1
1.360,804.329,152.721,196.805,7.865,4,0.999,1
1.380,804.228,152.715,196.927,7.893,4,0.999,1
1.400,804.127,152.709,197.048,7.917,4,0.999,1
1.420,804.026,152.702,197.169,7.865,4,0.999,1
1.440,803.925,152.696,197.290,7.893,4,0.999,1
1.460,803.824,152.689,197.412,7.917,4,0.999,1
1.480,803.723,152.683,197.532,7.865,4,0.999,1
1.500,803.622,152.677,197.653,7.893,4,0.999,1
1.520,803.521,152.670,197.775,7.917,4,0.999,1
1.540,803.420,152.664,197.896,7.865,4,0.999,1
