time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.01233196,1017.966,160.9804,85.88097,0.3618976,0,False,0,0
0.03233194,1017.958,160.9879,85.89014,0.7172853,0,False,0,0
0.05233192,1017.946,160.9958,85.9044,1.069597,0,False,0,0
0.07233191,1017.929,161.0039,85.92382,1.418438,0,False,0,0
0.09233189,1017.908,161.0121,85.9484,1.763523,0,False,0,0
0.1123319,1017.882,161.0204,85.97815,2.104679,0,False,0,0
0.1323318,1017.852,161.0287,86.01304,2.441839,0,False,0,0
0.1523318,1017.818,161.0372,86.05305,2.775026,0,False,0,0
0.1723318,1017.779,161.0459,86.09815,3.104327,0,False,0,0
0.1923318,1017.736,161.0549,86.1483,3.429884,0,False,0,0
0.2123318,1017.688,161.0643,86.20344,3.751863,0,False,0,0
0.2323318,1017.637,161.0741,86.26352,4.070446,0,False,0,0
0.2523317,1017.581,161.0845,86.32849,4.385818,0,False,0,0
0.2723317,1017.521,161.0954,86.39828,4.698159,0,False,0,0
0.2923317,1017.456,161.1071,86.47285,5.007638,0,False,0,0
0.3123317,1017.388,161.1196,86.55213,5.314404,0,False,0,0
0.3323317,1017.316,161.1329,86.63605,5.618606,0,False,0,0
0.3523316,1017.239,161.147,86.72458,5.920365,0,False,0,0
0.3723316,1017.159,161.162,86.81766,6.219787,0,False,0,0
0.3923318,1017.075,161.1779,86.91525,6.516969,0,False,0,0
0.4123318,1016.986,161.1947,87.01729,6.811995,0,False,0,0
0.4323318,1016.894,161.2124,87.12375,7.104939,0,False,0,0
0.4523318,1016.798,161.231,87.2346,7.395864,0,False,0,0
0.4723318,1016.699,161.2503,87.34979,7.684836,0,False,0,0
0.4923317,1016.595,161.2703,87.4693,7.971912,0,False,0,0
0.5123317,1016.488,161.2912,87.59307,8.257138,0,False,0,0
0.5323317,1016.377,161.3127,87.72108,8.540557,0,False,0,0
0.5523317,1016.262,161.3348,87.85329,8.822206,0,False,0,0
0.5723317,1016.143,161.3577,87.98965,9.102108,0,False,0,0
0.5923316,1016.021,161.3811,88.13015,9.380285,0,False,0,0
0.6123316,1015.895,161.4052,88.27474,9.656757,0,False,0,0
0.6323316,1015.766,161.4299,88.42341,9.931539,0,False,0,0
0.6523316,1015.633,161.4551,88.57611,10.20465,0,False,0,0
0.6723316,1015.496,161.4808,88.73283,10.47611,0,False,0,0
0.6923316,1015.355,161.507,88.89353,10.74594,0,False,0,0
0.7123315,1015.211,161.5337,89.05818,11.01415,0,False,0,0
0.7323315,1015.064,161.5609,89.22675,11.28076,0,False,0,0
0.7523315,1014.912,161.5886,89.39919,11.54575,0,False,0,0
0.7723317,1014.758,161.6168,89.57546,11.80914,0,False,0,0
0.7923317,1014.599,161.6454,89.75558,12.07095,0,False,0,0
0.8123317,1014.438,161.6745,89.93948,12.33117,0,False,0,0
0.8323317,1014.272,161.7041,90.12716,12.58983,0,False,0,0
0.8523316,1014.103,161.734,90.31855,12.84694,0,False,0,0
0.8723316,1013.931,161.7645,90.51364,13.1025,0,False,0,0
0.8923316,1013.755,161.7955,90.7124,13.35651,0,False,0,0
0.9123316,1013.575,161.8269,90.91479,13.60899,0,False,0,0
0.9323316,1013.393,161.8587,91.1208,13.85994,0,False,0,0
0.9523315,1013.206,161.891,91.33038,14.10939,0,False,0,0
0.9723315,1013.016,161.9238,91.54351,14.35733,0,False,0,0
0.9923315,1012.823,161.957,91.76015,14.60379,0,False,0,0
1.012331,1012.627,161.9907,91.98026,14.84875,0,False,0,0
1.032331,1012.426,162.0248,92.20383,15.09224,0,False,0,0
1.052331,1012.223,162.0594,92.43082,15.33426,0,False,0,0
