time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.007713318,717.8322,81.828,-97.52396,0.3599424,0,False,0,0
0.02771378,717.8345,81.83553,-97.53648,0.7172337,0,False,0,0
0.04771423,717.8379,81.84337,-97.55572,1.071667,0,False,0,0
0.06771469,717.8425,81.85136,-97.58172,1.422934,0,False,0,0
0.08771324,717.8483,81.85937,-97.61448,1.770805,0,False,0,0
0.1077137,717.8552,81.86749,-97.65394,2.114685,0,False,0,0
0.1277142,717.8633,81.87552,-97.70016,2.455478,0,False,0,0
0.1477146,717.8727,81.88347,-97.75311,2.792601,0,False,0,0
0.1677151,717.8831,81.89137,-97.81274,3.12613,0,False,0,0
0.1877136,717.8948,81.89928,-97.87903,3.45619,0,False,0,0
0.2077141,717.9075,81.90726,-97.95191,3.782931,0,False,0,0
0.2277145,717.9214,81.9154,-98.03133,4.106525,0,False,0,0
0.247715,717.9363,81.92368,-98.11726,4.427176,0,False,0,0
0.2677135,717.9523,81.93208,-98.20966,4.745007,0,False,0,0
0.287714,717.9694,81.94064,-98.30843,5.060198,0,False,0,0
0.3077145,717.9876,81.94939,-98.41353,5.372925,0,False,0,0
0.3277149,718.0068,81.9586,-98.52477,5.68332,0,False,0,0
0.3477135,718.027,81.96832,-98.64211,5.991478,0,False,0,0
0.3677139,718.0483,81.9786,-98.76546,6.29744,0,False,0,0
0.3877144,718.0706,81.98951,-98.89478,6.601226,0,False,0,0
0.4077148,718.0939,82.00108,-99.03002,6.902858,0,False,0,0
0.4277134,718.1184,82.01333,-99.17117,7.202358,0,False,0,0
0.4477139,718.144,82.02629,-99.31818,7.499765,0,False,0,0
0.4677143,718.1707,82.03977,-99.47107,7.795086,0,False,0,0
0.4877148,718.1986,82.0537,-99.62978,8.088441,0,False,0,0
0.5077133,718.2277,82.06828,-99.79414,8.37993,0,False,0,0
0.5277138,718.2582,82.08354,-99.96409,8.669509,0,False,0,0
0.5477142,718.29,82.09931,-100.1396,8.957122,0,False,0,0
0.5677147,718.3231,82.1158,-100.3206,9.242836,0,False,0,0
0.5877132,718.3578,82.13301,-100.5071,9.526595,0,False,0,0
0.6077137,718.3942,82.15073,-100.6991,9.808353,0,False,0,0
0.6277142,718.4321,82.16885,-100.8965,10.0882,0,False,0,0
0.6477146,718.4719,82.18764,-101.0991,10.36619,0,False,0,0
0.6677132,718.5135,82.20705,-101.3069,10.64227,0,False,0,0
0.6877136,718.5571,82.22715,-101.5198,10.91635,0,False,0,0
0.7077141,718.603,82.24797,-101.7378,11.18839,0,False,0,0
0.7277145,718.6484,82.28078,-101.9509,11.45689,0,False,0,0
