t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.960,169.696,846.545,105.236,-107.939,23.275,15.638,4.659,16.604,0.365,0.000,0.014,4,10.637,0.046,0.979,""
0.980,170.161,846.857,105.330,-107.606,23.280,15.584,4.678,16.654,0.362,0.000,0.020,4,10.579,0.046,0.979,""
1.000,170.626,847.167,105.423,-107.272,23.285,15.536,4.696,16.699,0.360,0.000,0.027,4,10.500,0.047,0.979,""
1.020,171.091,847.477,105.518,-106.937,23.289,15.495,4.712,16.738,0.358,0.000,0.033,4,10.401,0.036,0.979,""
1.040,171.565,847.786,105.612,-106.601,23.293,15.461,4.726,16.770,0.356,0.000,0.039,4,10.295,0.024,0.979,""
1.060,172.030,848.095,105.707,-106.266,23.297,15.433,4.737,16.797,0.354,0.000,0.045,4,10.198,0.021,0.979,""
1.080,172.495,848.403,105.802,-105.929,23.300,15.412,4.747,16.818,0.352,0.000,0.051,4,10.095,0.023,0.979,""
1.100,172.960,848.711,105.897,-105.592,23.304,15.397,4.756,16.834,0.350,0.000,0.057,4,10.028,0.030,0.979,""
1.120,173.436,849.019,105.992,-105.256,23.306,15.389,4.763,16.843,0.348,0.000,0.062,4,9.966,0.040,0.979,""
1.140,173.901,849.326,106.088,-104.919,23.309,15.387,4.769,16.847,0.347,0.000,0.068,4,9.884,0.047,0.979,""
1.160,174.366,849.634,106.183,-104.582,23.311,15.391,4.773,16.845,0.346,0.000,0.073,4,9.790,0.031,0.979,""
1.180,174.831,849.942,106.279,-104.245,23.313,15.402,4.776,16.837,0.344,0.000,0.078,4,9.707,0.017,0.979,""
1.200,175.309,850.250,106.374,-103.908,23.315,15.418,4.777,16.824,0.343,0.000,0.083,4,9.631,0.016,0.979,""
1.220,175.773,850.559,106.470,-103.572,23.316,15.441,4.778,16.806,0.343,0.000,0.088,4,9.580,0.027,0.979,""
1.240,176.238,850.868,106.565,-103.236,23.317,15.469,4.778,16.782,0.342,0.000,0.092,4,9.560,0.029,0.979,""
1.260,176.703,851.178,106.661,-102.901,23.317,15.503,4.777,16.752,0.342,0.000,0.096,4,9.515,0.016,0.979,""
1.280,177.181,851.489,106.756,-102.567,23.317,15.543,4.775,16.717,0.341,0.000,0.100,4,9.463,0.015,0.979,""
1.300,177.646,851.801,106.852,-102.233,23.317,15.587,4.773,16.677,0.341,0.000,0.104,4,9.416,0.038,0.979,""
1.320,178.110,852.113,106.947,-101.900,23.317,15.637,4.769,16.632,0.341,0.000,0.108,4,9.383,0.020,0.979,""
1.340,178.575,852.427,107.042,-101.568,23.316,15.692,4.766,16.582,0.342,0.000,0.112,4,9.374,0.043,0.979,""
1.360,179.052,852.742,107.138,-101.238,23.315,15.751,4.764,16.526,0.342,0.000,0.115,4,9.405,0.022,0.979,""
1.380,179.516,853.058,107.233,-100.908,23.314,15.815,4.762,16.465,0.342,0.000,0.118,4,9.444,0.022,0.979,""
1.400,179.981,853.375,107.328,-100.580,23.313,15.883,4.761,16.400,0.343,0.000,0.121,4,9.434,0.061,0.979,""
1.420,180.445,853.694,107.423,-100.253,23.311,15.955,4.758,16.329,0.344,0.000,0.124,4,9.396,0.073,0.979,""
1.440,180.910,854.015,107.518,-99.928,23.309,16.031,4.755,16.254,0.344,0.000,0.127,4,9.372,0.026,0.979,""
1.460,181.384,854.337,107.613,-99.604,23.307,16.111,4.752,16.175,0.345,0.000,0.129,4,9.364,0.055,0.979,""
1.480,181.849,854.660,107.708,-99.282,23.305,16.195,4.749,16.090,0.346,0.000,0.131,4,9.356,0.027,0.979,""
1.500,182.313,854.986,107.803,-98.962,23.302,16.281,4.747,16.002,0.348,0.000,0.133,4,9.380,0.056,0.979,""
1.520,182.778,855.313,107.898,-98.644,23.300,16.370,4.745,15.909,0.349,0.000,0.136,4,9.380,0.040,0.979,""
1.540,183.249,855.642,107.993,-98.327,23.297,16.463,4.741,15.812,0.350,0.000,0.137,4,9.306,0.070,0.979,""
1.560,183.713,855.973,108.088,-98.013,23.295,16.558,4.737,15.711,0.351,0.000,0.139,4,9.279,0.046,0.979,""
1.580,184.178,856.306,108.182,-97.700,23.292,16.656,4.732,15.606,0.353,0.000,0.140,4,9.271,0.068,0.979,""
1.600,184.642,856.641,108.277,-97.390,23.289,16.755,4.728,15.498,0.354,0.000,0.141,4,9.282,0.049,0.979,""
1.620,185.107,856.978,108.372,-97.082,23.286,16.857,4.725,15.386,0.355,0.000,0.143,4,9.331,0.068,0.979,""
1.640,185.574,857.317,108.466,-96.776,23.283,16.960,4.723,15.270,0.357,0.000,0.144,4,9.389,0.069,0.979,""
1.660,186.039,857.658,108.560,-96.473,23.281,17.064,4.722,15.150,0.358,0.000,0.144,4,9.423,0.098,0.979,""
1.680,186.503,858.001,108.655,-96.172,23.278,17.170,4.723,15.027,0.360,0.000,0.145,4,9.517,0.108,0.979,""
1.700,186.968,858.346,108.749,-95.874,23.275,17.276,4.726,14.901,0.361,0.000,0.146,4,9.614,0.088,0.979,""
1.720,187.436,858.693,108.844,-95.578,23.272,17.383,4.732,14.771,0.363,0.000,0.146,4,9.759,0.112,0.979,""
1.740,187.900,859.043,108.939,-95.285,23.269,17.489,4.741,14.637,0.364,0.000,0.147,4,9.964,0.107,0.979,""
1.760,188.364,859.394,109.034,-94.995,23.266,17.596,4.755,14.501,0.365,0.000,0.147,4,10.183,0.117,0.979,""
1.780,188.828,859.748,109.129,-94.708,23.263,17.702,4.775,14.361,0.367,0.000,0.147,4,10.454,0.131,0.979,""
1.800,189.293,860.103,109.225,-94.423,23.260,17.807,4.801,14.218,0.368,0.000,0.146,4,10.779,0.119,0.978,""
1.820,189.761,860.461,109.322,-94.142,23.257,17.910,4.833,14.071,0.370,0.000,0.146,4,11.106,0.145,0.978,""
1.840,190.225,860.820,109.419,-93.863,23.254,18.013,4.874,13.922,0.372,0.000,0.146,4,11.522,0.128,0.978,""
1.860,190.689,861.182,109.517,-93.588,23.250,18.113,4.923,13.769,0.373,0.000,0.146,4,11.968,0.125,0.977,""
1.880,191.153,861.545,109.617,-93.316,23.247,18.210,4.980,13.613,0.375,0.000,0.145,4,12.348,0.140,0.977,""
1.900,191.617,861.910,109.718,-93.047,23.243,18.306,5.045,13.454,0.377,0.000,0.144,4,12.800,0.193,0.976,""
1.920,192.080,862.277,109.820,-92.781,23.239,18.399,5.119,13.292,0.378,0.000,0.143,4,13.248,0.226,0.976,""
1.940,192.543,862.646,109.924,-92.519,23.235,18.489,5.201,13.127,0.380,0.000,0.143,4,13.594,0.229,0.975,""
1.960,193.006,863.017,110.029,-92.260,23.231,18.577,5.288,12.961,0.382,0.000,0.142,4,13.923,0.193,0.974,""
1.980,193.470,863.389,110.137,-92.004,23.227,18.662,5.381,12.792,0.384,0.000,0.141,4,14.234,0.291,0.974,""
2.000,193.934,863.763,110.246,-91.752,23.223,18.744,5.479,12.621,0.387,0.000,0.140,4,14.431,0.307,0.973,""
2.020,194.391,864.138,110.357,-91.503,23.218,18.824,5.579,12.449,0.389,0.000,0.139,4,14.596,0.277,0.972,""
2.040,194.855,864.515,110.471,-91.258,23.214,18.902,5.681,12.276,0.391,0.000,0.137,4,14.690,0.341,0.972,""
2.060,195.318,864.893,110.586,-91.016,23.210,18.978,5.783,12.102,0.393,0.000,0.136,4,14.736,0.310,0.971,""
2.080,195.781,865.273,110.703,-90.777,23.205,19.051,5.886,11.928,0.395,0.000,0.135,4,14.730,0.284,0.970,""
2.100,196.244,865.655,110.823,-90.543,23.201,19.123,5.988,11.753,0.397,0.000,0.134,4,14.714,0.279,0.970,""
2.120,196.698,866.037,110.944,-90.311,23.196,19.193,6.088,11.578,0.400,0.000,0.133,4,14.632,0.286,0.969,""
2.140,197.161,866.421,111.068,-90.083,23.192,19.261,6.186,11.403,0.402,0.000,0.131,4,14.522,0.364,0.968,""
2.160,197.624,866.807,111.193,-89.859,23.187,19.327,6.282,11.228,0.404,0.000,0.129,4,14.382,0.315,0.967,""
2.180,198.087,867.193,111.320,-89.638,23.182,19.392,6.374,11.054,0.407,0.000,0.127,4,14.203,0.292,0.966,""
2.200,198.550,867.581,111.449,-89.420,23.178,19.454,6.464,10.881,0.409,0.000,0.126,4,14.087,0.276,0.966,""
2.220,199.001,867.970,111.580,-89.206,23.173,19.516,6.550,10.708,0.411,0.000,0.125,4,13.928,0.272,0.965,""
2.240,199.464,868.361,111.713,-88.995,23.169,19.575,6.633,10.536,0.413,0.000,0.123,4,13.770,0.372,0.964,""
2.260,199.926,868.752,111.847,-88.788,23.164,19.633,6.713,10.366,0.416,0.000,0.122,4,13.569,0.317,0.963,""
2.280,200.389,869.145,111.982,-88.584,23.159,19.690,6.787,10.196,0.418,0.000,0.120,4,13.348,0.388,0.962,""
2.300,200.851,869.538,112.119,-88.384,23.154,19.745,6.861,10.028,0.420,0.000,0.118,4,13.245,0.225,0.962,""
2.320,201.314,869.933,112.257,-88.186,23.150,19.798,6.932,9.861,0.423,0.000,0.117,4,13.153,0.320,0.961,""
2.340,201.763,870.329,112.397,-87.992,23.145,19.850,7.002,9.695,0.425,0.000,0.116,4,13.069,0.354,0.960,""
2.360,202.225,870.726,112.538,-87.802,23.140,19.899,7.068,9.531,0.428,0.000,0.115,4,12.900,0.340,0.959,""
2.380,202.687,871.124,112.680,-87.614,23.135,19.948,7.131,9.368,0.430,0.000,0.113,4,12.707,0.422,0.958,""
2.400,203.149,871.522,112.824,-87.430,23.130,19.995,7.192,9.206,0.433,0.000,0.113,4,12.628,0.239,0.957,""
2.420,203.611,871.922,112.969,-87.249,23.125,20.039,7.253,9.046,0.435,0.000,0.113,4,12.608,0.338,0.956,""
2.440,204.073,872.322,113.115,-87.071,23.120,20.081,7.316,8.886,0.437,0.000,0.113,4,12.698,0.294,0.955,""
2.460,204.520,872.723,113.262,-86.896,23.115,20.121,7.380,8.728,0.440,0.000,0.113,4,12.725,0.325,0.954,""
2.480,204.982,873.126,113.410,-86.725,23.109,20.160,7.440,8.570,0.443,0.000,0.113,4,12.582,0.461,0.954,""
2.500,205.444,873.528,113.560,-86.556,23.104,20.197,7.500,8.414,0.445,0.000,0.114,4,12.515,0.310,0.953,""
2.520,205.905,873.932,113.711,-86.391,23.099,20.232,7.558,8.259,0.448,0.000,0.114,4,12.427,0.299,0.952,""
2.540,206.366,874.336,113.863,-86.229,23.093,20.266,7.617,8.104,0.451,0.000,0.115,4,12.468,0.346,0.951,""
2.560,206.828,874.740,114.016,-86.069,23.087,20.298,7.676,7.950,0.454,0.000,0.116,4,12.518,0.364,0.950,""
2.580,207.275,875.146,114.170,-85.913,23.081,20.328,7.736,7.796,0.456,0.000,0.117,4,12.566,0.391,0.949,""
2.600,207.736,875.552,114.326,-85.760,23.075,20.356,7.797,7.642,0.459,0.000,0.117,4,12.615,0.364,0.948,""
2.620,208.197,875.958,114.483,-85.610,23.069,20.383,7.857,7.488,0.462,0.000,0.118,4,12.537,0.318,0.947,""
2.640,208.657,876.365,114.641,-85.463,23.063,20.409,7.915,7.334,0.465,0.000,0.119,4,12.493,0.409,0.946,""
2.660,209.118,876.773,114.800,-85.319,23.057,20.434,7.971,7.181,0.468,0.000,0.119,4,12.356,0.390,0.945,""
2.680,209.578,877.181,114.960,-85.179,23.050,20.459,8.026,7.028,0.472,0.000,0.120,4,12.300,0.330,0.944,""
2.700,210.026,877.590,115.121,-85.041,23.044,20.482,8.082,6.874,0.475,0.000,0.120,4,12.322,0.340,0.943,""
2.720,210.486,877.999,115.284,-84.906,23.037,20.504,8.137,6.719,0.478,0.000,0.120,4,12.347,0.344,0.942,""
2.740,210.947,878.408,115.447,-84.775,23.031,20.526,8.191,6.564,0.481,0.000,0.120,4,12.284,0.401,0.941,""
2.760,211.407,878.818,115.612,-84.647,23.024,20.546,8.243,6.409,0.485,0.000,0.120,4,12.158,0.282,0.941,""
2.780,211.867,879.229,115.778,-84.521,23.018,20.566,8.294,6.254,0.488,0.000,0.120,4,12.068,0.207,0.940,""
2.800,212.326,879.639,115.944,-84.399,23.011,20.585,8.345,6.099,0.491,0.000,0.118,4,12.090,0.214,0.939,""
2.820,212.776,880.050,116.112,-84.280,23.005,20.602,8.397,5.943,0.494,0.000,0.117,4,12.129,0.249,0.938,""
2.840,213.236,880.461,116.280,-84.164,22.999,20.619,8.448,5.787,0.497,0.000,0.115,4,12.108,0.361,0.937,""
2.860,213.695,880.873,116.450,-84.051,22.993,20.636,8.494,5.631,0.501,0.000,0.112,4,11.907,0.559,0.936,""
2.880,214.154,881.286,116.620,-83.941,22.986,20.656,8.527,5.477,0.504,0.000,0.109,4,11.280,1.133,0.935,""
2.900,214.606,881.699,116.791,-83.834,22.980,20.682,8.540,5.325,0.507,0.000,0.105,4,10.211,0.879,0.935,""
2.920,215.066,882.113,116.961,-83.730,22.973,20.717,8.527,5.179,0.510,0.000,0.100,4,8.767,0.987,0.935,""
2.940,215.526,882.529,117.131,-83.629,22.966,20.762,8.486,5.037,0.514,0.000,0.095,4,7.224,0.619,0.936,""
2.960,215.923,882.947,117.300,-83.530,22.959,20.827,8.383,4.904,0.517,0.000,0.090,4,4.272,2.193,0.938,""
2.980,216.364,883.367,117.466,-83.433,22.954,20.900,8.262,4.773,0.520,0.000,0.084,2,2.910,1.952,0.940,""
3.000,216.823,883.789,117.629,-83.339,22.950,20.977,8.127,4.646,0.523,0.000,0.077,2,2.199,2.088,0.943,""
3.020,217.282,884.212,117.789,-83.248,22.948,21.061,7.967,4.525,0.525,0.000,0.071,2,1.042,1.213,0.945,""
3.040,217.524,884.637,117.946,-83.159,22.948,21.150,7.789,4.411,0.526,0.000,0.067,2,0.000,0.804,0.947,""
3.060,217.822,885.064,118.099,-83.072,22.950,21.239,7.610,4.300,0.526,0.000,0.063,2,0.000,0.818,0.949,""
3.080,218.231,885.493,118.248,-82.987,22.953,21.330,7.419,4.191,0.525,0.000,0.057,2,0.000,2.047,0.952,""
3.100,218.641,885.922,118.393,-82.902,22.878,21.321,7.220,4.190,0.523,0.000,0.052,0,0.000,0.885,0.954,""
3.120,219.052,886.350,118.535,-82.818,22.804,21.313,7.021,4.188,0.561,0.000,0.047,0,0.000,0.841,0.956,""
3.140,219.127,886.779,118.672,-82.733,22.732,21.304,6.822,4.186,0.598,0.000,0.043,0,0.000,0.797,0.959,""
3.160,219.374,887.208,118.805,-82.648,22.660,21.296,6.623,4.185,0.634,0.000,0.039,0,0.000,0.753,0.961,""
3.180,219.729,887.636,118.934,-82.563,22.590,21.287,6.424,4.183,0.670,0.000,0.034,0,0.000,0.708,0.963,""
3.200,220.086,888.065,119.060,-82.479,22.521,21.279,6.226,4.181,0.705,0.000,0.029,0,0.000,0.663,0.966,""
3.220,220.444,888.493,119.181,-82.394,22.452,21.270,6.027,4.180,0.740,0.000,0.024,0,0.000,0.618,0.968,""
3.240,220.804,888.921,119.299,-82.309,22.386,21.262,5.828,4.178,0.774,0.000,0.019,0,0.000,0.573,0.971,""
3.260,220.879,889.349,119.412,-82.225,22.320,21.253,5.630,4.176,0.807,0.000,0.016,0,0.000,0.528,0.973,""
3.280,221.066,889.777,119.521,-82.140,22.255,21.245,5.432,4.175,0.840,0.000,0.012,0,0.000,0.483,0.975,""
3.300,221.396,890.205,119.627,-82.055,22.192,21.236,5.233,4.173,0.872,0.000,0.007,0,0.000,0.438,0.977,""
3.320,221.727,890.633,119.728,-81.971,22.130,21.228,5.035,4.171,0.904,0.000,0.002,0,0.000,0.394,0.979,""
3.340,222.061,891.061,119.826,-81.886,22.069,21.219,4.837,4.170,0.935,0.000,-0.003,0,0.000,0.349,0.981,""
3.360,222.396,891.488,119.919,-81.802,22.010,21.211,4.639,4.168,0.965,0.000,-0.007,0,0.000,0.305,0.983,""
3.380,222.734,891.916,120.009,-81.718,21.952,21.202,4.441,4.166,0.995,0.000,-0.012,0,0.000,0.262,0.985,""
3.400,222.945,892.343,120.094,-81.633,21.895,21.194,4.243,4.165,1.000,0.000,-0.016,0,0.000,0.219,0.987,""
3.420,223.279,892.770,120.175,-81.549,21.839,21.185,4.045,4.163,1.000,0.000,-0.020,0,0.000,0.176,0.988,""
3.440,223.616,893.197,120.253,-81.464,21.785,21.177,3.847,4.161,1.000,0.000,-0.025,0,0.000,0.134,0.990,""
3.460,223.954,893.624,120.326,-81.380,21.733,21.168,3.650,4.160,1.000,0.000,-0.029,0,0.000,0.093,0.991,""
3.480,224.294,894.051,120.396,-81.296,21.681,21.160,3.452,4.158,1.000,0.000,-0.033,0,0.000,0.053,0.993,""
3.500,225.165,894.477,120.461,-81.212,21.631,21.151,3.255,4.156,1.000,0.000,-0.037,0,0.000,0.013,0.994,""
3.520,225.528,894.903,120.523,-81.128,21.583,21.143,3.057,4.155,1.000,0.000,-0.040,0,0.000,0.027,0.995,""
3.540,229.978,895.330,120.581,-81.044,21.536,21.134,2.860,4.153,1.000,0.000,-0.038,0,0.000,0.065,0.996,""
3.560,231.088,895.756,120.634,-80.960,21.490,21.126,2.663,4.151,1.000,0.000,-0.039,0,0.000,0.102,0.997,""
3.580,231.524,896.181,120.684,-80.876,21.447,21.117,2.465,4.150,1.000,0.000,-0.041,0,0.000,0.138,0.998,""
3.600,231.960,896.607,120.729,-80.792,21.404,21.109,2.268,4.148,1.000,0.000,-0.043,0,0.000,0.174,0.998,""
3.620,232.385,897.032,120.771,-80.708,21.364,21.101,2.071,4.146,1.000,0.000,-0.045,0,0.000,0.208,0.999,""
3.640,232.819,897.457,120.808,-80.624,21.324,21.092,1.874,4.145,1.000,0.000,-0.047,0,0.000,0.241,0.999,""
3.660,233.251,897.882,120.842,-80.541,21.287,21.084,1.677,4.143,1.000,0.000,-0.049,0,0.000,0.273,1.000,""
3.680,233.683,898.307,120.872,-80.457,21.251,21.075,1.481,4.141,1.000,0.000,-0.051,0,0.000,0.304,1.000,""
3.700,234.107,898.731,120.898,-80.373,21.217,21.067,1.284,4.140,1.000,0.000,-0.053,0,0.000,0.334,1.000,""
3.720,234.534,899.155,120.919,-80.290,21.185,21.058,1.087,4.138,1.000,0.000,-0.055,0,0.000,0.363,1.000,""
