course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop,original,12,-1.5,13.475,150.043,1.100,0.938,True,completed,12.800,1.100,0,0
Street Loop,original,12,-3,13.505,150.174,1.080,0.940,True,completed,12.566,1.080,0,4
Street Loop,original,12,0,13.443,150.226,1.100,0.934,True,completed,12.803,1.100,0,2
Street Loop,original,12,-4.7,13.393,150.149,1.140,0.327,True,completed,0.000,0.000,0,13
Street Loop,original,12,1.7,13.366,150.216,1.140,0.361,True,completed,0.000,0.000,0,7
Street Loop,original,24,-1.5,8.840,150.247,1.900,0.963,True,completed,42.304,1.900,0,0
Street Loop,original,24,-3,8.862,150.116,1.900,0.963,True,completed,42.304,1.900,0,0
Street Loop,original,24,0,8.705,150.363,1.900,0.963,True,completed,42.304,1.900,0,0
Street Loop,original,24,-4.7,8.996,150.241,1.500,0.451,True,completed,0.000,0.000,0,15
Street Loop,original,24,1.7,9.100,150.414,1.240,0.549,True,completed,0.000,0.000,0,9
Street Loop,original,36,-1.5,5.466,164.255,2.500,0.965,True,completed,82.093,2.500,0,0
Street Loop,original,36,-3,5.476,164.255,2.500,0.965,True,completed,82.094,2.500,0,0
Street Loop,original,36,0,5.479,164.253,2.500,0.965,True,completed,82.092,2.500,0,0
Street Loop,original,36,-4.7,5.082,150.187,1.820,0.523,True,completed,0.000,0.000,0,13
Street Loop,original,36,1.7,5.254,150.213,1.920,0.317,True,completed,0.000,0.000,0,7
Street Loop,tourer,12,-1.5,13.480,150.236,1.060,0.939,True,completed,12.385,1.060,0,0
Street Loop,tourer,12,-3,13.461,150.002,1.060,0.938,True,completed,12.385,1.060,0,0
Street Loop,tourer,12,0,13.482,150.066,1.060,0.940,True,completed,12.385,1.060,0,2
Street Loop,tourer,12,-4.7,13.721,150.071,1.560,0.561,True,completed,0.000,0.000,0,32
Street Loop,tourer,12,1.7,13.942,150.054,0.800,0.375,True,completed,0.000,0.000,0,14
