time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.010,moto,0,0,0.00,0,0,564.07,82.55,-6.94,0.000,False,0.000
3.010,moto,0,0,0.00,0,0,568.74,82.57,0.91,0.000,False,0.000
3.010,moto,0,0,0.00,0,0,564.53,82.57,8.03,0.000,False,0.000
3.010,atv,0,0,0.00,0,0,569.05,82.57,14.95,0.000,False,0.000
4.080,moto,0,0,16.50,0,0,564.36,82.57,2.64,0.000,False,2096.666
4.080,moto,0,0,16.51,0,0,568.98,82.57,10.49,0.000,False,2104.630
4.080,moto,0,0,16.51,0,0,564.68,82.57,17.61,0.000,False,2111.703
4.080,atv,0,0,15.54,0,0,568.47,82.55,23.96,0.000,False,2118.050
5.460,moto,0,1,30.86,0,0,564.14,82.53,36.16,10.729,False,10.729
5.460,moto,0,1,30.88,0,0,568.22,82.48,44.02,18.290,False,18.290
5.460,moto,0,1,30.90,0,0,563.31,82.43,51.14,25.667,False,25.667
5.460,atv,0,1,28.93,0,0,565.62,82.41,55.32,29.807,False,29.807
6.700,moto,0,1,39.40,0,0,561.71,82.26,80.10,54.624,False,54.624
6.700,moto,0,1,39.29,0,0,565.49,82.18,87.93,61.963,False,61.963
6.700,moto,0,1,38.56,0,0,559.45,82.08,94.89,70.022,False,70.022
6.700,atv,0,1,36.59,0,0,562.12,82.05,96.23,70.700,False,70.700
8.840,moto,0,1,43.73,0,0,517.37,80.22,149.03,140.838,False,140.838
8.840,moto,0,1,43.63,0,0,515.76,80.14,152.59,144.151,False,144.151
8.840,moto,0,1,45.34,0,0,503.22,79.70,158.24,157.650,False,157.650
8.840,atv,0,1,42.91,0,0,508.37,79.88,157.07,152.736,False,152.736
10.440,moto,0,2,43.62,0,0,453.73,77.25,187.11,214.996,False,214.996
10.440,moto,0,2,40.72,0,0,453.57,77.17,189.35,216.360,False,216.360
10.440,moto,0,2,35.49,0,0,440.13,76.36,195.06,230.937,False,230.937
10.440,atv,0,2,37.21,0,0,447.46,76.76,192.74,223.402,False,223.402
12.440,moto,0,2,0.58,0,0,415.85,75.04,208.01,259.183,False,259.183
12.440,moto,0,2,0.58,0,0,416.07,75.04,208.66,259.306,False,259.306
12.440,moto,0,2,31.81,0,0,383.71,74.68,225.31,295.136,False,295.136
12.440,atv,0,2,28.62,0,0,390.30,74.21,221.76,287.686,False,287.686
14.440,moto,0,2,0.05,0,0,415.71,75.04,208.07,259.344,False,259.344
14.440,moto,0,2,0.04,0,0,415.95,75.03,208.75,259.461,False,259.461
14.440,moto,0,2,26.71,0,0,332.66,84.95,250.92,312.912,False,357.048
14.440,atv,0,2,20.45,0,0,351.53,82.45,242.21,313.328,False,337.495
16.440,moto,0,2,0.05,0,0,415.62,75.03,208.09,259.435,False,259.435
16.440,moto,0,2,0.04,0,0,415.89,75.03,208.82,259.552,False,259.552
16.440,moto,0,2,22.77,0,0,280.37,72.10,272.62,312.912,False,412.148
16.440,atv,0,2,11.65,0,0,326.06,81.92,255.28,313.328,False,365.179
18.440,moto,0,2,23.36,0,0,397.42,74.28,218.13,279.791,False,279.791
18.440,moto,0,2,7.51,0,0,414.76,74.98,209.45,260.696,False,260.696
18.440,moto,0,2,29.99,0,0,231.76,54.66,298.39,312.912,False,472.973
18.440,atv,0,2,22.60,0,0,299.32,75.30,272.25,313.328,False,396.412
20.440,moto,0,2,27.66,0,0,348.71,84.48,243.52,313.245,False,340.265
20.440,moto,0,2,28.50,0,0,378.32,75.90,227.98,301.589,False,301.589
20.440,moto,0,2,31.79,0,0,169.34,48.51,289.55,312.912,False,535.811
20.440,atv,0,2,29.89,0,0,256.89,57.54,291.36,313.328,False,447.253
22.440,moto,0,2,30.05,0,0,300.78,75.25,272.92,313.245,False,395.449
