time,vehicle,lap,gate,speed,recoveries,misses,x,y,z
3.002,moto,0,0,0.00,0,0,322.06,9.63,544.06
3.002,original,0,0,0.00,0,0,318.01,11.28,535.90
3.002,tourer,0,0,0.00,0,0,322.38,12.61,529.01
3.002,atv,0,0,0.00,0,0,317.80,13.84,522.26
5.000,moto,0,0,20.20,0,0,322.55,14.59,518.47
5.000,original,0,0,18.83,0,0,318.14,15.48,515.15
5.000,tourer,0,1,17.83,0,0,321.85,16.64,509.63
5.000,atv,0,1,22.23,0,0,317.52,19.20,497.72
7.000,moto,0,1,27.41,0,0,321.63,25.54,472.16
7.000,original,0,1,28.17,0,0,317.14,26.74,468.28
7.000,tourer,0,1,27.34,0,0,321.11,27.71,464.70
7.000,atv,0,1,31.44,0,0,317.04,33.47,443.24
9.000,moto,0,1,31.42,0,0,321.27,41.53,414.40
9.000,original,0,1,31.22,0,0,316.89,42.97,409.79
9.000,tourer,0,1,31.23,0,0,320.79,43.73,407.05
9.000,atv,0,1,31.46,0,0,317.10,50.25,382.61
11.000,moto,0,1,31.32,0,0,321.64,57.88,353.83
11.000,original,0,1,31.25,0,0,317.69,59.20,349.46
11.000,tourer,0,1,31.27,0,0,321.64,59.96,346.68
11.000,atv,0,1,31.47,0,0,318.40,66.43,321.80
13.000,moto,0,1,31.34,0,0,323.85,73.65,293.28
13.000,original,0,1,31.30,0,0,320.07,74.71,288.95
13.000,tourer,0,2,31.32,0,0,324.45,75.43,286.14
13.000,atv,0,2,31.81,0,0,324.28,79.98,260.60
15.000,moto,0,2,34.59,0,0,336.74,82.68,230.51
15.000,original,0,2,34.82,0,0,333.86,82.88,226.50
15.000,tourer,0,2,33.89,0,0,339.16,82.96,223.35
15.000,atv,0,2,24.94,0,0,349.00,82.49,200.77
17.000,moto,0,2,29.22,0,0,370.39,79.73,189.28
17.000,original,0,2,26.52,0,0,370.59,79.71,185.80
17.000,tourer,0,2,30.90,0,0,378.28,78.54,186.63
17.000,atv,0,2,21.76,0,0,397.52,76.35,178.30
19.000,moto,0,2,31.74,0,0,422.20,79.20,156.09
19.000,original,0,2,31.01,0,0,416.67,78.28,161.46
19.000,tourer,0,2,31.55,0,0,427.58,80.50,150.88
19.000,atv,0,2,29.56,0,0,427.83,81.48,141.85
21.000,moto,0,3,0.00,0,0,446.54,86.11,112.35
21.000,original,0,3,28.94,0,0,453.11,86.53,111.97
21.000,tourer,0,3,29.93,0,0,460.79,86.56,99.15
21.000,atv,0,3,31.67,0,0,459.42,85.65,89.35
23.000,moto,0,3,26.59,0,0,460.41,85.31,86.95
23.000,original,0,3,31.72,0,0,472.74,79.17,54.13
23.000,tourer,0,3,34.36,0,0,475.96,77.46,38.03
23.000,atv,0,3,22.20,0,0,471.37,77.37,33.36
