time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
0.01999999,990,152.5692,279.9932,0.3398639,4,1,5.006805,0.2541809,1,0,0
0.03999998,990,152.5677,279.9796,0.6775292,4,1,5.020355,0.2527161,1,0,0
0.05999998,990,152.5658,279.9594,1.01301,4,1,5.040619,0.2507477,1,0,0
0.07999997,990,152.5634,279.9325,1.346321,4,1,5.067535,0.2484131,1,0,0
0.09999996,990,152.5608,279.8989,1.677475,4,1,5.101074,0.2458038,1,0,0
0.12,990,152.558,279.8588,2.006487,4,1,5.141205,0.2430573,1,0,0
0.14,990,152.5552,279.8121,2.333371,4,1,5.187866,0.2402344,1,0,0
0.1599999,990,152.5525,279.759,2.658141,4,1,5.241028,0.2374725,1,0,0
0.1799999,990,152.5498,279.6993,2.980809,4,1,5.300659,0.2348022,1,0,0
0.1999999,990,152.5473,279.6333,3.30139,4,1,5.366699,0.232254,1,0,0
0.2199999,990,152.5449,279.5609,3.619897,4,1,5.439087,0.2299194,1,0,0
0.2399999,990,152.5428,279.4822,3.936344,4,1,5.517822,0.2278137,1,0,0
0.2599999,990,152.5409,279.3972,4.250744,4,1,5.602844,0.2259369,1,0,0
0.2799999,990,152.5393,279.3059,4.56311,4,1,5.694092,0.2243195,1,0,0
0.2999999,990,152.5379,279.2084,4.873455,4,1,5.791565,0.2229462,1,0,0
0.3199999,990,152.5368,279.1048,5.181792,4,1,5.895203,0.2218323,1,0,0
0.3399999,990,152.5359,278.995,5.488135,4,1,6.004974,0.2209473,1,0,0
0.3599999,990,152.5353,278.8792,5.792496,4,1,6.120819,0.2203064,1,0,0
0.3799999,990,152.5348,278.7573,6.094888,4,1,6.242706,0.2198486,1,0,0
0.3999999,990,152.5346,278.6294,6.395324,4,1,6.370605,0.2195587,1,0,0
0.4199998,990,152.5345,278.4955,6.693817,4,1,6.504486,0.2194519,1,0,0
0.4399998,990,152.5345,278.3557,6.990378,4,1,6.644287,0.2194977,1,0,0
0.4599998,990,152.5346,278.21,7.285021,4,1,6.789978,0.219635,1,0,0
0.4799998,990,152.5349,278.0585,7.577758,4,1,6.941528,0.2198639,1,0,0
0.4999998,990,152.5352,277.9011,7.868602,4,1,7.098907,0.2201691,1,0,0
0.5199998,990,152.5355,277.7379,8.157563,4,1,7.262054,0.2205353,1,0,0
0.5399998,990,152.5359,277.5691,8.444656,4,1,7.430939,0.220932,1,0,0
0.5599998,990,152.5363,277.3945,8.729892,4,1,7.60553,0.2213287,1,0,0
0.5799998,990,152.5367,277.2142,9.013282,4,1,7.785797,0.221756,1,0,0
0.5999998,990,152.5372,277.0283,9.294839,4,1,7.97168,0.222168,1,0,0
0.6199998,990,152.5376,276.8368,9.574574,4,1,8.163177,0.2225494,1,0,0
0.6399997,990,152.5379,276.6398,9.8525,4,1,8.360229,0.2229156,1,0,0
0.6599998,990,152.5383,276.4372,10.12863,4,1,8.562805,0.2232513,1,0,0
0.6799998,990,152.5386,276.2291,10.40297,4,1,8.770874,0.2235565,1,0,0
0.6999997,990,152.5388,276.0156,10.67554,4,1,8.984375,0.2238312,1,0,0
0.7199997,990,152.5391,275.7967,10.94634,4,1,9.203308,0.2240753,1,0,0
0.7399997,990,152.5393,275.5724,11.21539,4,1,9.427612,0.2242737,1,0,0
0.7599998,990,152.5394,275.3427,11.4827,4,1,9.657257,0.2244415,1,0,0
0.7799997,990,152.5396,275.1078,11.74829,4,1,9.892212,0.2245483,1,0,0
0.7999997,990,152.5396,274.8676,12.01215,4,1,10.13245,0.2246552,1,0,0
0.8199997,990,152.5397,274.6221,12.27431,4,1,10.37793,0.2247162,1,0,0
0.8399997,990,152.5397,274.3714,12.53477,4,1,10.62863,0.2247467,1,0,0
