vehicle,speed,line,launchX,launchY,launchZ,launchSpeed,crestX,crestY,crestZ,crestGround,crestClearance,landingX,landingY,landingZ,landingSpeed,longestFlight,peakY
original,24,0,968.698,180.293,190.000,22.276,944.585,189.228,190.000,157.161,31.562,899.645,154.353,190.000,16.874,4.040,189.230
original,24,-6,968.699,180.293,184.000,22.276,944.585,189.228,184.000,157.161,31.562,899.645,154.353,184.000,16.874,4.040,189.230
original,24,6,968.698,180.293,196.000,22.276,944.585,189.228,196.000,157.161,31.562,899.644,154.353,196.000,16.874,4.040,189.230
original,24,-11.075,968.698,180.293,178.925,22.276,944.585,189.228,178.925,157.161,31.562,899.645,154.353,178.925,16.874,4.040,189.230
original,24,11.075,968.699,180.293,201.075,22.276,944.585,189.228,201.075,157.161,31.562,899.645,154.353,201.075,16.875,4.040,189.230
original,32,0,968.435,180.424,190.000,29.650,944.493,193.570,189.998,157.091,36.145,859.442,151.751,189.994,23.789,4.860,196.559
original,32,-6,968.435,180.424,184.000,29.650,944.493,193.569,183.996,157.091,36.145,859.364,151.647,183.984,21.056,4.860,196.558
original,32,6,968.435,180.424,195.999,29.650,944.494,193.570,195.996,157.092,36.144,860.177,153.333,195.939,25.147,4.820,196.559
original,32,-11.075,968.437,180.423,178.926,29.650,944.497,193.570,178.924,157.094,36.142,858.940,151.640,178.910,21.048,4.880,196.560
original,32,11.075,968.435,180.424,201.075,29.650,944.494,193.570,201.072,157.092,36.145,860.766,153.529,201.064,25.068,4.800,196.559
original,40,0,968.169,180.581,190.003,35.770,944.052,195.854,190.009,156.753,38.564,822.043,153.078,190.040,26.100,5.500,204.744
original,40,-6,968.151,180.595,184.002,35.787,944.024,195.878,184.008,156.731,38.610,821.902,153.076,184.036,25.803,5.500,204.783
original,40,6,968.168,180.581,196.002,35.774,944.049,195.855,196.002,156.751,38.568,822.021,153.079,196.006,25.756,5.500,204.748
original,40,-11.075,968.161,180.587,178.927,35.784,944.035,195.866,178.929,156.740,38.590,821.940,153.077,178.940,25.765,5.500,204.766
original,40,11.075,968.170,180.579,201.077,35.771,944.053,195.852,201.083,156.753,38.562,822.043,153.079,201.113,25.756,5.500,204.742
tourer,24,0,968.398,180.504,190.000,22.223,944.383,189.044,190.000,157.007,31.084,899.262,154.272,190.000,17.119,4.000,189.048
tourer,24,-6,968.398,180.504,184.000,22.223,944.383,189.044,184.000,157.007,31.084,899.262,154.272,184.000,17.119,4.000,189.048
tourer,24,6,968.398,180.504,196.000,22.223,944.383,189.044,196.000,157.007,31.084,899.262,154.272,196.000,17.119,4.000,189.048
tourer,24,-11,968.398,180.504,179.000,22.223,944.383,189.044,179.000,157.007,31.084,899.262,154.272,179.000,17.119,4.000,189.048
tourer,24,11,968.398,180.504,201.000,22.223,944.383,189.044,201.000,157.007,31.084,899.262,154.272,201.000,17.119,4.000,189.048
tourer,32,0,968.508,180.378,190.003,29.686,944.502,193.563,190.004,157.098,35.836,858.994,151.855,190.002,21.059,4.880,196.586
tourer,32,-6,968.507,180.379,184.003,29.686,944.500,193.565,184.003,157.097,35.839,858.953,151.802,184.002,21.060,4.880,196.588
tourer,32,6,968.502,180.367,196.004,29.687,944.412,193.446,196.005,157.029,35.790,855.358,152.306,195.439,26.041,5.000,196.391
tourer,32,-11,968.508,180.379,179.000,29.686,944.501,193.564,179.000,157.097,35.838,858.983,151.803,179.070,19.289,4.880,196.587
tourer,32,11,968.502,180.367,201.003,29.687,944.413,193.446,201.004,157.030,35.789,860.562,153.428,201.007,25.612,4.800,196.390
tourer,40,0,968.221,180.538,189.994,35.910,943.915,195.839,190.007,156.663,38.772,821.210,153.097,190.074,26.273,5.500,204.773
tourer,40,-6,968.203,180.553,183.995,35.929,943.891,195.874,184.007,156.648,38.822,821.049,153.100,184.067,25.963,5.500,204.836
tourer,40,6,968.236,180.525,195.997,35.895,943.940,195.818,196.005,156.677,38.737,821.344,153.105,196.045,25.908,5.500,204.739
tourer,40,-11,968.224,180.536,179.000,35.910,943.923,195.844,179.008,156.667,38.773,821.218,153.103,179.044,25.913,5.500,204.787
tourer,40,11,968.243,180.520,200.998,35.891,943.952,195.815,201.006,156.685,38.727,821.379,153.106,201.050,25.903,5.500,204.739
moto,24,0,968.991,179.881,190.001,22.751,944.352,189.542,189.997,156.983,32.153,897.747,154.267,189.989,17.169,4.120,189.542
moto,24,-6,968.991,179.881,183.998,22.751,944.352,189.542,184.003,156.983,32.153,897.747,154.267,184.014,17.169,4.120,189.542
moto,24,6,968.992,179.880,196.002,22.751,944.353,189.541,196.004,156.983,32.151,897.748,154.267,196.009,17.169,4.120,189.542
moto,24,-11.675,968.991,179.881,178.323,22.751,944.352,189.542,178.326,156.983,32.153,897.747,154.267,178.333,17.169,4.120,189.543
moto,24,11.675,968.989,179.883,201.676,22.751,944.350,189.544,201.669,156.981,32.157,897.746,154.267,201.658,17.169,4.120,189.545
moto,32,0,968.660,180.084,189.993,30.461,944.377,194.005,190.006,157.002,36.484,855.089,151.813,190.048,21.357,4.980,197.619
moto,32,-6,968.660,180.084,184.001,30.461,944.379,194.008,184.007,157.004,36.486,855.100,151.770,184.027,21.255,4.980,197.625
moto,32,6,968.659,180.084,195.998,30.460,944.376,194.006,196.006,157.001,36.486,855.043,151.883,196.039,23.201,4.980,197.621
moto,32,-11.675,968.657,180.086,178.324,30.461,944.370,194.002,178.318,156.997,36.486,855.152,151.892,178.400,18.511,4.980,197.614
moto,32,11.675,968.657,180.089,201.675,30.460,944.435,194.093,201.667,157.046,36.546,854.904,151.874,201.640,23.128,5.000,197.775
moto,40,0,968.728,180.018,189.976,37.971,943.849,196.189,189.972,156.623,38.927,807.729,152.927,189.966,27.343,5.720,207.323
moto,40,-6,968.725,180.020,184.015,37.971,943.848,196.194,184.022,156.623,38.931,807.752,152.979,184.064,26.666,5.720,207.331
moto,40,6,968.726,180.020,195.980,37.971,943.847,196.193,195.975,156.623,38.930,807.185,152.691,195.969,27.545,5.740,207.329
moto,40,-11.675,968.716,180.028,178.335,37.971,943.832,196.194,178.339,156.614,38.938,807.692,152.948,178.365,26.994,5.720,207.319
moto,40,11.675,968.729,180.017,201.669,37.972,943.843,196.184,201.666,156.620,38.923,807.143,152.515,201.648,27.818,5.740,207.309
atv,24,0,969.145,179.773,189.999,22.627,944.325,189.420,190.003,156.962,31.958,898.503,154.201,190.012,16.978,4.120,189.420
atv,24,-6,969.145,179.773,183.999,22.627,944.325,189.420,183.994,156.962,31.958,898.503,154.201,183.983,16.978,4.120,189.420
atv,24,6,969.146,179.773,195.999,22.627,944.325,189.419,195.992,156.962,31.957,898.504,154.201,195.977,16.951,4.120,189.419
atv,24,-11.275,969.144,179.774,178.725,22.627,944.324,189.420,178.720,156.962,31.959,898.503,154.201,178.709,16.984,4.120,189.420
atv,24,11.275,969.145,179.773,201.275,22.627,944.325,189.419,201.266,156.962,31.957,898.507,154.203,201.250,16.876,4.120,189.419
atv,32,0,968.793,179.949,190.002,30.278,944.100,193.903,190.007,156.790,36.748,856.212,151.711,190.019,21.358,4.960,197.243
atv,32,-6,968.793,179.949,183.998,30.278,944.100,193.902,183.992,156.790,36.748,856.209,151.662,183.963,21.378,4.960,197.243
atv,32,6,968.796,179.948,196.001,30.278,944.102,193.901,196.008,156.792,36.745,856.067,151.891,195.959,24.800,4.960,197.242
atv,32,-11.275,968.791,179.951,178.727,30.278,944.098,193.905,178.723,156.788,36.752,856.253,151.707,178.786,19.512,4.960,197.246
atv,32,11.275,968.795,179.948,201.277,30.278,944.102,193.901,201.284,156.791,36.746,856.588,151.980,201.309,24.281,4.940,197.242
atv,40,0,968.298,180.263,190.002,37.577,943.984,195.725,189.994,156.704,38.713,809.802,152.921,189.954,27.090,5.640,206.422
atv,40,-6,968.300,180.261,183.997,37.575,943.987,195.721,184.006,156.705,38.707,809.811,152.925,184.055,26.724,5.640,206.413
atv,40,6,968.301,180.261,195.998,37.576,943.987,195.723,196.002,156.706,38.707,809.259,152.669,196.052,27.502,5.660,206.418
atv,40,-11.275,968.290,180.269,178.724,37.580,943.973,195.729,178.733,156.697,38.725,809.766,152.924,178.787,27.030,5.640,206.421
atv,40,11.275,968.300,180.262,201.276,37.576,943.987,195.724,201.280,156.705,38.709,809.242,152.529,201.304,28.337,5.660,206.421
