time,profile,x,y,z,houseX,houseY,houseZ,speed,forward,grounded,throttle,brake,up,wipeout,contact,impulse,nx,ny,nz,separation
0.020,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.040,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.060,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.080,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.100,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.120,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.140,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.160,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.180,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.200,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.220,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.240,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.260,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.280,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.300,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.320,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.340,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.360,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.380,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.400,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.420,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.440,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.460,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.480,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.500,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.520,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.540,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.560,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.580,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.600,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.620,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.640,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.660,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.680,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.700,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.720,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.740,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.760,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.780,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.800,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.820,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.840,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.860,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.880,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.900,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.920,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.940,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.960,moto,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
