time,vehicle,lap,gate,speed,recoveries,misses,x,y,z
3.007,atv,0,0,0.00,0,0,564.07,82.55,-6.94
3.007,moto,0,0,0.00,0,0,568.74,82.57,0.91
3.007,moto,0,0,0.00,0,0,564.53,82.57,8.03
3.007,moto,0,0,0.00,0,0,569.05,82.57,14.95
4.800,atv,0,0,23.22,0,0,564.58,82.57,16.20
4.800,moto,0,1,24.77,0,0,569.01,82.56,25.55
4.800,moto,0,1,24.78,0,0,564.39,82.54,32.67
4.800,moto,0,1,24.80,0,0,566.76,82.51,39.50
6.880,atv,0,1,37.63,0,0,561.88,82.25,81.25
6.880,moto,0,1,38.81,0,0,564.17,82.09,94.87
6.880,moto,0,1,37.26,0,0,557.64,81.96,101.45
6.880,moto,0,1,37.34,0,0,558.40,81.84,107.69
8.420,atv,0,1,39.08,0,0,537.97,80.97,131.98
8.420,moto,0,1,42.01,0,0,530.71,80.65,142.54
8.420,moto,0,1,43.55,0,0,518.92,80.28,147.97
8.420,moto,0,1,44.14,0,0,515.92,80.15,152.24
10.420,atv,0,2,45.88,0,0,466.98,78.05,179.25
10.420,moto,0,2,42.23,0,0,452.70,77.12,189.85
10.420,moto,0,2,36.01,0,0,440.84,76.40,194.65
10.420,moto,0,2,33.67,0,0,438.20,76.19,197.45
12.420,atv,0,2,31.65,0,0,405.66,74.61,213.87
12.420,moto,0,2,31.84,0,0,394.18,74.20,219.72
12.420,moto,0,2,30.94,0,0,385.99,74.52,224.13
12.420,moto,0,2,31.72,0,0,381.41,74.92,226.40
14.420,atv,0,2,18.53,0,0,361.07,81.68,237.16
14.420,moto,0,2,27.08,0,0,343.83,84.93,246.09
14.420,moto,0,2,26.65,0,0,337.51,84.30,249.23
14.420,moto,0,2,27.15,0,0,330.40,83.88,253.29
16.420,atv,0,2,7.63,0,0,339.71,81.16,246.65
16.420,moto,0,2,25.98,0,0,293.05,73.97,267.61
16.420,moto,0,2,30.10,0,0,291.16,70.44,280.27
16.420,moto,0,2,17.23,0,0,274.94,69.82,271.29
18.420,atv,0,2,15.42,0,0,325.35,80.88,252.49
18.420,moto,0,2,35.20,0,0,239.15,55.45,296.09
18.420,moto,0,2,39.50,0,0,230.40,54.53,297.05
18.420,moto,0,2,33.06,0,0,215.07,52.82,297.55
20.420,atv,0,2,27.18,0,0,287.82,70.54,279.23
20.420,moto,0,2,31.89,0,0,173.70,48.83,290.46
20.420,moto,0,2,31.90,0,0,164.95,48.08,289.01
20.420,moto,0,2,31.69,0,0,152.80,46.47,285.99
22.420,atv,0,2,32.40,0,0,237.56,55.31,295.27
22.420,moto,0,2,31.31,0,0,112.56,49.59,275.07
22.420,moto,0,2,30.86,0,0,104.31,50.36,272.43
22.420,moto,0,2,30.50,0,0,92.70,50.20,268.55
24.420,atv,0,2,28.09,0,0,175.03,48.87,291.19
24.420,moto,0,2,30.48,0,0,54.47,38.61,256.87
24.420,moto,0,2,27.09,0,0,46.69,34.55,254.16
24.420,moto,0,2,-0.05,0,0,39.20,34.60,250.21
26.420,atv,0,2,21.32,0,0,123.65,47.67,278.07
26.420,moto,0,2,4.60,0,0,43.99,34.15,255.74
26.420,moto,0,2,0.01,0,0,41.00,34.54,251.66
26.420,moto,0,2,0.00,0,0,39.19,34.54,250.27
28.420,atv,0,2,23.29,0,0,79.68,41.18,263.40
28.420,moto,0,2,-0.11,0,0,42.62,34.12,254.93
28.420,moto,0,2,0.00,0,0,40.88,34.49,251.85
28.420,moto,0,2,0.01,0,0,39.09,34.51,250.41
30.420,atv,0,2,29.84,0,0,38.60,34.72,241.40
30.420,moto,0,2,-0.11,0,0,42.52,34.02,255.28
30.420,moto,0,2,-0.40,0,0,40.99,34.44,252.20
30.420,moto,0,2,-0.40,0,0,39.23,34.48,250.75
32.420,atv,0,2,41.73,0,0,-23.42,29.14,203.56
32.420,moto,0,2,0.79,0,0,42.66,33.85,256.03
32.420,moto,0,2,-0.43,0,0,41.50,34.39,252.90
32.420,moto,0,2,-0.42,0,0,39.75,34.43,251.42
34.420,atv,0,3,0.00,0,0,-70.47,25.03,165.27
34.420,moto,0,2,-0.58,0,0,42.41,33.68,256.43
34.420,moto,0,2,-0.46,0,0,41.98,34.30,253.69
34.420,moto,0,2,-0.45,0,0,40.23,34.35,252.20
36.420,atv,0,3,25.92,0,0,-87.32,23.27,141.80
36.420,moto,0,2,0.45,0,0,42.58,33.40,257.42
36.420,moto,0,2,0.62,0,0,42.19,34.18,254.37
36.420,moto,0,2,0.63,1,0,122.19,48.01,280.19
38.420,atv,0,3,22.98,0,0,-110.76,23.23,101.61
38.420,moto,0,2,-0.24,0,0,41.90,33.36,257.04
38.420,moto,0,2,-0.12,0,0,40.58,34.27,252.85
38.420,moto,0,2,13.84,1,0,103.90,44.17,270.05
40.420,atv,0,3,27.79,0,0,-121.41,20.15,59.41
40.420,moto,0,2,-0.24,0,0,41.62,33.19,257.33
40.420,moto,0,2,-0.13,0,0,40.49,34.18,253.20
40.420,moto,0,2,19.96,1,0,82.09,34.62,258.10
42.420,atv,0,3,20.81,0,0,-125.47,23.19,3.49
42.420,moto,0,2,9.26,1,0,108.51,44.51,273.95
42.420,moto,0,2,15.20,1,0,110.19,48.88,273.10
42.420,moto,0,2,33.86,1,0,29.40,34.21,237.02
44.420,atv,0,3,16.38,0,0,-121.88,17.16,-36.96
44.420,moto,0,2,17.44,1,0,92.51,35.12,261.90
44.420,moto,0,2,21.29,1,0,82.13,34.69,259.61
44.420,moto,0,2,42.73,1,0,-37.26,27.79,191.54
46.420,atv,0,3,32.25,0,0,-95.46,21.86,-79.53
46.420,moto,0,2,31.90,1,0,41.42,34.82,243.87
46.420,moto,0,2,34.18,1,0,28.63,34.13,236.39
46.420,moto,0,3,31.92,1,0,-84.57,23.54,146.01
48.420,atv,0,3,40.76,0,0,-38.33,25.22,-124.46
48.420,moto,0,2,43.98,1,0,-22.20,29.17,202.83
48.420,moto,0,2,42.28,1,0,-38.36,27.69,190.69
48.420,moto,0,3,29.95,1,0,-117.08,24.65,92.72
50.420,atv,0,3,31.78,0,0,30.09,29.80,-136.49
50.420,moto,0,3,31.91,1,0,-75.25,24.39,157.77
50.420,moto,0,3,31.93,1,0,-85.31,23.47,145.03
50.420,moto,0,3,31.89,1,0,-124.13,20.59,34.29
52.420,atv,0,3,16.95,0,0,84.74,36.71,-145.87
52.420,moto,0,3,30.49,1,0,-109.69,26.19,105.23
52.420,moto,0,3,29.62,1,0,-117.41,23.91,91.34
52.420,moto,0,3,29.65,1,0,-124.68,24.82,-28.06
54.420,atv,0,3,18.87,0,0,119.18,41.32,-153.96
54.420,moto,0,3,30.78,1,0,-124.39,20.62,49.90
54.420,moto,0,3,31.91,1,0,-124.55,20.57,32.00
