time,x,y,z,speed,wheels,up
1.72,785.9177,42.40709,559.3868,11.88598,4,0.9999001
1.739999,786.1558,42.40987,559.3868,11.89599,4,0.9999045
1.76,786.394,42.41259,559.3868,11.90451,4,0.9999092
1.779999,786.6323,42.41523,559.3868,11.91179,4,0.9999143
1.8,786.8708,42.41781,559.3868,11.91801,4,0.9999195
1.819999,787.1094,42.42032,559.3868,11.92336,4,0.9999249
1.84,787.3481,42.42276,559.3868,11.92796,4,0.9999303
1.859999,787.5869,42.42511,559.3868,11.93194,4,0.9999356
1.88,787.8236,42.42735,559.3868,11.82806,4,0.9999406
1.899999,788.0607,42.42948,559.3868,11.84767,4,0.999945
1.92,788.2982,42.43151,559.3868,11.86431,4,0.9999488
1.939999,788.5358,42.43343,559.3868,11.87846,4,0.999952
1.96,788.7737,42.43525,559.3868,11.89048,4,0.9999548
1.979999,789.0118,42.43698,559.3868,11.90069,4,0.999957
2,789.2501,42.43864,559.3868,11.90938,4,0.9999588
2.019999,789.4885,42.44023,559.3868,11.91676,4,0.9999603
2.039999,789.727,42.44177,559.3868,11.92303,4,0.9999615
2.059999,789.9656,42.44325,559.3868,11.92836,4,0.9999629
2.079999,790.2043,42.44467,559.3868,11.9329,4,0.9999645
2.099999,790.441,42.44601,559.3868,11.82943,4,0.9999665
2.119999,790.6781,42.44727,559.3868,11.84936,4,0.9999689
2.139999,790.9155,42.44843,559.3868,11.86626,4,0.9999716
2.159999,791.1533,42.44951,559.3868,11.88062,4,0.9999745
2.179999,791.3913,42.4505,559.3868,11.89283,4,0.9999776
2.199999,791.6295,42.4514,559.3868,11.90325,4,0.9999808
2.219999,791.8679,42.45219,559.3868,11.91215,4,0.999984
2.239999,792.1065,42.4529,559.3868,11.91978,4,0.9999869
2.259999,792.3452,42.45351,559.3868,11.92635,4,0.9999897
2.279999,792.5841,42.45401,559.3868,11.93201,4,0.9999923
2.299999,792.8209,42.45437,559.3868,11.82958,4,0.9999944
2.319999,793.058,42.45459,559.3868,11.85044,4,0.9999961
2.339999,793.2956,42.45466,559.3868,11.86817,4,0.9999973
2.359999,793.5334,42.45459,559.3868,11.88325,4,0.9999982
2.379999,793.7714,42.45439,559.3868,11.89608,4,0.9999988
2.399999,794.0097,42.45407,559.3868,11.907,4,0.9999992
2.42,794.2481,42.45364,559.3868,11.91629,4,0.9999995
2.439999,794.4867,42.45313,559.3868,11.9242,4,0.9999997
2.46,794.7254,42.45254,559.3868,11.93093,4,0.9999998
2.479999,794.962,42.45191,559.3868,11.82932,4,0.9999999
2.5,795.199,42.45124,559.3868,11.85078,4,0.9999999
2.519999,795.4365,42.45057,559.3868,11.86894,4,1
2.539999,795.6741,42.4499,559.3868,11.8843,4,1
2.559999,795.9121,42.44925,559.3868,11.8973,4,1
2.579999,796.1503,42.44862,559.3868,11.9083,4,1
2.599999,796.3887,42.44804,559.3868,11.91761,4,1
2.619999,796.6272,42.44751,559.3868,11.92549,4,1
2.639999,796.8658,42.44703,559.3868,11.93215,4,1
2.659999,797.1025,42.44661,559.3868,11.83045,4,1
2.679999,797.3395,42.44624,559.3868,11.85181,4,1
2.699999,797.577,42.44593,559.3868,11.86987,4,1
2.719999,797.8147,42.44568,559.3868,11.88513,4,1
2.739999,798.0527,42.44548,559.3868,11.89804,4,1
2.759999,798.2908,42.44534,559.3868,11.90895,4,1
2.779999,798.5292,42.44524,559.3868,11.91817,4,1
2.799999,798.7677,42.44518,559.3868,11.92597,4,1
2.819999,799.0063,42.44516,559.3868,11.93257,4,1
2.839999,799.243,42.44516,559.3868,11.8308,4,1
2.859999,799.48,42.4452,559.3868,11.85211,4,1
2.879999,799.7175,42.44526,559.3868,11.87012,4,1
2.899999,799.9552,42.44533,559.3868,11.88535,4,1
2.919999,800.1932,42.44541,559.3868,11.89822,4,1
2.939999,800.4313,42.4455,559.3868,11.9091,4,1
2.959999,800.6697,42.4456,559.3868,11.9183,4,1
2.979999,800.9082,42.44569,559.3868,11.92608,4,1
2.999999,801.1469,42.44579,559.3868,11.93266,4,1
3.019999,801.3835,42.44588,559.3868,11.83087,4,1
3.039999,801.6205,42.44597,559.3868,11.85217,4,1
3.059999,801.858,42.44605,559.3868,11.87017,4,1
3.079998,802.0957,42.44612,559.3868,11.88539,4,1
3.099999,802.3337,42.44618,559.3868,11.89825,4,1
3.119998,802.5718,42.44624,559.3868,11.90912,4,1
3.139999,802.8102,42.44628,559.3868,11.91832,4,1
3.159998,803.0487,42.44632,559.3868,11.9261,4,1
3.179999,803.2874,42.44635,559.3868,11.93267,4,1
3.199998,803.524,42.44637,559.3868,11.83088,4,1
3.219999,803.761,42.44639,559.3868,11.85218,4,1
3.239999,803.9985,42.4464,559.3868,11.87018,4,1
3.259999,804.2362,42.4464,559.3868,11.88539,4,1
3.279999,804.4742,42.4464,559.3868,11.89825,4,1
3.299999,804.7123,42.44639,559.3868,11.90913,4,1
3.319999,804.9507,42.44638,559.3868,11.91832,4,1
3.339999,805.1892,42.44637,559.3868,11.9261,4,1
3.359999,805.4279,42.44636,559.3868,11.93267,4,1
3.379999,805.6645,42.44634,559.3868,11.83088,4,1
3.399999,805.9016,42.44633,559.3868,11.85218,4,1
3.419999,806.139,42.44631,559.3868,11.87018,4,1
3.439999,806.3767,42.4463,559.3868,11.8854,4,1
3.459999,806.6147,42.44628,559.3868,11.89826,4,1
3.479999,806.8528,42.44627,559.3868,11.90913,4,1
3.499999,807.0912,42.44626,559.3868,11.91832,4,1
3.519999,807.3297,42.44625,559.3868,11.9261,4,1
3.539999,807.5684,42.44624,559.3868,11.93267,4,1
3.559999,807.805,42.44623,559.3868,11.83088,4,1
3.579998,808.0421,42.44622,559.3868,11.85218,4,1
3.599999,808.2795,42.44622,559.3868,11.87018,4,1
3.619998,808.5172,42.44622,559.3868,11.8854,4,1
3.639999,808.7552,42.44621,559.3868,11.89826,4,1
3.659998,808.9933,42.44621,559.3868,11.90913,4,1
3.679999,809.2317,42.44621,559.3868,11.91832,4,1
3.699998,809.4702,42.44621,559.3868,11.9261,4,1
3.719999,809.7089,42.44621,559.3868,11.93267,4,1
3.739998,809.9455,42.44621,559.3868,11.83088,4,1
3.759999,810.1826,42.44621,559.3868,11.85218,4,1
3.779998,810.42,42.44621,559.3868,11.87018,4,1
3.799999,810.6577,42.44622,559.3868,11.8854,4,1
3.819998,810.8957,42.44622,559.3868,11.89826,4,1
3.839999,811.1339,42.44622,559.3868,11.90913,4,1
3.859998,811.3722,42.44623,559.3868,11.91832,4,1
3.879999,811.6107,42.44623,559.3868,11.9261,4,1
3.899998,811.8494,42.44623,559.3868,11.93267,4,1
3.919999,812.086,42.44623,559.3868,11.83088,4,1
3.939998,812.3231,42.44623,559.3868,11.85218,4,1
3.959999,812.5605,42.44623,559.3868,11.87018,4,1
3.979998,812.7982,42.44623,559.3868,11.8854,4,1
3.999999,813.0362,42.44623,559.3868,11.89826,4,1
4.019999,813.2744,42.44623,559.3868,11.90913,4,1
4.039999,813.5127,42.44623,559.3868,11.91832,4,1
4.059999,813.7512,42.44623,559.3868,11.9261,4,1
4.079998,813.9899,42.44623,559.3868,11.93267,4,1
4.099999,814.2265,42.44623,559.3868,11.83088,4,1
4.119998,814.4636,42.44623,559.3868,11.85218,4,1
4.139999,814.701,42.44623,559.3868,11.87018,4,1
4.159998,814.9387,42.44623,559.3868,11.8854,4,1
4.179999,815.1767,42.44623,559.3868,11.89826,4,1
4.199998,815.4149,42.44623,559.3868,11.90913,4,1
4.219999,815.6532,42.44623,559.3868,11.91832,4,1
4.239998,815.8917,42.44623,559.3868,11.9261,4,1
4.259999,816.1304,42.44623,559.3868,11.93267,4,1
4.279998,816.367,42.44623,559.3868,11.83088,4,1
4.299999,816.6041,42.44623,559.3868,11.85218,4,1
4.319998,816.8415,42.44623,559.3868,11.87018,4,1
4.339999,817.0792,42.44623,559.3868,11.8854,4,1
4.359998,817.3172,42.44623,559.3868,11.89826,4,1
4.379999,817.5554,42.44623,559.3868,11.90913,4,1
4.399998,817.7937,42.44623,559.3868,11.91832,4,1
4.419999,818.0322,42.44623,559.3868,11.9261,4,1
4.439998,818.2709,42.44623,559.3868,11.93267,4,1
4.459999,818.5075,42.44623,559.3868,11.83088,4,1
4.479998,818.7446,42.44623,559.3868,11.85218,4,1
4.499999,818.982,42.44623,559.3868,11.87018,4,1
4.519998,819.2197,42.44623,559.3868,11.8854,4,1
4.539999,819.4577,42.44623,559.3868,11.89826,4,1
4.559998,819.6959,42.44623,559.3868,11.90913,4,1
4.579998,819.9342,42.44623,559.3868,11.91832,4,1
4.599998,820.1727,42.44623,559.3868,11.9261,4,1
4.619998,820.4114,42.44623,559.3868,11.93267,4,1
4.639998,820.648,42.44623,559.3868,11.83088,4,1
4.659998,820.8851,42.44623,559.3868,11.85218,4,1
4.679998,821.1225,42.44623,559.3868,11.87018,4,1
4.699998,821.3602,42.44623,559.3868,11.8854,4,1
4.719998,821.5982,42.44623,559.3868,11.89826,4,1
4.739998,821.8364,42.44623,559.3868,11.90913,4,1
4.759998,822.0747,42.44623,559.3868,11.91832,4,1
4.779998,822.3132,42.44623,559.3868,11.9261,4,1
4.799999,822.5519,42.44623,559.3868,11.93267,4,1
4.819998,822.7885,42.44623,559.3868,11.83088,4,1
4.839999,823.0256,42.44623,559.3868,11.85218,4,1
4.859998,823.263,42.44623,559.3868,11.87018,4,1
4.879999,823.5007,42.44623,559.3868,11.8854,4,1
4.899998,823.7387,42.44623,559.3868,11.89826,4,1
4.919999,823.9769,42.44623,559.3868,11.90913,4,1
4.939998,824.2152,42.44623,559.3868,11.91832,4,1
4.959999,824.4537,42.44623,559.3868,11.9261,4,1
4.979998,824.6924,42.44623,559.3868,11.93267,4,1
4.999999,824.929,42.44623,559.3868,11.83088,4,1
5.019998,825.1661,42.44623,559.3868,11.85218,4,1
5.039999,825.4035,42.44623,559.3868,11.87018,4,1
5.059998,825.6412,42.44623,559.3868,11.8854,4,1
5.079998,825.8792,42.44623,559.3868,11.89826,4,1
5.099998,826.1174,42.44623,559.3868,11.90913,4,1
5.119998,826.3557,42.44623,559.3868,11.91832,4,1
5.139998,826.5942,42.44623,559.3868,11.9261,4,1
5.159998,826.8329,42.44623,559.3868,11.93267,4,1
5.179998,827.0695,42.44623,559.3868,11.83088,4,1
5.199998,827.3066,42.44623,559.3868,11.85218,4,1
5.219998,827.544,42.44623,559.3868,11.87018,4,1
5.239998,827.7817,42.44623,559.3868,11.8854,4,1
5.259998,828.0197,42.44623,559.3868,11.89826,4,1
5.279998,828.2579,42.44623,559.3868,11.90913,4,1
5.299998,828.4962,42.44623,559.3868,11.91832,4,1
5.319998,828.7347,42.44623,559.3868,11.9261,4,1
5.339998,828.9734,42.44623,559.3868,11.93267,4,1
5.359998,829.21,42.44623,559.3868,11.83088,4,1
5.379998,829.4471,42.44623,559.3868,11.85218,4,1
5.399998,829.6845,42.44623,559.3868,11.87018,4,1
5.419998,829.9222,42.44623,559.3868,11.8854,4,1
5.439998,830.1602,42.44623,559.3868,11.89826,4,1
5.459998,830.3984,42.44623,559.3868,11.90913,4,1
5.479998,830.6367,42.44623,559.3868,11.91832,4,1
5.499998,830.8752,42.44623,559.3868,11.9261,4,1
5.519998,831.1139,42.44623,559.3868,11.93267,4,1
5.539998,831.3505,42.44623,559.3868,11.83088,4,1
5.559998,831.5876,42.44623,559.3868,11.85218,4,1
5.579998,831.825,42.44623,559.3868,11.87018,4,1
5.599998,832.0627,42.44623,559.3868,11.8854,4,1
5.619998,832.3007,42.44623,559.3868,11.89826,4,1
5.639998,832.5389,42.44623,559.3868,11.90913,4,1
5.659998,832.7772,42.44623,559.3868,11.91832,4,1
5.679998,833.0157,42.44623,559.3868,11.9261,4,1
5.699998,833.2544,42.44623,559.3868,11.93267,4,1
5.719998,833.491,42.44623,559.3868,11.83088,4,1
5.739998,833.7281,42.44623,559.3868,11.85218,4,1
5.759998,833.9655,42.44623,559.3868,11.87018,4,1
5.779998,834.2032,42.44623,559.3868,11.8854,4,1
5.799998,834.4412,42.44623,559.3868,11.89826,4,1
5.819998,834.6794,42.44623,559.3868,11.90913,4,1
5.839998,834.9177,42.44623,559.3868,11.91832,4,1
5.859998,835.1563,42.44623,559.3868,11.9261,4,1
5.879998,835.3949,42.44623,559.3868,11.93267,4,1
5.899998,835.6315,42.44623,559.3868,11.83088,4,1
5.919998,835.8686,42.44623,559.3868,11.85218,4,1
5.939998,836.106,42.44623,559.3868,11.87018,4,1
5.959998,836.3438,42.44623,559.3868,11.8854,4,1
5.979998,836.5817,42.44623,559.3868,11.89826,4,1
5.999998,836.8199,42.44623,559.3868,11.90913,4,1
6.019998,837.0582,42.44623,559.3868,11.91832,4,1
6.039998,837.2968,42.44623,559.3868,11.9261,4,1
6.059998,837.5354,42.44623,559.3868,11.93267,4,1
6.079998,837.772,42.44623,559.3868,11.83088,4,1
6.099998,838.0091,42.44623,559.3868,11.85218,4,1
6.119998,838.2465,42.44623,559.3868,11.87018,4,1
6.139998,838.4843,42.44623,559.3868,11.8854,4,1
6.159997,838.7222,42.44623,559.3868,11.89826,4,1
6.179998,838.9604,42.44623,559.3868,11.90913,4,1
6.199997,839.1987,42.44623,559.3868,11.91832,4,1
6.219998,839.4373,42.44623,559.3868,11.9261,4,1
6.239997,839.6759,42.44623,559.3868,11.93267,4,1
6.259998,839.9125,42.44623,559.3868,11.83088,4,1
6.279997,840.1496,42.44623,559.3868,11.85218,4,1
6.299998,840.387,42.44623,559.3868,11.87018,4,1
6.319997,840.6248,42.44623,559.3868,11.8854,4,1
6.339998,840.8627,42.44623,559.3868,11.89826,4,1
