time,vehicle,lap,gate,speed,recoveries,misses,x,y,z
3.003,tourer,0,0,0.00,0,0,322.06,9.78,544.06
3.003,original,0,0,0.00,0,0,318.01,11.28,535.88
3.003,moto,0,0,0.00,0,0,322.38,12.47,528.99
3.003,atv,0,0,0.00,0,0,317.80,13.85,522.23
5.000,tourer,0,0,18.06,0,0,322.69,13.54,524.37
5.000,original,0,0,18.83,0,0,318.14,15.49,515.12
5.000,moto,0,1,23.97,0,0,321.63,18.04,502.63
5.000,atv,0,1,22.23,0,0,317.52,19.20,497.70
7.000,tourer,0,1,27.71,0,0,321.63,24.00,478.66
7.000,original,0,1,28.17,0,0,317.14,26.75,468.26
7.000,moto,0,1,31.54,0,0,320.98,32.88,445.30
7.000,atv,0,1,31.44,0,0,317.04,33.47,443.21
9.000,tourer,0,1,31.24,0,0,321.25,39.98,420.50
9.000,original,0,1,31.22,0,0,316.89,42.98,409.77
9.000,moto,0,1,31.54,0,0,320.99,49.75,384.54
9.000,atv,0,1,31.46,0,0,317.10,50.26,382.59
11.000,tourer,0,1,31.27,0,0,321.49,56.33,360.17
11.000,original,0,1,31.25,0,0,317.69,59.20,349.44
11.000,moto,0,1,31.55,0,0,322.20,65.99,323.59
11.000,atv,0,1,31.47,0,0,318.40,66.44,321.77
13.000,tourer,0,1,31.29,0,0,323.35,72.25,299.71
13.000,original,0,1,31.30,0,0,320.07,74.72,288.92
13.000,moto,0,2,31.79,0,0,327.82,79.85,262.29
13.000,atv,0,2,31.81,0,0,324.29,79.98,260.57
15.000,tourer,0,2,33.92,0,0,333.85,82.47,237.86
15.000,original,0,2,34.82,0,0,333.86,82.88,226.48
15.000,moto,0,2,28.84,0,0,354.10,82.42,200.89
15.000,atv,0,2,24.97,0,0,348.89,82.49,200.53
17.000,tourer,0,2,27.71,0,0,366.07,80.73,191.94
17.000,original,0,2,26.53,0,0,370.62,79.71,185.79
17.000,moto,0,2,34.71,0,0,404.24,76.56,170.54
17.000,atv,0,2,28.68,0,0,388.87,76.93,183.87
19.000,tourer,0,2,31.76,0,0,417.75,78.30,162.14
19.000,original,0,2,16.59,0,0,405.44,77.07,166.48
19.000,moto,0,2,32.91,0,0,443.59,85.38,119.60
19.000,atv,0,2,30.03,0,0,425.93,80.14,151.28
21.000,tourer,0,3,0.00,0,0,447.14,86.37,111.74
21.000,original,0,2,22.94,0,0,432.01,81.91,142.91
21.000,moto,0,3,31.71,0,0,467.00,80.78,63.09
21.000,atv,0,3,29.99,0,0,456.81,86.48,97.94
23.000,tourer,0,3,20.37,0,0,458.09,86.14,92.65
23.000,original,0,3,30.22,0,0,461.48,86.44,97.41
23.000,moto,0,3,31.67,0,0,472.48,82.04,-2.10
23.000,atv,0,3,21.15,0,0,472.00,77.47,39.50
25.000,tourer,0,3,34.06,0,0,470.76,77.54,39.03
25.000,original,0,3,34.54,0,0,476.18,77.36,35.96
25.000,moto,0,3,37.50,0,0,479.57,89.07,-66.65
25.000,atv,0,3,27.42,0,0,471.35,82.39,-3.58
27.000,tourer,0,3,31.43,0,0,471.49,86.54,-24.69
27.000,original,0,3,31.38,0,0,475.50,86.80,-26.10
27.000,moto,0,4,29.94,0,0,512.65,83.08,-131.10
27.000,atv,0,3,36.70,0,0,479.52,89.05,-66.31
29.000,tourer,0,3,37.29,0,0,490.19,89.20,-89.27
29.000,original,0,3,37.16,0,0,495.57,89.08,-90.54
29.000,moto,0,4,31.78,0,0,535.15,57.31,-184.09
29.000,atv,0,4,29.86,0,0,512.12,83.39,-129.97
31.000,tourer,0,4,31.89,0,0,518.82,77.38,-147.65
31.000,original,0,4,31.91,0,0,524.06,76.38,-148.03
31.000,moto,0,4,31.95,0,0,554.06,32.82,-239.37
31.000,atv,0,4,31.86,0,0,534.69,57.97,-182.96
33.000,tourer,0,4,31.84,0,0,540.78,48.41,-200.02
33.000,original,0,4,31.85,0,0,545.75,47.30,-200.47
33.000,moto,0,6,37.29,0,0,558.22,26.23,-301.07
33.000,atv,0,4,21.97,0,0,551.13,35.49,-229.55
35.000,tourer,0,6,25.92,0,0,557.81,30.02,-257.00
35.000,original,0,6,7.60,0,0,561.63,30.14,-255.50
35.000,moto,0,6,46.36,0,0,541.24,27.04,-384.36
35.000,atv,0,6,28.77,0,0,559.60,28.23,-277.12
37.000,tourer,0,6,36.46,0,0,554.39,25.49,-319.91
37.000,original,0,6,18.81,0,0,561.09,28.56,-274.83
37.000,moto,0,6,34.73,0,0,534.99,33.01,-463.66
37.000,atv,0,6,40.74,0,0,547.14,25.03,-346.72
39.000,tourer,0,6,40.63,0,0,544.06,28.63,-396.42
39.000,original,0,6,32.41,0,0,552.49,25.32,-326.92
39.000,moto,0,6,33.68,0,0,511.50,23.72,-523.43
