time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-626.513,8.809,14.171,4,7.800,0.092,"Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3732 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.0251 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.0684 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2147 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1116 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1280 impulse=0.000;Ground_0_240:(-0.018, 0.985, 0.172) separation=0.1301 impulse=423.054;Ground_0_240:(-0.018, 0.985, 0.172) separation=0.0692 impulse=423.054;Ground_0_240:(-0.018, 0.985, 0.172) separation=0.0925 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2510 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.1281 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.0921 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.4685 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.1296 impulse=423.054;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2254 impulse=423.054;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2110 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1317 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2558 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1479 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1252 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1222 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.1450 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.1321 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.1400 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.2556 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.1405 impulse=0.000;Ground_0_240:(-0.034, 0.999, 0.032) separation=0.2023 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.1669 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.2072 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.2013 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.2097 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.1788 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.010) separation=0.1832 impulse=0.000;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0567 impulse=255.752;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.2017 impulse=255.752;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0681 impulse=255.752;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.1472 impulse=255.752;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0657 impulse=255.752;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0888 impulse=255.752;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.1366 impulse=0.000;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.2311 impulse=0.000;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.2274 impulse=0.000;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.2077 impulse=0.000;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.1935 impulse=0.000;Ground_80_240:(-0.064, 0.998, -0.021) separation=0.1939 impulse=0.000;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0111 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.2282 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.1362 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0176 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0543 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0841 impulse=188.153;Ground_0_240:(-0.013, 1.000, -0.003) separation=0.0610 impulse=188.153;Ground_80_240:(-0.090, 0.994, -0.057) separation=0.1935 impulse=0.000;Ground_80_240:(-0.090, 0.994, -0.057) separation=0.2222 impulse=0.000;Ground_80_240:(-0.090, 0.994, -0.057) separation=0.1296 impulse=0.000;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0019 impulse=43.951;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.2212 impulse=43.951;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.2212 impulse=43.951;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0036 impulse=43.951;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0026 impulse=43.951;Ground_0_240:(-0.013, 1.000, -0.004) separation=0.0930 impulse=43.951;Ground_0_240:(-0.001, 1.000, -0.003) separation=0.0523 impulse=43.951;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.1241 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.2009 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.1422 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.1391 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.1393 impulse=0.000;Ground_80_240:(-0.060, 0.998, -0.021) separation=0.1601 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0000 impulse=14.506;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.2008 impulse=14.506;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.2008 impulse=14.506;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0007 impulse=14.506;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0002 impulse=14.506;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0023 impulse=14.506;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1174 impulse=0.000;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1780 impulse=0.000;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1579 impulse=0.000;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1547 impulse=0.000;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1482 impulse=0.000;Ground_80_240:(-0.057, 0.998, -0.019) separation=0.1483 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=-0.0007 impulse=1.643;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1779 impulse=1.643;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1780 impulse=1.643;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0003 impulse=1.643;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0004 impulse=1.643;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0101 impulse=1.643;Ground_0_240:(-0.012, 1.000, -0.003) separation=0.0502 impulse=1.643;Ground_80_240:(-0.066, 0.997, -0.043) separation=0.1346 impulse=0.000;Ground_80_240:(-0.066, 0.997, -0.043) separation=0.1557 impulse=0.000;Ground_80_240:(-0.066, 0.997, -0.043) separation=0.1092 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=-0.0011 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1556 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1557 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0003 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0005 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0008 impulse=0.000;Ground_80_240:(-0.058, 0.998, -0.038) separation=0.1168 impulse=0.000;Ground_80_240:(-0.058, 0.998, -0.038) separation=0.1347 impulse=0.000;Ground_80_240:(-0.058, 0.998, -0.038) separation=0.1009 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=-0.0012 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.1345 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.1351 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0008 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=-0.0001 impulse=0.000;Ground_0_240:(-0.009, 1.000, -0.004) separation=0.0015 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.1075 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.0933 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.1002 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.1023 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.1082 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.014) separation=0.1163 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=-0.0009 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1162 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.1170 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0021 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0027 impulse=0.000;Ground_0_240:(-0.011, 1.000, -0.004) separation=0.0259 impulse=0.000;Ground_80_240:(-0.045, 0.999, -0.028) separation=0.0909 impulse=0.000;Ground_80_240:(-0.045, 0.999, -0.028) separation=0.1012 impulse=0.000;Ground_80_240:(-0.045, 0.999, -0.028) separation=0.0869 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0007 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0870 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.1019 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0049 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0050 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0053 impulse=0.000;Ground_0_240:(-0.001, 1.000, -0.003) separation=0.0507 impulse=0.000;Ground_80_240:(-0.039, 0.999, -0.024) separation=0.0831 impulse=0.000;Ground_80_240:(-0.039, 0.999, -0.024) separation=0.0896 impulse=0.000;Ground_80_240:(-0.039, 0.999, -0.024) separation=0.0821 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0042 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0895 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0902 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0097 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0074 impulse=0.000;Ground_0_240:(-0.007, 1.000, -0.004) separation=0.0082 impulse=0.000;Ground_80_240:(-0.048, 0.999, -0.004) separation=0.0791 impulse=0.000;Ground_80_240:(-0.048, 0.999, -0.004) separation=0.0816 impulse=0.000;Ground_80_240:(-0.048, 0.999, -0.004) separation=0.0793 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0097 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0816 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0824 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0163 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0154 impulse=0.000;Ground_0_240:(-0.008, 1.000, -0.004) separation=0.0164 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0172 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0773 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0781 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0249 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0250 impulse=0.000;Ground_0_240:(-0.010, 1.000, -0.004) separation=0.0479 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0266 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0765 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0772 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0348 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0276 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0326 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0377 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0789 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0796 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0459 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0402 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0483 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0503 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0841 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0850 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0583 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0546 impulse=0.000;Ground_0_240:(-0.006, 1.000, -0.003) separation=0.0652 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0640 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0918 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0926 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0719 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0662 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0744 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0787 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1015 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1023 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0864 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0832 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0847 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0940 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1126 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1137 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1015 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.0968 impulse=0.000;Ground_0_240:(-0.005, 1.000, -0.004) separation=0.1018 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1095 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1248 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1261 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1167 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1163 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1168 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1250 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1377 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1392 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1319 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1262 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.004) separation=0.1296 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1401 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1510 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1517 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1468 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1432 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.004) separation=0.1467 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1550 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1642 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1636 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1611 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1555 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1559 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1691 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1770 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1752 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1746 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1694 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1697 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1823 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1893 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1863 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1872 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1824 impulse=0.000;Ground_0_240:(-0.004, 1.000, -0.003) separation=0.1824 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.1944 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.2009 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.1966 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.1986 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.1945 impulse=0.000;Ground_0_240:(-0.003, 1.000, -0.003) separation=0.1945 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2054 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2109 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2061 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2089 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2050 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2051 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2151 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2190 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2146 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2182 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2141 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2143 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2236 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2260 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2220 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2262 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2219 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2220 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2308 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2320 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2284 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2331 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2284 impulse=0.000;Ground_0_240:(-0.002, 1.000, -0.003) separation=0.2285 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2501 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2599 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2501 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2599 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2501 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2501 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,124.148,0.703,-0.039,-42.590,0.000,0.006
0.040,42.595,1.704,-626.499,8.808,13.319,4,7.889,0.057,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2530 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2626 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2530 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2626 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2530 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2533 impulse=0.000;",0.202,0.000,0.000,42.595,0.000,1.000,123.296,0.703,-0.077,-42.590,0.000,0.010
0.060,42.595,2.556,-626.485,8.805,12.467,4,7.999,0.028,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2553 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2644 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2553 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2644 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2553 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2553 impulse=0.000;",0.202,0.000,0.000,42.595,0.000,1.000,122.444,0.703,-0.113,-42.589,0.000,0.013
0.080,42.594,3.408,-626.471,8.802,11.616,4,8.119,0.005,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2569 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2654 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2569 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2654 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2569 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2583 impulse=0.000;",0.203,0.000,0.001,42.595,0.000,1.000,121.592,0.703,-0.147,-42.589,0.028,0.015
0.100,42.594,4.260,-626.457,8.799,10.764,4,8.251,0.013,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2578 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2657 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2578 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2657 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2578 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2578 impulse=0.000;",0.203,0.000,-0.002,42.594,0.000,1.000,120.740,0.702,-0.178,-42.588,-0.048,0.016
0.120,42.594,5.112,-626.443,8.795,9.912,4,8.395,0.026,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2582 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2653 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2582 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2653 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2582 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2582 impulse=0.000;",0.203,0.000,-0.003,42.594,0.000,1.000,119.888,0.702,-0.207,-42.588,-0.066,0.017
0.140,42.594,5.964,-626.429,8.790,9.060,4,8.551,0.036,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2580 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2644 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2580 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2643 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2580 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2580 impulse=0.000;",0.203,0.000,0.004,42.594,0.000,1.000,119.036,0.703,-0.232,-42.588,0.082,0.016
0.160,42.594,6.816,-626.414,8.785,8.208,4,8.714,0.042,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2573 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2629 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2573 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2629 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2573 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2573 impulse=0.000;",0.203,0.000,0.005,42.594,0.000,1.000,118.184,0.704,-0.254,-42.587,0.101,0.017
0.180,42.594,7.668,-626.400,8.780,7.356,4,8.884,0.046,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2561 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2610 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2561 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2610 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2561 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2566 impulse=0.000;",0.203,0.000,-0.005,42.594,0.000,1.000,117.332,0.703,-0.272,-42.587,-0.119,0.015
0.200,42.594,8.520,-626.386,8.774,6.505,4,9.056,0.047,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.2546 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2588 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2546 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2588 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2546 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2546 impulse=0.000;",0.203,0.000,-0.006,42.594,0.000,1.000,116.481,0.703,-0.287,-42.587,-0.136,0.017
