time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-628.213,8.959,14.143,4,7.800,0.092,"Ground_80_240:(0.000, 1.000, -0.003) separation=0.0136 impulse=3904.598;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.1553 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.1452 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0030 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.3035 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.2933 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.2933 impulse=22763.410;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0474 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0351 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0141 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0966 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0875 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0870 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0193 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0183 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0045 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0070 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0175 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0163 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0031 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0172 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0028 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0164 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=-0.0003 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0036 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0174 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0192 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,124.148,0.703,-0.039,-42.590,0.000,0.014
0.040,42.589,1.704,-628.199,8.958,13.291,4,7.831,0.016,"",0.202,0.000,0.000,42.589,0.000,1.000,123.296,0.703,-0.078,-42.583,0.000,0.021
0.060,42.582,2.556,-628.185,8.955,12.440,4,7.877,0.026,"",0.206,0.000,0.001,42.582,0.000,1.000,122.444,0.703,-0.117,-42.576,0.028,0.023
0.080,42.576,3.407,-628.171,8.952,11.588,4,7.951,0.047,"",0.209,0.000,-0.003,42.576,0.000,1.000,121.593,0.702,-0.154,-42.570,-0.066,0.022
0.100,42.569,4.259,-628.156,8.948,10.737,4,8.064,0.055,"",0.212,0.000,0.004,42.569,0.000,1.000,120.741,0.702,-0.189,-42.563,0.088,0.021
0.120,42.563,5.110,-628.142,8.944,9.885,4,8.216,0.056,"",0.215,0.000,-0.005,42.563,0.000,1.000,119.890,0.702,-0.221,-42.557,-0.114,0.018
0.140,42.557,5.962,-628.128,8.939,9.034,4,8.401,0.053,"",0.218,0.000,0.006,42.558,0.000,1.000,119.039,0.702,-0.249,-42.551,0.134,0.016
0.160,42.552,6.813,-628.114,8.934,8.183,4,8.611,0.047,"",0.221,0.000,-0.007,42.552,0.000,1.000,118.187,0.702,-0.273,-42.545,-0.153,0.014
0.180,42.546,7.664,-628.100,8.928,7.332,4,8.834,0.041,"",0.224,0.000,0.008,42.547,0.000,1.000,117.336,0.702,-0.292,-42.540,0.169,0.011
0.200,42.541,8.515,-628.086,8.922,6.482,4,9.062,0.035,"",0.227,0.000,-0.008,42.541,0.000,1.000,116.486,0.702,-0.307,-42.535,-0.182,0.010
0.220,42.536,9.365,-628.072,8.915,5.631,4,9.287,0.029,"",0.229,0.000,0.009,42.536,0.000,1.000,115.635,0.702,-0.317,-42.529,0.193,0.008
0.240,42.531,10.216,-628.058,8.909,4.780,4,9.501,0.024,"",0.232,0.000,-0.009,42.531,0.000,1.000,114.784,0.702,-0.324,-42.524,-0.203,0.007
0.260,42.526,11.066,-628.044,8.902,3.930,4,9.698,0.020,"",0.234,0.000,0.009,42.527,0.000,1.000,113.934,0.702,-0.326,-42.520,0.209,0.006
0.280,42.522,11.917,-628.030,8.896,3.080,4,9.875,0.016,"",0.237,0.000,-0.010,42.522,0.000,1.000,113.083,0.701,-0.324,-42.515,-0.216,0.005
0.300,42.517,12.767,-628.016,8.889,2.229,4,10.029,0.013,"",0.239,0.000,0.010,42.518,0.000,1.000,112.233,0.702,-0.320,-42.511,0.219,0.004
