t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.700,487.933,1040.460,155.894,56.042,23.420,-11.101,3.398,20.358,0.290,0.000,-0.088,4,8.086,0.053,0.989,""
0.720,488.392,1040.236,155.962,56.448,23.420,-11.224,3.375,20.294,0.290,0.000,-0.086,4,8.468,0.051,0.989,""
0.740,488.861,1040.009,156.029,56.853,23.420,-11.345,3.358,20.230,0.290,0.000,-0.084,4,8.822,0.058,0.989,""
0.760,489.329,1039.780,156.096,57.256,23.420,-11.463,3.347,20.164,0.290,0.000,-0.082,4,9.139,0.049,0.989,""
0.780,489.798,1039.548,156.163,57.658,23.420,-11.579,3.342,20.099,0.290,0.000,-0.080,4,9.421,0.048,0.989,""
0.800,490.267,1039.315,156.229,58.059,23.421,-11.692,3.341,20.033,0.290,0.000,-0.078,4,9.655,0.028,0.989,""
0.820,490.725,1039.079,156.296,58.458,23.421,-11.803,3.344,19.968,0.290,0.000,-0.076,4,9.843,0.040,0.989,""
0.840,491.193,1038.841,156.363,58.857,23.422,-11.912,3.350,19.902,0.289,0.000,-0.073,4,9.987,0.040,0.989,""
0.860,491.662,1038.600,156.430,59.253,23.423,-12.018,3.358,19.838,0.289,0.000,-0.071,4,10.090,0.044,0.989,""
0.880,492.131,1038.358,156.498,59.649,23.424,-12.121,3.367,19.773,0.288,0.000,-0.069,4,10.159,0.049,0.989,""
0.900,492.590,1038.114,156.565,60.043,23.425,-12.222,3.377,19.710,0.288,0.000,-0.067,4,10.198,0.048,0.989,""
0.920,493.058,1037.867,156.633,60.437,23.427,-12.321,3.387,19.648,0.287,0.000,-0.065,4,10.198,0.051,0.989,""
0.940,493.527,1037.619,156.701,60.828,23.428,-12.417,3.397,19.586,0.287,0.000,-0.063,4,10.197,0.049,0.989,""
0.960,493.996,1037.369,156.769,61.219,23.429,-12.511,3.406,19.526,0.286,0.000,-0.061,4,10.184,0.052,0.989,""
0.980,494.465,1037.117,156.837,61.609,23.431,-12.602,3.415,19.466,0.285,0.000,-0.059,4,10.162,0.044,0.989,""
1.000,494.924,1036.864,156.906,61.997,23.432,-12.691,3.424,19.408,0.285,0.000,-0.057,4,10.116,0.054,0.989,""
1.020,495.393,1036.608,156.975,62.384,23.434,-12.778,3.431,19.351,0.284,0.000,-0.056,4,10.061,0.061,0.989,""
1.040,495.861,1036.351,157.043,62.770,23.435,-12.863,3.436,19.295,0.283,0.000,-0.054,4,9.994,0.054,0.989,""
1.060,496.330,1036.092,157.112,63.155,23.437,-12.945,3.440,19.241,0.282,0.000,-0.052,4,9.921,0.053,0.989,""
1.080,496.790,1035.832,157.181,63.539,23.438,-13.025,3.443,19.188,0.282,0.000,-0.050,4,9.861,0.053,0.989,""
1.100,497.259,1035.570,157.250,63.922,23.440,-13.102,3.446,19.136,0.281,0.000,-0.049,4,9.810,0.049,0.989,""
1.120,497.728,1035.306,157.319,64.304,23.442,-13.178,3.446,19.086,0.280,0.000,-0.047,4,9.753,0.042,0.989,""
1.140,498.197,1035.041,157.388,64.684,23.443,-13.251,3.446,19.037,0.279,0.000,-0.045,4,9.696,0.048,0.989,""
1.160,498.666,1034.775,157.457,65.064,23.445,-13.322,3.445,18.989,0.278,0.000,-0.044,4,9.634,0.038,0.989,""
1.180,499.127,1034.507,157.526,65.443,23.446,-13.391,3.442,18.942,0.278,0.000,-0.042,4,9.562,0.049,0.989,""
1.200,499.596,1034.238,157.594,65.821,23.448,-13.458,3.438,18.897,0.277,0.000,-0.041,4,9.498,0.046,0.989,""
1.220,500.065,1033.968,157.663,66.199,23.450,-13.523,3.433,18.854,0.276,0.000,-0.040,4,9.449,0.039,0.989,""
1.240,500.534,1033.696,157.731,66.575,23.451,-13.586,3.427,18.811,0.275,0.000,-0.038,4,9.413,0.038,0.989,""
1.260,500.995,1033.423,157.800,66.951,23.453,-13.647,3.420,18.770,0.274,0.000,-0.037,4,9.383,0.034,0.989,""
1.280,501.464,1033.149,157.868,67.325,23.455,-13.706,3.413,18.730,0.274,0.000,-0.036,4,9.357,0.042,0.989,""
1.300,501.933,1032.874,157.936,67.699,23.456,-13.763,3.406,18.691,0.273,0.000,-0.034,4,9.342,0.038,0.989,""
1.320,502.402,1032.598,158.004,68.073,23.458,-13.818,3.398,18.653,0.272,0.000,-0.033,4,9.322,0.036,0.989,""
1.340,502.871,1032.320,158.072,68.445,23.459,-13.871,3.390,18.616,0.271,0.000,-0.032,4,9.299,0.047,0.989,""
1.360,503.334,1032.042,158.140,68.817,23.461,-13.923,3.382,18.581,0.270,0.000,-0.031,4,9.282,0.043,0.989,""
1.380,503.803,1031.763,158.207,69.188,23.462,-13.973,3.373,18.547,0.270,0.000,-0.030,4,9.265,0.042,0.989,""
1.400,504.272,1031.482,158.274,69.558,23.464,-14.022,3.364,18.513,0.269,0.000,-0.029,4,9.256,0.050,0.990,""
1.420,504.742,1031.201,158.342,69.928,23.465,-14.068,3.355,18.481,0.268,0.000,-0.028,4,9.253,0.041,0.990,""
1.440,505.211,1030.919,158.409,70.297,23.467,-14.114,3.346,18.450,0.267,0.000,-0.027,4,9.247,0.040,0.990,""
1.460,505.674,1030.635,158.475,70.666,23.468,-14.158,3.336,18.420,0.267,0.000,-0.026,4,9.246,0.041,0.990,""
1.480,506.143,1030.352,158.542,71.034,23.470,-14.200,3.327,18.390,0.266,0.000,-0.026,4,9.244,0.038,0.990,""
1.500,506.613,1030.067,158.608,71.401,23.471,-14.241,3.318,18.362,0.265,0.000,-0.025,4,9.245,0.048,0.990,""
1.520,507.082,1029.781,158.674,71.768,23.472,-14.280,3.309,18.334,0.265,0.000,-0.024,4,9.253,0.043,0.990,""
1.540,507.546,1029.495,158.740,72.134,23.474,-14.319,3.300,18.308,0.264,0.000,-0.024,4,9.257,0.037,0.990,""
1.560,508.016,1029.208,158.806,72.500,23.475,-14.356,3.291,18.282,0.263,0.000,-0.023,4,9.264,0.047,0.990,""
1.580,508.485,1028.920,158.872,72.865,23.476,-14.392,3.282,18.257,0.262,0.000,-0.022,4,9.266,0.035,0.990,""
1.600,508.955,1028.631,158.937,73.230,23.478,-14.427,3.273,18.233,0.262,0.000,-0.022,4,9.263,0.035,0.990,""
1.620,509.424,1028.342,159.003,73.594,23.479,-14.460,3.264,18.209,0.261,0.000,-0.021,4,9.273,0.046,0.990,""
1.640,509.889,1028.052,159.068,73.958,23.480,-14.493,3.256,18.186,0.260,0.000,-0.021,4,9.281,0.043,0.990,""
1.660,510.359,1027.762,159.133,74.322,23.482,-14.524,3.247,18.164,0.260,0.000,-0.021,4,9.283,0.042,0.990,""
1.680,510.829,1027.471,159.198,74.685,23.483,-14.555,3.239,18.142,0.259,0.000,-0.020,4,9.297,0.063,0.990,""
1.700,511.298,1027.179,159.262,75.047,23.484,-14.585,3.231,18.121,0.259,0.000,-0.020,4,9.330,0.055,0.990,""
1.720,511.766,1026.887,159.327,75.409,23.485,-14.614,3.224,18.101,0.258,0.000,-0.019,4,9.365,0.057,0.990,""
1.740,512.235,1026.594,159.391,75.771,23.486,-14.642,3.218,18.081,0.257,0.000,-0.019,4,9.414,0.080,0.990,""
1.760,512.705,1026.301,159.455,76.133,23.488,-14.669,3.214,18.061,0.257,0.000,-0.019,4,9.494,0.060,0.990,""
1.780,513.175,1026.007,159.520,76.493,23.489,-14.695,3.211,18.041,0.256,0.000,-0.019,4,9.571,0.060,0.990,""
1.800,513.644,1025.712,159.584,76.854,23.490,-14.720,3.212,18.022,0.256,0.000,-0.019,4,9.749,0.118,0.990,""
1.820,514.115,1025.418,159.648,77.214,23.491,-14.745,3.217,18.003,0.255,0.000,-0.018,4,9.949,0.062,0.990,""
1.840,514.585,1025.122,159.713,77.574,23.491,-14.768,3.227,17.983,0.255,0.000,-0.018,4,10.206,0.090,0.990,""
1.860,515.055,1024.827,159.777,77.933,23.492,-14.790,3.243,17.963,0.254,0.000,-0.018,4,10.502,0.064,0.990,""
1.880,515.524,1024.531,159.843,78.291,23.492,-14.810,3.265,17.942,0.254,0.000,-0.018,4,10.831,0.010,0.990,""
1.900,515.993,1024.234,159.909,78.649,23.493,-14.830,3.294,17.921,0.254,0.000,-0.018,4,11.149,0.073,0.990,""
1.920,516.471,1023.938,159.975,79.007,23.493,-14.848,3.331,17.899,0.254,0.000,-0.018,4,11.561,0.064,0.990,""
1.940,516.940,1023.641,160.043,79.364,23.492,-14.865,3.377,17.875,0.254,0.000,-0.018,4,11.991,0.096,0.989,""
1.960,517.410,1023.344,160.111,79.721,23.492,-14.881,3.430,17.851,0.254,0.000,-0.018,4,12.370,0.150,0.989,""
1.980,517.879,1023.047,160.181,80.077,23.491,-14.895,3.492,17.826,0.254,0.000,-0.018,4,12.831,0.070,0.989,""
2.000,518.354,1022.749,160.252,80.432,23.490,-14.908,3.563,17.800,0.255,0.000,-0.018,4,13.244,0.193,0.988,""
2.020,518.823,1022.451,160.325,80.787,23.488,-14.920,3.640,17.773,0.255,0.000,-0.018,4,13.575,0.205,0.988,""
2.040,519.292,1022.153,160.399,81.141,23.486,-14.930,3.723,17.745,0.256,0.000,-0.018,4,13.890,0.245,0.988,""
2.060,519.760,1021.855,160.475,81.495,23.484,-14.939,3.812,17.716,0.257,0.000,-0.018,4,14.160,0.224,0.987,""
2.080,520.229,1021.557,160.553,81.848,23.482,-14.947,3.904,17.686,0.258,0.000,-0.018,4,14.342,0.249,0.987,""
2.100,520.705,1021.258,160.633,82.201,23.480,-14.954,4.000,17.655,0.259,0.000,-0.018,4,14.562,0.183,0.986,""
2.120,521.174,1020.960,160.715,82.552,23.477,-14.960,4.100,17.624,0.260,0.000,-0.018,4,14.705,0.280,0.986,""
2.140,521.642,1020.661,160.798,82.904,23.474,-14.966,4.200,17.592,0.262,0.000,-0.018,4,14.775,0.247,0.985,""
2.160,522.111,1020.363,160.884,83.254,23.471,-14.971,4.301,17.559,0.263,0.000,-0.018,4,14.780,0.328,0.985,""
2.180,522.579,1020.064,160.972,83.604,23.467,-14.975,4.399,17.527,0.265,0.000,-0.018,4,14.663,0.335,0.984,""
2.200,523.055,1019.765,161.062,83.953,23.464,-14.980,4.497,17.494,0.266,0.000,-0.018,4,14.604,0.279,0.984,""
2.220,523.523,1019.466,161.154,84.302,23.460,-14.983,4.593,17.462,0.268,0.000,-0.018,4,14.547,0.252,0.983,""
2.240,523.991,1019.167,161.247,84.650,23.456,-14.987,4.688,17.428,0.270,0.000,-0.019,4,14.502,0.217,0.983,""
2.260,524.459,1018.868,161.343,84.997,23.452,-14.990,4.782,17.395,0.272,0.000,-0.019,4,14.449,0.251,0.982,""
2.280,524.933,1018.569,161.440,85.343,23.447,-14.994,4.873,17.361,0.274,0.000,-0.019,4,14.307,0.324,0.982,""
2.300,525.401,1018.270,161.539,85.689,23.443,-14.997,4.960,17.328,0.276,0.000,-0.019,4,14.066,0.388,0.981,""
2.320,525.869,1017.971,161.640,86.034,23.438,-15.001,5.042,17.295,0.279,0.000,-0.019,4,13.861,0.253,0.981,""
2.340,526.337,1017.671,161.742,86.379,23.433,-15.005,5.122,17.262,0.281,0.000,-0.019,4,13.735,0.332,0.980,""
2.360,526.805,1017.372,161.846,86.723,23.428,-15.008,5.200,17.229,0.283,0.000,-0.019,4,13.589,0.234,0.979,""
2.380,527.277,1017.072,161.951,87.066,23.423,-15.012,5.277,17.196,0.286,0.000,-0.019,4,13.580,0.249,0.979,""
2.400,527.745,1016.773,162.058,87.408,23.418,-15.015,5.352,17.163,0.288,0.000,-0.019,4,13.474,0.313,0.978,""
2.420,528.212,1016.473,162.166,87.750,23.412,-15.019,5.423,17.130,0.291,0.000,-0.019,4,13.274,0.367,0.978,""
2.440,528.680,1016.173,162.276,88.092,23.406,-15.023,5.490,17.097,0.294,0.000,-0.020,4,13.090,0.339,0.977,""
2.460,529.147,1015.873,162.386,88.432,23.401,-15.028,5.555,17.064,0.297,0.000,-0.020,4,12.969,0.293,0.976,""
2.480,529.623,1015.573,162.499,88.772,23.395,-15.032,5.618,17.031,0.300,0.000,-0.020,4,12.848,0.282,0.976,""
2.500,530.090,1015.273,162.612,89.111,23.389,-15.037,5.681,16.998,0.303,0.000,-0.020,4,12.834,0.241,0.975,""
2.520,530.557,1014.973,162.727,89.450,23.383,-15.041,5.743,16.965,0.306,0.000,-0.020,4,12.786,0.307,0.974,""
2.540,531.023,1014.673,162.842,89.788,23.376,-15.045,5.802,16.932,0.309,0.000,-0.020,4,12.659,0.310,0.974,""
2.560,531.496,1014.373,162.959,90.125,23.370,-15.050,5.859,16.899,0.312,0.000,-0.020,4,12.570,0.321,0.973,""
2.580,531.963,1014.072,163.077,90.462,23.363,-15.055,5.915,16.866,0.315,0.000,-0.020,4,12.460,0.261,0.972,""
2.600,532.429,1013.772,163.197,90.798,23.357,-15.060,5.970,16.833,0.318,0.000,-0.020,4,12.462,0.249,0.972,""
2.620,532.895,1013.471,163.317,91.133,23.350,-15.065,6.026,16.800,0.322,0.000,-0.021,4,12.449,0.261,0.971,""
2.640,533.362,1013.171,163.438,91.468,23.344,-15.069,6.082,16.766,0.325,0.000,-0.021,4,12.471,0.263,0.970,""
2.660,533.833,1012.870,163.561,91.802,23.337,-15.074,6.137,16.733,0.328,0.000,-0.021,4,12.422,0.289,0.970,""
2.680,534.299,1012.569,163.684,92.135,23.331,-15.078,6.191,16.699,0.331,0.000,-0.022,4,12.394,0.299,0.969,""
2.700,534.765,1012.268,163.809,92.468,23.324,-15.083,6.244,16.665,0.335,0.000,-0.022,4,12.315,0.358,0.968,""
2.720,535.230,1011.967,163.935,92.800,23.317,-15.088,6.297,16.631,0.338,0.000,-0.022,4,12.305,0.220,0.968,""
2.740,535.696,1011.666,164.062,93.131,23.310,-15.093,6.351,16.597,0.341,0.000,-0.023,4,12.345,0.289,0.967,""
2.760,536.168,1011.365,164.189,93.462,23.303,-15.097,6.405,16.562,0.345,0.000,-0.023,4,12.342,0.237,0.966,""
2.780,536.633,1011.063,164.318,93.792,23.297,-15.102,6.460,16.527,0.348,0.000,-0.024,4,12.355,0.244,0.966,""
2.800,537.098,1010.762,164.448,94.121,23.290,-15.106,6.515,16.492,0.352,0.000,-0.024,4,12.380,0.260,0.965,""
2.820,537.563,1010.460,164.580,94.450,23.283,-15.111,6.568,16.456,0.355,0.000,-0.025,4,12.334,0.314,0.964,""
2.840,538.035,1010.159,164.712,94.778,23.276,-15.117,6.621,16.420,0.359,0.000,-0.025,4,12.271,0.306,0.964,""
2.860,538.499,1009.857,164.845,95.105,23.269,-15.122,6.675,16.384,0.362,0.000,-0.025,4,12.316,0.251,0.963,""
2.880,538.964,1009.555,164.979,95.431,23.263,-15.127,6.728,16.348,0.365,0.000,-0.026,4,12.283,0.312,0.962,""
2.900,539.428,1009.253,165.115,95.757,23.256,-15.132,6.781,16.311,0.369,0.000,-0.026,4,12.259,0.281,0.962,""
2.920,539.893,1008.951,165.251,96.082,23.249,-15.138,6.835,16.274,0.372,0.000,-0.027,4,12.296,0.235,0.961,""
2.940,540.363,1008.649,165.389,96.406,23.242,-15.144,6.888,16.236,0.376,0.000,-0.027,4,12.279,0.292,0.960,""
2.960,540.827,1008.346,165.527,96.729,23.235,-15.151,6.941,16.198,0.379,0.000,-0.027,4,12.234,0.286,0.959,""
2.980,541.291,1008.044,165.667,97.052,23.229,-15.157,6.993,16.159,0.382,0.000,-0.027,4,12.225,0.227,0.959,""
3.000,541.754,1007.741,165.807,97.374,23.222,-15.164,7.046,16.121,0.386,0.000,-0.027,4,12.213,0.284,0.958,""
3.020,542.218,1007.439,165.949,97.695,23.215,-15.171,7.097,16.082,0.389,0.000,-0.027,4,12.128,0.236,0.957,""
3.040,542.687,1007.136,166.092,98.015,23.209,-15.178,7.146,16.044,0.392,0.000,-0.027,4,12.064,0.302,0.957,""
3.060,543.150,1006.833,166.235,98.335,23.202,-15.186,7.193,16.005,0.396,0.000,-0.027,4,11.931,0.334,0.956,""
3.080,543.614,1006.529,166.380,98.654,23.195,-15.196,7.236,15.967,0.399,0.000,-0.027,4,11.687,0.415,0.955,""
3.100,544.077,1006.226,166.525,98.972,23.189,-15.206,7.271,15.931,0.402,0.000,-0.027,4,11.337,0.401,0.955,""
3.120,544.533,1005.921,166.671,99.290,23.181,-15.229,7.268,15.901,0.406,0.000,-0.026,4,9.553,2.012,0.955,""
3.140,544.949,1005.616,166.815,99.609,23.174,-15.258,7.232,15.879,0.409,0.000,-0.026,4,7.891,1.702,0.955,""
3.160,545.411,1005.309,166.959,99.928,23.166,-15.295,7.139,15.875,0.413,0.000,-0.024,3,5.089,3.709,0.957,""
3.180,545.875,1005.001,167.100,100.247,23.160,-15.342,7.014,15.876,0.417,0.000,-0.022,2,2.868,1.740,0.959,""
3.200,546.339,1004.692,167.238,100.567,23.155,-15.391,6.877,15.881,0.420,0.000,-0.021,2,2.235,2.126,0.961,""
3.220,546.618,1004.381,167.373,100.886,23.151,-15.443,6.730,15.889,0.423,0.000,-0.019,2,1.706,2.182,0.963,""
3.240,546.940,1004.069,167.505,101.206,23.149,-15.506,6.557,15.897,0.424,0.000,-0.018,2,0.919,2.592,0.965,""
3.260,547.364,1003.756,167.633,101.526,23.149,-15.570,6.376,15.907,0.425,0.000,-0.018,2,0.524,2.336,0.967,""
3.280,547.791,1003.443,167.758,101.846,23.086,-15.562,6.189,15.899,0.426,0.000,-0.018,1,0.605,0.664,0.969,""
3.300,548.217,1003.129,167.878,102.165,23.025,-15.555,5.990,15.893,0.457,0.000,-0.019,0,0.000,0.604,0.971,""
3.320,548.644,1002.816,167.995,102.485,22.965,-15.549,5.792,15.886,0.488,0.000,-0.019,0,0.000,0.562,0.973,""
3.340,548.650,1002.503,168.107,102.805,22.906,-15.543,5.593,15.880,0.518,0.000,-0.020,0,0.000,0.520,0.975,""
3.360,548.749,1002.190,168.216,103.124,22.849,-15.537,5.395,15.873,0.547,0.000,-0.021,0,0.000,0.478,0.977,""
3.380,549.096,1001.877,168.321,103.444,22.794,-15.531,5.196,15.867,0.575,0.000,-0.022,0,0.000,0.436,0.979,""
3.400,549.444,1001.564,168.421,103.763,22.740,-15.524,4.998,15.861,0.603,0.000,-0.023,0,0.000,0.395,0.981,""
3.420,549.794,1001.251,168.518,104.082,22.687,-15.518,4.800,15.854,0.630,0.000,-0.024,0,0.000,0.354,0.983,""
3.440,550.146,1000.938,168.611,104.402,22.637,-15.512,4.602,15.848,0.656,0.000,-0.024,0,0.000,0.313,0.984,""
3.460,550.499,1000.626,168.699,104.721,22.587,-15.506,4.404,15.842,0.682,0.000,-0.025,0,0.000,0.273,0.986,""
3.480,550.855,1000.313,168.784,105.040,22.540,-15.500,4.206,15.835,0.706,0.000,-0.026,0,0.000,0.234,0.988,""
3.500,550.893,1000.001,168.865,105.359,22.494,-15.493,4.008,15.829,0.730,0.000,-0.028,0,0.000,0.196,0.989,""
3.520,551.025,999.689,168.941,105.677,22.449,-15.487,3.811,15.823,0.753,0.000,-0.030,0,0.000,0.160,0.990,""
3.540,551.351,999.377,169.014,105.996,22.407,-15.481,3.613,15.816,0.775,0.000,-0.031,0,0.000,0.126,0.992,""
3.560,551.678,999.065,169.083,106.314,22.366,-15.475,3.415,15.810,0.797,0.000,-0.033,0,0.000,0.096,0.993,""
3.580,552.008,998.753,169.147,106.633,22.326,-15.469,3.218,15.804,0.817,0.000,-0.034,0,0.000,0.075,0.994,""
3.600,552.339,998.441,169.208,106.951,22.289,-15.462,3.021,15.797,0.837,0.000,-0.035,0,0.000,0.070,0.995,""
3.620,552.673,998.130,169.265,107.269,22.253,-15.456,2.823,15.791,0.856,0.000,-0.037,0,0.000,0.082,0.996,""
3.640,553.009,997.818,169.318,107.587,22.219,-15.450,2.626,15.785,0.874,0.000,-0.038,0,0.000,0.105,0.997,""
3.660,553.586,997.507,169.367,107.905,22.186,-15.444,2.429,15.778,0.891,0.000,-0.038,0,0.000,0.133,0.997,""
