t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.573,100.764,-120.925,15.650,13.582,0.529,7.759,0.000,0.000,-0.132,2,12.815,2.446,1.000,"Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.439,829.836,100.776,-120.777,15.612,13.556,0.642,7.719,0.175,0.000,-0.137,2,7.286,3.196,0.999,"Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);"
0.060,148.737,830.099,100.791,-120.627,15.619,13.556,0.799,7.731,0.194,0.000,-0.142,4,16.146,4.032,0.997,"Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);"
0.080,149.036,830.363,100.811,-120.477,15.626,13.545,1.039,7.743,0.190,0.000,-0.145,4,21.491,3.893,0.995,"Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);"
0.100,149.337,830.628,100.838,-120.326,15.628,13.517,1.357,7.749,0.187,0.000,-0.148,4,25.453,3.514,0.992,"Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);"
0.120,149.640,830.892,100.871,-120.174,15.628,13.471,1.722,7.751,0.186,0.000,-0.149,4,27.941,3.137,0.990,"Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);"
0.140,149.945,831.156,100.913,-120.021,15.628,13.411,2.109,7.752,0.186,0.000,-0.150,4,29.106,2.700,0.988,"Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);"
0.160,150.250,831.419,100.962,-119.868,15.626,13.339,2.498,7.756,0.186,0.000,-0.151,4,29.236,2.272,0.986,"Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);"
0.180,150.557,831.681,101.019,-119.714,15.625,13.258,2.871,7.764,0.187,0.000,-0.151,4,28.529,1.895,0.984,""
0.200,150.865,831.942,101.083,-119.560,15.622,13.172,3.216,7.779,0.188,0.000,-0.151,4,27.121,1.566,0.983,""
0.220,151.174,832.202,101.153,-119.405,15.618,13.085,3.523,7.802,0.189,0.000,-0.150,4,25.254,1.269,0.982,""
0.240,151.484,832.461,101.228,-119.249,15.614,12.998,3.787,7.833,0.191,0.000,-0.149,4,23.086,1.006,0.981,""
0.260,151.786,832.718,101.308,-119.092,15.608,12.913,4.005,7.874,0.193,0.000,-0.148,4,20.736,0.812,0.980,""
0.280,152.096,832.974,101.391,-118.934,15.601,12.832,4.174,7.924,0.196,0.000,-0.147,4,18.276,0.648,0.980,""
0.300,152.407,833.228,101.477,-118.775,15.594,12.756,4.296,7.982,0.200,0.000,-0.145,4,15.878,0.464,0.980,""
0.320,152.717,833.481,101.565,-118.614,15.586,12.684,4.374,8.048,0.203,0.000,-0.143,4,13.646,0.336,0.979,""
0.340,153.028,833.734,101.653,-118.452,15.578,12.618,4.412,8.122,0.207,0.000,-0.141,4,11.578,0.282,0.979,""
0.360,153.339,833.985,101.741,-118.288,15.570,12.556,4.414,8.201,0.211,0.000,-0.139,4,9.691,0.197,0.979,""
0.380,153.639,834.235,101.829,-118.123,15.563,12.498,4.383,8.287,0.215,0.000,-0.137,4,8.069,0.126,0.979,""
0.400,153.949,834.484,101.915,-117.955,15.555,12.443,4.327,8.377,0.219,0.000,-0.135,4,6.740,0.047,0.979,""
0.420,154.259,834.731,102.000,-117.786,15.549,12.391,4.250,8.471,0.222,0.000,-0.132,4,5.705,0.023,0.979,""
0.440,154.570,834.979,102.083,-117.615,15.543,12.341,4.158,8.568,0.226,0.000,-0.129,4,4.891,0.031,0.979,""
0.460,154.880,835.225,102.164,-117.442,15.538,12.292,4.054,8.666,0.229,0.000,-0.127,4,4.324,0.055,0.979,""
0.480,155.181,835.470,102.243,-117.267,15.533,12.243,3.945,8.766,0.231,0.000,-0.124,4,4.017,0.080,0.979,""
0.500,155.491,835.714,102.320,-117.090,15.529,12.195,3.834,8.865,0.233,0.000,-0.121,4,3.910,0.048,0.979,""
0.520,155.801,835.957,102.395,-116.911,15.525,12.146,3.722,8.964,0.236,0.000,-0.118,4,3.887,0.072,0.979,""
0.540,156.111,836.199,102.467,-116.730,15.522,12.097,3.613,9.063,0.237,0.000,-0.115,4,4.017,0.092,0.979,""
0.560,156.421,836.440,102.537,-116.547,15.520,12.048,3.509,9.160,0.239,0.000,-0.112,4,4.276,0.109,0.979,""
0.580,156.732,836.680,102.605,-116.362,15.517,11.997,3.413,9.255,0.240,0.000,-0.109,4,4.662,0.088,0.979,""
0.600,157.028,836.919,102.672,-116.176,15.515,11.945,3.325,9.348,0.241,0.000,-0.106,4,5.114,0.102,0.979,""
0.620,157.338,837.158,102.737,-115.987,15.514,11.892,3.248,9.438,0.242,0.000,-0.103,4,5.620,0.105,0.979,""
0.640,157.648,837.395,102.800,-115.797,15.512,11.837,3.181,9.525,0.243,0.000,-0.100,4,6.153,0.118,0.979,""
0.660,157.958,837.630,102.863,-115.605,15.511,11.782,3.124,9.610,0.244,0.000,-0.096,4,6.692,0.123,0.979,""
0.680,158.269,837.865,102.924,-115.411,15.511,11.726,3.077,9.692,0.244,0.000,-0.093,4,7.164,0.100,0.979,""
0.700,158.579,838.099,102.985,-115.216,15.510,11.670,3.039,9.771,0.245,0.000,-0.090,4,7.621,0.103,0.979,""
0.720,158.876,838.331,103.045,-115.019,15.510,11.613,3.009,9.846,0.245,0.000,-0.086,4,8.058,0.112,0.979,""
0.740,159.186,838.563,103.105,-114.821,15.510,11.556,2.987,9.919,0.245,0.000,-0.083,4,8.457,0.100,0.979,""
0.760,159.497,838.793,103.164,-114.622,15.510,11.499,2.971,9.990,0.245,0.000,-0.080,4,8.793,0.096,0.979,""
0.780,159.807,839.022,103.224,-114.421,15.511,11.443,2.962,10.057,0.245,0.000,-0.076,4,9.103,0.105,0.979,""
0.800,160.117,839.250,103.283,-114.218,15.511,11.387,2.958,10.122,0.245,0.000,-0.073,4,9.399,0.104,0.979,""
0.820,160.418,839.477,103.342,-114.015,15.512,11.331,2.960,10.184,0.244,0.000,-0.070,4,9.663,0.108,0.979,""
0.840,160.728,839.703,103.401,-113.810,15.512,11.276,2.965,10.243,0.244,0.000,-0.066,4,9.884,0.101,0.979,""
0.860,161.038,839.927,103.461,-113.605,15.513,11.222,2.974,10.300,0.244,0.000,-0.063,4,10.047,0.093,0.979,""
0.880,161.349,840.151,103.521,-113.398,15.514,11.170,2.986,10.354,0.243,0.000,-0.059,4,10.196,0.099,0.979,""
0.900,161.659,840.374,103.581,-113.190,15.515,11.118,3.000,10.406,0.243,0.000,-0.056,4,10.311,0.101,0.979,""
0.920,161.970,840.595,103.641,-112.981,15.516,11.068,3.016,10.455,0.243,0.000,-0.052,4,10.381,0.090,0.979,""
0.940,162.271,840.816,103.702,-112.771,15.517,11.019,3.032,10.502,0.242,0.000,-0.049,4,10.412,0.087,0.979,""
0.960,162.582,841.035,103.763,-112.560,15.517,10.972,3.048,10.548,0.242,0.000,-0.046,4,10.422,0.089,0.979,""
0.980,162.892,841.254,103.824,-112.348,15.518,10.927,3.064,10.591,0.241,0.000,-0.043,4,10.410,0.083,0.979,""
1.000,163.203,841.472,103.885,-112.136,15.519,10.883,3.079,10.632,0.241,0.000,-0.039,4,10.391,0.083,0.979,""
1.020,163.513,841.689,103.947,-111.923,15.520,10.842,3.094,10.671,0.240,0.000,-0.036,4,10.353,0.077,0.979,""
1.040,163.824,841.905,104.009,-111.709,15.521,10.802,3.107,10.708,0.240,0.000,-0.033,4,10.298,0.073,0.979,""
1.060,164.129,842.120,104.072,-111.494,15.522,10.764,3.120,10.743,0.239,0.000,-0.029,4,10.237,0.073,0.979,""
1.080,164.439,842.335,104.134,-111.279,15.523,10.728,3.131,10.777,0.239,0.000,-0.026,4,10.173,0.068,0.979,""
1.100,164.750,842.549,104.197,-111.062,15.524,10.694,3.141,10.808,0.238,0.000,-0.023,4,10.101,0.062,0.979,""
1.120,165.060,842.762,104.260,-110.846,15.525,10.662,3.149,10.838,0.238,0.000,-0.020,4,10.023,0.056,0.979,""
1.140,165.371,842.975,104.323,-110.629,15.526,10.633,3.155,10.867,0.238,0.000,-0.017,4,9.942,0.053,0.979,""
1.160,165.681,843.187,104.387,-110.411,15.526,10.605,3.160,10.893,0.237,0.000,-0.013,4,9.867,0.051,0.979,""
1.180,165.989,843.399,104.450,-110.192,15.527,10.579,3.164,10.918,0.237,0.000,-0.010,4,9.799,0.047,0.979,""
1.200,166.300,843.610,104.513,-109.974,15.528,10.556,3.167,10.941,0.236,0.000,-0.007,4,9.739,0.040,0.979,""
1.220,166.610,843.821,104.577,-109.755,15.529,10.534,3.168,10.962,0.236,0.000,-0.004,4,9.676,0.038,0.979,""
1.240,166.921,844.031,104.640,-109.535,15.529,10.514,3.168,10.981,0.236,0.000,-0.002,4,9.626,0.036,0.979,""
1.260,167.231,844.241,104.703,-109.315,15.530,10.497,3.168,10.999,0.235,0.000,0.001,4,9.590,0.033,0.979,""
1.280,167.541,844.451,104.767,-109.095,15.531,10.481,3.167,11.015,0.235,0.000,0.004,4,9.557,0.028,0.979,""
1.300,167.852,844.660,104.830,-108.874,15.531,10.467,3.165,11.030,0.235,0.000,0.007,4,9.530,0.027,0.979,""
1.320,168.162,844.869,104.893,-108.653,15.532,10.455,3.163,11.042,0.234,0.000,0.010,4,9.515,0.025,0.979,""
1.340,168.473,845.078,104.956,-108.432,15.532,10.445,3.161,11.053,0.234,0.000,0.013,4,9.503,0.022,0.979,""
1.360,168.783,845.287,105.020,-108.211,15.533,10.436,3.159,11.062,0.234,0.000,0.015,4,9.494,0.019,0.979,""
1.380,169.094,845.496,105.083,-107.990,15.533,10.430,3.157,11.070,0.234,0.000,0.018,4,9.490,0.016,0.979,""
1.400,169.406,845.704,105.146,-107.768,15.533,10.425,3.154,11.075,0.233,0.000,0.020,4,9.489,0.013,0.979,""
1.420,169.716,845.913,105.209,-107.547,15.534,10.422,3.152,11.079,0.233,0.000,0.023,4,9.494,0.011,0.979,""
1.440,170.027,846.121,105.272,-107.325,15.534,10.420,3.150,11.082,0.233,0.000,0.026,4,9.503,0.015,0.979,""
1.460,170.337,846.329,105.335,-107.103,15.534,10.420,3.148,11.082,0.233,0.000,0.028,4,9.509,0.012,0.979,""
