t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,478.420,1042.629,154.188,46.831,31.078,-10.939,5.780,28.532,0.463,0.000,-0.152,4,22.434,0.725,0.987,"Ground_Mountain_2_3:(0.066, 0.988, -0.142);Ground_Mountain_2_3:(0.066, 0.988, -0.142);Ground_Mountain_2_3:(0.066, 0.988, -0.142);Ground_Mountain_2_3:(0.066, 0.988, -0.142);Ground_Mountain_2_3:(0.066, 0.988, -0.142);Ground_Mountain_2_3:(0.066, 0.988, -0.142);"
0.240,479.040,1042.408,154.307,47.401,31.079,-11.039,5.967,28.466,0.461,0.000,-0.153,4,19.098,0.542,0.987,""
0.260,479.660,1042.184,154.429,47.969,31.079,-11.156,6.093,28.402,0.460,0.000,-0.154,4,16.003,0.434,0.988,""
0.280,480.280,1041.959,154.552,48.536,31.079,-11.291,6.164,28.340,0.460,0.000,-0.153,4,13.188,0.317,0.988,""
0.300,480.930,1041.730,154.676,49.102,31.077,-11.441,6.185,28.278,0.461,0.000,-0.153,4,10.701,0.224,0.988,""
0.320,481.550,1041.498,154.799,49.666,31.074,-11.607,6.165,28.215,0.462,0.000,-0.152,4,8.562,0.154,0.988,""
0.340,482.171,1041.263,154.921,50.230,31.071,-11.786,6.109,28.150,0.463,0.000,-0.150,4,6.793,0.092,0.988,""
0.360,482.816,1041.024,155.042,50.792,31.068,-11.978,6.026,28.084,0.464,0.000,-0.148,4,5.385,0.078,0.988,""
0.380,483.436,1040.780,155.160,51.352,31.064,-12.181,5.921,28.013,0.466,0.000,-0.147,4,4.311,0.110,0.988,""
0.400,484.057,1040.533,155.276,51.911,31.060,-12.393,5.801,27.940,0.468,0.000,-0.144,4,3.535,0.113,0.988,""
0.420,484.699,1040.281,155.390,52.469,31.056,-12.612,5.672,27.862,0.470,0.000,-0.142,4,3.048,0.140,0.988,""
0.440,485.319,1040.025,155.501,53.025,31.052,-12.838,5.538,27.779,0.472,0.000,-0.139,4,2.825,0.147,0.988,""
0.460,485.940,1039.764,155.609,53.579,31.049,-13.069,5.404,27.692,0.474,0.000,-0.136,4,2.804,0.158,0.988,""
0.480,486.578,1039.499,155.714,54.131,31.045,-13.303,5.272,27.600,0.476,0.000,-0.133,4,2.954,0.164,0.988,""
0.500,487.199,1039.228,155.817,54.682,31.041,-13.540,5.146,27.504,0.478,0.000,-0.130,4,3.250,0.160,0.988,""
0.520,487.819,1038.953,155.918,55.230,31.038,-13.778,5.029,27.403,0.479,0.000,-0.127,4,3.669,0.154,0.988,""
0.540,488.456,1038.673,156.016,55.776,31.035,-14.016,4.921,27.298,0.481,0.000,-0.124,4,4.150,0.138,0.988,""
0.560,489.077,1038.388,156.113,56.320,31.033,-14.253,4.823,27.189,0.482,0.000,-0.120,4,4.667,0.147,0.988,""
0.580,489.698,1038.099,156.207,56.862,31.031,-14.489,4.736,27.077,0.484,0.000,-0.117,4,5.228,0.150,0.988,""
0.600,490.319,1037.805,156.301,57.401,31.029,-14.723,4.660,26.961,0.485,0.000,-0.114,4,5.812,0.150,0.988,""
0.620,490.953,1037.506,156.393,57.938,31.028,-14.953,4.597,26.843,0.485,0.000,-0.110,4,6.419,0.119,0.988,""
0.640,491.574,1037.203,156.484,58.473,31.028,-15.181,4.545,26.723,0.486,0.000,-0.106,4,6.992,0.095,0.988,""
0.660,492.195,1036.895,156.574,59.005,31.028,-15.404,4.503,26.601,0.486,0.000,-0.103,4,7.525,0.113,0.988,""
0.680,492.828,1036.582,156.663,59.535,31.028,-15.623,4.470,26.478,0.486,0.000,-0.100,4,8.020,0.107,0.988,""
0.700,493.450,1036.266,156.752,60.062,31.029,-15.838,4.446,26.354,0.486,0.000,-0.096,4,8.461,0.103,0.989,""
0.720,494.071,1035.945,156.841,60.587,31.030,-16.048,4.430,26.229,0.486,0.000,-0.093,4,8.860,0.087,0.989,""
0.740,494.703,1035.620,156.929,61.110,31.032,-16.253,4.421,26.105,0.485,0.000,-0.089,4,9.210,0.074,0.989,""
0.760,495.324,1035.291,157.017,61.629,31.034,-16.452,4.418,25.981,0.484,0.000,-0.086,4,9.524,0.077,0.989,""
0.780,495.945,1034.958,157.106,62.147,31.037,-16.647,4.420,25.858,0.483,0.000,-0.082,4,9.772,0.070,0.989,""
0.800,496.567,1034.622,157.194,62.662,31.040,-16.835,4.426,25.736,0.482,0.000,-0.079,4,9.944,0.065,0.989,""
0.820,497.198,1034.282,157.283,63.174,31.043,-17.019,4.433,25.615,0.480,0.000,-0.076,4,10.056,0.063,0.989,""
0.840,497.819,1033.938,157.372,63.684,31.047,-17.197,4.441,25.497,0.479,0.000,-0.072,4,10.125,0.076,0.989,""
0.860,498.441,1033.591,157.461,64.192,31.050,-17.370,4.451,25.381,0.477,0.000,-0.069,4,10.168,0.063,0.989,""
0.880,499.072,1033.240,157.550,64.698,31.055,-17.537,4.460,25.267,0.475,0.000,-0.066,4,10.166,0.063,0.989,""
0.900,499.694,1032.886,157.639,65.201,31.059,-17.698,4.469,25.156,0.473,0.000,-0.063,4,10.127,0.065,0.989,""
0.920,500.315,1032.529,157.729,65.702,31.064,-17.855,4.476,25.048,0.471,0.000,-0.060,4,10.072,0.076,0.989,""
0.940,500.946,1032.169,157.819,66.201,31.068,-18.006,4.482,24.943,0.468,0.000,-0.057,4,10.001,0.069,0.989,""
0.960,501.568,1031.806,157.908,66.698,31.073,-18.151,4.486,24.841,0.466,0.000,-0.054,4,9.929,0.064,0.989,""
0.980,502.190,1031.441,157.998,67.193,31.078,-18.292,4.489,24.742,0.463,0.000,-0.051,4,9.840,0.061,0.989,""
1.000,502.812,1031.072,158.088,67.686,31.083,-18.427,4.489,24.646,0.461,0.000,-0.049,4,9.757,0.068,0.989,""
1.020,503.443,1030.701,158.178,68.178,31.089,-18.557,4.489,24.554,0.458,0.000,-0.046,4,9.664,0.042,0.989,""
1.040,504.064,1030.327,158.268,68.667,31.094,-18.682,4.486,24.465,0.456,0.000,-0.044,4,9.557,0.056,0.989,""
1.060,504.686,1029.952,158.357,69.155,31.099,-18.802,4.480,24.379,0.453,0.000,-0.041,4,9.447,0.041,0.989,""
1.080,505.318,1029.573,158.447,69.641,31.105,-18.917,4.473,24.297,0.450,0.000,-0.039,4,9.352,0.066,0.989,""
1.100,505.940,1029.193,158.536,70.126,31.110,-19.027,4.465,24.217,0.448,0.000,-0.037,4,9.286,0.038,0.989,""
1.120,506.562,1028.810,158.625,70.609,31.115,-19.133,4.455,24.142,0.445,0.000,-0.035,4,9.204,0.055,0.990,""
1.140,507.184,1028.426,158.714,71.090,31.121,-19.234,4.443,24.069,0.442,0.000,-0.033,4,9.130,0.038,0.990,""
1.160,507.816,1028.039,158.803,71.571,31.126,-19.331,4.430,24.000,0.440,0.000,-0.031,4,9.066,0.062,0.990,""
1.180,508.438,1027.651,158.891,72.049,31.131,-19.423,4.417,23.934,0.437,0.000,-0.029,4,9.024,0.051,0.990,""
1.200,509.061,1027.260,158.979,72.527,31.136,-19.511,4.402,23.870,0.434,0.000,-0.027,4,8.979,0.050,0.990,""
1.220,509.693,1026.869,159.067,73.003,31.141,-19.595,4.387,23.810,0.432,0.000,-0.026,4,8.945,0.037,0.990,""
1.240,510.316,1026.475,159.154,73.479,31.146,-19.675,4.371,23.753,0.429,0.000,-0.024,4,8.907,0.053,0.990,""
1.260,510.939,1026.080,159.241,73.953,31.151,-19.751,4.355,23.698,0.427,0.000,-0.023,4,8.896,0.075,0.990,""
1.280,511.561,1025.684,159.328,74.426,31.156,-19.824,4.339,23.647,0.424,0.000,-0.021,4,8.903,0.070,0.990,""
1.300,512.196,1025.286,159.415,74.898,31.161,-19.892,4.324,23.598,0.422,0.000,-0.020,4,8.950,0.112,0.990,""
1.320,512.819,1024.887,159.501,75.369,31.166,-19.957,4.311,23.551,0.420,0.000,-0.019,4,9.053,0.093,0.990,""
1.340,513.442,1024.487,159.587,75.840,31.170,-20.019,4.301,23.506,0.417,0.000,-0.018,4,9.184,0.077,0.990,""
1.360,514.080,1024.085,159.673,76.309,31.174,-20.076,4.295,23.463,0.415,0.000,-0.017,4,9.432,0.132,0.990,""
1.380,514.703,1023.683,159.759,76.777,31.179,-20.130,4.298,23.421,0.413,0.000,-0.016,4,9.805,0.180,0.990,""
1.400,515.326,1023.279,159.845,77.245,31.182,-20.180,4.311,23.381,0.411,0.000,-0.015,4,10.351,0.162,0.990,""
1.420,515.949,1022.875,159.932,77.711,31.186,-20.226,4.337,23.340,0.409,0.000,-0.014,4,11.012,0.063,0.990,""
1.440,516.594,1022.470,160.019,78.177,31.189,-20.268,4.377,23.300,0.407,0.000,-0.013,4,11.695,0.128,0.990,""
1.460,517.217,1022.065,160.108,78.642,31.191,-20.306,4.431,23.260,0.406,0.000,-0.013,4,12.428,0.146,0.989,""
1.480,517.839,1021.659,160.197,79.106,31.194,-20.340,4.504,23.220,0.404,0.000,-0.012,4,13.324,0.088,0.989,""
1.500,518.482,1021.252,160.289,79.569,31.195,-20.369,4.594,23.178,0.403,0.000,-0.012,4,14.221,0.092,0.989,""
1.520,519.105,1020.845,160.383,80.031,31.196,-20.394,4.702,23.135,0.402,0.000,-0.011,4,15.124,0.154,0.988,""
1.540,519.727,1020.437,160.479,80.492,31.197,-20.415,4.827,23.092,0.402,0.000,-0.011,4,15.949,0.236,0.988,""
1.560,520.349,1020.029,160.579,80.952,31.197,-20.433,4.964,23.047,0.402,0.000,-0.011,4,16.609,0.273,0.987,""
1.580,520.992,1019.621,160.681,81.411,31.197,-20.446,5.115,23.001,0.402,0.000,-0.010,4,17.302,0.281,0.987,""
1.600,521.614,1019.213,160.786,81.869,31.196,-20.456,5.276,22.955,0.402,0.000,-0.010,4,17.788,0.317,0.986,""
1.620,522.237,1018.805,160.895,82.327,31.195,-20.463,5.446,22.908,0.402,0.000,-0.010,4,18.301,0.293,0.985,""
1.640,522.879,1018.396,161.007,82.783,31.193,-20.467,5.623,22.860,0.403,0.000,-0.010,4,18.615,0.351,0.985,""
1.660,523.501,1017.988,161.123,83.238,31.191,-20.469,5.804,22.811,0.403,0.000,-0.010,4,18.833,0.350,0.984,""
1.680,524.123,1017.579,161.242,83.693,31.189,-20.468,5.987,22.762,0.404,0.000,-0.010,4,18.967,0.394,0.983,""
1.700,524.745,1017.171,161.365,84.146,31.186,-20.465,6.171,22.713,0.406,0.000,-0.010,4,18.965,0.289,0.983,""
1.720,525.385,1016.763,161.492,84.598,31.183,-20.460,6.354,22.664,0.407,0.000,-0.010,4,18.972,0.394,0.982,""
1.740,526.008,1016.355,161.623,85.050,31.180,-20.454,6.535,22.615,0.408,0.000,-0.010,4,18.837,0.387,0.981,""
1.760,526.630,1015.947,161.757,85.500,31.177,-20.446,6.710,22.567,0.410,0.000,-0.010,4,18.576,0.371,0.980,""
1.780,527.269,1015.539,161.894,85.950,31.173,-20.438,6.880,22.519,0.412,0.000,-0.010,4,18.305,0.394,0.980,""
1.800,527.891,1015.131,162.035,86.398,31.168,-20.429,7.045,22.472,0.414,0.000,-0.011,4,18.088,0.325,0.979,"Ground_Mountain_2_3:(0.163, 0.970, -0.180);"
1.820,528.513,1014.724,162.178,86.846,31.164,-20.420,7.206,22.425,0.416,0.000,-0.011,4,17.837,0.361,0.978,"Ground_Mountain_2_3:(0.163, 0.970, -0.180);"
1.840,529.135,1014.317,162.325,87.292,31.159,-20.410,7.360,22.378,0.418,0.000,-0.011,4,17.549,0.413,0.977,"Ground_Mountain_2_3:(0.163, 0.969, -0.186);Ground_Mountain_2_3:(0.163, 0.969, -0.186);Ground_Mountain_2_3:(0.163, 0.969, -0.186);"
1.860,529.777,1013.910,162.475,87.738,31.154,-20.400,7.507,22.332,0.421,0.000,-0.012,4,17.135,0.400,0.976,"Ground_Mountain_2_3:(0.163, 0.968, -0.188);Ground_Mountain_2_3:(0.163, 0.968, -0.188);"
1.880,530.399,1013.503,162.628,88.183,31.148,-20.391,7.646,22.286,0.423,0.000,-0.012,4,16.797,0.399,0.976,"Ground_Mountain_2_3:(0.177, 0.966, -0.188);"
1.900,531.021,1013.096,162.783,88.627,31.142,-20.381,7.781,22.241,0.426,0.000,-0.013,4,16.531,0.380,0.975,"Ground_Mountain_2_3:(0.177, 0.966, -0.188);"
1.920,531.660,1012.690,162.941,89.070,31.136,-20.371,7.912,22.196,0.429,0.000,-0.014,4,16.340,0.354,0.974,""
1.940,532.281,1012.284,163.102,89.512,31.129,-20.361,8.037,22.151,0.432,0.000,-0.014,4,16.054,0.436,0.973,""
1.960,532.903,1011.878,163.264,89.953,31.122,-20.352,8.155,22.106,0.435,0.000,-0.015,4,15.687,0.357,0.972,""
1.980,533.524,1011.472,163.429,90.394,31.115,-20.344,8.268,22.062,0.439,0.000,-0.016,4,15.464,0.400,0.971,""
2.000,534.162,1011.066,163.597,90.833,31.107,-20.335,8.377,22.017,0.443,0.000,-0.017,4,15.263,0.301,0.970,""
2.020,534.783,1010.660,163.766,91.272,31.099,-20.327,8.484,21.972,0.446,0.000,-0.017,4,15.139,0.393,0.969,""
2.040,535.404,1010.255,163.937,91.709,31.091,-20.320,8.586,21.927,0.451,0.000,-0.018,4,14.877,0.464,0.969,""
2.060,536.041,1009.849,164.111,92.146,31.082,-20.314,8.684,21.882,0.455,0.000,-0.019,4,14.647,0.318,0.968,""
2.080,536.662,1009.444,164.286,92.582,31.073,-20.308,8.779,21.836,0.459,0.000,-0.020,4,14.535,0.397,0.967,""
2.100,537.282,1009.039,164.463,93.017,31.064,-20.302,8.874,21.790,0.464,0.000,-0.020,4,14.514,0.287,0.966,""
2.120,537.903,1008.634,164.642,93.451,31.054,-20.297,8.968,21.742,0.468,0.000,-0.021,4,14.460,0.370,0.965,""
2.140,538.540,1008.229,164.823,93.884,31.045,-20.293,9.058,21.694,0.473,0.000,-0.022,4,14.282,0.448,0.964,""
2.160,539.160,1007.824,165.006,94.316,31.035,-20.290,9.147,21.646,0.478,0.000,-0.023,4,14.192,0.356,0.963,""
2.180,539.779,1007.419,165.190,94.747,31.025,-20.287,9.234,21.596,0.482,0.000,-0.023,4,14.114,0.399,0.962,""
2.200,540.415,1007.014,165.376,95.178,31.015,-20.285,9.323,21.545,0.487,0.000,-0.024,4,14.227,0.310,0.961,""
2.220,541.034,1006.610,165.564,95.607,31.005,-20.283,9.413,21.493,0.493,0.000,-0.024,4,14.229,0.383,0.960,""
2.240,541.653,1006.205,165.754,96.035,30.994,-20.282,9.500,21.440,0.498,0.000,-0.025,4,14.113,0.384,0.959,""
2.260,542.272,1005.800,165.945,96.462,30.983,-20.281,9.586,21.386,0.503,0.000,-0.025,4,14.067,0.345,0.958,""
2.280,542.906,1005.395,166.138,96.888,30.973,-20.282,9.670,21.332,0.508,0.000,-0.025,4,13.938,0.427,0.957,""
2.300,543.524,1004.990,166.333,97.313,30.962,-20.283,9.751,21.277,0.514,0.000,-0.025,4,13.767,0.426,0.956,""
2.320,544.143,1004.586,166.529,97.736,30.950,-20.287,9.825,21.223,0.519,0.000,-0.025,4,13.466,0.441,0.956,""
2.340,544.724,1004.180,166.726,98.160,30.938,-20.294,9.863,21.182,0.525,0.000,-0.025,4,11.590,2.179,0.955,""
2.360,545.340,1003.773,166.923,98.584,30.924,-20.325,9.816,21.154,0.531,0.000,-0.025,4,7.449,2.584,0.956,""
2.380,545.956,1003.365,167.118,99.008,30.909,-20.368,9.719,21.137,0.538,0.000,-0.025,2,4.422,1.016,0.957,""
2.400,546.573,1002.955,167.310,99.432,30.894,-20.418,9.598,21.126,0.546,0.000,-0.025,2,3.161,1.676,0.959,""
2.420,546.895,1002.544,167.500,99.856,30.881,-20.472,9.458,21.120,0.553,0.000,-0.025,2,2.182,2.109,0.961,""
2.440,547.455,1002.132,167.686,100.281,30.869,-20.521,9.284,21.135,0.560,0.000,-0.024,2,0.582,2.869,0.963,""
2.460,548.015,1001.721,167.869,100.705,30.797,-20.512,9.084,21.127,0.565,0.000,-0.023,1,0.000,0.753,0.965,""
2.480,548.576,1001.309,168.047,101.130,30.725,-20.504,8.885,21.118,0.602,0.000,-0.022,0,0.000,0.714,0.967,""
2.500,548.650,1000.898,168.222,101.554,30.655,-20.496,8.685,21.110,0.637,0.000,-0.020,0,0.000,0.674,0.969,""
2.520,548.898,1000.486,168.392,101.978,30.585,-20.488,8.485,21.101,0.673,0.000,-0.019,0,0.000,0.633,0.971,""
2.540,549.343,1000.075,168.558,102.403,30.515,-20.480,8.286,21.093,0.708,0.000,-0.018,0,0.000,0.593,0.973,""
2.560,549.790,999.664,168.721,102.827,30.447,-20.471,8.086,21.085,0.742,0.000,-0.017,0,0.000,0.553,0.975,""
2.580,550.239,999.253,168.879,103.251,30.379,-20.463,7.887,21.076,0.777,0.000,-0.016,0,0.000,0.513,0.976,""
2.600,550.690,998.842,169.033,103.674,30.313,-20.455,7.688,21.068,0.810,0.000,-0.015,0,0.000,0.473,0.978,""
2.620,550.893,998.431,169.184,104.098,30.246,-20.447,7.489,21.059,0.844,0.000,-0.014,0,0.000,0.433,0.980,""
2.640,551.014,998.021,169.330,104.521,30.181,-20.439,7.290,21.051,0.877,0.000,-0.013,0,0.000,0.393,0.982,""
2.660,551.419,997.610,169.473,104.945,30.117,-20.430,7.090,21.042,0.909,0.000,-0.012,0,0.000,0.354,0.983,""
2.680,551.826,997.200,169.611,105.368,30.053,-20.422,6.892,21.034,0.942,0.000,-0.012,0,0.000,0.315,0.985,""
2.700,552.235,996.789,169.746,105.791,29.991,-20.414,6.693,21.026,0.973,0.000,-0.011,0,0.000,0.277,0.987,""
2.720,552.646,996.379,169.876,106.214,29.929,-20.406,6.494,21.017,1.000,0.000,-0.011,0,0.000,0.239,0.988,""
2.740,553.059,995.969,170.002,106.636,29.868,-20.398,6.295,21.009,1.000,0.000,-0.010,0,0.000,0.203,0.989,""
2.760,553.754,995.559,170.125,107.059,29.808,-20.390,6.096,21.000,1.000,0.000,-0.011,0,0.000,0.169,0.991,""
2.780,554.186,995.150,170.243,107.481,29.749,-20.381,5.898,20.992,1.000,0.000,-0.012,0,0.000,0.136,0.992,""
2.800,554.620,994.740,170.357,107.903,29.691,-20.373,5.699,20.984,1.000,0.000,-0.012,0,0.000,0.108,0.993,""
2.820,560.391,994.331,170.468,108.325,29.633,-20.365,5.501,20.975,1.000,0.000,-0.019,0,0.000,0.086,0.994,""
2.840,560.982,993.921,170.574,108.747,29.578,-20.357,5.303,20.967,1.000,0.000,-0.020,0,0.000,0.077,0.995,""
2.860,561.738,993.512,170.677,109.169,29.523,-20.349,5.104,20.958,1.000,0.000,-0.021,0,0.000,0.083,0.996,""
2.880,562.330,993.103,170.775,109.590,29.469,-20.341,4.906,20.950,1.000,0.000,-0.023,0,0.000,0.101,0.997,""
2.900,562.921,992.695,170.869,110.011,29.417,-20.333,4.708,20.942,1.000,0.000,-0.024,0,0.000,0.125,0.997,""
2.920,563.469,992.286,170.960,110.432,29.366,-20.324,4.510,20.933,1.000,0.000,-0.025,0,0.000,0.152,0.998,""
2.940,564.059,991.877,171.046,110.853,29.316,-20.316,4.312,20.925,1.000,0.000,-0.027,0,0.000,0.180,0.998,""
2.960,564.648,991.469,171.129,111.274,29.268,-20.308,4.114,20.917,1.000,0.000,-0.029,0,0.000,0.208,0.999,""
2.980,565.239,991.061,171.207,111.694,29.221,-20.300,3.917,20.908,1.000,0.000,-0.031,0,0.000,0.235,0.999,""
3.000,565.827,990.653,171.282,112.114,29.176,-20.292,3.719,20.900,1.000,0.000,-0.032,0,0.000,0.263,0.999,""
3.020,566.415,990.245,171.352,112.534,29.133,-20.284,3.521,20.891,1.000,0.000,-0.034,0,0.000,0.289,1.000,""
3.040,567.032,989.838,171.419,112.954,29.091,-20.276,3.324,20.883,1.000,0.000,-0.037,0,0.000,0.315,1.000,""
3.060,567.619,989.431,171.481,113.374,29.050,-20.268,3.126,20.875,1.000,0.000,-0.039,0,0.000,0.340,1.000,""
3.080,568.206,989.024,171.540,113.793,29.012,-20.260,2.929,20.866,1.000,0.000,-0.041,0,0.000,0.364,1.000,""
3.100,568.842,988.617,171.594,114.212,28.975,-20.251,2.732,20.858,1.000,0.000,-0.044,0,0.000,0.386,1.000,""
3.120,569.428,988.210,171.645,114.631,28.941,-20.243,2.535,20.850,1.000,0.000,-0.046,0,0.000,0.408,1.000,""
3.140,570.013,987.803,171.692,115.049,28.908,-20.235,2.337,20.841,1.000,0.000,-0.049,0,0.000,0.429,0.999,""
3.160,570.657,987.397,171.734,115.468,28.877,-20.227,2.140,20.833,1.000,0.000,-0.052,0,0.000,0.448,0.999,""
3.180,571.241,986.991,171.773,115.886,28.848,-20.219,1.943,20.825,1.000,0.000,-0.055,0,0.000,0.467,0.999,""
3.200,571.824,986.585,171.808,116.304,28.821,-20.211,1.746,20.816,1.000,0.000,-0.058,0,0.000,0.484,0.999,""
3.220,572.407,986.179,171.839,116.722,28.796,-20.203,1.550,20.808,1.000,0.000,-0.061,0,0.000,0.501,0.998,""
3.240,573.031,985.774,171.866,117.139,28.772,-20.195,1.353,20.800,1.000,0.000,-0.064,0,0.000,0.516,0.998,""
3.260,573.612,985.368,171.889,117.556,28.751,-20.187,1.156,20.791,1.000,0.000,-0.067,0,0.000,0.530,0.998,""
3.280,574.192,984.963,171.908,117.973,28.732,-20.179,0.960,20.783,1.000,0.000,-0.071,0,0.000,0.543,0.997,""
3.300,574.772,984.559,171.923,118.390,28.715,-20.171,0.763,20.775,1.000,0.000,-0.074,0,0.000,0.555,0.997,""
3.320,575.376,984.154,171.934,118.807,28.700,-20.162,0.567,20.766,1.000,0.000,-0.078,0,0.000,0.565,0.996,""
3.340,575.954,983.750,171.941,119.223,28.687,-20.154,0.370,20.758,1.000,0.000,-0.082,0,0.000,0.575,0.996,""
3.360,576.532,983.345,171.945,119.639,28.676,-20.146,0.174,20.750,1.000,0.000,-0.085,0,0.000,0.583,0.995,""
3.380,577.109,982.941,171.944,120.055,28.667,-20.138,-0.022,20.742,1.000,0.000,-0.089,0,0.000,0.591,0.995,""
3.400,577.699,982.538,171.940,120.471,28.659,-20.130,-0.218,20.733,1.000,0.000,-0.093,0,0.000,0.597,0.995,""
3.420,578.274,982.134,171.931,120.886,28.653,-20.122,-0.414,20.725,1.000,0.000,-0.098,0,0.000,0.602,0.994,""
3.440,578.849,981.731,171.919,121.301,28.649,-20.114,-0.610,20.717,1.000,0.000,-0.102,0,0.000,0.606,0.994,""
3.460,579.412,981.328,171.903,121.716,28.647,-20.106,-0.806,20.708,1.000,0.000,-0.106,0,0.000,0.609,0.993,""
3.480,579.985,980.925,171.882,122.131,28.646,-20.098,-1.002,20.700,1.000,0.000,-0.111,0,0.000,0.611,0.993,""
3.500,580.558,980.522,171.858,122.545,28.647,-20.090,-1.198,20.692,1.000,0.000,-0.116,0,0.000,0.612,0.993,""
3.520,581.130,980.120,171.830,122.959,28.649,-20.082,-1.393,20.684,1.000,0.000,-0.120,0,0.000,0.612,0.992,""
3.540,581.676,979.717,171.798,123.373,28.653,-20.074,-1.589,20.675,1.000,0.000,-0.126,0,0.000,0.612,0.992,""
3.560,582.247,979.315,171.763,123.787,28.657,-20.066,-1.784,20.667,1.000,0.000,-0.131,0,0.000,0.610,0.992,""
