t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.102,1041.081,153.431,39.539,23.520,-8.214,0.734,22.027,0.000,0.000,-0.100,2,11.991,3.539,0.999,"Ground_Mountain_2_3:(0.049, 0.987, -0.152);Ground_Mountain_2_3:(0.049, 0.987, -0.152);Ground_Mountain_2_3:(0.049, 0.987, -0.152);Ground_Mountain_2_3:(0.049, 0.987, -0.152);"
0.040,472.554,1040.921,153.447,39.969,23.505,-8.210,0.684,22.034,0.240,0.000,-0.104,2,4.703,3.831,0.998,"Ground_Mountain_2_3:(0.053, 0.987, -0.151);Ground_Mountain_2_3:(0.053, 0.987, -0.151);Ground_Mountain_2_3:(0.053, 0.987, -0.151);Ground_Mountain_2_3:(0.053, 0.987, -0.151);Ground_Mountain_2_3:(0.053, 0.987, -0.151);Ground_Mountain_2_3:(0.053, 0.987, -0.151);"
0.060,473.148,1040.760,153.468,40.400,23.447,-8.165,1.104,21.982,0.248,0.000,-0.108,4,22.643,4.991,0.995,"Ground_Mountain_2_3:(0.045, 0.986, -0.161);Ground_Mountain_2_3:(0.045, 0.986, -0.161);Ground_Mountain_2_3:(0.045, 0.986, -0.161);Ground_Mountain_2_3:(0.045, 0.986, -0.161);Ground_Mountain_2_3:(0.045, 0.986, -0.161);Ground_Mountain_2_3:(0.045, 0.986, -0.161);"
0.080,473.606,1040.600,153.499,40.831,23.417,-8.145,1.550,21.932,0.276,0.000,-0.113,4,27.682,4.900,0.993,"Ground_Mountain_2_3:(0.055, 0.986, -0.154);Ground_Mountain_2_3:(0.055, 0.986, -0.154);Ground_Mountain_2_3:(0.055, 0.986, -0.154);Ground_Mountain_2_3:(0.055, 0.986, -0.154);"
0.100,474.066,1040.439,153.539,41.264,23.397,-8.132,2.042,21.868,0.291,0.000,-0.117,4,30.835,4.039,0.991,"Ground_Mountain_2_3:(0.053, 0.986, -0.156);Ground_Mountain_2_3:(0.053, 0.986, -0.156);Ground_Mountain_2_3:(0.053, 0.986, -0.156);Ground_Mountain_2_3:(0.053, 0.986, -0.156);Ground_Mountain_2_3:(0.053, 0.986, -0.156);Ground_Mountain_2_3:(0.053, 0.986, -0.156);"
0.120,474.659,1040.278,153.589,41.697,23.394,-8.138,2.508,21.806,0.302,0.000,-0.120,4,32.272,3.168,0.990,"Ground_Mountain_2_3:(0.056, 0.987, -0.153);Ground_Mountain_2_3:(0.056, 0.987, -0.153);Ground_Mountain_2_3:(0.056, 0.987, -0.153);Ground_Mountain_2_3:(0.056, 0.987, -0.153);Ground_Mountain_2_3:(0.056, 0.987, -0.153);"
0.140,475.122,1040.117,153.648,42.129,23.396,-8.148,2.967,21.739,0.303,0.000,-0.123,4,32.428,2.342,0.989,"Ground_Mountain_2_3:(0.054, 0.986, -0.156);Ground_Mountain_2_3:(0.054, 0.986, -0.156);Ground_Mountain_2_3:(0.054, 0.986, -0.156);Ground_Mountain_2_3:(0.054, 0.986, -0.156);Ground_Mountain_2_3:(0.054, 0.986, -0.156);Ground_Mountain_2_3:(0.054, 0.986, -0.156);"
0.160,475.587,1039.954,153.715,42.561,23.400,-8.169,3.394,21.668,0.302,0.000,-0.126,4,31.269,1.666,0.988,"Ground_Mountain_2_3:(0.062, 0.987, -0.147);Ground_Mountain_2_3:(0.062, 0.987, -0.147);Ground_Mountain_2_3:(0.062, 0.987, -0.147);Ground_Mountain_2_3:(0.062, 0.987, -0.147);Ground_Mountain_2_3:(0.062, 0.987, -0.147);Ground_Mountain_2_3:(0.062, 0.987, -0.147);"
0.180,476.053,1039.791,153.791,42.992,23.404,-8.199,3.781,21.596,0.300,0.000,-0.128,4,29.217,1.147,0.988,"Ground_Mountain_2_3:(0.063, 0.987, -0.147);Ground_Mountain_2_3:(0.063, 0.987, -0.147);Ground_Mountain_2_3:(0.063, 0.987, -0.147);Ground_Mountain_2_3:(0.063, 0.987, -0.147);Ground_Mountain_2_3:(0.063, 0.987, -0.147);Ground_Mountain_2_3:(0.063, 0.987, -0.147);"
0.200,476.642,1039.627,153.873,43.422,23.407,-8.241,4.116,21.526,0.298,0.000,-0.129,4,26.640,0.816,0.987,"Ground_Mountain_2_3:(0.062, 0.987, -0.148);Ground_Mountain_2_3:(0.062, 0.987, -0.148);Ground_Mountain_2_3:(0.062, 0.987, -0.148);Ground_Mountain_2_3:(0.062, 0.987, -0.148);"
0.220,477.109,1039.461,153.961,43.851,23.408,-8.293,4.394,21.460,0.297,0.000,-0.129,4,23.768,0.553,0.987,""
0.240,477.576,1039.294,154.053,44.278,23.409,-8.357,4.616,21.398,0.296,0.000,-0.130,4,20.929,0.316,0.987,""
0.260,478.043,1039.125,154.149,44.705,23.409,-8.432,4.784,21.340,0.295,0.000,-0.130,4,18.233,0.272,0.987,""
0.280,478.624,1038.955,154.247,45.131,23.408,-8.518,4.901,21.286,0.295,0.000,-0.130,4,15.655,0.185,0.987,""
0.300,479.091,1038.783,154.346,45.555,23.407,-8.613,4.971,21.235,0.296,0.000,-0.129,4,13.270,0.012,0.987,""
0.320,479.559,1038.608,154.446,45.979,23.405,-8.717,5.000,21.187,0.296,0.000,-0.128,4,11.170,0.051,0.987,""
0.340,480.026,1038.432,154.546,46.402,23.404,-8.827,4.992,21.142,0.297,0.000,-0.128,4,9.292,0.132,0.987,""
0.360,480.600,1038.253,154.645,46.824,23.402,-8.944,4.954,21.099,0.298,0.000,-0.126,4,7.704,0.090,0.987,""
0.380,481.067,1038.072,154.743,47.246,23.400,-9.068,4.889,21.057,0.299,0.000,-0.124,4,6.421,0.036,0.987,""
0.400,481.535,1037.888,154.839,47.666,23.398,-9.197,4.804,21.015,0.300,0.000,-0.123,4,5.397,0.067,0.987,""
0.420,482.002,1037.702,154.933,48.086,23.396,-9.331,4.705,20.972,0.301,0.000,-0.122,4,4.650,0.141,0.987,""
0.440,482.568,1037.513,155.025,48.504,23.395,-9.468,4.599,20.929,0.302,0.000,-0.119,4,4.325,0.127,0.987,""
0.460,483.035,1037.321,155.115,48.922,23.393,-9.606,4.489,20.884,0.303,0.000,-0.117,4,4.096,0.047,0.987,""
0.480,483.503,1037.126,155.202,49.339,23.391,-9.747,4.376,20.838,0.304,0.000,-0.115,4,3.943,0.120,0.987,""
0.500,483.971,1036.929,155.287,49.755,23.390,-9.889,4.264,20.790,0.304,0.000,-0.113,4,4.033,0.191,0.987,""
0.520,484.531,1036.729,155.371,50.170,23.388,-10.032,4.157,20.740,0.305,0.000,-0.111,4,4.229,0.061,0.987,""
0.540,484.999,1036.526,155.452,50.584,23.387,-10.174,4.055,20.687,0.306,0.000,-0.109,4,4.496,0.091,0.987,""
0.560,485.467,1036.320,155.531,50.997,23.386,-10.316,3.961,20.633,0.306,0.000,-0.106,4,4.841,0.080,0.987,""
0.580,485.934,1036.111,155.608,51.409,23.386,-10.457,3.874,20.577,0.307,0.000,-0.104,4,5.271,0.095,0.987,""
0.600,486.488,1035.899,155.684,51.819,23.385,-10.597,3.797,20.519,0.307,0.000,-0.101,4,5.725,0.114,0.987,""
0.620,486.956,1035.685,155.759,52.229,23.385,-10.736,3.727,20.459,0.307,0.000,-0.099,4,6.172,0.289,0.987,""
0.640,487.424,1035.468,155.832,52.637,23.385,-10.872,3.667,20.397,0.308,0.000,-0.097,4,6.635,0.128,0.987,""
0.660,487.892,1035.248,155.905,53.044,23.385,-11.007,3.616,20.334,0.308,0.000,-0.094,4,7.081,0.125,0.987,""
0.680,488.442,1035.025,155.976,53.449,23.385,-11.139,3.573,20.269,0.308,0.000,-0.092,4,7.509,0.107,0.987,""
0.700,488.910,1034.800,156.047,53.854,23.386,-11.269,3.539,20.204,0.307,0.000,-0.089,4,7.941,0.133,0.987,""
0.720,489.378,1034.572,156.117,54.257,23.387,-11.396,3.512,20.138,0.307,0.000,-0.087,4,8.354,0.129,0.987,""
0.740,489.846,1034.342,156.187,54.658,23.388,-11.520,3.494,20.071,0.307,0.000,-0.084,4,8.722,0.069,0.987,""
0.760,490.314,1034.109,156.257,55.059,23.389,-11.642,3.481,20.003,0.306,0.000,-0.082,4,9.039,0.087,0.987,""
0.780,490.858,1033.874,156.326,55.457,23.390,-11.761,3.474,19.936,0.306,0.000,-0.079,4,9.315,0.090,0.988,""
0.800,491.326,1033.637,156.396,55.855,23.391,-11.877,3.471,19.868,0.305,0.000,-0.077,4,9.525,0.046,0.988,""
0.820,491.794,1033.397,156.465,56.251,23.393,-11.990,3.471,19.801,0.304,0.000,-0.075,4,9.710,0.074,0.988,""
0.840,492.262,1033.155,156.535,56.646,23.394,-12.101,3.475,19.734,0.304,0.000,-0.072,4,9.872,0.020,0.988,""
0.860,492.805,1032.911,156.604,57.040,23.396,-12.209,3.481,19.668,0.303,0.000,-0.070,4,9.963,0.044,0.988,""
0.880,493.273,1032.665,156.674,57.432,23.398,-12.314,3.487,19.602,0.302,0.000,-0.068,4,10.014,0.060,0.988,""
0.900,493.741,1032.417,156.744,57.823,23.400,-12.416,3.494,19.538,0.301,0.000,-0.066,4,10.058,0.107,0.988,""
0.920,494.210,1032.167,156.814,58.213,23.402,-12.515,3.502,19.475,0.300,0.000,-0.063,4,10.070,0.079,0.988,""
0.940,494.747,1031.915,156.884,58.601,23.404,-12.612,3.509,19.413,0.299,0.000,-0.061,4,10.042,0.081,0.988,""
0.960,495.215,1031.661,156.954,58.988,23.406,-12.706,3.516,19.352,0.298,0.000,-0.059,4,10.025,0.087,0.988,""
0.980,495.684,1031.405,157.025,59.374,23.408,-12.797,3.522,19.292,0.297,0.000,-0.057,4,10.004,0.079,0.988,""
1.000,496.152,1031.147,157.095,59.759,23.410,-12.886,3.527,19.234,0.296,0.000,-0.055,4,9.959,0.135,0.988,""
1.020,496.620,1030.888,157.166,60.143,23.413,-12.972,3.532,19.178,0.295,0.000,-0.053,4,9.941,0.087,0.988,""
1.040,497.156,1030.627,157.237,60.526,23.415,-13.056,3.536,19.122,0.294,0.000,-0.051,4,9.934,0.088,0.988,""
1.060,497.624,1030.365,157.308,60.907,23.417,-13.137,3.540,19.068,0.293,0.000,-0.049,4,9.890,0.059,0.988,""
1.080,498.093,1030.100,157.379,61.287,23.419,-13.215,3.543,19.015,0.292,0.000,-0.048,4,9.833,0.034,0.988,""
1.100,498.561,1029.835,157.449,61.667,23.421,-13.291,3.545,18.964,0.290,0.000,-0.046,4,9.786,0.037,0.988,""
