t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.681,100.803,-120.863,23.481,20.370,0.739,11.691,0.000,0.000,-0.169,2,14.174,4.484,0.997,"Mountain trunk:(0.866, -0.390, -0.313);Mountain trunk:(0.866, -0.390, -0.313);Mountain trunk:(0.865, -0.386, -0.319);Mountain trunk:(0.865, -0.386, -0.319);Mountain trunk:(0.865, -0.383, -0.324);Mountain trunk:(0.865, -0.383, -0.324);Mountain trunk:(0.750, 0.000, -0.661);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);"
0.040,148.569,830.073,100.826,-120.640,23.319,20.268,1.077,11.586,0.260,0.000,-0.175,2,7.756,7.259,0.994,"Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);"
0.060,149.014,830.469,100.855,-120.415,23.278,20.231,1.498,11.562,0.341,0.000,-0.181,4,28.037,7.879,0.990,"Ground_Mountain_0_1:(-0.165, 0.979, -0.116);Ground_Mountain_0_1:(-0.165, 0.979, -0.116);Ground_Mountain_0_1:(-0.165, 0.979, -0.116);Ground_Mountain_0_1:(-0.165, 0.979, -0.116);Ground_Mountain_0_1:(-0.165, 0.979, -0.116);"
0.080,149.466,830.866,100.897,-120.191,23.230,20.155,2.087,11.501,0.361,0.000,-0.188,4,33.881,5.881,0.986,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.100,149.920,831.262,100.950,-119.965,23.201,20.064,2.698,11.447,0.385,0.000,-0.194,4,36.497,4.878,0.983,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.120,150.374,831.657,101.015,-119.739,23.189,19.960,3.302,11.407,0.399,0.000,-0.198,4,37.681,3.922,0.980,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.140,150.831,832.049,101.100,-119.513,23.112,19.713,4.258,11.302,0.406,0.000,-0.201,4,37.887,2.969,0.979,"Ground_Mountain_0_1:(-0.163, 0.980, -0.117);Ground_Mountain_0_1:(-0.163, 0.980, -0.117);Ground_Mountain_0_1:(-0.163, 0.980, -0.117);Ground_Mountain_0_1:(-0.163, 0.980, -0.117);Ground_Mountain_0_1:(-0.163, 0.980, -0.117);Ground_Mountain_0_1:(-0.163, 0.980, -0.117);"
0.160,151.290,832.440,101.194,-119.287,23.128,19.624,4.697,11.312,0.444,0.000,-0.205,4,31.761,1.459,0.979,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.180,151.745,832.830,101.295,-119.060,23.142,19.536,5.077,11.336,0.436,0.000,-0.208,4,28.766,1.084,0.979,"Ground_Mountain_0_1:(-0.165, 0.979, -0.121);Ground_Mountain_0_1:(-0.165, 0.979, -0.121);Ground_Mountain_0_1:(-0.165, 0.979, -0.121);Ground_Mountain_0_1:(-0.165, 0.979, -0.121);Ground_Mountain_0_1:(-0.165, 0.979, -0.121);Ground_Mountain_0_1:(-0.165, 0.979, -0.121);"
0.200,152.201,833.219,101.403,-118.832,23.153,19.450,5.392,11.379,0.429,0.000,-0.209,4,25.485,0.825,0.979,"Ground_Mountain_0_1:(-0.166, 0.979, -0.119);Ground_Mountain_0_1:(-0.166, 0.979, -0.119);Ground_Mountain_0_1:(-0.166, 0.979, -0.119);Ground_Mountain_0_1:(-0.166, 0.979, -0.119);Ground_Mountain_0_1:(-0.166, 0.979, -0.119);Ground_Mountain_0_1:(-0.166, 0.979, -0.119);"
0.220,152.662,833.606,101.516,-118.603,23.162,19.367,5.641,11.439,0.423,0.000,-0.210,4,22.156,0.660,0.979,"Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);"
0.240,153.122,833.992,101.632,-118.372,23.169,19.287,5.827,11.518,0.419,0.000,-0.209,4,18.899,0.476,0.979,""
0.260,153.571,834.376,101.751,-118.140,23.174,19.208,5.953,11.615,0.415,0.000,-0.208,4,15.828,0.401,0.979,""
0.280,154.031,834.759,101.872,-117.905,23.178,19.130,6.026,11.728,0.413,0.000,-0.206,4,13.110,0.318,0.979,""
