t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,154.117,834.980,101.919,-117.822,30.507,25.546,7.567,14.932,0.759,0.000,-0.240,4,14.192,0.182,0.978,""
0.240,154.722,835.490,102.071,-117.521,30.527,25.498,7.609,15.050,0.747,0.000,-0.239,4,11.355,0.199,0.978,""
0.260,155.311,836.000,102.223,-117.217,30.544,25.440,7.604,15.198,0.736,0.000,-0.237,4,8.898,0.229,0.978,""
0.280,155.915,836.508,102.375,-116.910,30.558,25.372,7.559,15.372,0.728,0.000,-0.233,4,6.810,0.175,0.978,""
0.300,156.520,837.014,102.524,-116.599,30.569,25.292,7.480,15.572,0.721,0.000,-0.228,4,5.084,0.169,0.978,""
0.320,157.103,837.519,102.672,-116.284,30.577,25.199,7.376,15.794,0.716,0.000,-0.223,4,3.795,0.212,0.979,""
0.340,157.708,838.021,102.817,-115.964,30.583,25.093,7.255,16.036,0.711,0.000,-0.217,4,2.916,0.212,0.979,""
0.360,158.314,838.521,102.959,-115.638,30.588,24.973,7.122,16.294,0.708,0.000,-0.210,4,2.312,0.214,0.979,""
0.380,158.897,839.019,103.099,-115.307,30.591,24.840,6.982,16.566,0.706,0.000,-0.203,4,1.944,0.200,0.979,""
0.400,159.503,839.513,103.236,-114.971,30.593,24.695,6.839,16.848,0.705,0.000,-0.195,4,1.787,0.190,0.979,""
0.420,160.111,840.004,103.370,-114.628,30.595,24.538,6.697,17.139,0.704,0.000,-0.186,4,1.870,0.209,0.979,""
0.440,160.697,840.492,103.501,-114.280,30.596,24.370,6.560,17.434,0.703,0.000,-0.178,4,2.114,0.205,0.979,""
0.460,161.305,840.977,103.630,-113.926,30.598,24.192,6.431,17.731,0.702,0.000,-0.168,4,2.554,0.193,0.979,""
0.480,161.914,841.457,103.756,-113.565,30.601,24.006,6.313,18.028,0.701,0.000,-0.159,4,3.134,0.206,0.979,""
0.500,162.504,841.934,103.880,-113.199,30.604,23.813,6.209,18.323,0.700,0.000,-0.149,4,3.833,0.192,0.979,""
0.520,163.114,842.407,104.003,-112.827,30.607,23.613,6.118,18.614,0.698,0.000,-0.139,4,4.571,0.186,0.979,""
0.540,163.725,842.875,104.123,-112.450,30.612,23.410,6.042,18.899,0.696,0.000,-0.129,4,5.332,0.175,0.979,""
0.560,164.322,843.339,104.243,-112.067,30.618,23.203,5.979,19.177,0.694,0.000,-0.118,4,6.104,0.188,0.979,""
0.580,164.934,843.800,104.362,-111.678,30.624,22.995,5.932,19.447,0.691,0.000,-0.108,4,6.893,0.183,0.979,""
0.600,165.546,844.256,104.480,-111.284,30.632,22.788,5.899,19.707,0.688,0.000,-0.097,4,7.631,0.170,0.979,""
0.620,166.151,844.708,104.597,-110.885,30.641,22.581,5.878,19.956,0.684,0.000,-0.086,4,8.303,0.167,0.979,""
0.640,166.764,845.155,104.715,-110.482,30.651,22.378,5.869,20.195,0.680,0.000,-0.075,4,8.908,0.160,0.979,""
0.660,167.378,845.599,104.832,-110.073,30.662,22.180,5.870,20.422,0.675,0.000,-0.065,4,9.462,0.153,0.979,""
0.680,167.991,846.039,104.950,-109.661,30.673,21.987,5.879,20.637,0.669,0.000,-0.054,4,9.944,0.137,0.979,""
0.700,168.605,846.475,105.068,-109.244,30.686,21.800,5.897,20.840,0.663,0.000,-0.043,4,10.345,0.125,0.979,""
0.720,169.220,846.908,105.186,-108.824,30.699,21.622,5.920,21.030,0.657,0.000,-0.032,4,10.674,0.113,0.979,""
0.740,169.842,847.337,105.305,-108.400,30.713,21.453,5.948,21.208,0.650,0.000,-0.021,4,10.948,0.102,0.979,""
0.760,170.456,847.763,105.424,-107.972,30.727,21.293,5.981,21.372,0.644,0.000,-0.010,4,11.183,0.097,0.979,""
0.780,171.072,848.185,105.545,-107.542,30.742,21.144,6.016,21.524,0.636,0.000,0.000,4,11.339,0.090,0.979,""
0.800,171.700,848.606,105.666,-107.109,30.756,21.007,6.053,21.662,0.629,0.000,0.011,4,11.425,0.083,0.979,""
0.820,172.316,849.023,105.788,-106.673,30.771,20.881,6.090,21.788,0.622,0.000,0.021,4,11.461,0.075,0.979,""
0.840,172.931,849.438,105.910,-106.235,30.785,20.769,6.129,21.900,0.615,0.000,0.031,4,11.495,0.055,0.979,""
0.860,173.567,849.852,106.033,-105.795,30.800,20.669,6.166,21.999,0.607,0.000,0.041,4,11.484,0.064,0.979,""
0.880,174.182,850.263,106.158,-105.353,30.814,20.583,6.203,22.085,0.600,0.000,0.050,4,11.416,0.075,0.979,""
0.900,174.797,850.673,106.282,-104.910,30.827,20.510,6.236,22.158,0.593,0.000,0.060,4,11.276,0.081,0.979,""
0.920,175.437,851.082,106.408,-104.466,30.840,20.452,6.268,22.218,0.587,0.000,0.069,4,11.163,0.062,0.979,""
0.940,176.052,851.490,106.534,-104.020,30.852,20.408,6.297,22.265,0.580,0.000,0.078,4,11.025,0.004,0.979,""
0.960,176.667,851.898,106.660,-103.574,30.863,20.378,6.323,22.300,0.574,0.000,0.086,4,10.855,0.010,0.979,""
0.980,177.310,852.305,106.787,-103.128,30.873,20.363,6.345,22.322,0.569,0.000,0.095,4,10.657,0.026,0.979,""
1.000,177.924,852.712,106.914,-102.681,30.882,20.362,6.363,22.331,0.563,0.000,0.103,4,10.428,0.047,0.979,""
1.020,178.539,853.119,107.042,-102.234,30.891,20.374,6.379,22.327,0.559,0.000,0.110,4,10.295,0.011,0.979,""
1.040,179.184,853.527,107.169,-101.788,30.898,20.401,6.392,22.310,0.555,0.000,0.118,4,10.148,0.026,0.979,""
1.060,179.798,853.935,107.297,-101.342,30.904,20.441,6.402,22.281,0.551,0.000,0.125,4,10.019,0.080,0.979,""
1.080,180.412,854.345,107.426,-100.897,30.909,20.494,6.410,22.239,0.548,0.000,0.131,4,9.830,0.068,0.979,""
1.100,181.054,854.756,107.554,-100.453,30.913,20.560,6.414,22.185,0.546,0.000,0.137,4,9.660,0.017,0.979,""
1.120,181.667,855.168,107.682,-100.011,30.915,20.638,6.417,22.118,0.544,0.000,0.143,4,9.558,0.054,0.979,""
1.140,182.281,855.583,107.811,-99.570,30.916,20.728,6.418,22.039,0.542,0.000,0.149,4,9.428,0.063,0.979,""
1.160,182.895,855.999,107.939,-99.130,30.917,20.830,6.415,21.949,0.542,0.000,0.154,4,9.268,0.014,0.979,""
1.180,183.534,856.418,108.067,-98.693,30.916,20.943,6.409,21.846,0.542,0.000,0.159,4,9.063,0.058,0.979,""
1.200,184.147,856.839,108.195,-98.258,30.914,21.066,6.402,21.732,0.542,0.000,0.163,4,8.944,0.089,0.979,""
1.220,184.761,857.262,108.323,-97.826,30.911,21.198,6.393,21.606,0.543,0.000,0.167,4,8.900,0.061,0.979,""
1.240,185.397,857.689,108.451,-97.396,30.907,21.340,6.384,21.468,0.544,0.000,0.171,4,8.870,0.098,0.979,""
1.260,186.009,858.118,108.578,-96.969,30.903,21.490,6.376,21.319,0.546,0.000,0.174,4,8.849,0.064,0.979,""
1.280,186.622,858.551,108.706,-96.546,30.897,21.647,6.368,21.159,0.549,0.000,0.177,4,8.887,0.099,0.979,""
1.300,187.235,858.987,108.833,-96.126,30.891,21.811,6.363,20.987,0.552,0.000,0.180,4,9.025,0.215,0.979,""
1.320,187.867,859.426,108.960,-95.709,30.883,21.980,6.364,20.804,0.555,0.000,0.183,4,9.279,0.103,0.979,""
1.340,188.479,859.868,109.087,-95.297,30.876,22.154,6.369,20.611,0.558,0.000,0.184,4,9.507,0.148,0.978,""
1.360,189.092,860.315,109.215,-94.888,30.867,22.332,6.384,20.406,0.562,0.000,0.186,4,9.943,0.160,0.978,""
1.380,189.724,860.764,109.343,-94.484,30.858,22.513,6.408,20.190,0.566,0.000,0.187,4,10.438,0.139,0.978,""
1.400,190.335,861.217,109.472,-94.085,30.848,22.694,6.446,19.964,0.571,0.000,0.189,4,11.131,0.226,0.978,""
1.420,190.947,861.674,109.602,-93.690,30.838,22.876,6.499,19.726,0.576,0.000,0.189,4,11.876,0.177,0.977,""
1.440,191.560,862.134,109.733,-93.301,30.827,23.058,6.568,19.478,0.581,0.000,0.190,4,12.665,0.149,0.977,""
1.460,192.182,862.598,109.866,-92.916,30.816,23.238,6.653,19.220,0.586,0.000,0.190,4,13.556,0.243,0.976,""
1.480,192.793,863.065,110.001,-92.538,30.804,23.416,6.757,18.951,0.592,0.000,0.190,4,14.401,0.178,0.975,""
1.500,193.405,863.535,110.138,-92.164,30.792,23.591,6.876,18.673,0.598,0.000,0.190,4,15.256,0.291,0.975,""
1.520,194.017,864.009,110.278,-91.797,30.780,23.763,7.009,18.387,0.604,0.000,0.189,4,15.977,0.328,0.974,""
1.540,194.628,864.487,110.421,-91.435,30.768,23.931,7.154,18.092,0.610,0.000,0.188,4,16.629,0.330,0.973,""
1.560,195.239,864.967,110.566,-91.079,30.755,24.096,7.310,17.790,0.616,0.000,0.187,4,17.172,0.337,0.972,""
1.580,195.851,865.451,110.716,-90.730,30.743,24.256,7.475,17.482,0.622,0.000,0.186,4,17.605,0.343,0.971,""
1.600,196.463,865.938,110.868,-90.387,30.730,24.413,7.645,17.167,0.629,0.000,0.184,4,17.931,0.365,0.970,""
1.620,197.066,866.427,111.024,-90.050,30.718,24.567,7.819,16.848,0.635,0.000,0.183,4,18.135,0.390,0.969,""
1.640,197.677,866.920,111.184,-89.720,30.706,24.716,7.995,16.525,0.641,0.000,0.181,4,18.230,0.378,0.968,""
1.660,198.289,867.416,111.347,-89.396,30.695,24.861,8.171,16.198,0.647,0.000,0.179,4,18.237,0.380,0.967,""
1.680,198.901,867.915,111.514,-89.079,30.683,25.003,8.345,15.868,0.653,0.000,0.178,4,18.205,0.386,0.966,""
1.700,199.495,868.416,111.683,-88.768,30.672,25.140,8.517,15.536,0.658,0.000,0.176,4,18.070,0.415,0.965,""
1.720,200.106,868.920,111.857,-88.464,30.662,25.275,8.684,15.203,0.664,0.000,0.175,4,17.838,0.399,0.964,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.740,200.718,869.427,112.033,-88.167,30.651,25.405,8.845,14.869,0.669,0.000,0.174,4,17.551,0.381,0.963,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.760,201.330,869.936,112.213,-87.876,30.641,25.532,9.003,14.534,0.674,0.000,0.173,4,17.351,0.353,0.962,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);Ground_Mountain_0_1:(-0.279, 0.952, -0.128);Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.780,201.919,870.447,112.396,-87.592,30.631,25.655,9.154,14.198,0.679,0.000,0.173,4,17.100,0.421,0.961,"Ground_Mountain_0_1:(-0.295, 0.948, -0.121);"
1.800,202.531,870.961,112.581,-87.314,30.621,25.775,9.298,13.863,0.684,0.000,0.174,4,16.703,0.437,0.960,"Ground_Mountain_0_1:(-0.295, 0.948, -0.121);"
1.820,203.142,871.478,112.770,-87.044,30.612,25.892,9.435,13.528,0.689,0.000,0.174,4,16.290,0.279,0.959,"Ground_Mountain_0_1:(-0.297, 0.947, -0.123);Ground_Mountain_0_1:(-0.297, 0.947, -0.123);"
1.840,203.754,871.996,112.961,-86.780,30.602,26.005,9.567,13.193,0.694,0.000,0.174,4,16.123,0.379,0.958,"Ground_Mountain_0_1:(-0.299, 0.946, -0.125);"
1.860,204.337,872.517,113.154,-86.522,30.593,26.114,9.698,12.857,0.699,0.000,0.175,4,16.061,0.397,0.957,"Ground_Mountain_0_1:(-0.312, 0.942, -0.124);"
1.880,204.948,873.040,113.350,-86.272,30.584,26.219,9.822,12.522,0.704,0.000,0.175,4,15.733,0.481,0.956,"Ground_Mountain_0_1:(-0.309, 0.943, -0.121);Ground_Mountain_0_1:(-0.309, 0.943, -0.121);"
1.900,205.560,873.565,113.549,-86.028,30.574,26.321,9.938,12.187,0.708,0.000,0.176,4,15.334,0.376,0.955,"Ground_Mountain_0_1:(-0.309, 0.943, -0.121);Ground_Mountain_0_1:(-0.309, 0.943, -0.121);"
1.920,206.171,874.091,113.749,-85.791,30.565,26.420,10.051,11.851,0.713,0.000,0.176,4,15.114,0.330,0.953,"Ground_Mountain_0_1:(-0.313, 0.942, -0.121);Ground_Mountain_0_1:(-0.313, 0.942, -0.121);Ground_Mountain_0_1:(-0.313, 0.942, -0.121);Ground_Mountain_0_1:(-0.313, 0.942, -0.121);Ground_Mountain_0_1:(-0.313, 0.942, -0.121);"
1.940,206.782,874.620,113.952,-85.560,30.555,26.515,10.162,11.514,0.718,0.000,0.176,4,15.147,0.453,0.952,"Ground_Mountain_0_1:(-0.325, 0.938, -0.120);"
1.960,207.361,875.151,114.157,-85.336,30.545,26.605,10.273,11.176,0.723,0.000,0.176,4,15.177,0.454,0.951,"Ground_Mountain_0_1:(-0.325, 0.938, -0.121);"
1.980,207.972,875.683,114.364,-85.119,30.536,26.691,10.382,10.839,0.727,0.000,0.175,4,14.975,0.449,0.950,""
2.000,208.582,876.217,114.574,-84.909,30.526,26.774,10.485,10.501,0.732,0.000,0.174,4,14.720,0.443,0.949,""
2.020,209.193,876.752,114.785,-84.705,30.516,26.854,10.582,10.162,0.737,0.000,0.172,4,14.491,0.532,0.947,""
2.040,209.785,877.289,114.998,-84.508,30.506,26.930,10.679,9.822,0.742,0.000,0.170,4,14.491,0.441,0.946,""
2.060,210.380,877.828,115.213,-84.318,30.496,27.002,10.775,9.482,0.747,0.000,0.167,4,14.514,0.462,0.945,""
2.080,210.991,878.368,115.430,-84.135,30.486,27.070,10.867,9.143,0.752,0.000,0.163,4,14.343,0.472,0.944,""
2.100,211.601,878.909,115.649,-83.959,30.476,27.135,10.954,8.804,0.757,0.000,0.158,4,14.039,0.400,0.943,""
2.120,212.211,879.452,115.869,-83.789,30.467,27.197,11.037,8.467,0.762,0.000,0.152,4,13.878,0.323,0.942,""
2.140,212.798,879.996,116.091,-83.626,30.459,27.253,11.123,8.130,0.766,0.000,0.146,4,14.031,0.351,0.940,""
2.160,213.408,880.540,116.315,-83.470,30.451,27.305,11.207,7.796,0.770,0.000,0.139,4,14.033,0.452,0.939,""
2.180,214.017,881.086,116.540,-83.320,30.443,27.355,11.282,7.466,0.774,0.000,0.132,4,13.578,0.845,0.938,""
2.200,214.584,881.634,116.766,-83.177,30.436,27.413,11.323,7.144,0.778,0.000,0.126,4,11.889,1.353,0.937,""
2.220,215.193,882.183,116.993,-83.040,30.427,27.481,11.324,6.830,0.782,0.000,0.119,4,9.872,0.975,0.937,""
2.240,215.802,882.735,117.219,-82.908,30.419,27.560,11.282,6.529,0.786,0.000,0.111,4,7.476,0.920,0.938,""
2.260,216.320,883.289,117.443,-82.783,30.410,27.655,11.184,6.239,0.791,0.000,0.104,2,4.455,1.263,0.940,""
2.280,216.924,883.846,117.665,-82.663,30.402,27.758,11.058,5.959,0.795,0.000,0.096,2,3.155,1.230,0.942,""
2.300,217.529,884.406,117.883,-82.548,30.398,27.875,10.882,5.692,0.799,0.000,0.088,2,0.679,0.319,0.944,""
2.320,217.804,884.968,118.098,-82.438,30.395,27.992,10.693,5.436,0.801,0.000,0.083,2,0.000,0.507,0.946,""
2.340,218.354,885.532,118.309,-82.334,30.396,28.106,10.508,5.192,0.802,0.000,0.076,2,0.000,0.491,0.948,""
2.360,218.904,886.096,118.515,-82.229,30.305,28.094,10.308,5.190,0.802,0.000,0.068,0,0.000,0.981,0.950,""
2.380,219.126,886.659,118.718,-82.124,30.214,28.083,10.107,5.188,0.847,0.000,0.064,0,0.000,0.940,0.952,""
2.400,219.339,887.223,118.917,-82.020,30.123,28.072,9.907,5.186,0.893,0.000,0.060,0,0.000,0.898,0.955,""
2.420,219.792,887.787,119.112,-81.915,30.032,28.061,9.707,5.183,0.938,0.000,0.054,0,0.000,0.856,0.957,""
2.440,220.246,888.350,119.303,-81.811,29.940,28.049,9.507,5.181,0.984,0.000,0.048,0,0.000,0.813,0.959,""
2.460,220.701,888.914,119.490,-81.706,29.848,28.038,9.307,5.179,1.000,0.000,0.041,0,0.000,0.769,0.961,""
2.480,220.887,889.477,119.673,-81.602,29.756,28.027,9.107,5.177,1.000,0.000,0.037,0,0.000,0.726,0.964,""
2.500,221.219,890.040,119.852,-81.497,29.663,28.016,8.908,5.175,1.000,0.000,0.032,0,0.000,0.682,0.966,""
2.520,221.642,890.603,120.027,-81.393,29.571,28.005,8.708,5.173,1.000,0.000,0.026,0,0.000,0.638,0.968,""
2.540,222.067,891.165,120.198,-81.288,29.478,27.993,8.508,5.171,1.000,0.000,0.019,0,0.000,0.594,0.970,""
2.560,222.493,891.728,120.365,-81.184,29.385,27.982,8.309,5.169,1.000,0.000,0.013,0,0.000,0.550,0.973,""
2.580,222.828,892.291,120.528,-81.079,29.291,27.971,8.109,5.167,1.000,0.000,0.007,0,0.000,0.507,0.975,""
2.600,223.252,892.853,120.687,-80.975,29.198,27.960,7.910,5.165,1.000,0.000,0.001,0,0.000,0.463,0.977,""
2.620,223.678,893.415,120.842,-80.871,29.104,27.949,7.711,5.163,1.000,0.000,-0.005,0,0.000,0.419,0.979,""
2.640,224.106,893.977,120.993,-80.766,29.011,27.937,7.512,5.161,1.000,0.000,-0.011,0,0.000,0.376,0.981,""
2.660,225.054,894.539,121.139,-80.662,28.917,27.926,7.312,5.159,1.000,0.000,-0.021,0,0.000,0.333,0.983,""
2.680,225.512,895.100,121.282,-80.558,28.823,27.915,7.113,5.157,1.000,0.000,-0.027,0,0.000,0.291,0.985,""
2.700,230.987,895.662,121.421,-80.454,28.729,27.904,6.914,5.155,1.000,0.000,-0.044,0,0.000,0.249,0.986,""
2.720,231.574,896.223,121.556,-80.350,28.636,27.893,6.716,5.152,1.000,0.000,-0.049,0,0.000,0.207,0.988,""
2.740,232.172,896.784,121.687,-80.246,28.542,27.882,6.517,5.150,1.000,0.000,-0.053,0,0.000,0.167,0.989,""
2.760,232.757,897.345,121.814,-80.142,28.448,27.870,6.318,5.148,1.000,0.000,-0.058,0,0.000,0.127,0.991,""
2.780,233.341,897.905,121.937,-80.038,28.355,27.859,6.119,5.146,1.000,0.000,-0.062,0,0.000,0.090,0.992,""
2.800,233.923,898.466,122.056,-79.934,28.262,27.848,5.921,5.144,1.000,0.000,-0.066,0,0.000,0.056,0.993,""
2.820,234.491,899.026,122.170,-79.830,28.170,27.837,5.722,5.142,1.000,0.000,-0.070,0,0.000,0.038,0.994,""
2.840,235.072,899.586,122.281,-79.727,28.077,27.826,5.524,5.140,1.000,0.000,-0.074,0,0.000,0.051,0.995,""
2.860,235.651,900.145,122.388,-79.623,27.986,27.815,5.326,5.138,1.000,0.000,-0.078,0,0.000,0.081,0.996,""
2.880,236.233,900.705,122.491,-79.519,27.894,27.804,5.127,5.136,1.000,0.000,-0.082,0,0.000,0.114,0.997,""
2.900,236.810,901.264,122.590,-79.416,27.804,27.792,4.929,5.134,1.000,0.000,-0.086,0,0.000,0.148,0.998,""
2.920,237.387,901.823,122.685,-79.312,27.714,27.781,4.731,5.132,1.000,0.000,-0.089,0,0.000,0.181,0.998,""
2.940,238.023,902.381,122.775,-79.209,27.625,27.770,4.533,5.130,1.000,0.000,-0.093,0,0.000,0.214,0.999,""
2.960,238.597,902.940,122.862,-79.106,27.537,27.759,4.335,5.128,1.000,0.000,-0.096,0,0.000,0.246,0.999,""
2.980,239.170,903.498,122.945,-79.002,27.450,27.748,4.137,5.126,1.000,0.000,-0.099,0,0.000,0.276,1.000,""
3.000,239.742,904.056,123.024,-78.899,27.364,27.737,3.939,5.124,1.000,0.000,-0.102,0,0.000,0.306,1.000,""
3.020,240.410,904.613,123.099,-78.796,27.279,27.726,3.742,5.122,1.000,0.000,-0.105,0,0.000,0.335,1.000,""
3.040,240.980,905.170,123.170,-78.693,27.195,27.715,3.544,5.120,1.000,0.000,-0.108,0,0.000,0.362,1.000,""
3.060,241.548,905.727,123.237,-78.590,27.113,27.704,3.347,5.118,1.000,0.000,-0.111,0,0.000,0.389,1.000,""
3.080,242.212,906.284,123.300,-78.487,27.031,27.693,3.149,5.115,1.000,0.000,-0.114,0,0.000,0.414,1.000,""
3.100,242.777,906.841,123.359,-78.384,26.952,27.681,2.952,5.113,1.000,0.000,-0.117,0,0.000,0.438,1.000,""
3.120,243.341,907.397,123.414,-78.281,26.873,27.670,2.754,5.111,1.000,0.000,-0.120,0,0.000,0.461,0.999,""
3.140,243.904,907.952,123.465,-78.179,26.796,27.659,2.557,5.109,1.000,0.000,-0.122,0,0.000,0.482,0.999,""
3.160,244.548,908.508,123.512,-78.076,26.721,27.648,2.360,5.107,1.000,0.000,-0.125,0,0.000,0.503,0.999,""
3.180,245.108,909.063,123.555,-77.973,26.647,27.637,2.163,5.105,1.000,0.000,-0.127,0,0.000,0.522,0.999,""
3.200,245.666,909.618,123.594,-77.871,26.574,27.626,1.966,5.103,1.000,0.000,-0.130,0,0.000,0.540,0.998,""
3.220,246.293,910.173,123.629,-77.768,26.504,27.615,1.769,5.101,1.000,0.000,-0.132,0,0.000,0.556,0.998,""
3.240,246.848,910.727,123.661,-77.666,26.435,27.604,1.572,5.099,1.000,0.000,-0.135,0,0.000,0.572,0.997,""
3.260,247.402,911.281,123.688,-77.564,26.367,27.593,1.376,5.097,1.000,0.000,-0.137,0,0.000,0.586,0.997,""
3.280,247.954,911.835,123.711,-77.462,26.301,27.582,1.179,5.095,1.000,0.000,-0.140,0,0.000,0.599,0.996,""
3.300,248.561,912.388,123.731,-77.359,26.237,27.571,0.982,5.093,1.000,0.000,-0.142,0,0.000,0.610,0.996,""
3.320,249.109,912.941,123.746,-77.257,26.174,27.560,0.786,5.091,1.000,0.000,-0.144,0,0.000,0.621,0.995,""
3.340,249.657,913.494,123.758,-77.155,26.113,27.549,0.589,5.089,1.000,0.000,-0.146,0,0.000,0.630,0.995,""
3.360,250.203,914.046,123.766,-77.053,26.054,27.538,0.393,5.087,1.000,0.000,-0.149,0,0.000,0.638,0.994,""
3.380,250.790,914.598,123.769,-76.952,25.995,27.527,0.197,5.085,1.000,0.000,-0.151,0,0.000,0.645,0.994,""
3.400,251.333,915.150,123.769,-76.850,25.939,27.516,0.000,5.083,1.000,0.000,-0.153,0,0.000,0.650,0.993,""
3.420,251.874,915.702,123.765,-76.748,25.884,27.505,-0.196,5.081,1.000,0.000,-0.155,0,0.000,0.655,0.993,""
3.440,252.414,916.253,123.757,-76.646,25.830,27.494,-0.392,5.079,1.000,0.000,-0.157,0,0.000,0.658,0.992,""
3.460,252.982,916.804,123.745,-76.545,25.777,27.483,-0.588,5.077,1.000,0.000,-0.159,0,0.000,0.660,0.992,""
3.480,253.518,917.354,123.729,-76.443,25.726,27.472,-0.784,5.075,1.000,0.000,-0.161,0,0.000,0.661,0.991,""
3.500,254.053,917.905,123.710,-76.342,25.676,27.461,-0.979,5.073,1.000,0.000,-0.163,0,0.000,0.661,0.991,""
3.520,254.586,918.455,123.686,-76.240,25.626,27.450,-1.175,5.071,1.000,0.000,-0.165,0,0.000,0.660,0.991,""
