t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.141,828.544,100.811,-119.209,15.625,13.551,0.605,7.768,0.000,0.000,-0.166,2,14.624,4.635,0.998,"Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);"
0.040,148.499,828.805,100.826,-119.063,15.590,13.543,0.627,7.752,0.188,0.000,-0.171,2,6.577,4.611,0.995,"Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);"
0.060,148.795,829.069,100.839,-118.914,15.576,13.543,0.729,7.758,0.205,0.000,-0.178,3,14.595,5.224,0.992,"Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);"
0.080,149.094,829.333,100.860,-118.763,15.555,13.509,1.073,7.734,0.212,0.000,-0.183,4,25.605,4.750,0.989,"Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);"
0.100,149.395,829.597,100.889,-118.612,15.538,13.457,1.477,7.703,0.222,0.000,-0.187,4,28.505,3.772,0.986,"Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);"
0.120,149.699,829.862,100.925,-118.460,15.534,13.398,1.878,7.684,0.231,0.000,-0.190,4,29.818,2.984,0.984,"Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);"
0.140,150.079,830.125,100.970,-118.309,15.531,13.328,2.281,7.668,0.233,0.000,-0.192,4,30.008,2.290,0.983,"Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);"
0.160,150.385,830.388,101.023,-118.156,15.530,13.251,2.669,7.659,0.234,0.000,-0.194,4,29.256,1.637,0.981,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.180,150.692,830.650,101.084,-118.004,15.529,13.171,3.028,7.658,0.235,0.000,-0.195,4,27.820,1.224,0.980,"Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);"
0.200,151.000,830.910,101.150,-117.851,15.528,13.090,3.349,7.667,0.235,0.000,-0.195,4,25.927,0.927,0.980,"Ground_Mountain_0_1:(-0.173, 0.976, -0.130);Ground_Mountain_0_1:(-0.173, 0.976, -0.130);Ground_Mountain_0_1:(-0.173, 0.976, -0.130);Ground_Mountain_0_1:(-0.173, 0.976, -0.130);Ground_Mountain_0_1:(-0.173, 0.976, -0.130);Ground_Mountain_0_1:(-0.173, 0.976, -0.130);"
0.220,151.309,831.170,101.223,-117.697,15.526,13.010,3.625,7.687,0.236,0.000,-0.195,4,23.698,0.728,0.979,""
0.240,151.618,831.428,101.300,-117.543,15.523,12.933,3.855,7.718,0.237,0.000,-0.194,4,21.323,0.541,0.979,""
0.260,151.987,831.684,101.380,-117.388,15.520,12.859,4.038,7.760,0.238,0.000,-0.192,4,18.936,0.383,0.978,""
0.280,152.296,831.940,101.464,-117.232,15.516,12.789,4.177,7.811,0.240,0.000,-0.190,4,16.666,0.327,0.978,""
0.300,152.605,832.194,101.549,-117.075,15.512,12.723,4.273,7.872,0.242,0.000,-0.189,4,14.491,0.237,0.978,""
0.320,152.914,832.447,101.636,-116.916,15.507,12.660,4.330,7.941,0.244,0.000,-0.186,4,12.502,0.173,0.978,""
0.340,153.223,832.699,101.723,-116.756,15.503,12.601,4.352,8.018,0.246,0.000,-0.184,4,10.682,0.195,0.978,""
0.360,153.582,832.950,101.809,-116.594,15.498,12.545,4.343,8.101,0.249,0.000,-0.180,4,9.108,0.173,0.978,""
0.380,153.891,833.199,101.896,-116.430,15.494,12.491,4.308,8.190,0.251,0.000,-0.178,4,7.795,0.098,0.978,""
0.400,154.200,833.448,101.981,-116.265,15.490,12.439,4.253,8.284,0.253,0.000,-0.175,4,6.738,0.049,0.978,""
0.420,154.509,833.696,102.064,-116.098,15.486,12.388,4.181,8.380,0.255,0.000,-0.171,4,5.893,0.056,0.978,""
0.440,154.817,833.943,102.146,-115.928,15.483,12.338,4.096,8.480,0.257,0.000,-0.168,4,5.254,0.094,0.978,""
0.460,155.127,834.189,102.226,-115.757,15.479,12.288,4.003,8.581,0.259,0.000,-0.164,4,4.808,0.040,0.978,""
0.480,155.478,834.434,102.304,-115.584,15.476,12.238,3.907,8.683,0.260,0.000,-0.160,4,4.612,0.012,0.978,""
0.500,155.787,834.678,102.381,-115.408,15.474,12.188,3.810,8.786,0.262,0.000,-0.156,4,4.563,0.031,0.978,""
0.520,156.096,834.921,102.455,-115.231,15.472,12.136,3.713,8.888,0.263,0.000,-0.152,4,4.614,0.014,0.978,""
0.540,156.405,835.163,102.527,-115.051,15.470,12.083,3.620,8.990,0.264,0.000,-0.148,4,4.765,0.032,0.978,""
0.560,156.714,835.404,102.598,-114.870,15.468,12.030,3.531,9.090,0.265,0.000,-0.144,4,5.013,0.078,0.978,""
0.580,157.055,835.644,102.667,-114.686,15.467,11.975,3.449,9.189,0.266,0.000,-0.139,4,5.354,0.092,0.978,""
0.600,157.364,835.882,102.734,-114.501,15.466,11.918,3.374,9.285,0.267,0.000,-0.135,4,5.725,0.099,0.978,""
