t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
1.200,166.787,842.531,104.615,-108.203,15.524,10.538,3.159,10.953,0.239,0.000,-0.003,4,9.694,0.034,0.979,""
1.220,167.098,842.741,104.678,-107.983,15.525,10.519,3.160,10.972,0.238,0.000,-0.001,4,9.645,0.033,0.979,""
1.240,167.408,842.951,104.741,-107.763,15.525,10.503,3.160,10.989,0.238,0.000,0.003,4,9.600,0.032,0.979,""
1.260,167.719,843.161,104.804,-107.543,15.526,10.488,3.159,11.005,0.237,0.000,0.006,4,9.562,0.031,0.979,""
1.280,168.029,843.371,104.868,-107.323,15.527,10.475,3.157,11.019,0.237,0.000,0.008,4,9.535,0.029,0.979,""
1.300,168.340,843.580,104.931,-107.102,15.528,10.464,3.155,11.031,0.236,0.000,0.011,4,9.499,0.026,0.979,""
1.320,168.650,843.789,104.994,-106.881,15.529,10.455,3.153,11.041,0.236,0.000,0.014,4,9.479,0.028,0.979,""
1.340,168.961,843.998,105.057,-106.660,15.529,10.447,3.150,11.050,0.236,0.000,0.016,4,9.465,0.027,0.979,""
1.360,169.271,844.207,105.120,-106.439,15.530,10.442,3.147,11.057,0.235,0.000,0.019,4,9.459,0.026,0.979,""
1.380,169.577,844.416,105.183,-106.218,15.531,10.438,3.144,11.062,0.235,0.000,0.021,4,9.456,0.022,0.979,""
1.400,169.887,844.625,105.246,-105.997,15.531,10.436,3.141,11.066,0.235,0.000,0.024,4,9.447,0.018,0.979,""
1.420,170.198,844.833,105.308,-105.775,15.532,10.435,3.138,11.068,0.234,0.000,0.026,4,9.441,0.015,0.979,""
1.440,170.508,845.042,105.371,-105.554,15.532,10.437,3.135,11.068,0.234,0.000,0.029,4,9.441,0.013,0.979,""
1.460,170.818,845.251,105.434,-105.333,15.533,10.440,3.132,11.067,0.234,0.000,0.031,4,9.441,0.013,0.979,""
1.480,171.129,845.460,105.496,-105.111,15.533,10.444,3.129,11.064,0.234,0.000,0.033,4,9.446,0.012,0.979,""
1.500,171.429,845.669,105.559,-104.890,15.533,10.450,3.126,11.060,0.233,0.000,0.035,4,9.450,0.005,0.979,""
1.520,171.740,845.878,105.621,-104.669,15.534,10.458,3.123,11.054,0.233,0.000,0.037,4,9.456,0.014,0.979,""
1.540,172.050,846.087,105.684,-104.448,15.534,10.467,3.120,11.047,0.233,0.000,0.040,4,9.471,0.017,0.979,""
1.560,172.360,846.297,105.746,-104.227,15.534,10.477,3.118,11.038,0.233,0.000,0.042,4,9.484,0.012,0.979,""
1.580,172.671,846.506,105.808,-104.006,15.534,10.489,3.115,11.027,0.233,0.000,0.043,4,9.473,0.008,0.980,""
1.600,172.981,846.717,105.871,-103.786,15.535,10.503,3.113,11.016,0.233,0.000,0.045,4,9.466,0.020,0.980,""
1.620,173.277,846.927,105.933,-103.566,15.535,10.518,3.110,11.002,0.233,0.000,0.047,4,9.469,0.024,0.980,""
1.640,173.587,847.138,105.995,-103.346,15.535,10.534,3.108,10.988,0.233,0.000,0.049,4,9.466,0.015,0.980,""
1.660,173.898,847.349,106.057,-103.126,15.535,10.551,3.105,10.972,0.233,0.000,0.051,4,9.453,0.013,0.980,""
1.680,174.208,847.560,106.119,-102.907,15.535,10.570,3.102,10.955,0.232,0.000,0.053,4,9.457,0.039,0.980,""
1.700,174.519,847.772,106.181,-102.688,15.535,10.590,3.100,10.937,0.232,0.000,0.054,4,9.493,0.044,0.980,""
1.720,174.829,847.984,106.243,-102.470,15.535,10.611,3.099,10.917,0.232,0.000,0.056,4,9.532,0.043,0.980,""
1.740,175.119,848.196,106.305,-102.252,15.535,10.634,3.098,10.895,0.232,0.000,0.057,4,9.566,0.035,0.980,""
1.760,175.429,848.410,106.367,-102.034,15.535,10.657,3.098,10.873,0.232,0.000,0.059,4,9.589,0.032,0.980,""
1.780,175.739,848.623,106.429,-101.817,15.535,10.681,3.098,10.849,0.232,0.000,0.060,4,9.586,0.017,0.980,""
1.800,176.050,848.837,106.491,-101.601,15.535,10.707,3.098,10.824,0.232,0.000,0.062,4,9.594,0.023,0.980,""
1.820,176.360,849.052,106.553,-101.385,15.535,10.733,3.098,10.798,0.232,0.000,0.063,4,9.590,0.025,0.980,""
1.840,176.671,849.267,106.615,-101.169,15.535,10.760,3.097,10.771,0.232,0.000,0.065,4,9.577,0.017,0.980,""
1.860,176.981,849.482,106.677,-100.954,15.535,10.789,3.097,10.742,0.233,0.000,0.066,4,9.595,0.028,0.980,""
1.880,177.264,849.699,106.739,-100.740,15.535,10.818,3.098,10.713,0.233,0.000,0.067,4,9.598,0.034,0.980,""
1.900,177.574,849.916,106.801,-100.526,15.534,10.848,3.098,10.682,0.233,0.000,0.068,4,9.607,0.035,0.980,""
1.920,177.885,850.133,106.863,-100.313,15.534,10.879,3.098,10.650,0.233,0.000,0.069,4,9.615,0.049,0.980,""
1.940,178.195,850.351,106.925,-100.101,15.534,10.911,3.098,10.618,0.233,0.000,0.070,4,9.592,0.035,0.980,""
1.960,178.506,850.570,106.987,-99.889,15.534,10.943,3.098,10.584,0.233,0.000,0.072,4,9.567,0.065,0.980,""
1.980,178.816,850.790,107.049,-99.678,15.534,10.977,3.098,10.550,0.233,0.000,0.073,4,9.583,0.071,0.980,""
2.000,179.095,851.010,107.111,-99.467,15.533,11.011,3.098,10.514,0.233,0.000,0.073,4,9.589,0.057,0.980,""
2.020,179.405,851.231,107.172,-99.257,15.533,11.045,3.098,10.478,0.233,0.000,0.074,4,9.598,0.056,0.980,""
2.040,179.716,851.452,107.234,-99.049,15.533,11.080,3.098,10.440,0.233,0.000,0.075,4,9.601,0.048,0.980,""
2.060,180.026,851.674,107.296,-98.840,15.533,11.117,3.097,10.402,0.233,0.000,0.076,4,9.542,0.050,0.980,""
2.080,180.337,851.897,107.358,-98.633,15.533,11.153,3.095,10.363,0.234,0.000,0.077,4,9.524,0.046,0.980,""
2.100,180.647,852.121,107.420,-98.426,15.532,11.190,3.094,10.323,0.234,0.000,0.078,4,9.520,0.058,0.980,""
2.120,180.958,852.345,107.482,-98.221,15.532,11.228,3.092,10.282,0.234,0.000,0.078,4,9.514,0.055,0.980,""
2.140,181.227,852.570,107.544,-98.016,15.532,11.266,3.091,10.241,0.234,0.000,0.079,4,9.544,0.053,0.980,""
2.160,181.538,852.796,107.606,-97.812,15.532,11.304,3.091,10.198,0.234,0.000,0.079,4,9.568,0.045,0.980,""
2.180,181.848,853.023,107.667,-97.608,15.531,11.343,3.091,10.155,0.234,0.000,0.080,4,9.584,0.056,0.980,""
2.200,182.159,853.251,107.729,-97.406,15.531,11.382,3.091,10.111,0.234,0.000,0.080,4,9.592,0.068,0.980,""
2.220,182.469,853.479,107.791,-97.204,15.531,11.422,3.089,10.066,0.234,0.000,0.081,4,9.523,0.045,0.980,""
2.240,182.780,853.708,107.853,-97.004,15.531,11.462,3.087,10.021,0.235,0.000,0.082,4,9.481,0.072,0.980,""
2.260,183.086,853.938,107.915,-96.804,15.531,11.502,3.084,9.976,0.235,0.000,0.082,4,9.458,0.081,0.980,""
2.280,183.356,854.169,107.976,-96.605,15.530,11.543,3.081,9.929,0.235,0.000,0.083,4,9.445,0.086,0.980,""
2.300,183.666,854.401,108.038,-96.407,15.530,11.584,3.078,9.883,0.235,0.000,0.083,4,9.441,0.070,0.980,""
2.320,183.977,854.633,108.099,-96.210,15.530,11.625,3.075,9.835,0.235,0.000,0.083,4,9.422,0.053,0.980,""
2.340,184.288,854.866,108.161,-96.015,15.530,11.667,3.072,9.787,0.235,0.000,0.083,4,9.431,0.048,0.980,""
2.360,184.598,855.100,108.222,-95.820,15.530,11.708,3.069,9.738,0.235,0.000,0.083,4,9.449,0.050,0.980,""
2.380,184.909,855.335,108.283,-95.626,15.530,11.750,3.066,9.689,0.235,0.000,0.084,4,9.459,0.040,0.980,""
2.400,185.186,855.571,108.345,-95.433,15.530,11.791,3.064,9.639,0.235,0.000,0.084,4,9.506,0.064,0.980,""
2.420,185.480,855.807,108.406,-95.241,15.530,11.833,3.064,9.588,0.235,0.000,0.085,4,9.570,0.033,0.980,""
2.440,185.790,856.045,108.467,-95.050,15.530,11.874,3.064,9.537,0.235,0.000,0.085,4,9.603,0.045,0.980,""
2.460,186.101,856.283,108.529,-94.860,15.530,11.915,3.065,9.485,0.235,0.000,0.085,4,9.631,0.056,0.980,""
2.480,186.411,856.522,108.590,-94.671,15.530,11.956,3.066,9.433,0.235,0.000,0.085,4,9.652,0.063,0.980,""
2.500,186.722,856.762,108.651,-94.483,15.530,11.997,3.067,9.380,0.235,0.000,0.085,4,9.674,0.042,0.980,""
2.520,187.032,857.002,108.713,-94.297,15.530,12.038,3.071,9.326,0.235,0.000,0.085,4,9.790,0.095,0.980,""
2.540,187.329,857.244,108.774,-94.111,15.530,12.078,3.078,9.272,0.235,0.000,0.085,4,9.907,0.090,0.980,""
2.560,187.600,857.486,108.836,-93.927,15.529,12.118,3.086,9.217,0.235,0.000,0.085,4,10.010,0.084,0.980,""
2.580,187.911,857.729,108.898,-93.743,15.529,12.157,3.096,9.161,0.235,0.000,0.085,4,10.091,0.044,0.980,""
2.600,188.221,857.972,108.960,-93.561,15.529,12.196,3.107,9.105,0.235,0.000,0.086,4,10.175,0.060,0.980,""
2.620,188.532,858.217,109.022,-93.380,15.529,12.234,3.121,9.048,0.236,0.000,0.085,4,10.272,0.078,0.980,""
2.640,188.842,858.462,109.085,-93.200,15.528,12.272,3.136,8.991,0.236,0.000,0.085,4,10.349,0.101,0.979,""
2.660,189.152,858.707,109.148,-93.022,15.528,12.309,3.152,8.933,0.236,0.000,0.085,4,10.420,0.077,0.979,""
2.680,189.462,858.954,109.211,-92.844,15.527,12.346,3.172,8.874,0.236,0.000,0.085,4,10.601,0.088,0.979,""
2.700,189.722,859.201,109.275,-92.668,15.526,12.381,3.196,8.815,0.237,0.000,0.085,4,10.775,0.123,0.979,""
2.720,190.032,859.449,109.339,-92.493,15.525,12.416,3.222,8.755,0.237,0.000,0.085,4,10.917,0.149,0.979,""
2.740,190.342,859.697,109.404,-92.319,15.524,12.450,3.251,8.694,0.238,0.000,0.085,4,11.047,0.133,0.978,""
2.760,190.652,859.946,109.470,-92.146,15.523,12.482,3.282,8.633,0.238,0.000,0.085,4,11.155,0.155,0.978,""
2.780,190.962,860.196,109.536,-91.975,15.521,12.515,3.315,8.571,0.239,0.000,0.085,4,11.238,0.187,0.978,""
2.800,191.272,860.446,109.603,-91.805,15.520,12.546,3.350,8.509,0.239,0.000,0.084,4,11.358,0.153,0.977,""
2.820,191.582,860.697,109.671,-91.636,15.518,12.577,3.387,8.446,0.240,0.000,0.084,4,11.470,0.143,0.977,""
2.840,191.837,860.948,109.739,-91.468,15.516,12.606,3.427,8.383,0.241,0.000,0.084,4,11.600,0.146,0.977,""
2.860,192.147,861.200,109.808,-91.302,15.515,12.635,3.469,8.319,0.242,0.000,0.083,4,11.689,0.195,0.976,""
2.880,192.456,861.453,109.878,-91.137,15.513,12.663,3.511,8.255,0.243,0.000,0.083,4,11.714,0.281,0.976,""
2.900,192.766,861.706,109.949,-90.973,15.511,12.690,3.553,8.191,0.244,0.000,0.083,4,11.705,0.239,0.975,""
2.920,193.075,861.959,110.021,-90.811,15.508,12.717,3.596,8.126,0.245,0.000,0.083,4,11.733,0.283,0.975,""
2.940,193.385,862.213,110.093,-90.650,15.506,12.743,3.638,8.061,0.246,0.000,0.083,4,11.708,0.325,0.974,""
2.960,193.694,862.468,110.167,-90.490,15.503,12.769,3.680,7.997,0.247,0.000,0.082,4,11.699,0.316,0.974,""
2.980,194.004,862.723,110.241,-90.332,15.501,12.794,3.723,7.932,0.248,0.000,0.082,4,11.736,0.213,0.973,""
3.000,194.255,862.978,110.316,-90.174,15.498,12.817,3.768,7.866,0.250,0.000,0.082,4,11.868,0.229,0.973,""
3.020,194.564,863.234,110.392,-90.018,15.495,12.840,3.815,7.801,0.251,0.000,0.081,4,11.932,0.249,0.972,""
3.040,194.873,863.491,110.470,-89.864,15.492,12.863,3.861,7.735,0.253,0.000,0.081,4,11.919,0.296,0.972,""
3.060,195.182,863.748,110.547,-89.711,15.489,12.885,3.905,7.670,0.254,0.000,0.080,4,11.785,0.262,0.971,""
3.080,195.491,864.005,110.626,-89.559,15.485,12.907,3.946,7.604,0.256,0.000,0.080,4,11.666,0.278,0.971,""
3.100,195.800,864.263,110.706,-89.408,15.482,12.930,3.985,7.539,0.257,0.000,0.080,4,11.520,0.301,0.970,""
3.120,196.109,864.521,110.786,-89.259,15.479,12.952,4.020,7.475,0.259,0.000,0.079,4,11.348,0.334,0.970,""
3.140,196.418,864.780,110.867,-89.111,15.476,12.975,4.052,7.411,0.261,0.000,0.079,4,11.185,0.257,0.969,""
3.160,196.667,865.039,110.948,-88.964,15.472,12.997,4.084,7.347,0.262,0.000,0.079,4,11.157,0.245,0.969,""
3.180,196.976,865.299,111.030,-88.818,15.469,13.020,4.114,7.284,0.264,0.000,0.078,4,11.085,0.270,0.968,""
3.200,197.284,865.559,111.113,-88.674,15.465,13.041,4.143,7.220,0.266,0.000,0.078,4,11.016,0.219,0.968,""
3.220,197.593,865.820,111.196,-88.531,15.462,13.063,4.171,7.157,0.267,0.000,0.077,4,10.945,0.221,0.967,""
3.240,197.902,866.081,111.280,-88.389,15.458,13.085,4.197,7.094,0.269,0.000,0.076,4,10.838,0.226,0.967,""
3.260,198.211,866.342,111.364,-88.248,15.455,13.107,4.220,7.032,0.271,0.000,0.076,4,10.705,0.235,0.966,""
3.280,198.519,866.604,111.449,-88.109,15.451,13.129,4.243,6.970,0.273,0.000,0.076,4,10.665,0.185,0.966,""
3.300,198.828,866.866,111.534,-87.970,15.448,13.150,4.266,6.909,0.274,0.000,0.076,4,10.656,0.105,0.966,""
3.320,199.075,867.129,111.620,-87.833,15.445,13.170,4.289,6.847,0.276,0.000,0.075,4,10.693,0.150,0.965,""
3.340,199.383,867.392,111.706,-87.698,15.442,13.190,4.313,6.786,0.278,0.000,0.075,4,10.697,0.216,0.965,""
3.360,199.692,867.656,111.792,-87.563,15.438,13.210,4.336,6.725,0.279,0.000,0.074,4,10.683,0.211,0.964,""
3.380,200.000,867.919,111.879,-87.430,15.435,13.229,4.360,6.663,0.281,0.000,0.074,4,10.722,0.274,0.963,""
3.400,200.308,868.183,111.967,-87.298,15.432,13.248,4.384,6.602,0.282,0.000,0.073,4,10.734,0.322,0.963,""
3.420,200.616,868.448,112.055,-87.167,15.428,13.266,4.408,6.542,0.284,0.000,0.072,4,10.678,0.374,0.962,""
3.440,200.924,868.713,112.143,-87.038,15.425,13.283,4.432,6.481,0.286,0.000,0.072,4,10.690,0.270,0.961,""
3.460,201.231,868.978,112.232,-86.909,15.421,13.299,4.458,6.420,0.288,0.000,0.071,4,10.801,0.240,0.961,""
3.480,201.511,869.243,112.322,-86.782,15.417,13.314,4.489,6.359,0.289,0.000,0.071,4,11.033,0.205,0.960,""
3.500,201.786,869.509,112.412,-86.656,15.414,13.328,4.522,6.298,0.291,0.000,0.071,4,11.167,0.247,0.960,""
3.520,202.094,869.775,112.503,-86.531,15.410,13.341,4.555,6.237,0.293,0.000,0.070,4,11.186,0.283,0.959,""
3.540,202.401,870.041,112.594,-86.408,15.406,13.354,4.588,6.177,0.295,0.000,0.070,4,11.129,0.294,0.959,""
3.560,202.709,870.308,112.687,-86.285,15.403,13.367,4.618,6.117,0.297,0.000,0.069,4,11.023,0.298,0.958,""
3.580,203.016,870.575,112.779,-86.164,15.399,13.380,4.644,6.058,0.299,0.000,0.069,4,10.834,0.312,0.958,""
3.600,203.324,870.842,112.873,-86.044,15.396,13.394,4.668,5.999,0.300,0.000,0.069,4,10.680,0.252,0.957,""
3.620,203.631,871.110,112.966,-85.925,15.392,13.407,4.692,5.941,0.302,0.000,0.068,4,10.627,0.196,0.957,""
3.640,203.939,871.377,113.060,-85.808,15.389,13.420,4.718,5.883,0.304,0.000,0.068,4,10.732,0.086,0.956,""
3.660,204.184,871.645,113.155,-85.691,15.385,13.431,4.747,5.824,0.306,0.000,0.068,4,10.924,0.153,0.955,""
3.680,204.491,871.913,113.250,-85.576,15.382,13.442,4.777,5.766,0.307,0.000,0.068,4,10.957,0.241,0.955,""
3.700,204.798,872.182,113.346,-85.461,15.378,13.452,4.805,5.708,0.309,0.000,0.068,4,10.888,0.269,0.954,""
3.720,205.105,872.450,113.443,-85.348,15.375,13.463,4.831,5.651,0.311,0.000,0.068,4,10.767,0.333,0.954,""
3.740,205.412,872.719,113.540,-85.236,15.371,13.474,4.854,5.595,0.313,0.000,0.067,4,10.584,0.285,0.953,""
3.760,205.719,872.988,113.637,-85.125,15.368,13.486,4.875,5.539,0.314,0.000,0.067,4,10.496,0.240,0.953,""
3.780,206.026,873.257,113.735,-85.015,15.364,13.497,4.896,5.483,0.316,0.000,0.068,4,10.472,0.162,0.952,""
3.800,206.332,873.526,113.833,-84.907,15.361,13.507,4.920,5.427,0.318,0.000,0.068,4,10.602,0.200,0.951,""
3.820,206.639,873.796,113.932,-84.799,15.358,13.515,4.948,5.370,0.320,0.000,0.068,4,10.800,0.163,0.951,""
3.840,206.920,874.066,114.031,-84.693,15.354,13.522,4.979,5.314,0.321,0.000,0.069,4,10.962,0.201,0.950,""
3.860,207.190,874.335,114.131,-84.587,15.351,13.529,5.011,5.257,0.323,0.000,0.069,4,11.015,0.232,0.950,""
3.880,207.496,874.605,114.232,-84.483,15.347,13.535,5.042,5.200,0.325,0.000,0.069,4,10.996,0.312,0.949,""
3.900,207.802,874.875,114.333,-84.380,15.344,13.543,5.070,5.144,0.326,0.000,0.070,4,10.806,0.364,0.948,""
3.920,208.108,875.145,114.434,-84.278,15.340,13.550,5.096,5.088,0.328,0.000,0.071,4,10.694,0.335,0.948,""
