t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.881,153.422,40.800,15.701,-5.468,0.441,14.711,0.000,0.000,-0.085,2,11.528,3.442,1.000,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.040,472.405,1044.774,153.429,41.087,15.714,-5.479,0.364,14.728,0.150,0.000,-0.090,2,5.743,1.704,0.999,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.060,472.755,1044.666,153.438,41.376,15.719,-5.485,0.486,14.732,0.143,0.000,-0.093,4,15.729,2.865,0.998,"Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);"
0.080,473.061,1044.558,153.452,41.665,15.719,-5.489,0.687,14.725,0.141,0.000,-0.095,4,19.690,2.712,0.997,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.100,473.368,1044.450,153.470,41.955,15.717,-5.493,0.941,14.706,0.141,0.000,-0.098,4,22.419,2.429,0.996,"Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);"
0.120,473.677,1044.341,153.494,42.244,15.715,-5.497,1.228,14.678,0.141,0.000,-0.099,4,24.074,2.119,0.994,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.140,473.986,1044.232,153.524,42.534,15.712,-5.502,1.529,14.641,0.143,0.000,-0.101,4,24.804,1.815,0.993,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.160,474.296,1044.123,153.561,42.823,15.710,-5.510,1.829,14.599,0.144,0.000,-0.102,4,24.793,1.508,0.992,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.180,474.651,1044.014,153.603,43.112,15.707,-5.520,2.116,14.554,0.145,0.000,-0.103,4,24.177,1.256,0.992,"Ground_Mountain_2_3:(0.065, 0.988, -0.143);Ground_Mountain_2_3:(0.065, 0.988, -0.143);"
0.200,474.963,1043.904,153.650,43.401,15.704,-5.535,2.381,14.506,0.146,0.000,-0.104,4,23.101,1.032,0.991,"Ground_Mountain_2_3:(0.065, 0.988, -0.143);"
0.220,475.275,1043.793,153.702,43.689,15.700,-5.553,2.618,14.459,0.148,0.000,-0.104,4,21.698,0.841,0.990,""
0.240,475.587,1043.682,153.758,43.976,15.696,-5.576,2.823,14.413,0.150,0.000,-0.104,4,20.079,0.682,0.990,""
0.260,475.900,1043.570,153.818,44.262,15.692,-5.603,2.994,14.370,0.152,0.000,-0.104,4,18.347,0.541,0.989,""
0.280,476.213,1043.458,153.881,44.548,15.687,-5.634,3.129,14.329,0.154,0.000,-0.104,4,16.579,0.435,0.989,""
0.300,476.565,1043.345,153.945,44.834,15.682,-5.670,3.230,14.292,0.156,0.000,-0.104,4,14.840,0.355,0.989,""
0.320,476.878,1043.231,154.011,45.119,15.677,-5.710,3.298,14.258,0.159,0.000,-0.104,4,13.184,0.283,0.989,""
0.340,477.191,1043.117,154.078,45.403,15.671,-5.754,3.336,14.227,0.162,0.000,-0.104,4,11.663,0.225,0.989,""
0.360,477.504,1043.001,154.145,45.687,15.666,-5.802,3.347,14.200,0.164,0.000,-0.103,4,10.295,0.188,0.988,""
0.380,477.817,1042.884,154.211,45.970,15.660,-5.853,3.335,14.175,0.167,0.000,-0.102,4,9.101,0.160,0.988,""
0.400,478.130,1042.766,154.277,46.253,15.655,-5.906,3.302,14.152,0.170,0.000,-0.102,4,8.087,0.139,0.988,""
0.420,478.479,1042.647,154.342,46.536,15.650,-5.962,3.253,14.131,0.172,0.000,-0.101,4,7.257,0.132,0.988,""
0.440,478.791,1042.527,154.406,46.818,15.646,-6.021,3.191,14.111,0.175,0.000,-0.100,4,6.600,0.123,0.988,""
0.460,479.104,1042.406,154.469,47.100,15.641,-6.080,3.120,14.093,0.177,0.000,-0.099,4,6.123,0.080,0.988,""
0.480,479.416,1042.283,154.529,47.381,15.637,-6.141,3.043,14.075,0.179,0.000,-0.098,4,5.804,0.076,0.988,""
0.500,479.729,1042.159,154.589,47.662,15.633,-6.203,2.962,14.057,0.181,0.000,-0.097,4,5.622,0.077,0.988,""
0.520,480.041,1042.034,154.646,47.943,15.630,-6.266,2.880,14.040,0.183,0.000,-0.096,4,5.568,0.080,0.988,""
0.540,480.387,1041.908,154.702,48.224,15.627,-6.329,2.799,14.022,0.185,0.000,-0.095,4,5.619,0.068,0.988,""
0.560,480.699,1041.780,154.757,48.504,15.624,-6.393,2.721,14.003,0.187,0.000,-0.094,4,5.760,0.076,0.988,""
0.580,481.012,1041.651,154.810,48.784,15.621,-6.456,2.648,13.984,0.188,0.000,-0.093,4,5.984,0.063,0.988,""
0.600,481.324,1041.521,154.861,49.063,15.619,-6.519,2.580,13.964,0.189,0.000,-0.092,4,6.269,0.071,0.988,""
0.620,481.636,1041.389,154.912,49.342,15.617,-6.581,2.519,13.943,0.191,0.000,-0.090,4,6.582,0.043,0.988,""
0.640,481.949,1041.257,154.961,49.620,15.615,-6.643,2.464,13.921,0.192,0.000,-0.089,4,6.924,0.047,0.988,""
0.660,482.261,1041.123,155.009,49.898,15.613,-6.705,2.416,13.897,0.193,0.000,-0.088,4,7.283,0.054,0.988,""
0.680,482.604,1040.988,155.057,50.176,15.612,-6.765,2.376,13.873,0.193,0.000,-0.086,4,7.649,0.057,0.988,""
0.700,482.916,1040.851,155.104,50.453,15.610,-6.825,2.343,13.848,0.194,0.000,-0.085,4,8.010,0.062,0.988,""
0.720,483.228,1040.714,155.150,50.730,15.609,-6.884,2.316,13.823,0.195,0.000,-0.084,4,8.349,0.061,0.988,""
0.740,483.540,1040.575,155.196,51.006,15.608,-6.942,2.296,13.796,0.195,0.000,-0.083,4,8.670,0.065,0.988,""
0.760,483.852,1040.435,155.241,51.281,15.608,-6.999,2.281,13.769,0.196,0.000,-0.082,4,8.965,0.070,0.988,""
0.780,484.165,1040.294,155.287,51.556,15.607,-7.055,2.272,13.741,0.196,0.000,-0.080,4,9.238,0.051,0.988,""
0.800,484.505,1040.152,155.332,51.830,15.606,-7.110,2.268,13.712,0.197,0.000,-0.079,4,9.472,0.033,0.988,""
