t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.550,100.795,-120.938,15.688,13.607,0.448,7.810,0.000,0.000,-0.159,2,14.174,4.484,0.998,"Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);"
0.040,148.419,829.811,100.809,-120.790,15.627,13.579,0.558,7.764,0.156,0.000,-0.164,2,8.013,4.050,0.996,"Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);Ground_Mountain_0_1:(-0.171, 0.979, -0.115);"
0.060,148.715,830.075,100.824,-120.640,15.607,13.560,0.797,7.752,0.186,0.000,-0.170,4,19.700,4.651,0.993,"Ground_Mountain_0_1:(-0.170, 0.979, -0.113);Ground_Mountain_0_1:(-0.170, 0.979, -0.113);Ground_Mountain_0_1:(-0.170, 0.979, -0.113);Ground_Mountain_0_1:(-0.170, 0.979, -0.113);Ground_Mountain_0_1:(-0.170, 0.979, -0.113);"
0.080,149.016,830.341,100.845,-120.489,15.599,13.535,1.082,7.745,0.196,0.000,-0.175,4,23.892,3.964,0.991,"Ground_Mountain_0_1:(-0.165, 0.980, -0.114);Ground_Mountain_0_1:(-0.165, 0.980, -0.114);Ground_Mountain_0_1:(-0.165, 0.980, -0.114);Ground_Mountain_0_1:(-0.165, 0.980, -0.114);Ground_Mountain_0_1:(-0.165, 0.980, -0.114);"
0.100,149.319,830.606,100.873,-120.338,15.590,13.494,1.428,7.731,0.200,0.000,-0.179,4,26.725,3.205,0.989,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.120,149.623,830.872,100.909,-120.186,15.585,13.442,1.797,7.717,0.205,0.000,-0.183,4,28.180,2.581,0.987,"Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);"
0.140,149.930,831.137,100.952,-120.034,15.582,13.380,2.171,7.704,0.207,0.000,-0.185,4,28.550,2.087,0.985,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.160,150.236,831.401,101.002,-119.881,15.579,13.311,2.535,7.697,0.209,0.000,-0.186,4,28.023,1.602,0.984,"Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);"
0.180,150.543,831.664,101.059,-119.728,15.576,13.237,2.875,7.698,0.210,0.000,-0.187,4,26.862,1.265,0.983,"Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);"
0.200,150.852,831.925,101.122,-119.574,15.573,13.162,3.182,7.707,0.212,0.000,-0.187,4,25.259,1.009,0.982,"Ground_Mountain_0_1:(-0.161, 0.979, -0.123);Ground_Mountain_0_1:(-0.161, 0.979, -0.123);Ground_Mountain_0_1:(-0.161, 0.979, -0.123);Ground_Mountain_0_1:(-0.161, 0.979, -0.123);Ground_Mountain_0_1:(-0.161, 0.979, -0.123);"
0.220,151.161,832.186,101.191,-119.420,15.570,13.086,3.452,7.726,0.213,0.000,-0.187,4,23.315,0.752,0.981,"Ground_Mountain_0_1:(-0.165, 0.979, -0.123);"
0.240,151.471,832.445,101.265,-119.266,15.566,13.012,3.680,7.754,0.215,0.000,-0.187,4,21.224,0.585,0.981,""
0.260,151.772,832.703,101.342,-119.110,15.561,12.939,3.865,7.793,0.217,0.000,-0.186,4,19.036,0.497,0.980,""
0.280,152.082,832.960,101.422,-118.953,15.556,12.870,4.007,7.841,0.219,0.000,-0.184,4,16.863,0.403,0.980,""
0.300,152.391,833.216,101.504,-118.796,15.550,12.804,4.108,7.897,0.222,0.000,-0.183,4,14.783,0.296,0.980,""
0.320,152.701,833.471,101.587,-118.637,15.545,12.742,4.172,7.962,0.225,0.000,-0.181,4,12.876,0.264,0.980,""
0.340,153.011,833.724,101.671,-118.476,15.539,12.682,4.201,8.035,0.228,0.000,-0.178,4,11.112,0.200,0.980,""
0.360,153.321,833.976,101.755,-118.314,15.533,12.626,4.200,8.113,0.231,0.000,-0.176,4,9.549,0.186,0.979,""
0.380,153.620,834.228,101.839,-118.150,15.528,12.571,4.173,8.197,0.233,0.000,-0.173,4,8.213,0.103,0.979,""
0.400,153.929,834.478,101.921,-117.985,15.522,12.519,4.125,8.286,0.236,0.000,-0.171,4,7.145,0.060,0.979,""
0.420,154.239,834.728,102.002,-117.817,15.517,12.467,4.062,8.378,0.239,0.000,-0.168,4,6.330,0.021,0.979,""
