t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.695,822.074,100.573,-107.862,21.732,18.401,2.944,11.186,0.000,0.000,-0.233,2,13.780,8.068,0.991,"Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Ground_Mountain_0_1:(-0.257, 0.959, 0.123);Ground_Mountain_0_1:(-0.450, 0.887, -0.099);Ground_Mountain_0_1:(-0.450, 0.887, -0.099);Ground_Mountain_0_1:(-0.450, 0.887, -0.099);Ground_Mountain_0_1:(-0.450, 0.887, -0.099);Ground_Mountain_0_1:(-0.288, 0.952, -0.106);"
0.040,149.063,822.399,100.645,-107.643,21.739,18.548,2.805,11.215,1.000,0.000,-0.216,2,0.000,17.522,0.973,"Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Ground_Mountain_0_1:(-0.288, 0.952, -0.106);Ground_Mountain_0_1:(-0.288, 0.952, -0.106);Ground_Mountain_0_1:(-0.450, 0.887, -0.099);"
0.060,149.460,822.754,100.697,-107.429,21.669,18.643,2.892,11.224,1.000,0.000,-0.210,3,11.250,15.583,0.957,""
0.080,150.447,823.113,100.752,-107.211,21.564,18.740,3.014,11.180,1.000,0.000,-0.201,3,13.316,16.694,0.941,""
0.100,150.869,823.455,100.847,-106.971,21.236,17.676,4.823,10.995,1.000,0.000,-0.198,4,31.856,13.121,0.937,"Ground_Mountain_0_1:(-0.385, 0.916, -0.112);Ground_Mountain_0_1:(-0.385, 0.916, -0.112);Ground_Mountain_0_1:(-0.299, 0.947, -0.116);Ground_Mountain_0_1:(-0.299, 0.947, -0.116);"
0.120,151.298,823.786,100.976,-106.724,21.007,16.677,6.270,11.152,1.000,0.000,-0.213,4,30.190,14.655,0.940,"Ground_Mountain_0_1:(-0.299, 0.947, -0.116);Ground_Mountain_0_1:(-0.299, 0.947, -0.116);Ground_Mountain_0_1:(-0.385, 0.916, -0.112);Ground_Mountain_0_1:(-0.385, 0.916, -0.112);Ground_Mountain_0_1:(-0.385, 0.916, -0.112);Ground_Mountain_0_1:(-0.257, 0.959, 0.123);Ground_Mountain_0_1:(-0.570, 0.815, 0.104);Ground_Mountain_0_1:(-0.363, 0.863, 0.351);Ground_Mountain_0_1:(-0.363, 0.863, 0.351);"
0.140,152.245,824.119,101.104,-106.483,21.087,16.736,6.467,11.124,1.000,0.000,-0.229,4,18.078,15.529,0.937,""
0.160,152.674,824.453,101.235,-106.247,21.170,16.816,6.610,11.103,1.000,0.000,-0.243,4,14.322,15.762,0.932,""
0.180,153.101,824.773,101.388,-106.039,20.969,16.377,7.474,10.877,1.000,0.000,-0.253,4,12.487,13.608,0.929,"Ground_Mountain_0_1:(-0.481, 0.876, -0.028);Ground_Mountain_0_1:(-0.481, 0.876, -0.028);Ground_Mountain_0_1:(-0.353, 0.932, 0.078);"
0.200,153.965,825.101,101.536,-105.824,21.079,16.514,7.428,10.870,1.000,0.000,-0.254,4,4.548,2.777,0.927,""
0.220,154.377,825.432,101.683,-105.609,21.182,16.633,7.364,10.902,1.000,0.000,-0.260,4,4.711,4.496,0.926,""
0.240,154.792,825.767,101.829,-105.393,21.278,16.741,7.315,10.940,1.000,0.000,-0.264,4,5.560,2.993,0.926,""
0.260,155.610,826.105,101.974,-105.175,21.370,16.846,7.221,11.009,1.000,0.000,-0.257,3,3.657,3.952,0.927,""
0.280,156.030,826.445,102.116,-104.955,21.459,16.957,7.083,11.094,1.000,0.000,-0.256,3,1.546,3.473,0.929,""
0.300,156.453,826.787,102.256,-104.732,21.547,17.052,6.960,11.192,1.000,0.000,-0.254,3,0.898,2.753,0.930,""
0.320,157.214,827.098,102.377,-104.678,16.851,15.819,6.159,3.941,1.000,0.000,-0.243,3,2.340,2.051,0.929,"Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.340,157.503,827.413,102.497,-104.601,16.935,15.657,5.989,4.092,1.000,0.000,-0.366,3,6.083,2.431,0.931,"Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.360,157.808,827.726,102.616,-104.512,17.146,15.569,5.902,4.602,1.000,0.000,-0.442,3,4.975,3.855,0.934,""
0.380,158.121,828.041,102.733,-104.415,17.301,15.572,5.790,4.977,1.000,0.000,-0.498,2,2.590,1.584,0.937,""
0.400,158.438,828.355,102.846,-104.318,17.258,15.556,5.617,4.975,1.000,0.000,-0.541,1,1.341,1.338,0.940,""
0.420,159.018,828.669,102.956,-104.222,17.200,15.545,5.432,4.973,1.000,0.000,-0.566,1,0.721,1.283,0.943,""
0.440,159.331,828.983,103.062,-104.125,17.127,15.539,5.234,4.971,1.000,0.000,-0.605,1,0.000,1.243,0.946,""
0.460,159.643,829.296,103.163,-104.028,17.041,15.533,5.036,4.969,1.000,0.000,-0.644,1,0.000,1.219,0.948,""
0.480,159.955,829.610,103.261,-103.932,16.942,15.527,4.838,4.967,1.000,0.000,-0.680,1,0.000,1.195,0.951,""
0.500,160.466,829.924,103.355,-103.835,16.831,15.520,4.640,4.965,1.000,0.000,-0.702,1,0.000,1.174,0.954,""
0.520,160.774,830.238,103.444,-103.738,16.708,15.514,4.442,4.963,1.000,0.000,-0.726,1,0.000,1.154,0.956,""
0.540,161.080,830.551,103.530,-103.642,16.574,15.508,4.244,4.961,1.000,0.000,-0.757,0,0.000,1.136,0.958,""
0.560,161.386,830.864,103.612,-103.545,16.431,15.502,4.046,4.959,1.000,0.000,-0.786,0,0.000,1.120,0.960,""
0.580,161.690,831.178,103.689,-103.449,16.278,15.496,3.848,4.957,1.000,0.000,-0.813,0,0.000,1.105,0.962,""
0.600,161.994,831.491,103.763,-103.352,16.116,15.489,3.650,4.955,1.000,0.000,-0.839,0,0.000,1.092,0.964,""
0.620,162.436,831.804,103.833,-103.255,15.947,15.483,3.453,4.953,1.000,0.000,-0.854,0,0.000,1.080,0.966,""
0.640,162.737,832.117,103.898,-103.159,15.769,15.477,3.255,4.951,1.000,0.000,-0.876,0,0.000,1.070,0.967,""
0.660,163.036,832.429,103.960,-103.062,15.585,15.471,3.058,4.949,1.000,0.000,-0.898,0,0.000,1.061,0.969,""
0.680,163.334,832.742,104.018,-102.965,15.394,15.465,2.861,4.947,1.000,0.000,-0.904,0,0.000,1.053,0.970,""
0.700,163.632,833.054,104.071,-102.869,15.196,15.458,2.663,4.945,1.000,0.000,-0.921,0,0.000,1.047,0.971,""
0.720,164.014,833.367,104.121,-102.772,14.994,15.452,2.466,4.943,1.000,0.000,-0.932,0,0.000,1.041,0.972,""
0.740,164.309,833.679,104.167,-102.675,14.786,15.446,2.269,4.941,1.000,0.000,-0.947,0,0.000,1.037,0.973,""
0.760,164.603,833.991,104.208,-102.578,14.573,15.440,2.072,4.939,1.000,0.000,-0.960,0,0.000,1.034,0.974,""
0.780,164.896,834.304,104.248,-102.491,14.623,15.532,1.969,4.416,1.000,0.000,-0.972,2,6.889,3.086,0.975,""
0.800,165.183,834.616,104.287,-102.413,14.725,15.602,1.947,3.878,1.000,0.000,-0.977,3,11.141,2.173,0.975,""
0.820,165.463,834.930,104.327,-102.346,14.870,15.660,1.969,3.334,1.000,0.000,-0.962,4,13.406,1.001,0.976,""
0.840,165.776,835.244,104.367,-102.290,15.045,15.714,2.006,2.787,1.000,0.000,-0.959,4,14.175,0.469,0.976,""
0.860,166.041,835.559,104.408,-102.244,15.241,15.765,2.054,2.240,1.000,0.000,-0.956,4,14.771,0.120,0.976,""
0.880,166.301,835.875,104.450,-102.210,15.447,15.819,2.108,1.694,1.000,0.000,-0.952,4,15.063,0.155,0.976,""
0.900,166.553,836.193,104.494,-102.186,15.655,15.877,2.163,1.150,1.000,0.000,-0.946,4,15.127,0.168,0.976,""
0.920,166.800,836.512,104.538,-102.173,15.859,15.941,2.219,0.608,1.000,0.000,-0.940,4,15.114,0.205,0.977,""
0.940,167.039,836.832,104.584,-102.170,16.053,16.018,2.277,0.109,1.000,0.000,-0.916,4,14.930,0.284,0.977,""
0.960,167.274,837.154,104.631,-102.175,16.234,16.116,2.347,-0.262,1.000,0.000,-0.908,4,14.516,0.331,0.977,""
0.980,167.505,837.479,104.679,-102.185,16.403,16.230,2.423,-0.518,1.000,0.000,-0.900,4,14.025,0.283,0.977,""
1.000,167.735,837.807,104.729,-102.198,16.558,16.356,2.501,-0.671,1.000,0.000,-0.892,4,13.425,0.331,0.978,""
1.020,167.964,838.137,104.781,-102.212,16.701,16.488,2.578,-0.733,1.000,0.000,-0.883,4,12.727,0.320,0.978,""
1.040,168.194,838.470,104.834,-102.226,16.831,16.623,2.653,-0.712,1.000,0.000,-0.873,4,12.082,0.294,0.978,""
1.060,168.427,838.805,104.889,-102.239,16.950,16.756,2.724,-0.619,1.000,0.000,-0.864,4,11.460,0.291,0.979,""
1.080,168.664,839.143,104.945,-102.248,17.059,16.885,2.790,-0.462,1.000,0.000,-0.836,4,10.814,0.293,0.979,""
1.100,168.904,839.484,105.002,-102.253,17.158,17.006,2.851,-0.249,1.000,0.000,-0.826,4,10.247,0.271,0.979,""
1.120,169.149,839.826,105.060,-102.253,17.249,17.117,2.904,0.015,1.000,0.000,-0.815,4,9.683,0.231,0.979,""
1.140,169.375,840.171,105.119,-102.246,17.332,17.215,2.950,0.323,1.000,0.000,-0.806,4,9.069,0.234,0.979,""
1.160,169.633,840.518,105.179,-102.233,17.408,17.300,2.988,0.669,1.000,0.000,-0.794,4,8.572,0.218,0.979,""
1.180,169.896,840.865,105.239,-102.212,17.478,17.369,3.022,1.048,1.000,0.000,-0.782,4,8.191,0.243,0.980,""
1.200,170.166,841.214,105.300,-102.183,17.542,17.420,3.051,1.456,1.000,0.000,-0.770,4,7.922,0.183,0.980,""
1.220,170.441,841.564,105.362,-102.146,17.602,17.454,3.077,1.889,1.000,0.000,-0.741,4,7.718,0.178,0.980,""
1.240,170.724,841.913,105.424,-102.099,17.658,17.468,3.101,2.342,1.000,0.000,-0.728,4,7.591,0.173,0.980,""
1.260,171.013,842.263,105.486,-102.043,17.710,17.463,3.122,2.813,1.000,0.000,-0.715,4,7.459,0.111,0.980,""
1.280,171.269,842.612,105.549,-101.978,17.759,17.438,3.140,3.298,1.000,0.000,-0.703,4,7.411,0.140,0.980,""
1.300,171.572,842.960,105.612,-101.902,17.804,17.397,3.158,3.784,1.000,0.000,-0.690,4,7.463,0.161,0.980,""
1.320,171.881,843.307,105.676,-101.817,17.846,17.340,3.175,4.269,1.000,0.000,-0.675,4,7.571,0.171,0.980,""
1.340,172.196,843.653,105.740,-101.722,17.885,17.267,3.193,4.752,1.000,0.000,-0.661,4,7.735,0.184,0.980,""
1.360,172.517,843.997,105.804,-101.618,17.921,17.178,3.213,5.233,1.000,0.000,-0.628,4,7.931,0.138,0.980,""
1.380,172.843,844.339,105.869,-101.504,17.954,17.073,3.233,5.712,1.000,0.000,-0.613,4,8.086,0.119,0.980,""
1.400,173.136,844.678,105.934,-101.380,17.985,16.952,3.252,6.187,1.000,0.000,-0.599,4,8.248,0.146,0.980,""
1.420,173.464,845.014,105.999,-101.247,18.015,16.815,3.273,6.659,1.000,0.000,-0.583,4,8.440,0.135,0.980,""
1.440,173.806,845.348,106.065,-101.104,18.044,16.663,3.296,7.127,1.000,0.000,-0.567,4,8.688,0.176,0.980,""
1.460,174.153,845.678,106.132,-100.952,18.072,16.495,3.323,7.591,1.000,0.000,-0.551,4,8.970,0.168,0.980,""
1.480,174.503,846.004,106.199,-100.792,18.100,16.313,3.353,8.049,1.000,0.000,-0.516,4,9.252,0.148,0.980,""
1.500,174.857,846.327,106.266,-100.622,18.130,16.115,3.385,8.502,1.000,0.000,-0.500,4,9.530,0.113,0.980,""
1.520,175.161,846.645,106.335,-100.443,18.162,15.904,3.419,8.950,1.000,0.000,-0.485,4,9.777,0.056,0.980,""
1.540,175.523,846.958,106.404,-100.255,18.195,15.680,3.453,9.393,1.000,0.000,-0.468,4,9.927,0.105,0.980,""
1.560,175.887,847.267,106.474,-100.058,18.231,15.443,3.485,9.830,1.000,0.000,-0.451,4,10.027,0.127,0.980,""
1.580,176.254,847.571,106.544,-99.853,18.270,15.193,3.516,10.261,1.000,0.000,-0.434,4,10.100,0.118,0.980,""
1.600,176.623,847.869,106.615,-99.639,18.312,14.932,3.546,10.686,1.000,0.000,-0.400,4,10.149,0.107,0.980,""
1.620,176.994,848.162,106.686,-99.417,18.359,14.660,3.574,11.106,1.000,0.000,-0.383,4,10.229,0.067,0.980,""
1.640,177.308,848.450,106.758,-99.186,18.410,14.378,3.601,11.520,1.000,0.000,-0.368,4,10.293,0.042,0.980,""
1.660,177.683,848.731,106.831,-98.948,18.465,14.085,3.626,11.928,1.000,0.000,-0.352,4,10.328,0.016,0.980,""
1.680,178.059,849.007,106.904,-98.701,18.525,13.783,3.650,12.330,1.000,0.000,-0.335,4,10.341,0.046,0.980,""
1.700,178.436,849.276,106.977,-98.446,18.590,13.472,3.671,12.726,1.000,0.000,-0.318,4,10.340,0.095,0.980,""
1.720,178.814,849.539,107.051,-98.184,18.660,13.152,3.689,13.117,1.000,0.000,-0.284,4,10.301,0.110,0.981,""
1.740,179.125,849.796,107.125,-97.913,18.735,12.825,3.704,13.502,1.000,0.000,-0.270,4,10.251,0.082,0.981,""
1.760,179.503,850.045,107.199,-97.636,18.815,12.490,3.715,13.882,1.000,0.000,-0.253,4,10.174,0.065,0.981,""
1.780,179.881,850.289,107.274,-97.350,18.900,12.160,3.720,14.250,1.000,0.000,-0.237,4,10.007,0.125,0.981,""
1.800,180.258,850.525,107.348,-97.058,18.990,11.847,3.723,14.599,1.000,0.000,-0.220,4,9.847,0.120,0.981,""
1.820,180.636,850.756,107.423,-96.760,19.083,11.550,3.721,14.930,1.000,0.000,-0.204,4,9.689,0.104,0.981,""
1.840,181.013,850.981,107.497,-96.454,19.180,11.268,3.716,15.245,1.000,0.000,-0.171,4,9.563,0.097,0.981,""
1.860,181.304,851.201,107.571,-96.143,19.280,11.001,3.710,15.545,1.000,0.000,-0.158,4,9.479,0.025,0.981,""
1.880,181.679,851.416,107.645,-95.826,19.384,10.749,3.704,15.830,1.000,0.000,-0.142,4,9.410,0.046,0.981,""
1.900,182.054,851.626,107.719,-95.504,19.489,10.511,3.696,16.104,1.000,0.000,-0.126,4,9.330,0.099,0.981,""
1.920,182.429,851.832,107.793,-95.176,19.598,10.289,3.686,16.365,1.000,0.000,-0.110,4,9.206,0.110,0.981,""
1.940,182.803,852.034,107.867,-94.844,19.708,10.081,3.676,16.615,1.000,0.000,-0.095,4,9.163,0.190,0.981,""
1.960,183.086,852.231,107.940,-94.506,19.821,9.887,3.666,16.854,1.000,0.000,-0.067,4,9.145,0.194,0.981,""
1.980,183.442,852.425,108.013,-94.164,19.935,9.708,3.655,17.083,1.000,0.000,-0.052,4,9.086,0.106,0.981,""
2.000,183.814,852.616,108.086,-93.818,20.051,9.544,3.643,17.303,1.000,0.000,-0.037,4,8.976,0.172,0.981,""
2.020,184.185,852.804,108.159,-93.468,20.168,9.395,3.627,17.514,1.000,0.000,-0.022,4,8.772,0.126,0.981,""
2.040,184.557,852.989,108.231,-93.113,20.286,9.262,3.608,17.717,1.000,0.000,-0.008,4,8.549,0.167,0.981,""
2.060,184.929,853.172,108.302,-92.755,20.404,9.144,3.587,17.911,1.000,0.000,0.007,4,8.454,0.113,0.981,""
2.080,185.186,853.352,108.374,-92.392,20.524,9.041,3.570,18.097,1.000,0.000,0.018,4,8.469,0.230,0.981,""
2.100,185.531,853.531,108.445,-92.027,20.643,8.951,3.560,18.274,1.000,0.000,0.044,4,8.719,0.241,0.981,""
2.120,185.900,853.709,108.516,-91.657,20.764,8.877,3.554,18.442,1.000,0.000,0.058,4,8.905,0.209,0.981,""
2.140,186.270,853.885,108.587,-91.285,20.884,8.818,3.550,18.603,1.000,0.000,0.071,4,8.987,0.174,0.981,""
2.160,186.641,854.060,108.658,-90.910,21.004,8.774,3.545,18.756,1.000,0.000,0.084,4,8.914,0.080,0.982,""
2.180,187.014,854.235,108.729,-90.531,21.123,8.747,3.537,18.902,1.000,0.000,0.097,4,8.694,0.159,0.982,""
2.200,187.329,854.410,108.799,-90.150,21.243,8.737,3.524,19.041,1.000,0.000,0.108,4,8.406,0.111,0.982,""
2.220,187.580,854.584,108.870,-89.766,21.361,8.743,3.511,19.172,1.000,0.000,0.128,4,8.242,0.077,0.982,""
