t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.704,100.772,-120.850,23.398,20.300,0.961,11.596,0.000,0.000,-0.142,2,12.815,2.446,0.999,"Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.588,830.097,100.793,-120.627,23.331,20.260,1.084,11.540,0.301,0.000,-0.148,2,4.376,5.385,0.997,"Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);Ground_Mountain_0_1:(-0.171, 0.978, -0.116);"
0.060,149.034,830.491,100.821,-120.403,23.306,20.233,1.439,11.534,0.334,0.000,-0.152,4,23.379,6.590,0.994,"Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);"
0.080,149.483,830.886,100.859,-120.179,23.275,20.176,1.956,11.515,0.347,0.000,-0.156,4,31.527,5.859,0.990,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.100,149.935,831.281,100.908,-119.954,23.262,20.105,2.500,11.511,0.363,0.000,-0.160,4,35.937,5.159,0.986,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.120,150.387,831.677,100.968,-119.727,23.257,20.014,3.066,11.511,0.369,0.000,-0.162,4,38.070,4.179,0.983,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.140,150.844,832.071,101.040,-119.500,23.256,19.900,3.651,11.514,0.371,0.000,-0.164,4,39.166,3.336,0.981,"Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);"
0.160,151.303,832.463,101.126,-119.271,23.246,19.750,4.292,11.511,0.372,0.000,-0.165,4,39.327,2.598,0.979,"Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);"
0.180,151.755,832.853,101.223,-119.040,23.238,19.592,4.887,11.523,0.377,0.000,-0.165,4,36.940,1.784,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);"
0.200,152.216,833.241,101.330,-118.809,23.242,19.458,5.340,11.571,0.381,0.000,-0.164,4,32.591,1.118,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);"
0.220,152.678,833.627,101.444,-118.575,23.243,19.327,5.713,11.640,0.379,0.000,-0.163,4,28.567,0.796,0.977,"Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);"
0.240,153.140,834.011,101.564,-118.341,23.243,19.202,6.006,11.729,0.378,0.000,-0.162,4,24.426,0.643,0.977,""
0.260,153.591,834.392,101.688,-118.104,23.241,19.083,6.219,11.836,0.378,0.000,-0.160,4,20.374,0.460,0.977,""
0.280,154.053,834.772,101.816,-117.864,23.238,18.969,6.359,11.961,0.379,0.000,-0.157,4,16.625,0.322,0.977,""
0.300,154.516,835.149,101.944,-117.622,23.235,18.861,6.433,12.102,0.381,0.000,-0.155,4,13.226,0.267,0.978,""
0.320,154.979,835.525,102.073,-117.377,23.231,18.757,6.448,12.255,0.383,0.000,-0.151,4,10.231,0.209,0.978,""
0.340,155.428,835.898,102.202,-117.129,23.228,18.657,6.415,12.419,0.384,0.000,-0.148,4,7.714,0.176,0.978,""
0.360,155.890,836.270,102.328,-116.877,23.224,18.559,6.339,12.594,0.386,0.000,-0.144,4,5.546,0.120,0.978,""
0.380,156.353,836.640,102.453,-116.622,23.221,18.462,6.229,12.775,0.388,0.000,-0.140,4,3.834,0.105,0.978,""
