t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.138,830.686,100.793,-122.593,23.364,20.260,1.084,11.595,0.000,0.000,-0.163,2,13.717,4.275,0.998,"Ground_Mountain_0_1:(-0.164, 0.980, -0.112);Ground_Mountain_0_1:(-0.164, 0.980, -0.112);Ground_Mountain_0_1:(-0.164, 0.980, -0.112);Ground_Mountain_0_1:(-0.164, 0.980, -0.112);Ground_Mountain_0_1:(-0.164, 0.980, -0.112);Ground_Mountain_0_1:(-0.164, 0.980, -0.112);"
0.040,148.488,831.079,100.815,-122.370,23.332,20.268,1.018,11.601,0.318,0.000,-0.169,2,3.256,6.395,0.994,"Ground_Mountain_0_1:(-0.164, 0.980, -0.113);Ground_Mountain_0_1:(-0.164, 0.980, -0.113);Ground_Mountain_0_1:(-0.164, 0.980, -0.113);Ground_Mountain_0_1:(-0.164, 0.980, -0.113);"
0.060,148.935,831.475,100.844,-122.145,23.279,20.222,1.478,11.554,0.334,0.000,-0.175,4,26.856,7.095,0.991,"Ground_Mountain_0_1:(-0.162, 0.981, -0.111);Ground_Mountain_0_1:(-0.162, 0.981, -0.111);Ground_Mountain_0_1:(-0.162, 0.981, -0.111);Ground_Mountain_0_1:(-0.162, 0.981, -0.111);Ground_Mountain_0_1:(-0.162, 0.981, -0.111);"
0.080,149.386,831.871,100.883,-121.918,23.244,20.156,2.025,11.509,0.360,0.000,-0.181,4,32.602,5.685,0.988,"Ground_Mountain_0_1:(-0.162, 0.981, -0.110);Ground_Mountain_0_1:(-0.162, 0.981, -0.110);Ground_Mountain_0_1:(-0.162, 0.981, -0.110);Ground_Mountain_0_1:(-0.162, 0.981, -0.110);"
0.100,149.841,832.267,100.935,-121.692,23.216,20.066,2.634,11.460,0.378,0.000,-0.185,4,35.595,4.560,0.985,"Ground_Mountain_0_1:(-0.158, 0.981, -0.114);Ground_Mountain_0_1:(-0.158, 0.981, -0.114);Ground_Mountain_0_1:(-0.158, 0.981, -0.114);Ground_Mountain_0_1:(-0.158, 0.981, -0.114);Ground_Mountain_0_1:(-0.158, 0.981, -0.114);Ground_Mountain_0_1:(-0.158, 0.981, -0.114);"
0.120,150.220,832.663,100.999,-121.466,23.209,19.971,3.206,11.437,0.392,0.000,-0.190,4,36.376,3.673,0.983,"Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);"
0.140,150.677,833.059,101.073,-121.239,23.216,19.875,3.725,11.436,0.396,0.000,-0.193,4,35.832,2.686,0.981,"Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);"
0.160,151.137,833.453,101.158,-121.011,23.219,19.765,4.232,11.441,0.392,0.000,-0.195,4,34.099,1.728,0.981,"Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);Ground_Mountain_0_1:(-0.159, 0.981, -0.115);"
0.180,151.599,833.846,101.251,-120.782,23.226,19.663,4.657,11.468,0.391,0.000,-0.196,4,31.091,0.861,0.980,"Ground_Mountain_0_1:(-0.160, 0.981, -0.112);Ground_Mountain_0_1:(-0.160, 0.981, -0.112);Ground_Mountain_0_1:(-0.160, 0.981, -0.112);Ground_Mountain_0_1:(-0.160, 0.981, -0.112);Ground_Mountain_0_1:(-0.160, 0.981, -0.112);Ground_Mountain_0_1:(-0.160, 0.981, -0.112);"
0.200,151.983,834.237,101.351,-120.552,23.231,19.561,5.018,11.513,0.387,0.000,-0.197,4,27.913,0.554,0.980,"Ground_Mountain_0_1:(-0.160, 0.980, -0.115);Ground_Mountain_0_1:(-0.160, 0.980, -0.115);Ground_Mountain_0_1:(-0.160, 0.980, -0.115);Ground_Mountain_0_1:(-0.160, 0.980, -0.115);Ground_Mountain_0_1:(-0.160, 0.980, -0.115);Ground_Mountain_0_1:(-0.160, 0.980, -0.115);"
