t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.780,483.211,1047.825,155.121,54.428,15.631,-6.918,2.157,13.856,0.184,0.000,-0.078,4,9.489,0.077,0.989,""
0.800,483.524,1047.686,155.164,54.705,15.630,-6.970,2.155,13.829,0.184,0.000,-0.077,4,9.571,0.324,0.989,""
0.820,483.836,1047.546,155.207,54.981,15.629,-7.021,2.155,13.801,0.185,0.000,-0.075,4,9.623,0.307,0.989,""
0.840,484.149,1047.405,155.250,55.257,15.628,-7.072,2.157,13.774,0.185,0.000,-0.074,4,9.746,0.136,0.989,""
0.860,484.353,1047.262,155.293,55.532,15.627,-7.121,2.162,13.747,0.186,0.000,-0.074,4,9.885,0.136,0.989,""
0.880,484.666,1047.119,155.337,55.806,15.627,-7.170,2.169,13.719,0.186,0.000,-0.073,4,9.980,0.099,0.989,""
0.900,484.978,1046.975,155.380,56.080,15.626,-7.219,2.177,13.691,0.187,0.000,-0.071,4,10.033,0.064,0.989,""
0.920,485.291,1046.830,155.424,56.354,15.625,-7.266,2.185,13.664,0.187,0.000,-0.070,4,10.048,0.056,0.989,""
0.940,485.604,1046.683,155.468,56.627,15.625,-7.313,2.195,13.637,0.187,0.000,-0.069,4,10.121,0.237,0.989,""
0.960,485.916,1046.536,155.512,56.899,15.625,-7.360,2.207,13.609,0.188,0.000,-0.068,4,10.221,0.628,0.989,""
0.980,486.229,1046.388,155.556,57.171,15.625,-7.405,2.219,13.583,0.188,0.000,-0.067,4,10.190,0.142,0.989,""
1.000,486.438,1046.240,155.601,57.442,15.625,-7.450,2.228,13.556,0.188,0.000,-0.066,4,10.112,0.140,0.989,""
1.020,486.751,1046.090,155.646,57.713,15.625,-7.495,2.236,13.530,0.188,0.000,-0.065,4,10.053,0.124,0.989,""
1.040,487.064,1045.939,155.691,57.983,15.625,-7.539,2.244,13.504,0.188,0.000,-0.064,4,10.015,0.132,0.989,""
1.060,487.376,1045.788,155.736,58.253,15.625,-7.582,2.250,13.479,0.188,0.000,-0.063,4,9.951,0.097,0.989,""
1.080,487.688,1045.635,155.781,58.522,15.625,-7.625,2.254,13.454,0.188,0.000,-0.062,4,9.880,0.107,0.989,""
1.100,488.001,1045.482,155.826,58.790,15.624,-7.668,2.257,13.429,0.188,0.000,-0.061,4,9.844,0.135,0.989,""
1.120,488.313,1045.328,155.871,59.058,15.624,-7.709,2.261,13.404,0.188,0.000,-0.060,4,9.812,0.315,0.989,""
1.140,488.528,1045.173,155.916,59.326,15.624,-7.750,2.265,13.380,0.188,0.000,-0.059,4,9.827,0.290,0.989,""
1.160,488.841,1045.018,155.962,59.593,15.624,-7.791,2.268,13.355,0.188,0.000,-0.058,4,9.818,0.262,0.989,""
1.180,489.153,1044.861,156.007,59.859,15.624,-7.830,2.271,13.331,0.188,0.000,-0.057,4,9.782,0.222,0.989,""
1.200,489.466,1044.704,156.052,60.126,15.624,-7.869,2.273,13.308,0.188,0.000,-0.056,4,9.722,0.193,0.989,""
1.220,489.778,1044.546,156.098,60.392,15.624,-7.908,2.273,13.284,0.188,0.000,-0.055,4,9.643,0.186,0.989,""
1.240,490.091,1044.387,156.143,60.657,15.624,-7.946,2.274,13.262,0.188,0.000,-0.054,4,9.672,0.260,0.989,""
1.260,490.404,1044.227,156.189,60.922,15.624,-7.983,2.274,13.239,0.188,0.000,-0.053,4,9.662,0.188,0.989,""
1.280,490.623,1044.067,156.234,61.187,15.624,-8.020,2.274,13.217,0.188,0.000,-0.052,4,9.659,0.212,0.989,""
1.300,490.936,1043.906,156.280,61.451,15.624,-8.057,2.273,13.195,0.188,0.000,-0.051,4,9.613,0.217,0.990,""
1.320,491.249,1043.744,156.325,61.714,15.625,-8.093,2.268,13.174,0.188,0.000,-0.050,4,9.448,0.223,0.990,""
1.340,491.561,1043.581,156.371,61.977,15.625,-8.129,2.262,13.154,0.188,0.000,-0.049,4,9.324,0.235,0.990,""
1.360,491.874,1043.418,156.416,62.240,15.626,-8.164,2.253,13.134,0.187,0.000,-0.048,4,9.237,0.239,0.990,""
1.380,492.187,1043.254,156.460,62.502,15.626,-8.199,2.244,13.114,0.187,0.000,-0.048,4,9.206,0.179,0.990,""
1.400,492.489,1043.089,156.505,62.764,15.626,-8.233,2.236,13.094,0.187,0.000,-0.047,4,9.254,0.167,0.990,""
1.420,492.722,1042.924,156.550,63.026,15.627,-8.266,2.231,13.075,0.187,0.000,-0.046,4,9.377,0.103,0.990,""
1.440,493.035,1042.758,156.594,63.287,15.627,-8.299,2.229,13.055,0.187,0.000,-0.045,4,9.608,0.055,0.989,""
1.460,493.347,1042.591,156.639,63.547,15.627,-8.330,2.232,13.034,0.187,0.000,-0.044,4,9.801,0.064,0.989,""
1.480,493.660,1042.424,156.684,63.807,15.627,-8.360,2.237,13.014,0.186,0.000,-0.044,4,9.938,0.081,0.989,""
1.500,493.972,1042.256,156.729,64.067,15.627,-8.390,2.244,12.994,0.186,0.000,-0.043,4,10.006,0.134,0.989,""
1.520,494.285,1042.088,156.774,64.327,15.627,-8.420,2.249,12.974,0.186,0.000,-0.042,4,9.988,0.084,0.989,""
1.540,494.578,1041.919,156.819,64.586,15.627,-8.449,2.253,12.954,0.186,0.000,-0.041,4,9.894,0.269,0.989,""
1.560,494.826,1041.749,156.864,64.844,15.627,-8.477,2.255,12.935,0.186,0.000,-0.041,4,9.772,0.269,0.989,""
1.580,495.138,1041.579,156.909,65.102,15.627,-8.506,2.255,12.916,0.186,0.000,-0.040,4,9.704,0.195,0.989,""
1.600,495.451,1041.408,156.954,65.360,15.627,-8.534,2.255,12.898,0.186,0.000,-0.039,4,9.659,0.218,0.989,""
1.620,495.764,1041.237,156.999,65.618,15.627,-8.561,2.254,12.880,0.186,0.000,-0.039,4,9.618,0.215,0.989,""
1.640,496.076,1041.065,157.044,65.875,15.628,-8.589,2.251,12.862,0.186,0.000,-0.038,4,9.571,0.175,0.990,""
1.660,496.389,1040.892,157.089,66.132,15.628,-8.615,2.248,12.845,0.186,0.000,-0.038,4,9.505,0.187,0.990,""
1.680,496.683,1040.719,157.134,66.389,15.628,-8.642,2.243,12.828,0.186,0.000,-0.037,4,9.441,0.188,0.990,""
1.700,496.933,1040.546,157.179,66.646,15.629,-8.668,2.239,12.812,0.186,0.000,-0.036,4,9.455,0.597,0.990,""
1.720,497.246,1040.372,157.223,66.902,15.629,-8.694,2.234,12.796,0.186,0.000,-0.036,4,9.409,0.513,0.990,""
1.740,497.559,1040.198,157.268,67.157,15.630,-8.719,2.230,12.780,0.185,0.000,-0.035,4,9.449,0.229,0.990,""
1.760,497.872,1040.023,157.313,67.413,15.630,-8.743,2.225,12.765,0.185,0.000,-0.035,4,9.449,0.226,0.990,""
1.780,498.184,1039.848,157.357,67.668,15.631,-8.768,2.219,12.750,0.185,0.000,-0.034,4,9.380,0.133,0.990,""
1.800,498.497,1039.672,157.401,67.923,15.631,-8.792,2.211,12.735,0.185,0.000,-0.034,4,9.329,0.170,0.990,""
1.820,498.801,1039.496,157.445,68.177,15.632,-8.815,2.204,12.721,0.184,0.000,-0.033,4,9.302,0.137,0.990,""
1.840,499.047,1039.319,157.489,68.431,15.632,-8.838,2.196,12.706,0.184,0.000,-0.033,4,9.316,0.154,0.990,""
1.860,499.359,1039.142,157.533,68.685,15.632,-8.861,2.190,12.692,0.184,0.000,-0.032,4,9.390,0.092,0.990,""
1.880,499.672,1038.964,157.577,68.939,15.633,-8.883,2.186,12.678,0.184,0.000,-0.032,4,9.499,0.084,0.990,""
1.900,499.984,1038.786,157.620,69.192,15.633,-8.904,2.186,12.663,0.184,0.000,-0.031,4,9.670,0.061,0.990,""
1.920,500.297,1038.608,157.664,69.445,15.633,-8.925,2.189,12.649,0.183,0.000,-0.031,4,9.818,0.057,0.990,""
1.940,500.610,1038.429,157.708,69.697,15.634,-8.945,2.193,12.634,0.183,0.000,-0.030,4,9.928,0.064,0.990,""
1.960,500.922,1038.250,157.752,69.950,15.634,-8.965,2.199,12.619,0.183,0.000,-0.030,4,9.990,0.078,0.990,""
1.980,501.161,1038.070,157.796,70.202,15.634,-8.984,2.203,12.605,0.183,0.000,-0.030,4,9.929,0.039,0.990,""
2.000,501.474,1037.890,157.840,70.454,15.634,-9.004,2.206,12.591,0.183,0.000,-0.029,4,9.853,0.087,0.990,""
2.020,501.787,1037.709,157.884,70.705,15.634,-9.023,2.207,12.577,0.183,0.000,-0.029,4,9.755,0.081,0.990,""
2.040,502.099,1037.528,157.929,70.956,15.635,-9.042,2.207,12.563,0.183,0.000,-0.028,4,9.707,0.248,0.990,""
2.060,502.412,1037.347,157.973,71.207,15.635,-9.061,2.206,12.550,0.183,0.000,-0.028,4,9.669,0.234,0.990,""
2.080,502.725,1037.165,158.017,71.458,15.635,-9.079,2.205,12.537,0.183,0.000,-0.028,4,9.632,0.215,0.990,""
2.100,503.037,1036.983,158.061,71.709,15.635,-9.098,2.202,12.524,0.183,0.000,-0.028,4,9.588,0.201,0.990,""
2.120,503.281,1036.801,158.105,71.959,15.635,-9.116,2.199,12.512,0.182,0.000,-0.027,4,9.540,0.188,0.990,""
2.140,503.594,1036.618,158.149,72.209,15.636,-9.134,2.195,12.500,0.182,0.000,-0.027,4,9.486,0.172,0.990,""
2.160,503.907,1036.435,158.193,72.459,15.636,-9.152,2.190,12.488,0.182,0.000,-0.027,4,9.442,0.176,0.990,""
2.180,504.220,1036.251,158.236,72.709,15.636,-9.170,2.186,12.476,0.182,0.000,-0.026,4,9.486,0.151,0.990,""
2.200,504.533,1036.068,158.280,72.958,15.637,-9.187,2.181,12.465,0.182,0.000,-0.026,4,9.491,0.143,0.990,""
2.220,504.846,1035.884,158.323,73.207,15.637,-9.204,2.176,12.454,0.182,0.000,-0.026,4,9.445,0.226,0.990,""
2.240,505.159,1035.699,158.367,73.456,15.638,-9.221,2.170,12.443,0.181,0.000,-0.026,4,9.379,0.212,0.990,""
2.260,505.405,1035.514,158.410,73.705,15.639,-9.238,2.163,12.432,0.181,0.000,-0.026,4,9.333,0.200,0.990,""
2.280,505.718,1035.329,158.453,73.954,15.639,-9.255,2.155,12.422,0.181,0.000,-0.025,4,9.310,0.183,0.990,""
2.300,506.030,1035.144,158.496,74.202,15.640,-9.272,2.147,12.411,0.180,0.000,-0.025,4,9.302,0.159,0.990,""
2.320,506.343,1034.958,158.539,74.450,15.640,-9.288,2.139,12.401,0.180,0.000,-0.025,4,9.313,0.131,0.990,""
2.340,506.656,1034.772,158.582,74.698,15.641,-9.304,2.132,12.391,0.180,0.000,-0.025,4,9.346,0.108,0.990,""
2.360,506.969,1034.586,158.624,74.946,15.641,-9.320,2.127,12.381,0.180,0.000,-0.025,4,9.436,0.064,0.990,""
2.380,507.282,1034.400,158.667,75.193,15.642,-9.335,2.124,12.370,0.179,0.000,-0.025,4,9.564,0.047,0.990,""
2.400,507.532,1034.213,158.709,75.441,15.642,-9.350,2.123,12.360,0.179,0.000,-0.024,4,9.663,0.070,0.990,""
2.420,507.844,1034.026,158.752,75.688,15.642,-9.364,2.123,12.349,0.179,0.000,-0.024,4,9.695,0.067,0.990,""
2.440,508.157,1033.838,158.794,75.935,15.643,-9.379,2.123,12.339,0.179,0.000,-0.024,4,9.705,0.050,0.990,""
2.460,508.470,1033.650,158.837,76.181,15.643,-9.393,2.122,12.328,0.179,0.000,-0.024,4,9.703,0.039,0.990,""
2.480,508.783,1033.462,158.879,76.428,15.643,-9.407,2.122,12.318,0.179,0.000,-0.024,4,9.699,0.047,0.990,""
2.500,509.096,1033.274,158.921,76.674,15.644,-9.421,2.122,12.308,0.178,0.000,-0.024,4,9.688,0.043,0.991,""
2.520,509.409,1033.085,158.964,76.920,15.644,-9.435,2.121,12.297,0.178,0.000,-0.024,4,9.683,0.041,0.991,""
2.540,509.661,1032.896,159.006,77.166,15.644,-9.449,2.120,12.287,0.178,0.000,-0.024,4,9.680,0.036,0.991,""
2.560,509.974,1032.707,159.049,77.411,15.645,-9.463,2.120,12.277,0.178,0.000,-0.023,4,9.680,0.033,0.991,""
2.580,510.287,1032.517,159.091,77.657,15.645,-9.477,2.119,12.267,0.178,0.000,-0.023,4,9.680,0.038,0.991,""
2.600,510.600,1032.327,159.133,77.902,15.645,-9.490,2.118,12.257,0.178,0.000,-0.023,4,9.684,0.029,0.991,""
2.620,510.913,1032.137,159.176,78.147,15.646,-9.504,2.118,12.247,0.177,0.000,-0.023,4,9.672,0.027,0.991,""
2.640,511.226,1031.947,159.218,78.392,15.646,-9.518,2.116,12.237,0.177,0.000,-0.023,4,9.652,0.026,0.991,""
2.660,511.539,1031.756,159.260,78.636,15.646,-9.531,2.115,12.227,0.177,0.000,-0.023,4,9.651,0.053,0.991,""
2.680,511.796,1031.565,159.303,78.881,15.647,-9.544,2.114,12.217,0.177,0.000,-0.023,4,9.659,0.052,0.991,""
2.700,512.109,1031.374,159.345,79.125,15.647,-9.558,2.113,12.207,0.177,0.000,-0.023,4,9.676,0.047,0.991,""
2.720,512.422,1031.182,159.387,79.369,15.647,-9.571,2.113,12.197,0.177,0.000,-0.023,4,9.699,0.185,0.991,""
2.740,512.735,1030.991,159.429,79.612,15.648,-9.584,2.113,12.187,0.176,0.000,-0.023,4,9.713,0.153,0.991,""
2.760,513.048,1030.799,159.472,79.856,15.648,-9.597,2.114,12.177,0.176,0.000,-0.023,4,9.751,0.140,0.991,""
2.780,513.361,1030.606,159.514,80.099,15.648,-9.610,2.115,12.167,0.176,0.000,-0.023,4,9.790,0.123,0.991,""
2.800,513.674,1030.414,159.556,80.342,15.648,-9.623,2.118,12.157,0.176,0.000,-0.023,4,9.828,0.109,0.991,""
2.820,513.936,1030.221,159.599,80.585,15.648,-9.635,2.122,12.147,0.176,0.000,-0.023,4,9.905,0.065,0.991,""
2.840,514.248,1030.028,159.641,80.828,15.648,-9.647,2.128,12.136,0.176,0.000,-0.023,4,10.008,0.063,0.991,""
2.860,514.561,1029.835,159.684,81.070,15.649,-9.659,2.136,12.125,0.176,0.000,-0.023,4,10.118,0.027,0.991,""
2.880,514.874,1029.642,159.727,81.313,15.648,-9.671,2.146,12.114,0.176,0.000,-0.022,4,10.214,0.012,0.990,""
2.900,515.187,1029.449,159.770,81.554,15.648,-9.682,2.158,12.103,0.176,0.000,-0.022,4,10.313,0.289,0.990,""
2.920,515.500,1029.255,159.813,81.796,15.648,-9.693,2.173,12.091,0.176,0.000,-0.022,4,10.462,0.224,0.990,""
2.940,515.812,1029.061,159.857,82.037,15.648,-9.703,2.191,12.079,0.176,0.000,-0.022,4,10.607,0.225,0.990,""
2.960,516.084,1028.867,159.901,82.279,15.647,-9.714,2.212,12.066,0.176,0.000,-0.022,4,10.732,0.211,0.990,""
2.980,516.396,1028.673,159.946,82.519,15.646,-9.723,2.235,12.053,0.176,0.000,-0.022,4,10.847,0.110,0.990,""
3.000,516.708,1028.479,159.991,82.760,15.646,-9.733,2.260,12.040,0.177,0.000,-0.022,4,10.991,0.018,0.990,""
3.020,517.021,1028.284,160.037,83.000,15.645,-9.741,2.290,12.026,0.177,0.000,-0.022,4,11.177,0.090,0.989,""
3.040,517.333,1028.090,160.083,83.240,15.643,-9.749,2.322,12.012,0.178,0.000,-0.022,4,11.311,0.134,0.989,""
3.060,517.646,1027.895,160.130,83.479,15.642,-9.757,2.355,11.997,0.178,0.000,-0.022,4,11.405,0.187,0.989,""
3.080,517.958,1027.700,160.178,83.719,15.641,-9.765,2.391,11.982,0.179,0.000,-0.022,4,11.466,0.193,0.989,""
3.100,518.265,1027.505,160.226,83.958,15.639,-9.772,2.427,11.967,0.180,0.000,-0.022,4,11.538,0.135,0.988,""
3.120,518.540,1027.310,160.276,84.196,15.637,-9.779,2.466,11.951,0.181,0.000,-0.022,4,11.664,0.198,0.988,""
3.140,518.853,1027.115,160.326,84.434,15.635,-9.785,2.506,11.935,0.182,0.000,-0.022,4,11.720,0.231,0.988,""
3.160,519.165,1026.920,160.377,84.672,15.633,-9.791,2.548,11.918,0.183,0.000,-0.022,4,11.778,0.166,0.988,""
3.180,519.476,1026.724,160.428,84.910,15.631,-9.797,2.590,11.902,0.184,0.000,-0.022,4,11.844,0.138,0.987,""
3.200,519.789,1026.528,160.481,85.147,15.628,-9.802,2.634,11.885,0.185,0.000,-0.022,4,11.867,0.191,0.987,""
3.220,520.100,1026.333,160.534,85.384,15.626,-9.808,2.676,11.867,0.186,0.000,-0.022,4,11.827,0.232,0.987,""
3.240,520.412,1026.137,160.588,85.620,15.623,-9.813,2.716,11.850,0.187,0.000,-0.022,4,11.744,0.198,0.986,""
3.260,520.686,1025.941,160.644,85.857,15.620,-9.819,2.757,11.833,0.188,0.000,-0.022,4,11.714,0.185,0.986,""
3.280,520.997,1025.745,160.699,86.092,15.618,-9.824,2.796,11.816,0.190,0.000,-0.022,4,11.676,0.196,0.986,""
3.300,521.309,1025.549,160.756,86.328,15.615,-9.829,2.834,11.799,0.191,0.000,-0.022,4,11.612,0.198,0.985,""
3.320,521.621,1025.353,160.813,86.563,15.612,-9.835,2.872,11.781,0.193,0.000,-0.022,4,11.580,0.185,0.985,""
3.340,521.932,1025.156,160.871,86.798,15.609,-9.840,2.909,11.764,0.194,0.000,-0.022,4,11.557,0.155,0.985,""
3.360,522.244,1024.960,160.930,87.032,15.606,-9.845,2.946,11.747,0.196,0.000,-0.022,4,11.530,0.206,0.984,""
3.380,522.555,1024.763,160.990,87.266,15.602,-9.850,2.981,11.729,0.197,0.000,-0.022,4,11.456,0.242,0.984,""
3.400,522.830,1024.566,161.050,87.500,15.599,-9.856,3.014,11.712,0.199,0.000,-0.022,4,11.338,0.270,0.984,""
3.420,523.141,1024.370,161.110,87.733,15.596,-9.861,3.044,11.695,0.200,0.000,-0.022,4,11.219,0.238,0.983,""
3.440,523.452,1024.173,161.172,87.967,15.592,-9.867,3.073,11.678,0.202,0.000,-0.022,4,11.140,0.172,0.983,""
3.460,523.764,1023.976,161.234,88.199,15.589,-9.872,3.102,11.661,0.204,0.000,-0.021,4,11.135,0.148,0.983,""
3.480,524.075,1023.778,161.296,88.432,15.586,-9.878,3.130,11.645,0.205,0.000,-0.021,4,11.097,0.189,0.982,""
3.500,524.386,1023.581,161.359,88.664,15.582,-9.883,3.158,11.628,0.207,0.000,-0.021,4,11.077,0.139,0.982,""
3.520,524.697,1023.384,161.423,88.895,15.579,-9.888,3.187,11.611,0.209,0.000,-0.021,4,11.115,0.099,0.982,""
3.540,524.972,1023.186,161.487,89.127,15.575,-9.893,3.216,11.594,0.211,0.000,-0.021,4,11.128,0.153,0.981,""
3.560,525.283,1022.989,161.552,89.358,15.572,-9.898,3.245,11.577,0.212,0.000,-0.021,4,11.103,0.201,0.981,""
3.580,525.594,1022.791,161.617,89.589,15.568,-9.904,3.273,11.560,0.214,0.000,-0.021,4,11.044,0.246,0.980,""
3.600,525.905,1022.594,161.683,89.819,15.565,-9.909,3.299,11.543,0.216,0.000,-0.021,4,10.977,0.265,0.980,""
3.620,526.215,1022.396,161.749,90.049,15.561,-9.914,3.324,11.526,0.218,0.000,-0.021,4,10.947,0.260,0.980,""
3.640,526.526,1022.198,161.816,90.279,15.557,-9.919,3.349,11.510,0.220,0.000,-0.021,4,10.903,0.237,0.979,""
3.660,526.836,1022.000,161.884,90.508,15.554,-9.924,3.374,11.493,0.221,0.000,-0.021,4,10.906,0.197,0.979,""
3.680,527.111,1021.802,161.951,90.737,15.550,-9.929,3.400,11.476,0.223,0.000,-0.021,4,10.941,0.211,0.978,""
3.700,527.421,1021.603,162.020,90.966,15.546,-9.934,3.426,11.459,0.225,0.000,-0.021,4,10.969,0.245,0.978,""
3.720,527.732,1021.405,162.089,91.194,15.542,-9.938,3.454,11.442,0.227,0.000,-0.021,4,11.029,0.139,0.978,""
3.740,528.042,1021.207,162.158,91.422,15.539,-9.942,3.482,11.425,0.229,0.000,-0.020,4,11.055,0.285,0.977,""
3.760,528.352,1021.008,162.228,91.650,15.535,-9.946,3.510,11.407,0.231,0.000,-0.020,4,11.033,0.219,0.977,""
3.780,528.662,1020.810,162.299,91.877,15.531,-9.950,3.538,11.390,0.233,0.000,-0.020,4,11.021,0.202,0.977,""
3.800,528.972,1020.611,162.370,92.104,15.527,-9.954,3.565,11.373,0.235,0.000,-0.020,4,10.989,0.228,0.976,""
3.820,529.251,1020.412,162.442,92.331,15.523,-9.958,3.591,11.356,0.236,0.000,-0.020,4,10.922,0.252,0.976,""
3.840,529.563,1020.214,162.514,92.557,15.520,-9.962,3.616,11.340,0.238,0.000,-0.020,4,10.861,0.188,0.975,""
3.860,529.872,1020.015,162.587,92.783,15.516,-9.966,3.641,11.323,0.240,0.000,-0.020,4,10.877,0.153,0.975,""
