course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop,original,12,-1.5,12.853,150.043,1.100,0.938,True,completed,12.800,1.100,0
Street Loop,original,12,-3,12.890,150.174,1.080,0.940,True,completed,12.566,1.080,0
Street Loop,original,12,0,12.833,150.226,1.100,0.934,True,completed,12.803,1.100,0
Street Loop,original,12,-4.7,12.765,150.149,1.140,0.327,True,completed,0.000,0.000,0
Street Loop,original,12,1.7,12.760,150.216,1.140,0.361,True,completed,0.000,0.000,0
Street Loop,original,24,-1.5,8.207,150.247,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,-3,8.260,150.116,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,0,8.099,150.363,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,-4.7,8.373,150.241,1.500,0.451,True,completed,0.000,0.000,0
Street Loop,original,24,1.7,8.496,150.414,1.240,0.549,True,completed,0.000,0.000,0
Street Loop,original,36,-1.5,4.842,164.255,2.500,0.965,True,completed,0.000,0.000,0
Street Loop,original,36,-3,4.856,164.255,2.500,0.965,True,completed,0.000,0.000,0
Street Loop,original,36,0,4.845,164.253,2.500,0.965,True,completed,0.000,0.000,0
Street Loop,original,36,-4.7,4.475,150.187,1.820,0.523,True,completed,0.000,0.000,0
Street Loop,original,36,1.7,4.638,150.213,1.920,0.317,True,completed,0.000,0.000,0
Street Loop,tourer,12,-1.5,12.879,150.236,1.060,0.939,True,completed,12.385,1.060,0
Street Loop,tourer,12,-3,12.842,150.002,1.060,0.938,True,completed,12.385,1.060,0
Street Loop,tourer,12,0,12.877,150.066,1.060,0.940,True,completed,12.385,1.060,0
Street Loop,tourer,12,-4.7,13.106,150.071,1.560,0.561,True,completed,0.000,0.000,0
Street Loop,tourer,12,1.7,13.322,150.054,0.800,0.375,True,completed,0.000,0.000,0
Street Loop,tourer,24,-1.5,7.937,150.288,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,-3,7.933,150.279,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,0,7.938,150.329,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,-4.7,6.538,150.039,1.240,0.534,True,completed,0.000,0.000,0
Street Loop,tourer,24,1.7,8.421,150.425,1.420,0.577,True,completed,0.000,0.000,0
Street Loop,tourer,36,-1.5,4.819,163.066,2.440,0.964,True,completed,0.000,0.000,0
Street Loop,tourer,36,-3,4.816,162.663,2.460,0.964,True,completed,0.000,0.000,0
Street Loop,tourer,36,0,4.819,162.725,2.460,0.964,True,completed,0.000,0.000,0
Street Loop,tourer,36,-4.7,6.878,150.315,1.020,0.381,True,completed,0.000,0.000,0
Street Loop,tourer,36,1.7,4.494,150.399,2.080,0.387,True,completed,0.000,0.000,0
Street Loop,moto,12,-1.5,13.121,150.111,1.480,0.909,True,completed,14.695,1.300,0
