time,speed,grounded,timer,visible
0.000,0.000,0,0.000,False
0.008,0.000,0,0.000,False
0.017,0.360,4,0.000,False
0.032,0.360,4,0.000,False
0.041,0.717,4,0.000,False
0.049,0.717,4,0.000,False
0.058,1.071,4,0.000,False
0.066,1.072,4,0.000,False
0.074,1.423,4,0.000,False
0.083,1.423,4,0.000,False
0.092,1.423,4,0.000,False
0.100,1.772,4,0.000,False
0.111,1.772,4,0.000,False
0.120,2.117,4,0.000,False
0.128,2.117,4,0.000,False
0.136,2.460,4,0.000,False
0.145,2.460,4,0.000,False
0.153,2.460,4,0.000,False
0.161,2.800,4,0.000,False
0.170,2.800,4,0.000,False
0.178,3.137,4,0.000,False
0.186,3.137,4,0.000,False
0.195,3.472,4,0.000,False
0.203,3.472,4,0.000,False
0.211,3.472,4,0.000,False
0.220,3.803,4,0.000,False
0.228,3.803,4,0.000,False
0.237,4.132,4,0.000,False
0.245,4.132,4,0.000,False
0.254,4.459,4,0.000,False
0.262,4.459,4,0.000,False
0.270,4.459,4,0.000,False
0.279,4.783,4,0.000,False
0.287,4.783,4,0.000,False
0.295,5.105,4,0.020,False
0.304,5.105,4,0.020,False
0.312,5.105,4,0.020,False
0.320,5.424,4,0.040,False
0.329,5.424,4,0.040,False
0.337,5.742,4,0.060,False
0.345,5.742,4,0.060,False
0.354,6.057,4,0.080,False
0.362,6.057,4,0.080,False
0.370,6.057,4,0.080,False
0.379,6.370,4,0.100,False
0.388,6.369,4,0.100,False
0.396,6.680,4,0.120,False
0.404,6.680,4,0.120,False
0.413,6.680,4,0.120,False
0.421,6.989,4,0.140,False
0.429,6.989,4,0.140,False
0.438,7.296,4,0.160,False
0.446,7.296,4,0.160,False
0.454,7.600,4,0.180,False
0.463,7.600,4,0.180,False
0.471,7.600,4,0.180,False
0.479,7.903,4,0.200,False
0.488,7.903,4,0.200,False
0.496,8.204,4,0.220,False
0.504,8.204,4,0.220,False
0.513,8.204,4,0.220,False
0.521,8.503,4,0.240,False
0.529,8.503,4,0.240,False
0.538,8.800,4,0.260,False
0.546,8.800,4,0.260,False
0.554,9.096,4,0.280,False
0.563,9.096,4,0.280,False
0.571,9.096,4,0.280,False
0.579,9.389,4,0.300,False
0.588,9.389,4,0.300,False
0.596,9.681,4,0.320,False
0.604,9.681,4,0.320,False
0.613,9.681,4,0.320,False
0.621,9.971,4,0.340,False
0.629,9.971,4,0.340,False
0.638,10.259,4,0.360,False
0.646,10.259,4,0.360,False
0.654,10.546,4,0.380,False
0.663,10.546,4,0.380,False
0.671,10.545,4,0.380,False
0.679,10.830,4,0.400,False
0.688,10.830,4,0.400,False
0.696,11.113,4,0.420,False
0.704,11.113,4,0.420,False
0.713,11.113,4,0.420,False
0.721,11.394,4,0.440,False
0.729,11.394,4,0.440,False
0.738,11.673,4,0.460,False
0.746,11.673,4,0.460,False
0.755,11.951,4,0.480,False
0.763,11.951,4,0.480,False
0.771,11.951,4,0.480,False
0.780,12.227,4,0.500,False
0.788,12.227,4,0.500,False
0.796,12.501,4,0.520,False
0.805,12.501,4,0.520,False
0.813,12.501,4,0.520,False
0.821,12.774,4,0.540,False
0.830,12.774,4,0.540,False
0.838,13.045,4,0.560,False
0.846,13.045,4,0.560,False
0.855,13.314,4,0.580,False
0.863,13.314,4,0.580,False
0.871,13.314,4,0.580,False
0.880,13.582,4,0.600,False
0.888,13.582,4,0.600,False
0.896,13.848,4,0.620,False
0.905,13.848,4,0.620,False
0.913,14.112,4,0.640,False
0.922,14.112,4,0.640,False
0.930,14.112,4,0.640,False
0.938,14.375,4,0.660,False
0.947,14.375,4,0.660,False
0.955,14.636,4,0.680,False
0.963,14.636,4,0.680,False
0.972,14.636,4,0.680,False
0.980,14.895,4,0.700,False
0.988,14.895,4,0.700,False
0.997,15.153,4,0.720,False
1.005,15.153,4,0.720,False
1.013,15.409,4,0.740,False
1.022,15.409,4,0.740,False
1.030,15.409,4,0.740,False
1.038,15.664,4,0.760,False
1.047,15.664,4,0.760,False
1.055,15.917,4,0.780,False
1.064,15.917,4,0.780,False
1.072,15.917,4,0.780,False
1.080,16.168,4,0.800,False
1.089,16.168,4,0.800,False
1.097,16.418,4,0.820,False
1.105,16.418,4,0.820,False
1.114,16.666,4,0.840,False
1.122,16.666,4,0.840,False
1.130,16.666,4,0.840,False
1.139,16.913,4,0.860,False
1.147,16.913,4,0.860,False
1.155,17.158,4,0.880,False
1.164,17.158,4,0.880,False
1.172,17.158,4,0.880,False
1.180,17.402,4,0.900,False
1.189,17.402,4,0.900,False
1.197,17.644,4,0.920,False
1.205,17.644,4,0.920,False
1.214,17.884,4,0.940,False
1.222,17.884,4,0.940,False
1.230,17.884,4,0.940,False
1.239,18.124,4,0.960,False
1.247,18.124,4,0.960,False
1.255,18.361,4,0.980,False
1.264,18.361,4,0.980,False
1.272,18.361,4,0.980,False
1.281,18.597,4,1.000,False
1.289,18.597,4,1.000,False
1.297,18.832,4,1.020,False
1.306,18.832,4,1.020,False
1.314,19.065,4,1.040,False
1.322,19.065,4,1.040,False
1.331,19.065,4,1.040,False
1.339,19.297,4,1.060,False
1.347,19.297,4,1.060,False
1.356,19.527,4,1.080,False
1.364,19.527,4,1.080,False
1.372,19.527,4,1.080,False
1.381,19.756,4,1.100,False
1.389,19.756,4,1.100,False
1.397,19.983,4,1.120,False
1.406,19.983,4,1.120,False
1.414,20.209,4,1.140,False
1.422,20.209,4,1.140,False
1.431,20.209,4,1.140,False
1.439,20.433,4,1.160,False
1.447,20.433,4,1.160,False
1.456,20.656,4,1.180,False
1.464,20.656,4,1.180,False
1.472,20.656,4,1.180,False
1.481,20.878,4,1.200,False
1.489,20.878,4,1.200,False
1.497,21.098,4,1.220,False
1.506,21.098,4,1.220,False
1.514,21.317,4,1.240,False
1.523,21.317,4,1.240,False
1.531,21.317,4,1.240,False
1.539,21.535,4,1.260,False
1.548,21.535,4,1.260,False
1.556,21.751,4,1.280,False
1.564,21.751,4,1.280,False
1.573,21.751,4,1.280,False
1.581,21.966,4,1.300,False
1.589,21.966,4,1.300,False
1.598,22.179,4,1.320,False
1.606,22.179,4,1.320,False
1.614,22.392,4,1.340,False
1.623,22.392,4,1.340,False
1.631,22.392,4,1.340,False
1.639,22.603,4,1.360,False
1.648,22.603,4,1.360,False
1.656,22.812,4,1.380,False
1.664,22.812,4,1.380,False
1.673,22.812,4,1.380,False
1.681,23.020,4,1.400,False
1.689,23.020,4,1.400,False
1.698,23.227,4,1.420,False
1.706,23.227,4,1.420,False
1.714,23.433,4,1.440,False
1.723,23.433,4,1.440,False
1.731,23.433,4,1.440,False
1.739,23.638,4,1.460,False
1.748,23.638,4,1.460,False
1.756,23.841,4,1.480,False
1.765,23.841,4,1.480,False
1.773,23.841,4,1.480,False
1.781,24.043,4,1.500,False
1.790,24.043,4,1.500,False
1.798,24.244,4,1.520,False
1.806,24.244,4,1.520,False
1.815,24.443,4,1.540,False
1.823,24.443,4,1.540,False
1.831,24.443,4,1.540,False
1.840,24.641,4,1.560,False
1.848,24.641,4,1.560,False
1.856,24.838,4,1.580,False
1.865,24.838,4,1.580,False
1.873,24.838,4,1.580,False
1.881,25.034,4,1.600,False
1.890,25.034,4,1.600,False
1.898,25.229,4,1.620,False
1.906,25.229,4,1.620,False
1.915,25.422,4,1.640,False
1.923,25.422,4,1.640,False
1.931,25.422,4,1.640,False
1.940,25.615,4,1.660,False
1.948,25.615,4,1.660,False
1.965,25.806,4,1.680,False
1.973,25.806,4,1.680,False
1.981,25.996,4,1.700,False
1.990,25.996,4,1.700,False
1.998,26.185,4,1.720,False
2.006,26.185,4,1.720,False
2.015,26.372,4,1.740,False
2.023,26.372,4,1.740,False
2.031,26.372,4,1.740,False
2.040,26.559,4,1.760,False
2.048,26.559,4,1.760,False
2.056,26.744,4,1.780,False
2.065,26.744,4,1.780,False
2.073,26.744,4,1.780,False
2.081,26.928,4,1.800,False
2.090,26.928,4,1.800,False
2.098,27.111,4,1.820,False
2.106,27.111,4,1.820,False
2.115,27.293,4,1.840,False
2.123,27.293,4,1.840,False
2.131,27.293,4,1.840,False
2.140,27.474,4,1.860,False
2.148,27.474,4,1.860,False
2.156,27.654,4,1.880,False
2.165,27.654,4,1.880,False
2.173,27.654,4,1.880,False
2.181,27.833,4,1.900,False
2.190,27.833,4,1.900,False
2.198,28.010,4,1.920,False
2.206,28.010,4,1.920,False
2.215,28.187,4,1.940,False
2.223,28.187,4,1.940,False
2.231,28.187,4,1.940,False
2.240,28.362,4,1.960,False
2.248,28.362,4,1.960,False
2.256,28.536,4,1.980,False
2.265,28.536,4,1.980,False
2.273,28.536,4,1.980,False
2.281,28.710,4,2.000,False
2.290,28.710,4,2.000,False
2.298,28.882,4,2.020,False
2.306,28.882,4,2.020,False
2.315,29.053,4,2.040,False
2.323,29.053,4,2.040,False
2.331,29.053,4,2.040,False
2.340,29.223,4,2.060,False
2.348,29.223,4,2.060,False
2.356,29.392,4,2.080,False
2.365,29.392,4,2.080,False
2.373,29.560,4,2.100,False
2.382,29.560,4,2.100,False
2.390,29.560,4,2.100,False
