profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
tourer,Creek Leap,1,False,True,14.791,31.996,22.162,7.947,0.951,2.131,0,0.000,1,0
tourer,Creek Leap,2,False,True,17.708,32.488,22.256,5.171,0.950,1.790,0,0.000,1,1
tourer,Creek Leap,0,True,True,22.664,28.077,29.341,0.000,0.950,0.000,0,0.000,0,0
tourer,Creek Leap,1,True,True,22.730,28.079,29.333,0.000,0.950,0.000,0,0.000,0,0
tourer,Pine Ridge,0,False,True,18.182,35.285,24.529,5.014,0.984,3.097,0,0.000,1,0
tourer,Pine Ridge,1,False,True,17.816,36.170,24.495,4.999,0.984,3.030,0,0.000,1,0
tourer,Pine Ridge,2,False,True,20.346,36.049,24.509,5.755,0.984,0.633,0,0.000,1,1
tourer,Pine Ridge,0,True,True,23.725,40.311,45.672,0.000,0.982,0.000,0,0.000,0,0
tourer,Pine Ridge,1,True,True,23.672,39.968,45.671,0.000,0.982,0.000,0,0.000,0,0
tourer,Fox Gully,0,False,True,20.892,23.559,24.904,6.013,0.972,1.432,0,0.000,1,0
tourer,Fox Gully,1,False,True,20.571,25.101,24.992,6.007,0.972,1.466,0,0.000,1,0
tourer,Fox Gully,2,False,True,22.968,25.452,25.110,4.892,0.971,1.601,0,0.000,1,1
tourer,Fox Gully,0,True,True,19.966,29.486,37.203,0.000,0.963,0.000,0,0.000,0,0
tourer,Fox Gully,1,True,True,19.934,29.486,37.281,0.000,0.963,0.000,0,0.000,0,0
moto,Existing Southwest Cut,0,False,True,5.966,23.925,23.453,5.846,0.999,0.100,0,0.000,1,0
moto,Existing Southwest Cut,1,False,True,5.565,24.455,25.307,5.851,1.000,0.100,0,0.000,1,0
moto,Existing Southwest Cut,2,False,True,7.602,23.925,23.484,5.846,1.000,0.100,0,0.000,1,1
moto,Existing Southwest Cut,0,True,True,6.565,27.916,41.647,0.000,1.000,0.100,0,0.000,0,0
moto,Existing Southwest Cut,1,True,True,6.599,27.916,41.699,0.000,1.000,0.100,0,0.000,0,0
moto,Creek Leap,0,False,True,14.135,33.704,25.320,9.789,0.950,2.800,0,0.000,1,0
moto,Creek Leap,1,False,True,13.901,35.212,25.705,10.410,0.951,2.764,0,0.000,1,0
moto,Creek Leap,2,False,True,16.166,33.570,25.697,10.185,0.930,2.536,0,0.000,1,1
moto,Creek Leap,0,True,True,21.134,28.258,29.578,0.000,0.950,0.100,0,0.000,0,0
moto,Creek Leap,1,True,True,21.132,28.063,29.750,0.000,0.950,0.100,0,0.000,0,0
moto,Pine Ridge,0,False,True,17.521,35.523,28.185,6.726,0.981,3.363,0,0.000,1,0
moto,Pine Ridge,1,False,True,16.950,37.113,28.151,8.574,0.981,3.430,0,0.000,1,0
moto,Pine Ridge,2,False,True,18.997,35.523,28.290,6.863,0.981,0.968,0,0.000,1,1
moto,Pine Ridge,0,True,True,21.431,40.965,53.815,0.000,0.982,0.100,0,0.000,0,0
moto,Pine Ridge,1,True,True,21.428,40.965,53.816,0.000,0.982,0.100,0,0.000,0,0
moto,Fox Gully,0,False,False,21.134,23.877,0.000,6.889,0.738,0.999,0,0.000,0,0
moto,Fox Gully,1,False,False,15.305,25.006,0.011,7.529,0.984,0.000,0,0.000,0,0
moto,Fox Gully,2,False,True,23.897,24.653,28.744,5.290,0.905,2.498,0,0.000,1,1
moto,Fox Gully,0,True,True,19.268,30.190,43.771,0.000,0.965,0.100,0,0.000,0,0
moto,Fox Gully,1,True,True,19.366,30.191,43.379,0.000,0.965,0.100,0,0.000,0,0
atv,Existing Southwest Cut,0,False,True,5.966,23.901,23.405,5.848,0.999,0.100,0,0.000,1,0
atv,Existing Southwest Cut,1,False,True,5.566,23.284,25.290,5.658,1.000,0.100,0,0.000,1,0
atv,Existing Southwest Cut,2,False,True,7.667,23.901,23.432,5.848,1.000,0.100,0,0.000,1,1
atv,Existing Southwest Cut,0,True,True,6.803,27.457,39.566,0.000,1.000,0.100,0,0.000,0,0
atv,Existing Southwest Cut,1,True,True,6.799,27.457,39.567,0.000,1.000,0.100,0,0.000,0,0
atv,Creek Leap,0,False,True,14.234,33.737,24.508,9.256,0.950,2.830,0,0.000,1,0
atv,Creek Leap,1,False,True,13.900,35.050,25.032,9.746,0.950,2.800,0,0.000,1,0
atv,Creek Leap,2,False,True,16.566,33.737,24.766,9.324,0.950,2.498,0,0.000,1,1
atv,Creek Leap,0,True,True,21.567,28.502,29.386,0.000,0.950,0.100,0,0.000,0,0
atv,Creek Leap,1,True,True,21.564,28.502,29.387,0.000,0.950,0.100,0,0.000,0,0
atv,Pine Ridge,0,False,True,17.697,34.995,27.210,5.785,0.983,3.300,0,0.000,1,0
atv,Pine Ridge,1,False,True,17.104,36.981,27.196,7.565,0.983,3.336,0,0.000,1,0
atv,Pine Ridge,2,False,True,19.330,35.505,27.171,5.761,0.981,0.999,0,0.000,1,1
atv,Pine Ridge,0,True,True,22.138,40.704,50.093,0.000,0.982,0.100,0,0.000,0,0
atv,Pine Ridge,1,True,True,22.100,40.704,50.090,0.000,0.982,0.100,0,0.000,0,0
atv,Fox Gully,0,False,False,15.600,24.563,0.001,4.853,0.984,0.000,0,0.000,0,0
atv,Fox Gully,1,False,False,15.400,24.934,0.004,7.297,0.984,0.000,0,0.000,0,0
atv,Fox Gully,2,False,True,21.963,23.711,27.629,5.994,0.925,2.570,0,0.000,1,1
atv,Fox Gully,0,True,True,19.536,30.183,41.389,0.000,0.965,0.233,0,0.000,0,0
atv,Fox Gully,1,True,True,19.531,30.065,41.462,0.000,0.965,0.200,0,0.000,0,0
