profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
original,Existing Southwest Cut,0,False,True,5.967,21.518,23.388,5.435,1.000,0.033,0,0.000,1,0
original,Existing Southwest Cut,1,False,True,5.600,21.666,25.199,5.185,1.000,0.000,0,0.000,1,0
original,Existing Southwest Cut,2,False,True,7.800,21.168,23.443,5.873,1.000,0.000,0,0.000,1,1
original,Existing Southwest Cut,0,True,True,7.333,26.931,35.480,0.000,1.000,0.000,0,0.000,0,0
original,Existing Southwest Cut,1,True,True,7.333,26.617,35.554,0.000,1.000,0.000,0,0.000,0,0
original,Creek Leap,0,False,True,14.722,33.082,22.518,7.554,0.950,2.131,0,0.000,1,0
original,Creek Leap,1,False,True,14.652,32.869,22.513,7.935,0.950,2.165,0,0.000,1,0
original,Creek Leap,2,False,True,17.526,33.083,22.529,5.363,0.950,1.833,0,0.000,1,1
original,Creek Leap,0,True,True,22.633,28.135,29.429,0.000,0.950,0.000,0,0.000,0,0
original,Creek Leap,1,True,True,22.631,28.790,29.371,0.000,0.950,0.000,0,0.000,0,0
original,Pine Ridge,0,False,True,18.234,36.019,24.794,5.756,0.985,3.064,0,0.000,1,0
original,Pine Ridge,1,False,True,17.815,36.103,24.784,5.697,0.984,3.097,0,0.000,1,0
original,Pine Ridge,2,False,True,20.209,36.019,24.847,5.756,0.985,0.768,0,0.000,1,1
original,Pine Ridge,0,True,True,23.876,40.182,44.207,0.000,0.982,0.000,0,0.000,0,0
original,Pine Ridge,1,True,True,23.894,39.843,44.217,0.000,0.982,0.000,0,0.000,0,0
original,Fox Gully,0,False,True,20.670,25.525,25.221,4.879,0.970,1.532,0,0.000,1,0
original,Fox Gully,1,False,True,20.546,25.440,25.222,5.932,0.971,1.665,0,0.000,1,0
original,Fox Gully,2,False,True,22.688,23.639,25.311,6.003,0.971,1.732,0,0.000,1,1
original,Fox Gully,0,True,True,20.017,29.574,36.953,0.000,0.963,0.000,0,0.000,0,0
original,Fox Gully,1,True,True,19.998,29.536,36.963,0.000,0.964,0.000,0,0.000,0,0
tourer,Existing Southwest Cut,0,False,True,5.927,20.786,23.544,5.436,1.000,0.000,0,0.000,1,0
tourer,Existing Southwest Cut,1,False,True,5.590,21.265,25.333,5.689,1.000,0.000,0,0.000,1,0
tourer,Existing Southwest Cut,2,False,True,7.868,21.195,23.458,5.436,1.000,0.000,0,0.000,1,1
tourer,Existing Southwest Cut,0,True,True,7.433,26.579,35.597,0.000,1.000,0.000,0,0.000,0,0
tourer,Existing Southwest Cut,1,True,True,7.399,26.896,35.514,0.000,1.000,0.000,0,0.000,0,0
tourer,Creek Leap,0,False,True,14.904,32.489,22.278,7.242,0.951,2.131,0,0.000,1,0
