seconds,x,y,z,speed,next,up,wheels
1.119999,834.2009,95.57874,-198.1695,4.91537,2,0.9983804,4
1.139999,834.1217,95.58422,-198.1114,4.919047,2,0.9983765,4
1.16,834.0432,95.58968,-198.0538,4.877724,2,0.998372,4
1.18,833.9645,95.59521,-197.9961,4.888877,2,0.9983672,4
1.200001,833.8857,95.60078,-197.9382,4.897789,2,0.9983623,4
1.220001,833.8068,95.60641,-197.8802,4.904908,2,0.9983584,4
1.240002,833.7278,95.61207,-197.8221,4.910594,2,0.9983561,4
1.260002,833.6488,95.61775,-197.7639,4.915139,2,0.9983552,4
1.279999,833.5697,95.62345,-197.7057,4.918776,2,0.9983553,4
1.299999,833.4913,95.6291,-197.6479,4.877438,2,0.9983562,4
1.32,833.4127,95.63477,-197.59,4.888594,2,0.9983577,4
1.34,833.334,95.64043,-197.532,4.89753,2,0.9983595,4
1.360001,833.2552,95.64608,-197.4739,4.90469,2,0.9983616,4
1.380001,833.1763,95.65173,-197.4156,4.910431,2,0.9983627,4
1.400002,833.0974,95.65736,-197.3574,4.915031,2,0.998362,4
1.420002,833.0184,95.663,-197.299,4.918713,2,0.9983599,4
1.439999,832.9401,95.6686,-197.2412,4.877403,2,0.9983566,4
1.459999,832.8616,95.67422,-197.1832,4.888568,2,0.9983526,4
1.48,832.783,95.67987,-197.1251,4.897492,2,0.9983481,4
1.5,832.7043,95.68554,-197.0668,4.904622,2,0.9983432,4
1.52,832.6255,95.69125,-197.0085,4.910313,2,0.9983382,4
1.540001,832.5466,95.69698,-196.9502,4.914854,2,0.9983343,4
1.560001,832.4677,95.70274,-196.8918,4.918477,2,0.9983323,4
1.580002,832.3895,95.70845,-196.8338,4.877121,3,0.9983317,4
1.599998,832.311,95.71417,-196.7757,4.888255,3,0.9983323,4
1.619999,832.2325,95.71989,-196.7175,4.897168,3,0.9983338,4
1.639999,832.1539,95.72559,-196.6592,4.904307,3,0.9983358,4
1.66,832.0751,95.73129,-196.6007,4.910028,3,0.9983383,4
1.68,831.9963,95.73696,-196.5422,4.914615,3,0.998341,4
1.700001,831.9175,95.74261,-196.4835,4.918297,3,0.9983427,4
1.720001,831.8395,95.74821,-196.4253,4.877002,3,0.9983423,4
1.740002,831.7613,95.75381,-196.367,4.888183,3,0.9983404,4
1.759998,831.683,95.75942,-196.3084,4.897127,3,0.9983372,4
1.779999,831.6046,95.76506,-196.2497,4.904277,3,0.9983332,4
1.799999,831.5262,95.77072,-196.1909,4.909987,3,0.9983285,4
1.82,831.4478,95.77641,-196.1319,4.914546,3,0.9983235,4
1.84,831.3694,95.78213,-196.0729,4.918179,3,0.9983183,4
1.860001,831.2917,95.78783,-196.0142,4.876825,3,0.9983143,4
1.880001,831.2139,95.79355,-195.9554,4.887948,3,0.9983124,4
1.900002,831.1359,95.79929,-195.8964,4.896847,3,0.9983121,4
1.919998,831.0579,95.80503,-195.8372,4.903972,3,0.998313,4
1.939999,830.9799,95.81078,-195.7779,4.909679,3,0.9983149,4
1.959999,830.9018,95.81651,-195.7184,4.914257,3,0.9983174,4
1.98,830.8237,95.82224,-195.6589,4.917932,3,0.9983203,4
2,830.7463,95.8279,-195.5997,4.876642,3,0.9983236,4
2.02,830.6688,95.83353,-195.5405,4.887839,3,0.9983255,4
2.040001,830.5911,95.83917,-195.481,4.896809,3,0.9983252,4
2.060001,830.5134,95.84482,-195.4214,4.90399,3,0.9983233,4
2.080002,830.4357,95.85048,-195.3617,4.909734,3,0.9983199,4
2.099998,830.3579,95.85615,-195.3018,4.914323,3,0.9983156,4
2.119999,830.2802,95.86185,-195.242,4.917984,3,0.9983107,4
2.139999,830.2031,95.86753,-195.1825,4.876655,3,0.9983054,4
2.16,830.1259,95.87325,-195.1229,4.887792,3,0.998301,4
2.18,830.0486,95.87901,-195.0631,4.896693,3,0.9982978,4
2.200001,829.9711,95.88478,-195.0032,4.903808,3,0.9982965,4
2.220001,829.8936,95.89057,-194.9432,4.909501,3,0.9982968,4
2.240002,829.8161,95.89636,-194.8831,4.914061,3,0.9982983,4
2.259998,829.7385,95.90215,-194.8228,4.917717,3,0.9983007,4
2.279999,829.6616,95.90786,-194.7631,4.876412,3,0.9983037,4
2.299999,829.5845,95.91357,-194.7032,4.887593,3,0.998307,4
2.32,829.5073,95.91926,-194.6432,4.896555,3,0.99831,4
2.34,829.4301,95.92493,-194.583,4.90374,3,0.9983116,4
2.360001,829.3527,95.93061,-194.5228,4.909499,3,0.9983109,4
2.380001,829.2753,95.93629,-194.4624,4.914108,3,0.9983084,4
2.400002,829.1979,95.94199,-194.402,4.91779,3,0.9983045,4
2.419998,829.1213,95.94765,-194.3421,4.876483,3,0.9982998,4
2.439999,829.0444,95.95335,-194.282,4.887638,3,0.9982944,4
2.459999,828.9673,95.95908,-194.2218,4.896549,3,0.9982886,4
2.48,828.8903,95.96486,-194.1615,4.903664,3,0.998284,4
2.5,828.8131,95.97066,-194.1011,4.909346,3,0.9982818,4
2.52,828.7359,95.97649,-194.0406,4.913888,3,0.9982817,4
2.540001,828.6586,95.98231,-193.9801,4.917525,3,0.9982829,4
2.560001,828.582,95.98808,-193.92,4.876202,3,0.9982853,4
2.579998,828.5052,95.99384,-193.8598,4.887363,3,0.9982885,4
2.599998,828.4283,95.9996,-193.7994,4.896308,4,0.9982921,4
2.619999,828.3513,96.00534,-193.7389,4.90348,4,0.9982961,4
2.639999,828.2742,96.01105,-193.6784,4.909232,4,0.9982987,4
2.66,828.1971,96.01676,-193.6177,4.913842,4,0.9982992,4
2.68,828.1199,96.02246,-193.5569,4.917533,4,0.9982976,4
2.700001,828.0436,96.02811,-193.4966,4.876241,4,0.9982942,4
2.720001,827.967,96.03379,-193.4362,4.887404,4,0.9982897,4
2.739998,827.8904,96.03951,-193.3755,4.896325,4,0.9982843,4
2.759998,827.8137,96.04526,-193.3146,4.903446,4,0.9982783,4
2.779999,827.737,96.05105,-193.2536,4.909128,4,0.9982734,4
2.799999,827.6603,96.05687,-193.1925,4.91366,4,0.9982698,4
2.82,827.5836,96.06271,-193.1313,4.917278,4,0.9982687,4
2.84,827.5076,96.06851,-193.0704,4.875934,4,0.9982694,4
2.860001,827.4315,96.07432,-193.0093,4.887073,4,0.9982716,4
2.880001,827.3553,96.08012,-192.948,4.895998,4,0.9982748,4
2.900002,827.2791,96.08591,-192.8866,4.903155,4,0.9982787,4
2.919998,827.2028,96.09168,-192.825,4.908901,4,0.9982831,4
2.939999,827.1266,96.09743,-192.7632,4.913518,4,0.9982863,4
2.959999,827.0504,96.10316,-192.7013,4.917227,4,0.998288,4
2.98,826.9748,96.10883,-192.6398,4.875967,4,0.9982872,4
3,826.8992,96.11451,-192.5782,4.887167,4,0.9982843,4
3.02,826.8235,96.12022,-192.5164,4.896126,4,0.99828,4
3.040001,826.7478,96.12595,-192.4544,4.903285,4,0.9982746,4
3.060001,826.6721,96.13171,-192.3922,4.909,4,0.9982686,4
3.079998,826.5963,96.13751,-192.33,4.913557,4,0.9982635,4
3.099998,826.5205,96.14341,-192.2676,4.917184,4,0.9982436,4
3.119999,826.4456,96.14937,-192.2058,4.87583,4,0.998209,4
3.139999,826.3705,96.15556,-192.1439,4.886809,4,0.9981594,4
3.16,826.2955,96.16201,-192.0818,4.895452,4,0.9980948,4
3.18,826.2204,96.16876,-192.0196,4.902184,4,0.998015,4
3.200001,826.1454,96.17583,-191.9574,4.907345,4,0.9979203,4
3.220001,826.0704,96.18324,-191.8951,4.911211,4,0.9978105,4
3.239998,825.9955,96.19096,-191.8328,4.914002,4,0.9976861,4
3.259998,825.9206,96.19904,-191.7705,4.9159,4,0.9975471,4
3.279999,825.8458,96.20744,-191.7082,4.91705,4,0.9973925,4
3.299999,825.7717,96.21609,-191.6464,4.873337,4,0.9972234,4
3.32,825.6976,96.22508,-191.5845,4.882138,4,0.9970407,4
3.34,825.6235,96.23438,-191.5225,4.888729,4,0.9968456,4
3.360001,825.5493,96.24399,-191.4604,4.893529,4,0.996639,4
3.380001,825.4752,96.25386,-191.3983,4.896878,4,0.9964218,4
3.399998,825.4011,96.26398,-191.3362,4.899051,4,0.9961948,4
3.419998,825.327,96.2743,-191.274,4.900275,4,0.995951,4
3.439999,825.253,96.28487,-191.2118,4.900723,4,0.9956851,4
3.459999,825.1791,96.29573,-191.1497,4.900518,4,0.9954047,4
3.48,825.1052,96.3069,-191.0876,4.899778,4,0.995118,4
3.5,825.0314,96.31841,-191.0254,4.898611,4,0.9948322,4
3.52,824.9576,96.33023,-190.9633,4.897115,4,0.9945533,4
3.540001,824.8839,96.34238,-190.9011,4.895383,4,0.9942863,4
3.559998,824.8101,96.35484,-190.8389,4.893491,4,0.9940348,4
3.579998,824.7364,96.36758,-190.7768,4.891509,4,0.9938017,4
3.599998,824.6627,96.38055,-190.7146,4.889486,4,0.9935955,4
3.619999,824.5891,96.39371,-190.6524,4.887481,4,0.9934174,4
3.639999,824.5154,96.40697,-190.5901,4.885534,5,0.993273,4
3.66,824.4417,96.42027,-190.5278,4.883679,5,0.9931731,4
3.68,824.3679,96.4335,-190.4654,4.88198,5,0.9931164,4
3.700001,824.2941,96.4466,-190.4029,4.880485,5,0.9931007,4
3.720001,824.2202,96.45948,-190.3403,4.879221,5,0.9931329,4
3.739998,824.1464,96.47207,-190.2775,4.878237,5,0.9932087,4
3.759998,824.0725,96.48429,-190.2145,4.877566,5,0.9933236,4
3.779999,823.9986,96.49612,-190.1514,4.877225,5,0.9934722,4
3.799999,823.9247,96.50749,-190.088,4.877218,5,0.9936494,4
3.82,823.8509,96.51841,-190.0244,4.87754,5,0.9938501,4
3.84,823.777,96.52887,-189.9606,4.878177,5,0.9940695,4
3.860001,823.7032,96.53885,-189.8967,4.879108,5,0.9943034,4
3.880001,823.6294,96.54838,-189.8325,4.880312,5,0.9945477,4
3.899998,823.5556,96.55747,-189.7682,4.88176,5,0.9947988,4
3.919998,823.4819,96.56616,-189.7036,4.883423,5,0.9950536,4
3.939999,823.4081,96.57445,-189.6389,4.885276,5,0.9953139,4
3.959999,823.3345,96.58237,-189.5739,4.887304,5,0.9955745,4
3.98,823.2608,96.58992,-189.5089,4.889482,5,0.9958349,4
4,823.1872,96.59711,-189.4436,4.891798,5,0.9960963,4
4.02,823.1135,96.60392,-189.3782,4.894241,5,0.9963511,4
4.040001,823.04,96.61037,-189.3126,4.896784,5,0.996594,4
4.059998,822.9664,96.61645,-189.2469,4.899397,5,0.9968262,4
4.079998,822.8929,96.62215,-189.1811,4.90206,5,0.9970428,4
4.099998,822.8195,96.6275,-189.1151,4.904736,5,0.9972407,4
4.119999,822.7462,96.63251,-189.049,4.907388,5,0.9974186,4
4.139999,822.6729,96.63723,-188.9828,4.909982,5,0.9975764,4
4.16,822.5997,96.64166,-188.9165,4.912495,5,0.997721,4
4.18,822.5266,96.64581,-188.8501,4.914922,5,0.997853,4
4.200001,822.4534,96.64973,-188.7836,4.917258,5,0.9979778,4
4.219997,822.381,96.65337,-188.7176,4.875279,5,0.998096,4
4.239998,822.3084,96.65678,-188.6514,4.886277,5,0.9982082,4
4.259998,822.2358,96.65998,-188.585,4.895452,5,0.9983167,4
4.279999,822.1631,96.66297,-188.5184,4.903169,5,0.9984218,4
4.299999,822.0903,96.66577,-188.4517,4.909717,5,0.9985235,4
4.32,822.0176,96.6684,-188.3848,4.91533,5,0.9986236,4
4.34,821.9448,96.67084,-188.3178,4.920202,5,0.9987219,4
4.360001,821.8726,96.6731,-188.2513,4.880218,5,0.9988182,4
4.379997,821.8002,96.67521,-188.1845,4.89286,5,0.9989122,4
4.399998,821.7278,96.67719,-188.1175,4.903377,5,0.9990037,4
4.419998,821.6553,96.67905,-188.0504,4.912198,5,0.9990924,4
4.439999,821.5827,96.68079,-187.9831,4.919664,5,0.9991779,4
4.459999,821.5107,96.68243,-187.9163,4.881784,5,0.9992601,4
4.48,821.4385,96.68398,-187.8492,4.896133,5,0.9993414,4
4.5,821.3661,96.68543,-187.7819,4.908053,5,0.99942,4
4.52,821.2936,96.68679,-187.7144,4.918038,5,0.9994945,4
4.540001,821.2216,96.68802,-187.6474,4.882233,5,0.9995664,4
4.559998,821.1495,96.68913,-187.5802,4.898263,5,0.9996336,4
4.579998,821.0771,96.69007,-187.5128,4.911554,5,0.9996947,4
4.599998,821.0047,96.69084,-187.4452,4.922648,5,0.9997495,4
4.619999,820.9327,96.69143,-187.3781,4.88769,5,0.9997975,4
4.639999,820.8649,96.69178,-187.3147,4.612232,6,0.9998387,4
4.66,820.8011,96.69193,-187.2551,4.337253,6,0.9998735,4
4.68,820.7413,96.69186,-187.1993,4.062594,6,0.9999021,4
4.700001,820.6855,96.69157,-187.1473,3.788013,6,0.9999253,4
4.719997,820.6301,96.69109,-187.0961,3.749099,6,0.9999427,4
4.739998,820.575,96.69046,-187.0458,3.710155,6,0.9999557,4
4.759998,820.52,96.68971,-186.9964,3.671099,6,0.9999652,4
4.779999,820.4652,96.6889,-186.9482,3.631915,6,0.9999715,4
4.799999,820.4105,96.68806,-186.9012,3.592611,6,0.9999755,4
4.82,820.3557,96.68726,-186.8554,3.553226,6,0.9999778,4
4.84,820.3009,96.68653,-186.8109,3.513812,6,0.9999787,4
4.860001,820.246,96.68591,-186.7679,3.474425,6,0.9999785,4
4.879997,820.1911,96.68541,-186.7263,3.435121,6,0.9999772,4
4.899998,820.136,96.68507,-186.6861,3.395947,6,0.9999751,4
4.919998,820.0809,96.68489,-186.6474,3.356947,6,0.999972,4
4.939999,820.0258,96.68488,-186.6103,3.31816,6,0.9999681,4
4.959999,819.9705,96.68506,-186.5747,3.279603,6,0.999963,4
4.98,819.9152,96.68542,-186.5407,3.241297,6,0.9999568,4
5,819.8599,96.68597,-186.5081,3.203255,6,0.9999494,4
5.02,819.8047,96.68707,-186.4772,3.165516,6,0.9999365,4
5.039997,819.7498,96.68864,-186.4477,3.128017,6,0.9999177,4
5.059998,819.6949,96.69064,-186.4197,3.090709,6,0.9998928,4
5.079998,819.6402,96.69302,-186.3932,3.053567,6,0.9998614,4
5.099998,819.5858,96.69598,-186.3681,3.016647,6,0.9998181,4
5.119999,819.5317,96.69943,-186.3444,2.979898,6,0.9997627,4
5.139999,819.4778,96.7033,-186.322,2.947401,6,0.9996948,4
5.16,819.424,96.70749,-186.3009,2.921626,6,0.9996148,4
5.18,819.3703,96.71192,-186.281,2.901095,6,0.9995249,4
5.200001,819.316,96.71652,-186.2621,2.910748,6,0.9994264,4
5.219997,819.2612,96.72123,-186.2442,2.918033,6,0.9993222,4
5.239998,819.1996,96.72612,-186.2258,3.249155,6,0.9992141,4
5.259998,819.1313,96.73122,-186.2071,3.577638,6,0.9991007,4
5.279999,819.0573,96.73651,-186.1883,3.853736,6,0.9989817,4
5.299999,818.9787,96.74197,-186.1698,4.071747,6,0.998856,4
5.32,818.8965,96.74754,-186.1518,4.244076,6,0.9987256,4
5.34,818.8113,96.75325,-186.1346,4.380364,6,0.9985888,4
5.360001,818.7237,96.75906,-186.1183,4.488145,6,0.9984466,4
5.379997,818.6342,96.76498,-186.1031,4.573342,6,0.9983009,4
5.399998,818.5431,96.77101,-186.0891,4.640638,6,0.9981527,4
5.419998,818.4507,96.77716,-186.0764,4.693743,6,0.9980034,4
5.439999,818.3572,96.78341,-186.0652,4.7356,6,0.997856,4
5.459999,818.2629,96.78976,-186.0553,4.768554,6,0.9977139,4
5.48,818.1678,96.79652,-186.0469,4.79452,6,0.9975896,4
5.5,818.0722,96.80364,-186.04,4.814995,6,0.9974825,4
5.52,817.9761,96.81133,-186.0345,4.831182,6,0.9973984,4
5.539997,817.8796,96.81947,-186.0306,4.844021,6,0.9973351,4
5.559998,817.7828,96.82798,-186.0282,4.854258,6,0.9972892,4
5.579998,817.6858,96.83675,-186.0272,4.86247,6,0.9972603,4
5.599998,817.5886,96.84568,-186.0278,4.869116,6,0.9972472,4
5.619999,817.4913,96.85467,-186.0298,4.874564,6,0.9972448,4
5.639999,817.3939,96.86362,-186.0332,4.879088,6,0.9972491,4
5.66,817.2964,96.87248,-186.0381,4.882896,6,0.9972566,4
5.68,817.1991,96.88121,-186.0443,4.886143,6,0.9972612,4
5.699997,817.1017,96.88979,-186.0519,4.88893,6,0.9972579,4
5.719997,817.0045,96.89823,-186.0608,4.891318,6,0.9972486,4
5.739998,816.9074,96.90655,-186.071,4.893362,6,0.9972351,4
5.759998,816.8104,96.91474,-186.0825,4.89511,6,0.9972188,4
5.779999,816.7135,96.92284,-186.0952,4.896989,7,0.9972049,4
5.799999,816.6168,96.93082,-186.1091,4.898923,7,0.9971942,4
5.82,816.5201,96.9387,-186.1241,4.900839,7,0.9971871,4
5.84,816.4235,96.94644,-186.1401,4.902678,7,0.9971849,4
5.859997,816.3271,96.95404,-186.157,4.90441,7,0.9971865,4
5.879997,816.2308,96.96149,-186.1748,4.906011,7,0.9971911,4
5.899998,816.1346,96.96879,-186.1933,4.907474,7,0.9971973,4
5.919998,816.0385,96.97595,-186.2125,4.908793,7,0.9972041,4
5.939999,815.9424,96.98298,-186.2323,4.909971,7,0.9972119,4
5.959999,815.8465,96.98989,-186.2526,4.91102,7,0.9972209,4
5.98,815.7507,96.99671,-186.2734,4.911948,7,0.9972261,4
6,815.655,97.00347,-186.2946,4.912756,7,0.9972277,4
6.02,815.5593,97.01021,-186.3162,4.913448,7,0.9972259,4
6.039997,815.4637,97.01695,-186.3381,4.91403,7,0.9972196,4
6.059998,815.3682,97.02374,-186.3604,4.914505,7,0.9972096,4
6.079998,815.2727,97.03057,-186.3828,4.91488,7,0.9971972,4
6.099998,815.1773,97.03751,-186.4056,4.915168,7,0.9971828,4
6.119999,815.082,97.04453,-186.4285,4.915377,7,0.997176,4
6.139999,814.9867,97.05161,-186.4517,4.91554,7,0.9971771,4
6.16,814.8914,97.05872,-186.475,4.915682,7,0.9971883,4
6.18,814.7961,97.06585,-186.4985,4.915836,7,0.9972103,4
6.199997,814.7009,97.07294,-186.5222,4.916022,7,0.9972405,4
6.219997,814.6055,97.07996,-186.546,4.916257,7,0.9972773,4
6.239998,814.5103,97.08689,-186.5699,4.916548,7,0.9973187,4
6.259998,814.415,97.0937,-186.594,4.916896,7,0.9973634,4
6.279999,814.3206,97.10035,-186.6179,4.873064,7,0.9974042,4
6.299999,814.226,97.1069,-186.642,4.882316,7,0.9974402,4
6.32,814.1314,97.1134,-186.6662,4.889818,7,0.9974672,4
6.34,814.0367,97.11987,-186.6906,4.895893,7,0.9974873,4
6.359997,813.9419,97.12635,-186.715,4.900808,7,0.9975021,4
6.379997,813.8471,97.13287,-186.7395,4.904779,7,0.997513,4
6.399998,813.7523,97.13945,-186.7642,4.907985,7,0.9975211,4
6.419998,813.6575,97.14611,-186.7888,4.910567,7,0.9975273,4
6.439999,813.5626,97.15282,-186.8136,4.91265,7,0.997544,4
6.459999,813.4676,97.15954,-186.8385,4.914358,7,0.9975775,4
6.48,813.3726,97.1662,-186.8634,4.915816,7,0.9976237,4
6.5,813.2775,97.17275,-186.8885,4.917113,7,0.9976792,4
6.519997,813.1832,97.17911,-186.9133,4.87409,7,0.997741,4
6.539997,813.0887,97.1853,-186.9383,4.884044,7,0.9978067,4
6.559998,812.994,97.19127,-186.9634,4.892207,7,0.9978744,4
6.579998,812.8992,97.19703,-186.9886,4.898949,7,0.9979426,4
6.599998,812.8043,97.20257,-187.0138,4.904555,7,0.9980071,4
6.619999,812.7094,97.20792,-187.0392,4.90924,7,0.9980604,4
6.639999,812.6143,97.21315,-187.0645,4.91315,7,0.9981047,4
6.66,812.5193,97.21829,-187.09,4.916412,7,0.998142,4
6.679996,812.4243,97.2234,-187.1155,4.919134,7,0.998174,4
6.699997,812.3301,97.22846,-187.1408,4.877161,7,0.9982019,4
6.719997,812.2357,97.23358,-187.1662,4.887885,7,0.9982269,4
6.739998,812.1412,97.23878,-187.1917,4.896547,7,0.99825,4
6.759998,812.0465,97.24404,-187.2173,4.903553,7,0.9982893,4
6.779999,811.9516,97.24929,-187.243,4.909306,8,0.9983404,4
6.799999,811.8566,97.25446,-187.2687,4.914059,8,0.9983997,4
6.82,811.7615,97.2595,-187.2944,4.917962,8,0.9984641,4
6.84,811.6671,97.26433,-187.3197,4.87691,8,0.9985314,4
6.859997,811.5723,97.26896,-187.3448,4.888297,8,0.9985996,4
6.879997,811.4773,97.27335,-187.3696,4.897442,8,0.9986674,4
6.899998,811.3819,97.27751,-187.394,4.904811,8,0.9987337,4
6.919998,811.2863,97.28142,-187.4178,4.910786,8,0.9987977,4
6.939999,811.1904,97.2851,-187.441,4.915678,8,0.9988555,4
6.959999,811.0944,97.28859,-187.4635,4.919712,8,0.998905,4
6.98,810.9989,97.29191,-187.4851,4.878813,8,0.9989481,4
7,810.9031,97.29515,-187.506,4.890465,8,0.9989863,4
7.019997,810.8068,97.29836,-187.526,4.89995,8,0.9990209,4
7.039997,810.7103,97.30159,-187.5452,4.907707,8,0.9990528,4
7.059998,810.6136,97.30486,-187.5636,4.914094,8,0.9990828,4
7.079998,810.5165,97.3082,-187.5812,4.919391,8,0.9991116,4
7.099998,810.4201,97.31155,-187.5979,4.879598,8,0.9991509,4
7.119999,810.3232,97.31484,-187.6137,4.892231,8,0.9991972,4
7.139999,810.2259,97.31802,-187.6288,4.902653,8,0.999248,4
7.16,810.1283,97.32104,-187.6431,4.911333,8,0.9993007,4
7.179996,810.0305,97.32387,-187.6566,4.918638,8,0.9993536,4
7.199997,809.9332,97.32646,-187.6693,4.880617,8,0.9994056,4
7.219997,809.8356,97.32882,-187.6813,4.894783,8,0.9994556,4
7.239998,809.7377,97.33093,-187.6926,4.906492,8,0.999503,4
7.259998,809.6395,97.3328,-187.7032,4.916228,8,0.9995474,4
7.279999,809.5411,97.33443,-187.7132,4.924371,8,0.9995878,4
7.299999,809.4434,97.33582,-187.7225,4.886915,8,0.9996237,4
7.32,809.3453,97.33707,-187.7312,4.901531,8,0.9996561,4
7.339996,809.2471,97.33817,-187.7393,4.913517,8,0.9996859,4
7.359997,809.1486,97.33919,-187.7468,4.923383,8,0.9997136,4
7.379997,809.0507,97.34012,-187.7538,4.88725,8,0.9997395,4
7.399998,808.9525,97.34102,-187.7603,4.902862,8,0.9997641,4
7.419998,808.8541,97.34191,-187.7663,4.915607,8,0.9997874,4
7.439999,808.7554,97.34278,-187.7718,4.926059,8,0.9998116,4
7.459999,808.6572,97.34359,-187.7768,4.89039,8,0.9998369,4
7.48,808.5588,97.34428,-187.7814,4.906428,8,0.9998616,4
7.499996,808.4601,97.34484,-187.7856,4.919575,8,0.999885,4
7.519997,808.362,97.34525,-187.7893,4.886162,8,0.9999064,4
7.539997,808.2636,97.34547,-187.7927,4.903974,8,0.9999254,4
7.559998,808.1649,97.34552,-187.7957,4.918542,8,0.999942,4
7.579998,808.0668,97.34539,-187.7984,4.886261,8,0.9999562,4
7.599998,807.9683,97.34507,-187.8006,4.904952,8,0.9999681,4
7.619999,807.8695,97.34457,-187.8026,4.920198,8,0.9999777,4
7.639999,807.7714,97.34393,-187.8043,4.888412,8,0.9999853,4
7.66,807.6729,97.34312,-187.8056,4.907483,8,0.9999911,4
7.679996,807.5742,97.34219,-187.8066,4.922996,8,0.9999954,4
7.699997,807.476,97.34115,-187.8074,4.891364,8,0.9999982,4
7.719997,807.3775,97.34,-187.8079,4.910556,8,0.9999996,4
7.739998,807.2787,97.33878,-187.8081,4.926146,8,0.9999999,4
7.759998,807.1805,97.33748,-187.8081,4.894528,8,0.999999,4
7.779999,807.0819,97.33612,-187.8078,4.913697,9,0.9999969,4
7.799999,806.983,97.3347,-187.8072,4.929216,9,0.9999935,4
7.82,806.8847,97.33322,-187.8064,4.897472,9,0.9999889,4
7.839996,806.7861,97.33167,-187.8052,4.916575,9,0.999983,4
