time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow
0.009139299,726.9816,78.81439,-8.94661,0.3600717,4,0.9999996,1,0,0,0,0,78.34859
0.1291392,726.9985,78.84715,-9.135279,2.469142,4,0.9999642,1,0,0,0,0,78.35197
0.2491391,727.0375,78.86611,-9.570235,4.490279,4,0.9998943,1,0,0,0,0,78.35978
0.369139,727.098,78.87724,-10.24194,6.430065,4,0.9998449,1,0,0,0,0,78.37225
0.4691391,727.1639,78.88747,-10.97557,7.98925,4,0.9998251,1,0,0,0,0,78.38637
0.589139,727.2604,78.90556,-12.05674,9.795366,4,0.9998119,1,0,0,0,0,78.4079
0.7091389,727.3738,78.93098,-13.34913,11.53356,4,0.9998004,1,0,0,0,0,78.43465
0.809139,727.4789,78.95722,-14.58184,12.93194,4,0.9997887,1,0,0,0,0,78.46116
0.9291389,727.6138,78.99413,-16.24157,14.55178,4,0.9997723,1,0,0,0,0,78.49818
1.049139,727.7531,79.03664,-18.09153,16.11012,4,0.9997547,1,0,0,0,0,78.54095
1.169139,727.8895,79.08475,-20.12494,17.60901,4,0.9997382,1,0,0,0,0,78.58902
1.289139,728.0135,79.13831,-22.33524,19.05037,4,0.9997236,1,0,0,0,0,78.64185
1.389139,728.0992,79.18674,-24.30765,20.20878,4,0.9997156,1,0,0,0,0,78.68948
1.509139,728.1682,79.24852,-26.82552,21.54882,4,0.9997129,1,0,0,0,0,78.74953
1.629139,728.1837,79.32346,-29.49933,22.83364,4,0.9995379,1,0,0,0,0,78.87312
1.749139,728.1266,79.43227,-32.32265,24.05857,4,0.9994345,1,0,0,0,0,78.93662
1.869138,727.9788,79.52423,-35.2916,25.23903,4,0.9997733,1,0,0,0,0,78.93776
1.989138,727.7274,79.54868,-38.39423,26.39151,4,0.9999207,1,0,0,0,0,78.9816
2.109138,727.3658,79.54442,-41.62079,27.50677,4,0.9999378,1,0,0,0,0,79.02004
2.209139,726.9791,79.54928,-44.39972,28.40693,4,0.9999449,1,0,1,0,0,79.04775
2.329139,726.4171,79.57527,-47.83665,29.45339,4,0.9999358,1,0,1,0,0,79.09687
2.449138,725.7581,79.6265,-51.38048,30.46287,4,0.9999012,1,0,1,0,0,79.16248
2.569138,725.0172,79.7029,-55.02832,31.43475,4,0.9998428,1,0,1,0,0,79.24429
2.689138,724.2148,79.80179,-58.77908,32.3684,4,0.9997647,1,0,1,0,0,79.34355
2.809138,723.3755,79.92025,-62.63313,33.26318,4,0.9996708,1,0,1,0,0,79.4609
2.929138,722.5272,80.05697,-66.59181,34.11814,4,0.9995624,1,0,1,0,0,79.59715
3.029138,721.8373,80.18534,-69.96997,34.72188,4,0.9994541,0.6137238,0,1,0,0,79.72781
3.149138,721.0824,80.35384,-73.99813,33.41431,4,0.9993031,0,0,1,0,0,79.89912
3.269138,720.4657,80.53254,-77.81963,31.50798,4,0.9991223,0,0,1,0,0,80.0795
3.389138,719.9967,80.72394,-81.48958,30.46727,4,0.9989077,0,0.3075085,1,0,0,80.27358
3.509138,719.6842,80.92784,-85.03208,29.06874,4,0.9986535,0,0.4197664,1,0,0,80.47511
3.629138,719.5427,81.14041,-88.3891,27.25189,4,0.9983431,0,0.5554314,1,0,0,80.69344
3.749138,719.5775,81.35979,-91.52702,25.48127,4,0.9979665,0,0.4821525,1,0,0,80.9077
3.849138,719.7401,81.5481,-93.97878,24.05991,4,0.9975914,0,0.4632983,1,0,0,81.0967
3.969138,720.092,81.78088,-96.72884,22.6788,4,0.9970349,0,0.1828055,1,0,0,81.33493
4.089138,720.6183,82.02534,-99.314,21.5312,4,0.9963927,0,0,1,0,0,81.58452
4.209138,721.3226,82.28333,-101.7438,21.07157,4,0.9956085,0.2200302,0,1,0,0,81.83238
4.329138,722.2145,82.66782,-104.0051,20.6795,4,0.956983,0,0,2,0,0,82.11826
4.449138,723.2228,83.41961,-106.1777,20.85129,2,0.9643311,0.6738068,0,2,0,0,82.6488
4.569138,724.3092,83.79922,-108.4354,20.40057,0,0.9955368,0.6702973,0,2,0,0,82.8645
4.689137,725.4012,84.02625,-110.6856,19.59252,0,0.9887745,0,0.3473821,2,0,0,83.07958
4.809137,726.4987,84.11217,-112.9223,18.3542,0,0.9564877,0,0.1912775,2,0,0,83.30294
4.929137,727.6092,84.47174,-114.9704,13.84879,2,0.9182831,0,1,2,0,0,83.54344
5.049137,728.6747,84.72488,-116.72,12.32095,0,0.8685139,0,0.6187363,2,0,0,83.7132
5.169137,729.7023,84.86819,-118.2135,9.111629,2,0.8478787,0,1,2,0,0,83.86846
5.289137,730.6597,84.90703,-119.0741,8.510684,2,0.9041756,1,0,2,0,0,84.00992
5.409137,731.8052,84.86504,-119.473,10.63603,2,0.9725412,1,0,2,0,0,84.15328
5.529137,733.123,84.76263,-119.5918,12.07578,4,0.9990397,0.675766,0,2,0,0,84.30363
5.649137,734.5731,84.82858,-119.6089,12.43462,4,0.9925181,0.3371666,0,2,0,0,84.46848
5.769137,736.054,85.06505,-119.5917,12.49836,4,0.9921284,0.1048981,0,2,0,0,84.64007
5.889137,737.5415,85.30813,-119.5932,12.67798,4,0.9921035,0.3871048,0,2,0,0,84.81699
6.009137,739.0655,85.52101,-119.6519,12.88107,4,0.9920737,0.1759254,0,2,0,0,85.00398
6.129137,740.4521,85.69269,-119.7858,11.03045,4,0.9919782,0,0.3104618,2,0,0,85.17622
6.249137,741.683,85.84386,-120.0242,10.14854,4,0.991797,0,0,2,0,0,85.33885
6.369137,742.7466,86.15132,-120.3419,9.793234,4,0.9755398,0.1311348,0,2,0,0,85.48974
6.489137,743.7573,86.63779,-120.6671,9.594483,0,0.9293022,0.2689392,0,2,0,0,86.06789
6.609137,744.8263,86.74111,-121.1446,9.560501,2,0.9322696,0.3945305,0,2,0,0,86.13802
6.729136,745.775,86.80374,-121.7793,8.090483,3,0.9569721,0,0.9101424,2,0,0,86.22179
6.849136,746.3965,86.81097,-122.3304,5.867153,4,0.9758208,0,0.4361123,2,0,0,86.28665
6.969136,746.8181,86.81987,-122.7757,4.053585,4,0.9843258,0,1,2,0,0,86.33896
7.089136,747.1106,86.80783,-122.9497,1.986023,4,0.9759254,0,0.4951679,2,0,0,86.35938
7.209136,747.3732,86.78739,-122.9422,0.9450742,4,0.9600957,0,0.2739703,2,0,0,86.36134
7.329136,747.4714,86.80036,-122.9412,0.3341857,4,0.9626691,0,0,2,0,0,86.36227
7.449137,747.4944,86.8239,-122.9413,0.05753741,4,0.9733962,0,0,2,0,0,86.36252
7.569137,747.5435,86.85085,-122.9882,1.371898,4,0.9832612,1,0,2,0,0,86.36772
7.689137,747.7463,86.89264,-123.2114,3.343725,4,0.9896402,1,0,2,0,0,86.39391
