time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,436.466,33.348,-152.336,0.340,4,1.000,5,0.528,1.000,0.000,0.059
0.040,436.454,33.346,-152.342,0.677,4,1.000,5,0.526,1.000,0.000,0.059
0.060,436.437,33.342,-152.350,1.012,4,1.000,5,0.522,1.000,0.000,0.059
0.080,436.413,33.338,-152.361,1.344,4,1.000,5,0.517,1.000,0.000,0.059
0.100,436.383,33.334,-152.375,1.673,4,1.000,5,0.512,1.000,0.000,0.059
0.120,436.347,33.329,-152.391,1.999,4,1.000,5,0.507,1.000,0.000,0.059
0.140,436.306,33.325,-152.410,2.323,4,1.000,6,0.501,1.000,0.000,0.068
0.160,436.258,33.320,-152.432,2.644,4,1.000,6,0.496,1.000,0.000,0.067
0.180,436.205,33.316,-152.457,2.963,4,1.000,6,0.491,1.000,0.000,0.067
0.200,436.146,33.312,-152.484,3.279,4,1.000,6,0.486,1.000,0.000,0.066
0.220,436.081,33.308,-152.514,3.593,4,1.000,6,0.481,1.000,0.000,0.066
0.240,436.011,33.306,-152.546,3.904,4,1.000,6,0.477,1.000,0.000,0.065
0.260,435.934,33.304,-152.581,4.213,4,1.000,6,0.473,1.000,0.000,0.064
0.280,435.853,33.302,-152.618,4.519,4,1.000,6,0.470,1.000,0.000,0.062
0.300,435.765,33.301,-152.658,4.823,4,0.999,6,0.467,1.000,0.000,0.061
0.320,435.672,33.301,-152.701,5.126,4,0.999,6,0.465,1.000,0.000,0.060
0.340,435.574,33.302,-152.745,5.426,4,0.999,6,0.465,1.000,0.000,0.058
0.360,435.469,33.305,-152.793,5.724,4,0.999,6,0.466,1.000,0.000,0.057
0.380,435.360,33.309,-152.842,5.987,4,0.999,6,0.468,0.893,0.000,0.055
0.400,435.247,33.313,-152.893,6.193,4,0.999,6,0.471,0.709,0.000,0.053
0.420,435.131,33.319,-152.945,6.355,4,1.000,6,0.474,0.565,0.000,0.052
0.440,435.012,33.324,-152.998,6.482,4,1.000,7,0.477,0.451,0.000,0.055
0.460,434.892,33.331,-153.051,6.582,4,1.000,7,0.481,0.363,0.000,0.053
0.480,434.769,33.337,-153.105,6.661,4,1.000,7,0.486,0.292,0.000,0.051
0.500,434.646,33.343,-153.160,6.724,4,1.000,7,0.490,0.237,0.000,0.049
