time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,515.171,82.333,-132.878,0.340,3,1.000,5,0.530,1.000,0.000,0.010
0.040,515.159,82.332,-132.884,0.677,3,1.000,5,0.529,1.000,0.000,0.010
0.060,515.142,82.332,-132.893,1.012,3,1.000,5,0.528,1.000,0.000,0.010
0.080,515.119,82.331,-132.905,1.344,3,1.000,5,0.527,1.000,0.000,0.009
0.100,515.090,82.329,-132.920,1.674,3,0.999,5,0.525,1.000,0.000,0.009
0.120,515.055,82.327,-132.938,2.001,3,0.999,5,0.523,1.000,0.000,0.008
0.140,515.014,82.325,-132.958,2.324,3,0.998,5,0.520,1.000,0.000,0.007
0.160,514.967,82.322,-132.981,2.645,3,0.998,5,0.517,1.000,0.000,0.007
0.180,514.915,82.319,-133.006,2.963,3,0.997,5,0.514,1.000,0.000,0.006
0.200,514.856,82.316,-133.034,3.278,3,0.996,5,0.511,1.000,0.000,0.005
0.220,514.792,82.313,-133.064,3.589,3,0.995,5,0.507,1.000,0.000,0.004
0.240,514.723,82.310,-133.097,3.898,3,0.993,5,0.503,1.000,0.000,0.003
0.260,514.647,82.307,-133.132,4.204,4,0.992,5,0.500,1.000,0.000,0.003
0.280,514.566,82.306,-133.169,4.507,4,0.991,5,0.497,1.000,0.000,0.002
0.300,514.479,82.305,-133.209,4.808,4,0.989,5,0.496,1.000,0.000,0.001
0.320,514.386,82.305,-133.251,5.107,4,0.988,5,0.493,1.000,0.000,0.001
0.340,514.288,82.307,-133.295,5.403,4,0.987,5,0.492,1.000,0.000,0.000
0.360,514.184,82.311,-133.342,5.698,4,0.987,6,0.492,1.000,0.000,-0.009
0.380,514.074,82.317,-133.391,5.964,4,0.986,6,0.494,0.911,0.000,-0.009
0.400,513.961,82.324,-133.441,6.172,4,0.986,6,0.497,0.725,0.000,-0.008
0.420,513.845,82.331,-133.492,6.335,4,0.987,6,0.500,0.580,0.000,-0.007
0.440,513.726,82.340,-133.544,6.464,4,0.987,6,0.504,0.465,0.000,-0.006
0.460,513.605,82.348,-133.597,6.565,4,0.987,6,0.508,0.375,0.000,-0.004
0.480,513.483,82.357,-133.651,6.646,4,0.988,6,0.513,0.304,0.000,-0.003
0.500,513.360,82.365,-133.704,6.710,4,0.989,6,0.516,0.248,0.000,-0.001
0.520,513.235,82.373,-133.758,6.761,4,0.989,6,0.519,0.203,0.000,0.001
0.540,513.110,82.381,-133.813,6.801,4,0.990,6,0.522,0.168,0.000,0.003
0.560,512.984,82.387,-133.867,6.834,4,0.991,6,0.524,0.139,0.000,0.005
0.580,512.857,82.393,-133.921,6.860,4,0.991,6,0.525,0.116,0.000,0.007
0.600,512.731,82.399,-133.975,6.881,4,0.992,6,0.526,0.098,0.000,0.008
0.620,512.603,82.404,-134.030,6.898,4,0.993,7,0.526,0.083,0.000,-0.011
0.640,512.476,82.408,-134.084,6.912,4,0.993,7,0.525,0.071,0.000,-0.009
0.660,512.348,82.411,-134.138,6.923,4,0.994,7,0.524,0.062,0.000,-0.008
0.680,512.220,82.414,-134.192,6.932,4,0.994,7,0.523,0.054,0.000,-0.006
0.700,512.093,82.416,-134.246,6.877,4,0.995,7,0.522,0.047,0.000,-0.004
0.720,511.966,82.418,-134.299,6.896,4,0.995,7,0.520,0.086,0.000,-0.003
0.740,511.839,82.419,-134.353,6.911,4,0.996,7,0.518,0.073,0.000,-0.001
0.760,511.711,82.420,-134.406,6.923,4,0.996,7,0.516,0.062,0.000,0.001
0.780,511.583,82.421,-134.460,6.933,4,0.996,7,0.514,0.054,0.000,0.003
0.800,511.456,82.422,-134.513,6.878,4,0.997,7,0.511,0.047,0.000,0.005
0.820,511.328,82.422,-134.566,6.898,4,0.997,7,0.508,0.085,0.000,0.006
0.840,511.201,82.423,-134.619,6.913,4,0.998,7,0.506,0.072,0.000,0.008
0.860,511.073,82.423,-134.673,6.925,4,0.998,8,0.503,0.061,0.000,-0.020
0.880,510.944,82.423,-134.726,6.935,4,0.998,8,0.503,0.053,0.000,-0.019
0.900,510.817,82.424,-134.779,6.880,4,0.998,8,0.503,0.046,0.000,-0.017
0.920,510.690,82.424,-134.831,6.899,4,0.999,8,0.503,0.084,0.000,-0.016
