time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,23.775,0.476,-629.719,8.959,14.495,4,7.800,0.092,"",0.000,0.000,0.000,23.775,0.000,1.000,124.524
0.040,23.782,0.951,-629.711,8.958,14.019,4,7.982,0.016,"",0.113,0.000,0.000,23.782,0.000,1.000,124.049
0.060,23.788,1.427,-629.703,8.956,13.543,4,8.166,0.026,"",0.109,0.000,-0.001,23.788,0.000,1.000,123.573
0.080,23.795,1.903,-629.695,8.953,13.067,4,8.354,0.047,"",0.106,0.000,0.003,23.795,0.000,1.000,123.097
0.100,23.800,2.379,-629.687,8.950,12.591,4,8.551,0.055,"",0.103,0.000,-0.004,23.801,0.000,1.000,122.621
0.120,23.806,2.856,-629.679,8.946,12.115,4,8.756,0.056,"",0.100,0.000,0.005,23.806,0.000,1.000,122.144
0.140,23.811,3.332,-629.671,8.942,11.639,4,8.964,0.053,"",0.097,0.000,-0.006,23.812,0.000,1.000,121.668
0.160,23.816,3.808,-629.664,8.938,11.162,4,9.170,0.047,"",0.094,0.000,0.007,23.816,0.000,1.000,121.192
0.180,23.821,4.285,-629.656,8.933,10.686,4,9.369,0.041,"",0.092,0.000,-0.008,23.821,0.000,1.000,120.715
0.200,23.825,4.761,-629.648,8.929,10.209,4,9.556,0.035,"",0.090,0.000,0.008,23.825,0.000,1.000,120.239
0.220,23.829,5.238,-629.640,8.924,9.733,4,9.727,0.030,"",0.088,0.000,-0.009,23.829,0.000,1.000,119.762
0.240,23.832,5.715,-629.632,8.919,9.256,4,9.879,0.024,"",0.086,0.000,0.009,23.833,0.000,1.000,119.285
0.260,23.836,6.192,-629.624,8.915,8.780,4,10.011,0.020,"",0.084,0.000,-0.009,23.836,0.000,1.000,118.809
0.280,23.839,6.668,-629.616,8.911,8.303,4,10.121,0.016,"",0.082,0.000,0.010,23.839,0.000,1.000,118.332
0.300,23.842,7.145,-629.608,8.906,7.826,4,10.208,0.013,"",0.080,0.000,-0.010,23.842,0.000,1.000,117.855
0.320,23.845,7.622,-629.601,8.902,7.349,4,10.275,0.011,"",0.079,0.000,0.010,23.845,0.000,1.000,117.378
0.340,23.847,8.099,-629.593,8.899,6.872,4,10.321,0.009,"",0.078,0.000,-0.010,23.848,0.000,1.000,116.901
0.360,23.850,8.576,-629.585,8.895,6.395,4,10.349,0.007,"",0.076,0.000,0.010,23.850,0.000,1.000,116.424
0.380,23.852,9.053,-629.577,8.892,5.918,4,10.360,0.006,"",0.075,0.000,-0.010,23.852,0.000,1.000,115.947
0.400,23.854,9.530,-629.569,8.889,5.441,4,10.356,0.004,"",0.074,0.000,0.010,23.854,0.000,1.000,115.470
0.420,23.856,10.007,-629.561,8.886,4.964,4,10.340,0.004,"",0.073,0.000,-0.011,23.856,0.000,1.000,114.993
0.440,23.858,10.484,-629.553,8.883,4.487,4,10.314,0.003,"",0.072,0.000,0.011,23.858,0.000,1.000,114.516
0.460,23.859,10.962,-629.545,8.880,4.010,4,10.279,0.002,"",0.071,0.000,-0.011,23.859,0.000,1.000,114.038
0.480,23.861,11.439,-629.538,8.878,3.533,4,10.239,0.002,"",0.070,0.000,0.011,23.861,0.000,1.000,113.561
0.500,23.862,11.916,-629.530,8.876,3.056,4,10.194,0.001,"",0.070,0.000,-0.011,23.862,0.000,1.000,113.084
0.520,23.864,12.393,-629.522,8.874,2.579,4,10.147,0.001,"",0.069,0.000,0.011,23.864,0.000,1.000,112.607
0.540,23.865,12.871,-629.514,8.872,2.101,4,10.099,0.001,"",0.068,0.000,-0.011,23.865,0.000,1.000,112.129
0.560,23.866,13.348,-629.506,8.870,1.624,4,10.051,0.001,"",0.068,0.000,0.011,23.866,0.000,1.000,111.652
0.580,23.867,13.825,-629.498,8.868,1.147,4,10.005,0.000,"",0.067,0.000,-0.011,23.867,0.000,1.000,111.175
0.600,23.868,14.303,-629.490,8.866,0.670,4,9.962,0.000,"",0.066,0.000,0.011,23.868,0.000,1.000,110.697
0.620,23.869,14.780,-629.482,8.865,0.192,4,9.922,0.000,"",0.066,0.000,-0.011,23.869,0.000,1.000,110.220
0.640,23.870,15.257,-629.475,8.863,-0.285,4,9.885,0.000,"",0.066,0.000,0.011,23.870,0.000,1.000,109.743
0.660,23.871,15.735,-629.467,8.861,-0.762,4,9.853,0.000,"",0.065,0.000,-0.011,23.871,0.000,1.000,109.265
