time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-626.515,8.959,14.310,4,7.800,0.050,"Ground_80_240:(0.00, 1.00, 0.00)",0.000,0.000,0.000,35.662,0.000,1.000,124.287
0.040,35.661,1.427,-626.503,8.958,13.597,4,7.909,0.007,"",0.169,0.000,0.000,35.661,0.000,1.000,123.573
0.060,35.660,2.140,-626.492,8.955,12.883,4,8.026,0.021,"",0.170,0.000,-0.001,35.660,0.000,1.000,122.860
0.080,35.660,2.853,-626.480,8.953,12.170,4,8.153,0.038,"",0.170,0.000,0.002,35.660,0.000,1.000,122.147
0.100,35.659,3.567,-626.468,8.949,11.457,4,8.297,0.048,"",0.170,0.000,0.003,35.659,0.000,1.000,121.433
0.120,35.659,4.280,-626.456,8.945,10.744,4,8.459,0.051,"",0.170,0.000,-0.004,35.659,0.000,1.000,120.720
0.140,35.658,4.993,-626.444,8.940,10.031,4,8.636,0.051,"",0.171,0.000,-0.005,35.659,0.000,1.000,120.007
0.160,35.658,5.706,-626.433,8.936,9.317,4,8.826,0.049,"",0.171,0.000,0.006,35.658,0.000,1.000,119.294
0.180,35.658,6.420,-626.421,8.930,8.604,4,9.021,0.045,"",0.171,0.000,0.007,35.658,0.000,1.000,118.580
0.200,35.658,7.133,-626.409,8.925,7.891,4,9.218,0.040,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.867
0.220,35.658,7.846,-626.397,8.919,7.178,4,9.409,0.035,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.154
0.240,35.658,8.559,-626.386,8.913,6.465,4,9.591,0.030,"",0.171,0.000,0.009,35.658,0.000,1.000,116.441
0.260,35.658,9.272,-626.374,8.908,5.752,4,9.759,0.025,"",0.171,0.000,0.009,35.658,0.000,1.000,115.728
0.280,35.658,9.986,-626.362,8.902,5.039,4,9.910,0.021,"",0.171,0.000,-0.010,35.658,0.000,1.000,115.014
0.300,35.658,10.699,-626.350,8.896,4.326,4,10.041,0.017,"",0.171,0.000,-0.010,35.658,0.000,1.000,114.301
0.320,35.658,11.412,-626.338,8.891,3.613,4,10.151,0.014,"",0.171,0.000,0.010,35.658,0.000,1.000,113.588
0.340,35.658,12.125,-626.327,8.886,2.900,4,10.241,0.011,"",0.171,0.000,0.010,35.658,0.000,1.000,112.875
0.360,35.658,12.838,-626.315,8.881,2.186,4,10.309,0.009,"",0.171,0.000,-0.010,35.658,0.000,1.000,112.162
0.380,35.658,13.551,-626.303,8.876,1.473,4,10.357,0.007,"",0.171,0.000,-0.010,35.658,0.000,1.000,111.449
0.400,35.658,14.265,-626.291,8.871,0.760,4,10.385,0.005,"",0.171,0.000,0.011,35.658,0.000,1.000,110.735
0.420,35.658,14.978,-626.280,8.867,0.047,4,10.397,0.004,"",0.171,0.000,0.011,35.658,0.000,1.000,110.022
0.440,35.658,15.691,-626.268,8.862,-0.666,4,10.394,0.003,"",0.171,0.000,-0.011,35.658,0.000,1.000,109.309
0.460,35.658,16.404,-626.256,8.859,-1.379,4,10.377,0.002,"",0.171,0.000,-0.011,35.658,0.000,1.000,108.596
0.480,35.658,17.117,-626.244,8.855,-2.092,4,10.350,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.883
0.500,35.658,17.830,-626.232,8.851,-2.805,4,10.314,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.170
0.520,35.658,18.543,-626.221,8.848,-3.518,4,10.271,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,106.457
0.540,35.658,19.257,-626.209,8.845,-4.231,4,10.224,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,105.743
0.560,35.658,19.970,-626.197,8.842,-4.944,4,10.174,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,105.030
0.580,35.658,20.683,-626.185,8.839,-5.657,4,10.122,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,104.317
0.600,35.658,21.396,-626.174,8.836,-6.370,4,10.072,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,103.604
0.620,35.658,22.109,-626.162,8.833,-7.083,4,10.023,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,102.891
0.640,35.658,22.822,-626.150,8.831,-7.796,4,9.976,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,102.178
0.660,35.658,23.536,-626.138,8.828,-8.509,4,9.933,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,101.464
0.680,35.658,24.249,-626.127,8.825,-9.222,4,9.894,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.751
0.700,35.658,24.962,-626.115,8.823,-9.936,4,9.859,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.038
0.720,35.658,25.675,-626.103,8.820,-10.649,4,9.828,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,99.325
0.740,35.658,26.388,-626.091,8.818,-11.362,4,9.802,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,98.612
0.760,35.658,27.101,-626.080,8.815,-12.075,4,9.781,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,97.899
0.780,35.658,27.815,-626.068,8.813,-12.788,4,9.764,0.000,"",0.171,0.000,-0.011,35.659,0.000,1.000,97.185
