time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-626.523,8.809,14.785,4,7.800,0.092,"Ground_80_240:(0.00, 1.00, 0.00)",0.000,0.000,0.000,11.887,0.000,1.000,124.762
0.040,11.898,0.476,-626.519,8.808,14.547,4,8.094,0.057,"Ground_80_320:(0.00, 1.00, 0.00)",0.056,0.000,0.000,11.898,0.000,1.000,124.524
0.060,11.907,0.714,-626.515,8.806,14.309,4,8.382,0.028,"Ground_80_320:(0.00, 1.00, 0.00)",0.051,0.000,0.000,11.907,0.000,1.000,124.286
0.080,11.807,0.950,-626.511,8.803,14.073,4,8.656,0.005,"Ground_80_320:(0.00, 1.00, 0.00)",0.047,0.000,0.001,11.808,0.000,1.000,124.050
0.100,11.829,1.187,-626.507,8.800,13.836,4,8.908,0.013,"Ground_80_320:(0.00, 1.00, 0.00)",0.096,0.000,-0.002,11.829,0.000,1.000,123.813
0.120,11.847,1.424,-626.503,8.797,13.599,4,9.146,0.026,"Ground_80_320:(0.00, 1.00, 0.00)",0.086,0.000,-0.003,11.848,0.000,1.000,123.576
0.140,11.863,1.661,-626.500,8.794,13.362,4,9.361,0.036,"Ground_80_320:(0.00, 1.00, 0.00)",0.076,0.000,0.004,11.864,0.000,1.000,123.339
0.160,11.877,1.899,-626.496,8.790,13.124,4,9.554,0.042,"Ground_80_320:(0.00, 1.00, 0.00)",0.068,0.000,0.005,11.878,0.000,1.000,123.101
0.180,11.889,2.137,-626.492,8.787,12.887,4,9.723,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.061,0.000,-0.005,11.890,0.000,1.000,122.863
0.200,11.900,2.375,-626.488,8.784,12.649,4,9.869,0.047,"Ground_80_320:(0.00, 1.00, 0.00)",0.055,0.000,-0.006,11.901,0.000,1.000,122.625
0.220,11.909,2.613,-626.484,8.780,12.410,4,9.991,0.048,"Ground_80_320:(0.00, 1.00, 0.00)",0.050,0.000,0.007,11.910,0.000,1.000,122.387
0.240,11.810,2.849,-626.480,8.777,12.174,4,10.092,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.045,0.000,0.007,11.811,0.000,1.000,122.151
0.260,11.831,3.086,-626.476,8.774,11.937,4,10.170,0.044,"Ground_80_320:(0.00, 1.00, 0.00)",0.095,0.000,-0.008,11.832,0.000,1.000,121.914
0.280,11.850,3.323,-626.472,8.771,11.700,4,10.230,0.041,"Ground_80_320:(0.00, 1.00, 0.00)",0.084,0.000,-0.009,11.850,0.000,1.000,121.677
0.300,11.866,3.560,-626.468,8.768,11.463,4,10.271,0.038,"Ground_80_320:(0.00, 1.00, 0.00)",0.075,0.000,0.009,11.866,0.000,1.000,121.440
0.320,11.880,3.798,-626.464,8.766,11.226,4,10.296,0.034,"Ground_80_320:(0.00, 1.00, 0.00)",0.067,0.000,0.009,11.880,0.000,1.000,121.202
0.340,11.892,4.036,-626.460,8.763,10.988,4,10.307,0.031,"Ground_80_320:(0.00, 1.00, 0.00)",0.060,0.000,-0.010,11.892,0.000,1.000,120.964
0.360,11.902,4.274,-626.457,8.761,10.750,4,10.304,0.027,"Ground_80_320:(0.00, 1.00, 0.00)",0.054,0.000,-0.010,11.903,0.000,1.000,120.726
0.380,11.804,4.510,-626.453,8.759,10.514,4,10.291,0.024,"Ground_80_320:(0.00, 1.00, 0.00)",0.049,0.000,0.010,11.805,0.000,1.000,120.490
