t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,0.000,384.769,100.555,-118.455,5.693,-0.179,-1.914,11.854,1.000,0.000,0.018,0,0.000,0.709,0.995,""
0.240,0.000,384.764,100.512,-118.219,5.664,-0.179,-2.110,11.850,1.000,0.000,0.018,0,0.000,0.725,0.994,""
0.260,0.000,384.758,100.466,-117.984,5.632,-0.178,-2.305,11.845,1.000,0.000,0.018,0,0.000,0.738,0.994,""
0.280,0.000,384.752,100.416,-117.748,5.599,-0.178,-2.500,11.840,1.000,0.000,0.018,0,0.000,0.751,0.993,""
0.300,0.000,384.747,100.362,-117.512,5.564,-0.178,-2.695,11.835,1.000,0.000,0.018,0,0.000,0.762,0.992,""
0.320,0.000,384.742,100.303,-117.277,5.528,-0.178,-2.890,11.831,1.000,0.000,0.018,0,0.000,0.771,0.991,""
0.340,0.000,384.737,100.241,-117.041,5.490,-0.178,-3.085,11.826,1.000,0.000,0.018,0,0.000,0.779,0.991,""
0.360,0.000,384.731,100.176,-116.806,5.452,-0.178,-3.280,11.821,1.000,0.000,0.018,0,0.000,0.786,0.990,""
0.380,0.000,384.726,100.106,-116.570,5.412,-0.178,-3.475,11.816,1.000,0.000,0.018,0,0.000,0.791,0.989,""
0.400,0.000,384.721,100.032,-116.335,5.372,-0.178,-3.670,11.812,1.000,0.000,0.019,0,0.000,0.795,0.989,""
0.420,0.000,384.717,99.955,-116.100,5.332,-0.178,-3.864,11.807,1.000,0.000,0.019,0,0.000,0.797,0.988,""
0.440,0.000,384.712,99.873,-115.864,5.292,-0.178,-4.059,11.802,1.000,0.000,0.019,0,0.000,0.798,0.987,""
0.460,0.000,384.707,99.788,-115.629,5.252,-0.178,-4.253,11.797,1.000,0.000,0.019,0,0.000,0.798,0.987,""
0.480,0.000,384.703,99.699,-115.394,5.212,-0.178,-4.448,11.793,1.000,0.000,0.019,0,0.000,0.797,0.986,""
0.500,0.000,384.699,99.606,-115.158,5.173,-0.178,-4.642,11.788,1.000,0.000,0.019,0,0.000,0.794,0.986,""
0.520,0.000,384.694,99.509,-114.923,5.134,-0.178,-4.836,11.783,1.000,0.000,0.019,0,0.000,0.791,0.985,""
0.540,0.000,384.690,99.408,-114.688,5.097,-0.177,-5.030,11.779,1.000,0.000,0.019,0,0.000,0.786,0.985,""
0.560,0.000,384.686,99.304,-114.453,5.060,-0.177,-5.225,11.774,1.000,0.000,0.019,0,0.000,0.780,0.985,""
0.580,0.000,384.682,99.195,-114.218,5.025,-0.177,-5.419,11.769,1.000,0.000,0.019,0,0.000,0.773,0.984,""
0.600,0.000,384.678,99.083,-113.983,4.991,-0.177,-5.613,11.764,1.000,0.000,0.019,0,0.000,0.764,0.984,""
0.620,0.000,384.674,98.967,-113.748,4.958,-0.177,-5.806,11.760,1.000,0.000,0.019,0,0.000,0.755,0.984,""
0.640,0.000,384.671,98.847,-113.513,4.928,-0.177,-6.000,11.755,1.000,0.000,0.019,0,0.000,0.745,0.984,""
0.660,0.000,384.667,98.723,-113.278,4.899,-0.177,-6.194,11.750,1.000,0.000,0.019,0,0.000,0.734,0.984,""
0.680,0.000,384.664,98.595,-113.043,4.872,-0.177,-6.388,11.746,1.000,0.000,0.019,0,0.000,0.722,0.984,""
0.700,0.000,384.660,98.463,-112.808,4.847,-0.177,-6.581,11.741,1.000,0.000,0.020,0,0.000,0.709,0.984,""
0.720,0.000,384.657,98.328,-112.573,4.824,-0.177,-6.775,11.736,1.000,0.000,0.020,0,0.000,0.696,0.984,""
0.740,0.000,384.654,98.189,-112.339,4.804,-0.177,-6.968,11.732,1.000,0.000,0.020,0,0.000,0.681,0.984,""
0.760,0.000,384.650,98.045,-112.104,4.786,-0.177,-7.161,11.727,1.000,0.000,0.020,0,0.000,0.666,0.984,""
0.780,0.000,384.647,97.898,-111.869,4.770,-0.177,-7.355,11.722,1.000,0.000,0.020,0,0.000,0.650,0.985,""
0.800,0.000,384.644,97.748,-111.635,4.757,-0.177,-7.548,11.718,1.000,0.000,0.020,0,0.000,0.634,0.985,""
0.820,0.000,384.641,97.593,-111.400,4.746,-0.176,-7.741,11.713,1.000,0.000,0.020,0,0.000,0.616,0.985,""
0.840,0.000,384.638,97.434,-111.166,4.739,-0.176,-7.934,11.708,1.000,0.000,0.020,0,0.000,0.599,0.986,""
0.860,0.000,384.635,97.272,-110.931,4.734,-0.176,-8.127,11.703,1.000,0.000,0.020,0,0.000,0.580,0.986,""
0.880,0.000,384.633,97.106,-110.697,4.731,-0.176,-8.320,11.699,1.000,0.000,0.020,0,0.000,0.562,0.986,""
0.900,0.000,384.630,96.936,-110.463,4.732,-0.176,-8.513,11.694,1.000,0.000,0.020,0,0.000,0.542,0.987,""
0.920,0.000,384.627,96.762,-110.228,4.735,-0.176,-8.705,11.689,1.000,0.000,0.020,0,0.000,0.523,0.987,""
0.940,0.000,384.625,96.584,-109.994,4.741,-0.176,-8.898,11.685,1.000,0.000,0.020,0,0.000,0.503,0.988,""
0.960,0.000,384.622,96.402,-109.760,4.750,-0.176,-9.091,11.680,1.000,0.000,0.020,0,0.000,0.482,0.988,""
0.980,0.000,384.620,96.217,-109.526,4.762,-0.176,-9.283,11.675,1.000,0.000,0.020,0,0.000,0.461,0.989,""
1.000,0.000,384.617,96.027,-109.292,4.777,-0.176,-9.475,11.671,1.000,0.000,0.020,0,0.000,0.441,0.989,""
1.020,0.000,384.615,95.834,-109.058,4.794,-0.176,-9.668,11.666,1.000,0.000,0.020,0,0.000,0.419,0.990,""
1.040,0.000,384.612,95.637,-108.824,4.815,-0.176,-9.860,11.661,1.000,0.000,0.020,0,0.000,0.398,0.990,""
1.060,0.000,384.610,95.436,-108.590,4.838,-0.176,-10.052,11.657,1.000,0.000,0.020,0,0.000,0.376,0.991,""
1.080,0.000,384.608,95.232,-108.356,4.864,-0.176,-10.244,11.652,1.000,0.000,0.020,0,0.000,0.355,0.991,""
1.100,0.000,384.606,95.023,-108.123,4.893,-0.176,-10.436,11.647,1.000,0.000,0.020,0,0.000,0.333,0.992,""
1.120,0.000,384.603,94.811,-107.889,4.924,-0.175,-10.628,11.643,1.000,0.000,0.020,0,0.000,0.311,0.992,""
1.140,0.000,384.601,94.595,-107.656,4.958,-0.175,-10.820,11.638,1.000,0.000,0.020,0,0.000,0.289,0.993,""
1.160,0.000,384.599,94.375,-107.422,4.995,-0.175,-11.012,11.633,1.000,0.000,0.020,0,0.000,0.267,0.994,""
1.180,0.000,384.597,94.151,-107.189,5.034,-0.175,-11.204,11.629,1.000,0.000,0.020,0,0.000,0.245,0.994,""
1.200,0.000,384.595,93.923,-106.955,5.076,-0.175,-11.395,11.624,1.000,0.000,0.020,0,0.000,0.224,0.995,""
1.220,0.000,384.593,93.691,-106.722,5.120,-0.175,-11.587,11.619,1.000,0.000,0.021,0,0.000,0.202,0.995,""
1.240,0.000,384.591,93.456,-106.489,5.166,-0.175,-11.778,11.615,1.000,0.000,0.021,0,0.000,0.181,0.996,""
1.260,0.000,384.588,93.217,-106.256,5.215,-0.175,-11.970,11.610,1.000,0.000,0.021,0,0.000,0.159,0.996,""
1.280,0.000,384.586,92.974,-106.023,5.266,-0.175,-12.161,11.606,1.000,0.000,0.021,0,0.000,0.138,0.996,""
1.300,0.000,384.584,92.727,-105.790,5.319,-0.175,-12.352,11.601,1.000,0.000,0.021,0,0.000,0.118,0.997,""
1.320,0.000,384.582,92.476,-105.557,5.373,-0.175,-12.544,11.596,1.000,0.000,0.021,0,0.000,0.097,0.997,""
1.340,0.000,384.580,92.221,-105.324,5.430,-0.175,-12.735,11.592,1.000,0.000,0.021,0,0.000,0.077,0.998,""
1.360,0.000,384.578,91.963,-105.092,5.488,-0.175,-12.926,11.587,1.000,0.000,0.021,0,0.000,0.057,0.998,""
1.380,0.000,384.576,91.701,-104.859,5.548,-0.175,-13.117,11.582,1.000,0.000,0.021,0,0.000,0.037,0.998,""
1.400,0.000,384.574,91.435,-104.627,5.610,-0.174,-13.307,11.578,1.000,0.000,0.021,0,0.000,0.018,0.998,""
1.420,0.000,384.572,91.165,-104.394,5.673,-0.174,-13.498,11.573,1.000,0.000,0.021,0,0.000,0.004,0.999,""
1.440,0.000,384.570,90.891,-104.162,5.737,-0.174,-13.689,11.568,1.000,0.000,0.021,0,0.000,0.020,0.999,""
1.460,0.000,384.568,90.614,-103.930,5.802,-0.174,-13.880,11.564,1.000,0.000,0.021,0,0.000,0.038,0.999,""
1.480,0.000,384.566,90.332,-103.698,5.869,-0.174,-14.070,11.559,1.000,0.000,0.021,0,0.000,0.055,0.999,""
1.500,0.000,384.564,90.047,-103.466,5.936,-0.174,-14.261,11.555,1.000,0.000,0.021,0,0.000,0.072,1.000,""
1.520,0.000,384.562,89.758,-103.234,6.005,-0.174,-14.451,11.550,1.000,0.000,0.021,0,0.000,0.089,1.000,""
1.540,0.000,384.560,89.465,-103.002,6.074,-0.174,-14.641,11.545,1.000,0.000,0.021,0,0.000,0.105,1.000,""
1.560,0.000,384.558,89.169,-102.771,6.144,-0.174,-14.832,11.541,1.000,0.000,0.021,0,0.000,0.121,1.000,""
1.580,0.000,384.556,88.868,-102.539,6.214,-0.174,-15.022,11.536,1.000,0.000,0.022,0,0.000,0.136,1.000,""
1.600,0.000,384.553,88.564,-102.308,6.284,-0.174,-15.212,11.531,1.000,0.000,0.022,0,0.000,0.150,1.000,""
1.620,0.000,384.551,88.256,-102.076,6.355,-0.174,-15.402,11.527,1.000,0.000,0.022,0,0.000,0.164,1.000,""
1.640,0.000,384.549,87.944,-101.845,6.426,-0.174,-15.592,11.522,1.000,0.000,0.022,0,0.000,0.178,1.000,""
1.660,0.000,384.547,87.629,-101.614,6.497,-0.174,-15.782,11.518,1.000,0.000,0.022,0,0.000,0.190,1.000,""
1.680,0.000,384.544,87.309,-101.383,6.568,-0.173,-15.972,11.513,1.000,0.000,0.022,0,0.000,0.203,1.000,""
1.700,0.000,384.542,86.986,-101.152,6.638,-0.173,-16.161,11.508,1.000,0.000,0.022,0,0.000,0.214,1.000,""
1.720,0.000,384.540,86.659,-100.921,6.708,-0.173,-16.351,11.504,1.000,0.000,0.022,0,0.000,0.225,1.000,""
1.740,0.000,384.537,86.328,-100.691,6.778,-0.173,-16.541,11.499,1.000,0.000,0.022,0,0.000,0.236,1.000,""
1.760,0.000,384.535,85.993,-100.460,6.847,-0.173,-16.730,11.495,1.000,0.000,0.022,0,0.000,0.246,1.000,""
1.780,0.000,384.533,85.655,-100.229,6.915,-0.173,-16.920,11.490,1.000,0.000,0.022,0,0.000,0.255,1.000,""
1.800,0.000,384.530,85.313,-99.999,6.983,-0.173,-17.109,11.485,1.000,0.000,0.022,0,0.000,0.264,1.000,""
1.820,0.000,384.528,84.967,-99.769,7.050,-0.173,-17.298,11.481,1.000,0.000,0.022,0,0.000,0.272,0.999,""
1.840,0.000,384.525,84.617,-99.539,7.115,-0.173,-17.487,11.476,1.000,0.000,0.022,0,0.000,0.279,0.999,""
1.860,0.000,384.523,84.263,-99.309,7.180,-0.173,-17.677,11.472,1.000,0.000,0.023,0,0.000,0.286,0.999,""
1.880,0.000,384.520,83.906,-99.079,7.243,-0.173,-17.866,11.467,1.000,0.000,0.023,0,0.000,0.292,0.999,""
1.900,0.000,384.517,83.545,-98.849,7.305,-0.173,-18.055,11.462,1.000,0.000,0.023,0,0.000,0.298,0.999,""
1.920,0.000,384.515,83.180,-98.619,7.365,-0.173,-18.243,11.458,1.000,0.000,0.023,0,0.000,0.303,0.999,""
1.940,0.000,384.512,82.811,-98.390,7.425,-0.173,-18.432,11.453,1.000,0.000,0.023,0,0.000,0.307,0.999,""
1.960,0.000,384.509,82.439,-98.160,7.482,-0.173,-18.621,11.449,1.000,0.000,0.023,0,0.000,0.311,0.999,""
1.980,0.000,384.506,82.063,-97.931,7.538,-0.172,-18.810,11.444,1.000,0.000,0.023,0,0.000,0.314,0.998,""
2.000,0.000,384.503,81.683,-97.702,7.592,-0.172,-18.998,11.440,1.000,0.000,0.023,0,0.000,0.317,0.998,""
2.020,0.000,384.501,81.299,-97.473,7.644,-0.172,-19.187,11.435,1.000,0.000,0.023,0,0.000,0.319,0.998,""
2.040,0.000,384.498,80.911,-97.244,7.694,-0.172,-19.375,11.430,1.000,0.000,0.023,0,0.000,0.321,0.998,""
2.060,0.000,384.496,80.694,-97.117,3.404,-2.041,0.939,8.768,1.000,0.000,0.023,1,11.250,0.322,0.998,"Ground_560_320:(-0.092, 0.987, -0.130);"
2.080,0.000,384.463,80.711,-96.949,3.673,-1.556,0.798,8.519,1.000,0.000,0.022,2,2.145,3.408,0.999,"Ground_560_320:(-0.094, 0.987, -0.130);Ground_560_320:(-0.094, 0.987, -0.130);"
2.100,0.000,384.440,80.724,-96.787,3.937,-1.072,0.653,8.269,1.000,0.000,0.022,2,1.871,2.594,0.999,"Ground_560_320:(-0.092, 0.987, -0.130);"
2.120,0.000,384.426,80.734,-96.630,4.197,-0.589,0.506,8.019,1.000,0.000,0.022,2,1.807,1.872,0.999,""
2.140,0.000,384.421,80.741,-96.479,4.452,-0.108,0.360,7.768,1.000,0.000,0.022,2,1.903,1.206,1.000,""
2.160,0.000,384.425,80.746,-96.333,4.700,0.373,0.219,7.517,1.000,0.000,0.022,2,2.119,0.660,1.000,""
2.180,0.000,384.438,80.747,-96.192,4.940,0.852,0.084,7.265,1.000,0.000,0.022,2,2.423,0.547,0.999,""
2.200,0.000,384.461,80.746,-96.056,5.172,1.329,-0.044,7.011,1.000,0.000,0.022,2,2.788,1.043,0.999,""
2.220,0.000,384.492,80.743,-95.926,5.396,1.805,-0.163,6.757,1.000,0.000,0.023,2,3.199,1.705,0.998,""
2.240,0.000,384.533,80.737,-95.800,5.610,2.279,-0.274,6.500,1.000,0.000,0.023,2,3.647,2.373,0.997,""
2.260,0.000,384.583,80.729,-95.681,5.814,2.751,-0.375,6.241,1.000,0.000,0.023,2,4.122,3.076,0.995,""
2.280,0.000,384.643,80.723,-95.565,6.018,3.210,-0.252,5.961,1.000,0.000,0.023,4,15.531,3.833,0.993,""
2.300,0.000,384.713,80.721,-95.454,6.223,3.656,-0.098,5.683,1.000,0.000,0.023,4,17.054,2.849,0.992,""
2.320,0.000,384.792,80.722,-95.347,6.428,4.052,0.077,5.461,1.000,0.000,0.023,4,17.966,2.103,0.991,""
2.340,0.000,384.879,80.727,-95.243,6.633,4.406,0.264,5.287,1.000,0.000,0.023,4,18.375,1.576,0.990,""
2.360,0.000,384.972,80.735,-95.141,6.837,4.727,0.453,5.154,1.000,0.000,0.023,4,18.390,1.193,0.989,""
2.380,0.000,385.072,80.748,-95.041,7.041,5.019,0.638,5.056,1.000,0.000,0.023,4,18.098,0.907,0.989,""
2.400,0.000,385.177,80.764,-94.942,7.243,5.288,0.814,4.989,1.000,0.000,0.023,4,17.575,0.695,0.988,""
2.420,0.000,385.287,80.784,-94.844,7.444,5.538,0.977,4.948,1.000,0.000,0.024,4,16.883,0.533,0.988,""
2.440,0.000,385.402,80.806,-94.746,7.644,5.773,1.127,4.930,1.000,0.000,0.024,4,16.083,0.389,0.988,""
2.460,0.000,385.522,80.831,-94.647,7.842,5.994,1.260,4.931,1.000,0.000,0.024,4,15.224,0.289,0.988,""
2.480,0.000,385.646,80.859,-94.548,8.039,6.205,1.376,4.949,1.000,0.000,0.024,4,14.341,0.213,0.988,""
2.500,0.000,385.774,80.888,-94.449,8.235,6.406,1.476,4.981,1.000,0.000,0.024,4,13.465,0.156,0.987,""
2.520,0.000,385.905,80.919,-94.348,8.430,6.601,1.560,5.025,1.000,0.000,0.024,4,12.625,0.113,0.987,""
2.540,0.000,386.041,80.952,-94.247,8.624,6.790,1.628,5.079,1.000,0.000,0.024,4,11.833,0.080,0.987,""
2.560,0.000,386.180,80.985,-94.144,8.816,6.973,1.682,5.142,1.000,0.000,0.024,4,11.100,0.080,0.987,""
2.580,0.000,386.323,81.020,-94.039,9.007,7.152,1.723,5.213,1.000,0.000,0.024,4,10.436,0.087,0.987,""
2.600,0.000,386.470,81.055,-93.934,9.198,7.328,1.753,5.290,1.000,0.000,0.024,4,9.854,0.052,0.987,""
2.620,0.000,386.619,81.090,-93.826,9.387,7.501,1.773,5.371,1.000,0.000,0.024,4,9.356,0.053,0.987,""
2.640,0.000,386.773,81.126,-93.717,9.575,7.671,1.785,5.457,1.000,0.000,0.024,4,8.940,0.051,0.987,""
2.660,0.000,386.929,81.162,-93.606,9.762,7.839,1.791,5.545,1.000,0.000,0.024,4,8.621,0.026,0.987,""
2.680,0.000,387.089,81.198,-93.493,9.948,8.004,1.792,5.636,1.000,0.000,0.024,4,8.375,0.031,0.987,""
2.700,0.000,387.252,81.234,-93.378,10.132,8.168,1.789,5.729,1.000,0.000,0.025,4,8.199,0.044,0.987,""
2.720,0.000,387.419,81.269,-93.261,10.316,8.330,1.784,5.823,1.000,0.000,0.025,4,8.081,0.030,0.987,""
2.740,0.000,387.589,81.305,-93.143,10.499,8.490,1.777,5.918,1.000,0.000,0.025,4,8.026,0.052,0.987,""
2.760,0.000,387.742,81.331,-93.122,7.930,7.921,1.401,2.079,1.000,0.000,0.025,4,8.013,0.061,0.986,"Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);"
2.780,0.000,387.897,81.358,-93.082,7.993,7.828,1.368,2.217,1.000,0.000,0.022,4,6.569,2.041,0.985,"Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);"
2.800,0.000,388.053,81.384,-93.039,8.011,7.768,1.361,2.242,1.000,0.000,0.021,4,6.690,1.518,0.984,"Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);"
2.820,0.000,388.208,81.411,-92.996,8.045,7.748,1.355,2.253,1.000,0.000,0.020,4,6.432,1.698,0.984,"Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);Tree trunk:(0.000, 0.000, -1.000);"
2.840,0.000,388.353,81.436,-92.923,8.150,7.345,1.223,3.327,1.000,0.000,0.019,4,6.153,1.960,0.985,"Tree trunk:(-0.452, 0.000, 0.892);"
2.860,0.000,388.501,81.461,-92.849,8.341,7.484,1.213,3.483,1.000,0.000,0.019,4,7.900,4.130,0.987,"Tree trunk:(-0.447, 0.000, 0.894);"
2.880,0.000,388.653,81.486,-92.773,8.533,7.645,1.208,3.597,1.000,0.000,0.019,4,8.053,3.700,0.988,"Tree trunk:(-0.451, 0.058, 0.891);Tree trunk:(-0.451, 0.058, 0.891);"
2.900,0.000,388.809,81.510,-92.697,8.724,7.805,1.205,3.709,1.000,0.000,0.019,4,8.201,3.100,0.988,"Tree trunk:(-0.447, 0.048, 0.893);Tree trunk:(-0.447, 0.048, 0.893);"
2.920,0.000,388.967,81.534,-92.618,8.915,7.969,1.205,3.811,1.000,0.000,0.019,4,8.390,2.587,0.989,"Tree trunk:(-0.444, 0.040, 0.895);Tree trunk:(-0.444, 0.040, 0.895);"
2.940,0.000,389.130,81.558,-92.539,9.104,8.134,1.209,3.908,1.000,0.000,0.019,4,8.604,2.089,0.989,"Tree trunk:(-0.441, 0.035, 0.897);Tree trunk:(-0.441, 0.035, 0.897);"
2.960,0.000,389.296,81.583,-92.458,9.292,8.298,1.216,4.002,1.000,0.000,0.019,4,8.835,1.646,0.989,"Tree trunk:(-0.440, 0.032, 0.898);Tree trunk:(-0.440, 0.032, 0.898);"
2.980,0.000,389.465,81.607,-92.376,9.479,8.462,1.228,4.092,1.000,0.000,0.019,4,9.074,1.306,0.989,"Tree trunk:(-0.438, 0.030, 0.898);Tree trunk:(-0.438, 0.030, 0.898);"
3.000,0.000,389.638,81.632,-92.292,9.665,8.626,1.249,4.178,1.000,0.000,0.019,4,9.309,1.017,0.989,"Tree trunk:(-0.437, 0.029, 0.899);Tree trunk:(-0.437, 0.029, 0.899);"
3.020,0.000,389.814,81.658,-92.207,9.850,8.791,1.274,4.260,1.000,0.000,0.019,4,9.484,0.823,0.989,"Tree trunk:(-0.436, 0.029, 0.899);Tree trunk:(-0.436, 0.029, 0.899);"
3.040,0.000,389.993,81.684,-92.121,10.035,8.955,1.301,4.339,1.000,0.000,0.019,4,9.647,0.614,0.989,"Tree trunk:(-0.436, 0.030, 0.900);Tree trunk:(-0.436, 0.030, 0.900);"
3.060,0.000,390.176,81.710,-92.033,10.218,9.119,1.330,4.416,1.000,0.000,0.019,4,9.780,0.478,0.989,"Tree trunk:(-0.435, 0.031, 0.900);Tree trunk:(-0.435, 0.031, 0.900);"
3.080,0.000,390.362,81.738,-91.943,10.401,9.284,1.361,4.489,1.000,0.000,0.019,4,9.891,0.368,0.989,"Tree trunk:(-0.435, 0.032, 0.900);Tree trunk:(-0.435, 0.032, 0.900);"
3.100,0.000,390.551,81.766,-91.853,10.583,9.449,1.394,4.560,1.000,0.000,0.019,4,9.987,0.244,0.989,"Tree trunk:(-0.434, 0.034, 0.900);Tree trunk:(-0.434, 0.034, 0.900);"
3.120,0.000,390.744,81.794,-91.761,10.765,9.615,1.427,4.628,1.000,0.000,0.019,4,10.053,0.140,0.989,"Tree trunk:(-0.434, 0.036, 0.900);Tree trunk:(-0.434, 0.036, 0.900);"
3.140,0.000,390.940,81.823,-91.668,10.946,9.782,1.460,4.692,1.000,0.000,0.019,4,10.101,0.061,0.989,"Tree trunk:(-0.433, 0.038, 0.901);Tree trunk:(-0.433, 0.038, 0.901);"
3.160,0.000,391.139,81.853,-91.573,11.127,9.947,1.494,4.756,1.000,0.000,0.019,4,10.142,0.044,0.989,"Tree trunk:(-0.433, 0.040, 0.901);Tree trunk:(-0.433, 0.040, 0.901);"
3.180,0.000,391.341,81.884,-91.477,11.306,10.114,1.529,4.818,1.000,0.000,0.020,4,10.182,0.128,0.989,"Tree trunk:(-0.432, 0.042, 0.901);Tree trunk:(-0.432, 0.042, 0.901);"
3.200,0.000,391.547,81.915,-91.381,11.485,10.279,1.563,4.879,1.000,0.000,0.020,4,10.195,0.203,0.989,"Tree trunk:(-0.432, 0.044, 0.901);Tree trunk:(-0.432, 0.044, 0.901);"
3.220,0.000,391.757,81.947,-91.282,11.663,10.444,1.597,4.940,1.000,0.000,0.020,4,10.192,0.244,0.989,"Tree trunk:(-0.431, 0.047, 0.901);Tree trunk:(-0.431, 0.047, 0.901);"
3.240,0.000,391.969,81.979,-91.183,11.840,10.608,1.630,5.001,1.000,0.000,0.020,4,10.169,0.289,0.989,"Tree trunk:(0.000, 0.000, 1.000);Tree trunk:(0.000, 0.000, 1.000);"
3.260,0.000,392.185,82.013,-91.082,12.016,10.770,1.663,5.062,1.000,0.000,0.020,4,10.136,0.289,0.989,"Tree trunk:(0.000, 0.000, 1.000);Tree trunk:(0.000, 0.000, 1.000);"
3.280,0.000,392.404,82.046,-90.980,12.191,10.932,1.694,5.123,1.000,0.000,0.020,4,10.094,0.280,0.989,"Tree trunk:(0.000, 0.000, 1.000);Tree trunk:(0.000, 0.000, 1.000);"
3.300,0.000,392.626,82.081,-90.877,12.365,11.093,1.725,5.184,1.000,0.000,0.020,4,10.065,0.284,0.988,""
3.320,0.000,392.851,82.116,-90.772,12.538,11.253,1.755,5.244,1.000,0.000,0.020,4,10.012,0.263,0.988,""
3.340,0.000,393.079,82.152,-90.667,12.710,11.412,1.784,5.305,1.000,0.000,0.020,4,9.957,0.231,0.988,""
3.360,0.000,393.311,82.188,-90.559,12.882,11.570,1.811,5.365,1.000,0.000,0.020,4,9.916,0.231,0.988,""
3.380,0.000,393.545,82.225,-90.451,13.052,11.728,1.838,5.425,1.000,0.000,0.020,4,9.867,0.202,0.988,""
3.400,0.000,393.783,82.262,-90.341,13.221,11.884,1.864,5.485,1.000,0.000,0.020,4,9.820,0.159,0.988,""
3.420,0.000,394.024,82.300,-90.230,13.390,12.040,1.888,5.545,1.000,0.000,0.020,4,9.784,0.141,0.988,""
3.440,0.000,394.268,82.338,-90.118,13.557,12.196,1.912,5.605,1.000,0.000,0.020,4,9.731,0.123,0.988,""
3.460,0.000,394.515,82.377,-90.005,13.724,12.350,1.934,5.664,1.000,0.000,0.020,4,9.686,0.102,0.988,""
3.480,0.000,394.765,82.416,-89.890,13.890,12.504,1.955,5.723,1.000,0.000,0.020,4,9.642,0.073,0.988,""
3.500,0.000,395.018,82.455,-89.775,14.055,12.657,1.976,5.781,1.000,0.000,0.020,4,9.597,0.037,0.988,""
3.520,0.000,395.274,82.495,-89.658,14.218,12.809,1.996,5.839,1.000,0.000,0.020,4,9.576,0.067,0.989,""
3.540,0.000,395.534,82.535,-89.540,14.382,12.961,2.015,5.897,1.000,0.000,0.021,4,9.577,0.025,0.989,""
3.560,0.000,395.796,82.576,-89.420,14.544,13.112,2.035,5.954,1.000,0.000,0.021,4,9.568,0.011,0.989,""
3.580,0.000,396.061,82.617,-89.300,14.705,13.262,2.053,6.011,1.000,0.000,0.021,4,9.564,0.024,0.989,""
3.600,0.000,396.329,82.659,-89.178,14.865,13.412,2.072,6.067,1.000,0.000,0.021,4,9.540,0.031,0.989,""
3.620,0.000,396.600,82.701,-89.056,15.025,13.561,2.090,6.123,1.000,0.000,0.021,4,9.534,0.040,0.989,""
3.640,0.000,396.874,82.743,-88.932,15.184,13.709,2.108,6.178,1.000,0.000,0.021,4,9.533,0.045,0.989,""
3.660,0.000,397.151,82.785,-88.807,15.341,13.856,2.125,6.233,1.000,0.000,0.021,4,9.510,0.061,0.989,""
3.680,0.000,397.431,82.828,-88.681,15.498,14.003,2.142,6.286,1.000,0.000,0.021,4,9.527,0.039,0.989,""
3.700,0.000,397.714,82.871,-88.554,15.654,14.149,2.159,6.340,1.000,0.000,0.021,4,9.512,0.064,0.989,""
