time,car,direction,station,lateral,lane_error,speed,target,grounded
21.47,3,-1,4429.70,-2.07,0.02,25.40,25.58,4
21.67,0,1,4041.62,6.16,0.01,27.37,27.55,4
21.67,1,-1,4384.49,-6.34,0.19,23.74,27.55,4
21.67,2,1,3995.71,2.05,0.00,28.79,29.00,4
21.67,3,-1,4424.72,-2.05,0.00,24.91,25.07,4
21.87,0,1,4047.20,6.16,0.01,27.37,27.55,4
21.87,1,-1,4379.27,-6.00,0.15,25.10,27.55,4
21.87,2,1,4001.58,2.06,0.01,28.79,29.00,4
21.87,3,-1,4419.72,-2.07,0.02,24.95,26.11,4
22.08,0,1,4052.72,6.16,0.01,27.37,27.55,4
22.08,1,-1,4373.98,-5.70,0.45,26.23,27.55,4
22.08,2,1,4007.39,2.06,0.01,28.79,29.00,4
22.08,3,-1,4414.78,-2.16,0.11,25.07,25.28,4
22.28,0,1,4058.34,6.16,0.01,27.37,27.55,4
22.28,1,-1,4368.37,-5.49,0.66,26.80,27.55,4
22.28,2,1,4013.31,2.06,0.01,28.79,29.00,4
22.28,3,-1,4409.71,-2.35,0.30,25.50,26.58,4
22.49,0,1,4063.91,6.16,0.01,27.37,27.55,4
22.49,1,-1,4362.79,-5.42,0.73,27.08,27.55,4
22.49,2,1,4019.18,2.06,0.01,28.79,29.00,4
22.49,3,-1,4404.66,-2.60,0.55,24.85,23.22,4
22.69,0,1,4069.40,6.17,0.02,27.37,27.55,4
22.69,1,-1,4357.28,-5.45,0.70,27.23,27.55,4
22.69,2,1,4024.96,2.06,0.01,28.79,29.00,4
22.69,3,-1,4399.59,-2.77,0.72,24.91,25.28,4
22.89,0,1,4074.88,6.17,0.02,27.38,27.55,4
22.89,1,-1,4351.74,-5.54,0.61,27.31,27.55,4
22.89,2,1,4030.74,2.06,0.01,28.79,29.00,4
22.89,3,-1,4394.45,-2.75,0.70,24.85,25.35,4
23.09,0,1,4080.35,6.17,0.02,27.38,27.55,4
23.09,1,-1,4346.23,-5.67,0.48,27.34,27.55,4
23.09,2,1,4036.50,2.06,0.01,28.79,29.00,4
23.09,3,-1,4389.33,-2.54,0.49,24.78,25.09,4
23.29,0,1,4085.84,6.17,0.02,27.38,27.55,4
23.29,1,-1,4340.71,-5.80,0.35,27.36,27.55,4
23.29,2,1,4042.27,2.06,0.01,28.79,29.00,4
23.29,3,-1,4384.23,-2.22,0.17,25.01,29.00,4
23.49,0,1,4091.31,6.17,0.02,27.38,27.55,4
23.49,1,-1,4335.20,-5.93,0.22,27.37,27.55,4
23.49,2,1,4048.03,2.06,0.01,28.80,29.00,4
23.49,3,-1,4379.01,-1.89,0.16,26.29,29.00,4
23.69,0,1,4096.79,6.17,0.02,27.38,27.55,4
23.69,1,-1,4329.69,-6.02,0.13,27.38,27.55,4
23.69,2,1,4053.80,2.06,0.01,28.80,29.00,4
23.69,3,-1,4373.56,-1.59,0.46,27.44,29.00,4
23.89,0,1,4102.27,6.17,0.02,27.39,27.55,4
23.89,1,-1,4324.19,-6.10,0.05,27.38,27.55,4
23.89,2,1,4059.57,2.06,0.01,28.80,29.00,4
23.89,3,-1,4367.96,-1.39,0.66,28.09,29.00,4
24.09,0,1,4107.74,6.17,0.02,27.39,27.55,4
24.09,1,-1,4318.70,-6.14,0.01,27.38,27.55,4
24.09,2,1,4065.32,2.06,0.01,28.80,29.00,4
24.09,3,-1,4362.29,-1.32,0.73,28.43,29.00,4
24.29,0,1,4113.23,6.16,0.01,27.39,27.55,4
24.29,1,-1,4313.20,-6.17,0.02,27.38,27.55,4
24.29,2,1,4071.10,2.07,0.02,28.80,29.00,4
24.29,3,-1,4356.54,-1.35,0.70,28.61,29.00,4
24.49,0,1,4118.71,6.16,0.01,27.39,27.55,4
24.49,1,-1,4307.71,-6.18,0.03,27.38,27.55,4
24.49,2,1,4076.86,2.07,0.02,28.80,29.00,4
24.49,3,-1,4350.80,-1.45,0.60,28.70,29.00,4
24.69,0,1,4124.19,6.16,0.01,27.39,27.55,4
24.69,1,-1,4302.22,-6.18,0.03,27.38,27.55,4
24.69,2,1,4082.63,2.07,0.02,28.81,29.00,4
24.69,3,-1,4345.02,-1.58,0.47,28.76,29.00,4
24.89,0,1,4129.72,6.16,0.01,27.39,27.55,4
24.89,1,-1,4296.69,-6.17,0.02,27.38,27.55,4
24.89,2,1,4088.45,2.07,0.02,28.81,29.00,4
24.89,3,-1,4339.20,-1.71,0.34,28.78,29.00,4
25.09,0,1,4135.21,6.16,0.01,27.39,27.55,4
25.09,1,-1,4291.19,-6.17,0.02,27.37,27.55,4
25.09,2,1,4094.22,2.07,0.02,28.81,29.00,4
25.09,3,-1,4333.42,-1.83,0.22,28.80,29.00,4
25.29,0,1,4140.70,6.16,0.01,27.39,27.55,4
25.29,1,-1,4285.71,-6.16,0.01,27.37,27.55,4
25.29,2,1,4099.99,2.07,0.02,28.81,29.00,4
25.29,3,-1,4327.64,-1.93,0.12,28.80,29.00,4
25.49,0,1,4146.19,6.16,0.01,27.40,27.55,4
25.49,1,-1,4280.23,-6.15,0.00,27.37,27.55,4
25.49,2,1,4105.77,2.07,0.02,28.81,29.00,4
25.49,3,-1,4321.86,-2.00,0.05,28.81,29.00,4
25.69,0,1,4151.68,6.16,0.01,27.40,27.55,4
25.69,1,-1,4274.74,-6.15,0.00,27.37,27.55,4
25.69,2,1,4111.55,2.07,0.02,28.82,29.00,4
25.69,3,-1,4316.07,-2.05,0.00,28.81,29.00,4
25.90,0,1,4157.19,6.16,0.01,27.40,27.55,4
25.90,1,-1,4269.24,-6.15,0.00,27.37,27.55,4
25.90,2,1,4117.35,2.07,0.02,28.82,29.00,4
25.90,3,-1,4310.28,-2.07,0.02,28.81,29.00,4
26.10,0,1,4162.67,6.16,0.01,27.40,27.55,4
26.10,1,-1,4263.77,-6.15,0.00,27.37,27.55,4
26.10,2,1,4123.11,2.06,0.01,28.82,29.00,4
26.10,3,-1,4304.51,-2.08,0.03,28.80,29.00,4
26.30,0,1,4168.18,6.16,0.01,27.40,27.55,4
26.30,1,-1,4258.27,-6.16,0.01,27.37,27.55,4
26.30,2,1,4128.92,2.06,0.01,28.82,29.00,4
26.30,3,-1,4298.71,-2.08,0.03,28.80,29.00,4
26.50,0,1,4173.67,6.16,0.01,27.40,27.55,4
26.50,1,-1,4252.78,-6.16,0.01,27.37,27.55,4
26.50,2,1,4134.69,2.06,0.01,28.82,29.00,4
26.50,3,-1,4292.93,-2.07,0.02,28.80,29.00,4
26.70,0,1,4179.16,6.16,0.01,27.40,27.55,4
26.70,1,-1,4247.30,-6.17,0.02,27.37,27.55,4
26.70,2,1,4140.47,2.06,0.01,28.82,29.00,4
26.70,3,-1,4287.16,-2.07,0.02,28.80,29.00,4
26.90,0,1,4184.66,6.16,0.01,27.40,27.55,4
26.90,1,-1,4241.81,-6.17,0.02,27.37,27.55,4
26.90,2,1,4146.25,2.06,0.01,28.83,29.00,4
26.90,3,-1,4281.38,-2.06,0.01,28.80,29.00,4
27.10,0,1,4190.14,6.16,0.01,27.40,27.55,4
27.10,1,-1,4236.32,-6.16,0.01,27.36,27.55,4
27.10,2,1,4152.02,2.06,0.01,28.83,29.00,4
27.10,3,-1,4275.62,-2.05,0.00,28.80,29.00,4
27.30,0,1,4195.64,6.16,0.01,27.40,27.55,4
27.30,1,-1,4230.83,-6.16,0.01,27.36,27.55,4
27.30,2,1,4157.81,2.06,0.01,28.83,29.00,4
27.30,3,-1,4269.84,-2.05,0.00,28.80,29.00,4
27.50,0,1,4201.12,6.16,0.01,27.40,27.55,4
27.50,1,-1,4225.36,-6.16,0.01,27.36,27.55,4
27.50,2,1,4163.57,2.06,0.01,28.83,29.00,4
27.50,3,-1,4264.08,-2.05,0.00,28.80,29.00,4
27.70,0,1,4206.60,6.16,0.01,27.40,27.55,4
27.70,1,-1,4219.88,-6.16,0.01,27.36,27.55,4
27.70,2,1,4169.34,2.06,0.01,28.83,29.00,4
27.70,3,-1,4258.32,-2.06,0.01,28.80,29.00,4
27.90,0,1,4212.09,6.16,0.01,27.40,27.55,4
27.90,1,-1,4214.39,-6.15,0.00,27.36,27.55,4
27.90,2,1,4175.12,2.06,0.01,28.83,29.00,4
27.90,3,-1,4252.55,-2.06,0.01,28.80,29.00,4
28.10,0,1,4217.59,6.15,0.00,27.40,27.55,4
28.10,1,-1,4208.90,-6.15,0.00,27.36,27.55,4
28.10,2,1,4180.90,2.06,0.01,28.83,29.00,4
28.10,3,-1,4246.77,-2.06,0.01,28.80,29.00,4
28.30,0,1,4223.08,6.15,0.00,27.40,27.55,4
28.30,1,-1,4203.41,-6.15,0.00,27.36,27.55,4
28.30,2,1,4186.68,2.06,0.01,28.83,29.00,4
28.30,3,-1,4241.00,-2.06,0.01,28.79,29.00,4
28.50,0,1,4228.58,6.15,0.00,27.40,27.55,4
28.50,1,-1,4197.92,-6.15,0.00,27.36,27.55,4
28.50,2,1,4192.47,2.06,0.01,28.83,29.00,4
28.50,3,-1,4235.21,-2.06,0.01,28.79,29.00,4
28.70,0,1,4234.06,6.15,0.00,27.40,27.55,4
28.70,1,-1,4192.44,-6.15,0.00,27.36,27.55,4
28.70,2,1,4198.24,2.06,0.01,28.83,29.00,4
28.70,3,-1,4229.45,-2.06,0.01,28.79,29.00,4
28.91,0,1,4239.62,6.15,0.00,27.40,27.55,4
28.91,1,-1,4186.89,-6.15,0.00,27.36,27.55,4
28.91,2,1,4204.08,2.06,0.01,28.83,29.00,4
28.91,3,-1,4223.61,-2.06,0.01,28.79,29.00,4
29.11,0,1,4245.14,6.15,0.00,27.40,27.55,4
29.11,1,-1,4181.37,-6.15,0.00,27.36,27.55,4
29.11,2,1,4209.90,2.06,0.01,28.83,29.00,4
29.11,3,-1,4217.81,-2.05,0.00,28.79,29.00,4
29.31,0,1,4250.66,6.15,0.00,27.40,27.55,4
29.31,1,-1,4175.86,-6.15,0.00,27.36,27.55,4
29.31,2,1,4215.70,2.06,0.01,28.83,29.00,4
29.31,3,-1,4212.01,-2.05,0.00,28.79,29.00,4
29.51,0,1,4256.14,6.15,0.00,27.39,27.55,4
29.51,1,-1,4170.38,-6.15,0.00,27.36,27.55,4
29.51,2,1,4221.47,2.05,0.00,28.83,29.00,4
29.51,3,-1,4206.25,-2.05,0.00,28.79,29.00,4
29.71,0,1,4261.64,6.15,0.00,27.39,27.55,4
29.71,1,-1,4164.90,-6.15,0.00,27.36,27.55,4
29.71,2,1,4227.24,2.05,0.00,28.83,29.00,4
29.71,3,-1,4200.49,-2.05,0.00,28.79,29.00,4
29.91,0,1,4267.14,6.15,0.00,27.39,27.55,4
29.91,1,-1,4159.41,-6.15,0.00,27.36,27.55,4
29.91,2,1,4233.02,2.05,0.00,28.83,29.00,4
29.91,3,-1,4194.71,-2.05,0.00,28.78,29.00,4
30.11,0,1,4272.63,6.15,0.00,27.39,27.55,4
30.11,1,-1,4153.93,-6.15,0.00,27.36,27.55,4
30.11,2,1,4238.79,2.05,0.00,28.83,29.00,4
30.11,3,-1,4188.95,-2.05,0.00,28.78,29.00,4
30.31,0,1,4278.11,6.14,0.01,27.39,27.55,4
30.31,1,-1,4148.46,-6.15,0.00,27.36,27.55,4
30.31,2,1,4244.56,2.05,0.00,28.83,29.00,4
30.31,3,-1,4183.19,-2.04,0.01,28.78,29.00,4
30.51,0,1,4283.61,6.14,0.01,27.39,27.55,4
30.51,1,-1,4142.96,-6.15,0.00,27.36,27.55,4
30.51,2,1,4250.35,2.05,0.00,28.83,29.00,4
30.51,3,-1,4177.41,-2.04,0.01,28.78,29.00,4
30.71,0,1,4289.10,6.14,0.01,27.39,27.55,4
30.71,1,-1,4137.48,-6.15,0.00,27.36,27.55,4
30.71,2,1,4256.11,2.05,0.00,28.82,29.00,4
30.71,3,-1,4171.65,-2.04,0.01,28.78,29.00,4
30.91,0,1,4294.60,6.13,0.02,27.39,27.55,4
30.91,1,-1,4131.98,-6.14,0.01,27.36,27.55,4
30.91,2,1,4261.91,2.05,0.00,28.82,29.00,4
30.91,3,-1,4165.87,-2.04,0.01,28.78,29.00,4
31.11,0,1,4300.11,6.13,0.02,27.39,27.55,4
31.11,1,-1,4126.47,-6.14,0.01,27.36,27.55,4
31.11,2,1,4267.71,2.05,0.00,28.82,29.00,4
31.11,3,-1,4160.07,-2.04,0.01,28.78,29.00,4
31.31,0,1,4305.60,6.14,0.01,27.38,27.55,4
31.31,1,-1,4120.98,-6.14,0.01,27.36,27.55,4
31.31,2,1,4273.49,2.05,0.00,28.82,29.00,4
31.31,3,-1,4154.31,-2.04,0.01,28.78,29.00,4
31.51,0,1,4311.09,6.14,0.01,27.38,27.55,4
31.51,1,-1,4115.48,-6.14,0.01,27.36,27.55,4
31.51,2,1,4279.28,2.04,0.01,28.82,29.00,4
31.51,3,-1,4148.53,-2.04,0.01,28.79,29.00,4
31.71,0,1,4316.55,6.14,0.01,27.38,27.55,4
31.71,1,-1,4110.00,-6.14,0.01,27.36,27.55,4
31.71,2,1,4285.04,2.04,0.01,28.82,29.00,4
31.71,3,-1,4142.77,-2.04,0.01,28.79,29.00,4
31.91,0,1,4322.03,6.15,0.00,27.38,27.55,4
31.91,1,-1,4104.52,-6.14,0.01,27.36,27.55,4
31.91,2,1,4290.81,2.03,0.02,28.82,29.00,4
31.91,3,-1,4137.00,-2.04,0.01,28.79,29.00,4
32.11,0,1,4327.49,6.15,0.00,27.38,27.55,4
32.11,1,-1,4099.03,-6.14,0.01,27.37,27.55,4
32.11,2,1,4296.58,2.03,0.02,28.81,29.00,4
32.11,3,-1,4131.24,-2.04,0.01,28.79,29.00,4
32.31,0,1,4332.95,6.16,0.01,27.38,27.55,4
32.31,1,-1,4093.54,-6.14,0.01,27.37,27.55,4
32.31,2,1,4302.35,2.03,0.02,28.81,29.00,4
32.31,3,-1,4125.47,-2.04,0.01,28.79,29.00,4
32.51,0,1,4338.41,6.17,0.02,27.38,27.55,4
32.51,1,-1,4088.05,-6.14,0.01,27.37,27.55,4
32.51,2,1,4308.13,2.04,0.01,28.81,29.00,4
32.51,3,-1,4119.70,-2.04,0.01,28.79,29.00,4
32.72,0,1,4343.87,6.17,0.02,27.38,27.55,4
32.72,1,-1,4082.55,-6.14,0.01,27.37,27.55,4
32.72,2,1,4313.91,2.04,0.01,28.81,29.00,4
32.72,3,-1,4113.91,-2.04,0.01,28.79,29.00,4
32.92,0,1,4349.32,6.18,0.03,27.37,27.55,4
32.92,1,-1,4077.05,-6.14,0.01,27.37,27.55,4
32.92,2,1,4319.68,2.04,0.01,28.81,29.00,4
32.92,3,-1,4108.14,-2.04,0.01,28.79,29.00,4
33.12,0,1,4354.75,6.19,0.04,27.37,27.55,4
33.12,1,-1,4071.57,-6.14,0.01,27.37,27.55,4
33.12,2,1,4325.45,2.05,0.00,28.81,29.00,4
33.12,3,-1,4102.37,-2.04,0.01,28.79,29.00,4
33.32,0,1,4360.18,6.20,0.05,27.37,27.55,4
33.32,1,-1,4066.07,-6.14,0.01,27.38,27.55,4
33.32,2,1,4331.21,2.06,0.01,28.81,29.00,4
33.32,3,-1,4096.60,-2.04,0.01,28.79,29.00,4
33.52,0,1,4365.55,6.20,0.05,26.63,26.91,4
33.52,1,-1,4060.57,-6.13,0.02,27.38,27.55,4
33.52,2,1,4336.98,2.06,0.01,28.81,29.00,4
33.52,3,-1,4090.82,-2.04,0.01,28.80,29.00,4
33.72,0,1,4370.77,6.20,0.05,26.30,26.58,4
33.72,1,-1,4055.08,-6.13,0.02,27.38,27.55,4
33.72,2,1,4342.73,2.07,0.02,28.81,29.00,4
33.72,3,-1,4085.06,-2.04,0.01,28.80,29.00,4
33.92,0,1,4375.80,6.19,0.04,24.98,25.39,4
33.92,1,-1,4049.59,-6.13,0.02,27.38,27.55,4
33.92,2,1,4348.48,2.08,0.03,28.80,29.00,4
33.92,3,-1,4079.29,-2.04,0.01,28.80,29.00,4
34.12,0,1,4380.61,6.17,0.02,24.94,25.56,4
34.12,1,-1,4044.05,-6.13,0.02,27.38,27.55,4
34.12,2,1,4354.28,2.09,0.04,28.80,29.00,4
34.12,3,-1,4073.47,-2.04,0.01,28.80,29.00,4
34.32,0,1,4385.31,6.18,0.03,24.79,25.28,4
34.32,1,-1,4038.55,-6.13,0.02,27.39,27.55,4
34.32,2,1,4360.04,2.10,0.05,28.79,28.93,4
34.32,3,-1,4067.69,-2.04,0.01,28.80,29.00,4
34.52,0,1,4389.97,6.21,0.06,24.75,26.17,4
34.52,1,-1,4033.07,-6.13,0.02,27.39,27.55,4
34.52,2,1,4365.73,2.11,0.06,28.17,26.91,4
34.52,3,-1,4061.93,-2.03,0.02,28.81,29.00,4
34.72,0,1,4394.64,6.30,0.15,25.06,25.19,4
34.72,1,-1,4027.58,-6.13,0.02,27.39,27.55,4
34.72,2,1,4371.16,2.11,0.06,26.51,26.58,4
34.72,3,-1,4056.16,-2.03,0.02,28.81,29.00,4
34.92,0,1,4399.36,6.48,0.33,25.66,26.66,4
34.92,1,-1,4022.08,-6.13,0.02,27.39,27.55,4
34.92,2,1,4376.29,2.09,0.04,25.12,25.39,4
34.92,3,-1,4050.38,-2.03,0.02,28.81,29.00,4
35.12,0,1,4404.31,6.71,0.56,25.55,26.11,4
35.12,1,-1,4016.59,-6.14,0.01,27.39,27.55,4
35.12,2,1,4381.23,2.08,0.03,24.77,23.22,4
35.12,3,-1,4044.60,-2.03,0.02,28.81,29.00,4
35.32,0,1,4409.55,6.87,0.72,24.78,25.07,4
35.32,1,-1,4011.10,-6.14,0.01,27.39,27.55,4
35.32,2,1,4386.10,2.10,0.05,24.83,25.35,4
35.32,3,-1,4038.83,-2.03,0.02,28.81,29.00,4
35.52,0,1,4414.89,6.83,0.68,24.75,25.43,4
35.52,1,-1,4005.61,-6.14,0.01,27.39,27.55,4
35.52,2,1,4390.99,2.15,0.10,24.85,23.98,4
35.52,3,-1,4033.06,-2.03,0.02,28.82,29.00,4
35.72,0,1,4420.37,6.59,0.44,25.38,26.86,4
35.72,1,-1,4000.11,-6.14,0.01,27.39,27.55,4
35.72,2,1,4395.84,2.28,0.23,25.16,27.31,4
35.72,3,-1,4027.28,-2.03,0.02,28.82,29.00,4
35.92,0,1,4425.85,6.22,0.07,26.35,27.55,4
35.92,1,-1,3994.61,-6.14,0.01,27.39,27.55,4
35.92,2,1,4400.83,2.49,0.44,25.60,25.07,4
35.92,3,-1,4021.49,-2.03,0.02,28.82,29.00,4
36.12,0,1,4431.35,5.84,0.31,26.83,27.55,4
36.12,1,-1,3989.12,-6.14,0.01,27.40,27.55,4
36.12,2,1,4405.89,2.72,0.67,25.24,25.58,4
36.12,3,-1,4015.71,-2.03,0.02,28.82,29.00,4
36.32,0,1,4436.85,5.58,0.57,27.07,27.55,4
36.32,1,-1,3983.63,-6.14,0.01,27.40,27.55,4
36.32,2,1,4411.04,2.83,0.78,24.71,23.88,4
36.32,3,-1,4009.94,-2.04,0.01,28.82,29.00,4
36.52,0,1,4442.36,5.46,0.69,27.20,27.55,4
36.52,1,-1,3978.14,-6.14,0.01,27.40,27.55,4
36.52,2,1,4416.15,2.74,0.69,25.08,25.43,4
36.52,3,-1,4004.17,-2.04,0.01,28.82,29.00,4
36.72,0,1,4447.88,5.45,0.70,27.28,27.55,4
36.72,1,-1,3972.64,-6.14,0.01,27.40,27.55,4
36.72,2,1,4421.43,2.45,0.40,25.87,29.00,4
36.72,3,-1,3998.38,-2.04,0.01,28.82,29.00,4
36.92,0,1,4453.40,5.52,0.63,27.32,27.55,4
36.92,1,-1,3967.15,-6.15,0.00,27.40,27.55,4
36.92,2,1,4426.83,2.08,0.03,27.05,29.00,4
36.92,3,-1,3992.60,-2.04,0.01,28.82,29.00,4
37.12,0,1,4458.90,5.63,0.52,27.34,27.55,4
37.12,1,-1,3961.66,-6.15,0.00,27.40,27.55,4
37.12,2,1,4432.40,1.72,0.33,27.87,29.00,4
37.12,3,-1,3986.83,-2.04,0.01,28.83,29.00,4
37.32,0,1,4464.38,5.77,0.38,27.36,27.55,4
37.32,1,-1,3956.18,-6.15,0.00,27.40,27.55,4
37.32,2,1,4438.04,1.47,0.58,28.29,29.00,4
37.32,3,-1,3981.06,-2.04,0.01,28.83,29.00,4
37.52,0,1,4469.86,5.90,0.25,27.37,27.55,4
37.52,1,-1,3950.69,-6.15,0.00,27.40,27.55,4
37.52,2,1,4443.75,1.36,0.69,28.51,29.00,4
37.52,3,-1,3975.29,-2.04,0.01,28.83,29.00,4
37.72,0,1,4475.34,6.02,0.13,27.37,27.55,4
37.72,1,-1,3945.21,-6.15,0.00,27.40,27.55,4
37.72,2,1,4449.48,1.36,0.69,28.64,29.00,4
37.72,3,-1,3969.52,-2.04,0.01,28.83,29.00,4
37.93,0,1,4480.84,6.11,0.04,27.38,27.55,4
37.93,1,-1,3939.68,-6.15,0.00,27.40,27.55,4
37.93,2,1,4455.27,1.44,0.61,28.71,29.00,4
37.93,3,-1,3963.71,-2.04,0.01,28.83,29.00,4
38.13,0,1,4486.32,6.17,0.02,27.38,27.55,4
38.13,1,-1,3934.19,-6.15,0.00,27.40,27.55,4
38.13,2,1,4461.04,1.56,0.49,28.75,29.00,4
38.13,3,-1,3957.93,-2.05,0.00,28.83,29.00,4
38.33,0,1,4491.78,6.21,0.06,27.38,27.55,4
38.33,1,-1,3928.69,-6.15,0.00,27.40,27.55,4
38.33,2,1,4466.82,1.70,0.35,28.78,29.00,4
38.33,3,-1,3952.14,-2.05,0.00,28.83,29.00,4
38.53,0,1,4497.21,6.23,0.08,27.38,27.55,4
38.53,1,-1,3923.21,-6.15,0.00,27.40,27.55,4
38.53,2,1,4472.58,1.83,0.22,28.79,29.00,4
38.53,3,-1,3946.37,-2.05,0.00,28.83,29.00,4
38.73,0,1,4502.66,6.24,0.09,27.38,27.55,4
38.73,1,-1,3917.72,-6.15,0.00,27.40,27.55,4
38.73,2,1,4478.35,1.94,0.11,28.80,29.00,4
38.73,3,-1,3940.59,-2.05,0.00,28.83,29.00,4
38.93,0,1,4508.07,6.25,0.10,27.39,27.55,4
38.93,1,-1,3912.24,-6.15,0.00,27.40,27.55,4
38.93,2,1,4484.11,2.03,0.02,28.80,29.00,4
38.93,3,-1,3934.82,-2.05,0.00,28.83,29.00,4
39.13,0,1,4513.48,6.25,0.10,27.39,27.55,4
39.13,1,-1,3906.75,-6.15,0.00,27.40,27.55,4
39.13,2,1,4489.87,2.09,0.04,28.81,29.00,4
39.13,3,-1,3929.04,-2.05,0.00,28.83,29.00,4
39.33,0,1,4518.92,6.27,0.12,27.39,27.55,4
39.33,1,-1,3901.26,-6.15,0.00,27.40,27.55,4
39.33,2,1,4495.63,2.12,0.07,28.81,29.00,4
39.33,3,-1,3923.26,-2.05,0.00,28.83,29.00,4
39.53,0,1,4524.37,6.28,0.13,27.39,27.55,4
39.53,1,-1,3895.74,-6.16,0.01,27.40,27.55,4
39.53,2,1,4501.42,2.14,0.09,28.81,29.00,4
39.53,3,-1,3917.45,-2.05,0.00,28.83,29.00,4
39.73,0,1,4529.82,6.29,0.14,27.40,27.55,4
39.73,1,-1,3890.25,-6.16,0.01,27.40,27.55,4
39.73,2,1,4507.19,2.15,0.10,28.81,29.00,4
39.73,3,-1,3911.67,-2.05,0.00,28.83,29.00,4
39.93,0,1,4535.28,6.29,0.14,27.40,27.55,4
39.93,1,-1,3884.77,-6.16,0.01,27.39,27.55,4
39.93,2,1,4512.93,2.16,0.11,28.82,29.00,4
39.93,3,-1,3905.90,-2.05,0.00,28.83,29.00,4
40.13,0,1,4540.74,6.28,0.13,27.41,27.55,4
40.13,1,-1,3879.30,-6.16,0.01,27.39,27.55,4
40.13,2,1,4518.67,2.18,0.13,28.82,29.00,4
40.13,3,-1,3900.12,-2.05,0.00,28.83,29.00,4
40.33,0,1,4546.21,6.27,0.12,27.41,27.55,4
40.33,1,-1,3873.82,-6.18,0.03,27.39,27.55,4
40.33,2,1,4524.42,2.20,0.15,28.82,29.00,4
40.33,3,-1,3894.35,-2.06,0.01,28.83,29.00,4
40.53,0,1,4551.70,6.25,0.10,27.41,27.55,4
40.53,1,-1,3868.29,-6.19,0.04,27.39,27.55,4
40.53,2,1,4530.19,2.21,0.16,28.83,29.00,4
40.53,3,-1,3888.56,-2.06,0.01,28.83,29.00,4
40.73,0,1,4557.18,6.23,0.08,27.41,27.55,4
40.73,1,-1,3862.77,-6.18,0.03,27.39,27.55,4
40.73,2,1,4535.95,2.20,0.15,28.83,29.00,4
40.73,3,-1,3882.80,-2.06,0.01,28.82,29.00,4
40.93,0,1,4562.67,6.21,0.07,27.16,27.51,4
40.93,1,-1,3857.23,-6.15,0.00,27.39,27.55,4
40.93,2,1,4541.72,2.19,0.14,28.84,29.00,4
40.93,3,-1,3877.03,-2.07,0.02,28.82,29.00,4
41.13,0,1,4568.12,6.19,0.17,26.97,27.14,4
41.13,1,-1,3851.71,-6.13,0.02,27.39,27.55,4
41.13,2,1,4547.49,2.18,0.13,28.84,29.00,4
41.13,3,-1,3871.25,-2.08,0.03,28.82,29.00,4
41.34,0,1,4573.49,6.17,0.36,26.26,26.47,4
41.34,1,-1,3846.18,-6.10,0.05,27.38,27.55,4
41.34,2,1,4553.28,2.15,0.10,28.84,29.00,4
41.34,3,-1,3865.44,-2.09,0.04,28.82,29.00,4
41.54,0,1,4578.70,6.13,0.61,25.32,25.58,4
41.54,1,-1,3840.67,-6.09,0.06,27.38,27.55,4
41.54,2,1,4559.06,2.13,0.08,28.84,29.00,4
41.54,3,-1,3859.65,-2.07,0.02,28.82,29.00,4
41.74,0,1,4583.73,6.07,0.86,24.45,24.55,4
41.74,1,-1,3835.15,-6.08,0.07,27.38,27.55,4
41.74,2,1,4564.84,2.11,0.05,28.61,28.85,4
41.74,3,-1,3853.85,-2.04,0.01,28.82,29.00,4
41.94,0,1,4588.55,5.96,1.10,23.34,23.45,4
41.94,1,-1,3829.64,-6.07,0.08,27.38,27.55,4
41.94,2,1,4570.54,2.09,0.00,28.11,28.29,4
41.94,3,-1,3848.06,-2.01,0.04,28.81,29.00,4
42.14,0,1,4593.20,5.80,1.29,22.11,22.34,4
42.14,1,-1,3824.10,-6.08,0.07,27.38,27.55,4
42.14,2,1,4576.14,2.07,0.05,27.10,27.43,4
42.14,3,-1,3842.23,-1.99,0.06,28.81,29.00,4
42.34,0,1,4597.57,5.59,1.41,21.14,21.28,4
42.34,1,-1,3818.62,-6.08,0.07,27.38,27.55,4
42.34,2,1,4581.49,2.06,0.11,26.15,26.36,4
42.34,3,-1,3836.45,-1.97,0.08,28.81,29.00,4
42.54,0,1,4601.78,5.34,1.47,20.03,20.26,4
42.54,1,-1,3813.15,-6.10,0.05,27.38,27.55,4
42.54,2,1,4586.62,2.06,0.17,25.01,25.18,4
42.54,3,-1,3830.68,-1.97,0.08,28.81,29.00,4
42.74,0,1,4605.79,5.03,1.45,19.15,19.35,4
42.74,1,-1,3807.68,-6.11,0.04,27.38,27.55,4
42.74,2,1,4591.53,2.08,0.21,23.68,23.96,4
42.74,3,-1,3824.89,-1.97,0.08,28.81,29.00,4
42.94,0,1,4609.57,4.71,1.38,18.31,18.54,4
42.94,1,-1,3802.23,-6.13,0.02,27.38,27.55,4
42.94,2,1,4596.18,2.10,0.24,22.63,22.76,4
42.94,3,-1,3819.12,-1.98,0.07,28.81,29.00,4
43.14,0,1,4613.25,4.39,1.28,17.71,17.83,4
43.14,1,-1,3796.82,-6.14,0.01,26.36,26.54,4
43.14,2,1,4600.63,2.13,0.26,21.42,21.63,4
43.14,3,-1,3813.33,-1.99,0.06,28.81,29.00,4
43.34,0,1,4616.76,4.07,1.14,17.13,17.25,4
43.34,1,-1,3791.69,-6.16,0.01,25.33,25.82,4
43.34,2,1,4604.88,2.15,0.29,20.48,20.59,4
