time,car,direction,station,lateral,lane_error,speed,target,grounded
65.59,0,1,269.83,2.63,0.03,15.64,16.15,4
65.59,1,-1,3453.34,-2.60,0.00,15.98,16.15,4
65.59,2,1,262.09,2.62,0.02,15.68,16.22,4
65.59,3,-1,3460.19,-2.60,0.00,15.96,16.12,4
65.80,0,1,272.94,2.63,0.03,15.65,16.15,4
65.80,1,-1,3450.13,-2.60,0.00,16.05,16.15,4
65.80,2,1,265.23,2.63,0.03,15.69,16.22,4
65.80,3,-1,3456.98,-2.60,0.00,16.06,16.20,4
66.00,0,1,276.05,2.63,0.03,15.66,16.15,4
66.00,1,-1,3446.92,-2.60,0.00,16.01,16.15,4
66.00,2,1,268.35,2.63,0.03,15.71,16.23,4
66.00,3,-1,3453.77,-2.60,0.00,15.99,16.15,4
66.20,0,1,279.14,2.64,0.04,15.67,16.15,4
66.20,1,-1,3443.71,-2.60,0.00,15.93,16.15,4
66.20,2,1,271.48,2.63,0.03,15.72,16.23,4
66.20,3,-1,3450.56,-2.60,0.00,15.92,16.06,4
66.40,0,1,282.26,2.64,0.04,15.68,16.15,4
66.40,1,-1,3440.50,-2.60,0.00,16.03,16.15,4
66.40,2,1,274.60,2.63,0.03,15.74,16.24,4
66.40,3,-1,3447.36,-2.60,0.00,16.02,16.18,4
66.60,0,1,285.36,2.65,0.05,15.70,16.15,4
66.60,1,-1,3437.30,-2.60,0.00,15.98,16.15,4
66.60,2,1,277.71,2.64,0.04,15.76,16.25,4
66.60,3,-1,3444.15,-2.60,0.00,15.96,16.12,4
66.80,0,1,288.46,2.66,0.06,15.71,16.15,4
66.80,1,-1,3434.08,-2.60,0.00,16.05,16.15,4
66.80,2,1,280.86,2.64,0.04,15.78,16.26,4
66.80,3,-1,3440.94,-2.60,0.00,16.06,16.20,4
67.00,0,1,291.58,2.69,0.09,15.73,16.15,4
67.00,1,-1,3430.88,-2.60,0.00,16.01,16.15,4
67.00,2,1,283.97,2.65,0.05,15.80,16.28,4
67.00,3,-1,3437.74,-2.60,0.00,15.99,16.15,4
67.20,0,1,294.69,2.70,0.10,15.75,16.15,4
67.20,1,-1,3427.67,-2.60,0.00,15.94,16.15,4
67.20,2,1,287.09,2.66,0.06,15.83,16.29,4
67.20,3,-1,3434.53,-2.60,0.00,15.93,16.08,4
67.40,0,1,297.83,2.71,0.11,15.77,16.15,4
67.40,1,-1,3424.46,-2.60,0.00,16.04,16.15,4
67.40,2,1,290.22,2.68,0.08,15.86,16.30,4
67.40,3,-1,3431.32,-2.60,0.00,16.03,16.18,4
67.60,0,1,300.97,2.71,0.11,15.79,16.15,4
67.60,1,-1,3421.26,-2.60,0.00,15.99,16.15,4
67.60,2,1,293.38,2.70,0.10,15.89,16.31,4
67.60,3,-1,3428.12,-2.60,0.00,15.97,16.13,4
67.80,0,1,304.09,2.70,0.10,15.82,16.15,4
67.80,1,-1,3418.05,-2.59,0.01,15.91,16.15,4
67.80,2,1,296.54,2.71,0.11,15.93,16.33,4
67.80,3,-1,3424.91,-2.60,0.00,16.07,16.20,4
68.00,0,1,307.23,2.69,0.09,15.84,16.15,4
68.00,1,-1,3414.85,-2.59,0.01,16.02,16.15,4
68.00,2,1,299.69,2.71,0.11,15.96,16.34,4
68.00,3,-1,3421.71,-2.60,0.00,16.01,16.17,4
68.20,0,1,310.38,2.68,0.08,15.86,16.15,4
68.20,1,-1,3411.65,-2.59,0.01,15.97,16.15,4
68.20,2,1,302.87,2.70,0.10,15.99,16.35,4
68.20,3,-1,3418.50,-2.60,0.00,15.95,16.11,4
68.40,0,1,313.51,2.68,0.08,15.88,16.15,4
68.40,1,-1,3408.43,-2.59,0.01,16.05,16.15,4
68.40,2,1,306.04,2.70,0.10,16.02,16.36,4
68.40,3,-1,3415.29,-2.59,0.01,16.05,16.19,4
68.60,0,1,316.67,2.68,0.08,15.90,16.15,4
68.60,1,-1,3405.23,-2.59,0.01,16.01,16.15,4
68.60,2,1,309.22,2.69,0.09,16.05,16.36,4
68.60,3,-1,3412.09,-2.59,0.01,15.99,16.15,4
68.80,0,1,319.78,2.67,0.07,15.92,16.15,4
68.80,1,-1,3402.03,-2.59,0.01,15.94,16.15,4
68.80,2,1,312.41,2.68,0.08,16.08,16.37,4
68.80,3,-1,3408.88,-2.59,0.01,15.93,16.08,4
69.00,0,1,322.94,2.67,0.07,15.94,16.15,4
69.00,1,-1,3398.83,-2.60,0.00,16.04,16.15,4
69.00,2,1,315.57,2.68,0.08,16.11,16.38,4
69.00,3,-1,3405.69,-2.59,0.01,16.03,16.18,4
69.20,0,1,326.07,2.68,0.08,15.96,16.15,4
69.20,1,-1,3395.62,-2.60,0.00,15.99,16.15,4
69.20,2,1,318.78,2.68,0.08,16.14,16.38,4
69.20,3,-1,3402.48,-2.59,0.01,15.97,16.14,4
69.40,0,1,329.23,2.68,0.08,15.98,16.15,4
69.40,1,-1,3392.42,-2.60,0.00,15.91,16.15,4
69.40,2,1,321.94,2.68,0.08,16.16,16.38,4
69.40,3,-1,3399.27,-2.59,0.01,16.07,16.20,4
69.60,0,1,332.36,2.69,0.09,16.00,16.15,4
69.60,1,-1,3389.22,-2.60,0.00,16.03,16.15,4
69.60,2,1,325.15,2.68,0.08,16.18,16.38,4
69.60,3,-1,3396.07,-2.60,0.00,16.02,16.17,4
69.80,0,1,335.49,2.70,0.10,16.02,16.15,4
69.80,1,-1,3386.01,-2.60,0.00,15.97,16.15,4
69.80,2,1,328.33,2.68,0.08,16.20,16.38,4
69.80,3,-1,3392.87,-2.60,0.00,15.95,16.11,4
70.00,0,1,338.65,2.71,0.11,16.03,16.15,4
70.00,1,-1,3382.81,-2.60,0.00,16.05,16.15,4
70.00,2,1,331.49,2.69,0.09,16.22,16.38,4
70.00,3,-1,3389.66,-2.60,0.00,16.05,16.20,4
70.20,0,1,341.78,2.72,0.12,16.05,16.15,4
70.20,1,-1,3379.60,-2.60,0.00,16.01,16.15,4
70.20,2,1,334.71,2.70,0.10,16.24,16.38,4
70.20,3,-1,3386.46,-2.60,0.00,16.00,16.16,4
70.40,0,1,344.88,2.73,0.13,15.98,16.15,4
70.40,1,-1,3376.40,-2.60,0.00,15.94,16.15,4
70.40,2,1,337.86,2.71,0.11,16.11,16.29,4
70.40,3,-1,3383.25,-2.60,0.00,15.93,16.08,4
70.60,0,1,348.04,2.74,0.14,16.05,16.15,4
70.60,1,-1,3373.19,-2.60,0.00,16.04,16.15,4
70.60,2,1,341.01,2.72,0.12,16.19,16.34,4
70.60,3,-1,3380.05,-2.60,0.00,16.04,16.19,4
70.80,0,1,351.14,2.76,0.16,16.00,16.15,4
70.80,1,-1,3369.98,-2.60,0.00,15.99,16.15,4
70.80,2,1,344.19,2.73,0.13,16.10,16.28,4
70.80,3,-1,3376.84,-2.60,0.00,15.97,16.14,4
71.01,0,1,354.24,2.77,0.17,15.97,16.15,4
71.01,1,-1,3366.77,-2.60,0.00,15.91,16.15,4
71.01,2,1,347.32,2.74,0.14,16.05,16.23,4
71.01,3,-1,3373.62,-2.60,0.00,16.07,16.20,4
71.21,0,1,357.28,2.76,0.16,15.79,16.15,4
71.21,1,-1,3363.57,-2.60,0.00,16.03,16.15,4
71.21,2,1,350.40,2.76,0.16,15.84,16.01,4
71.21,3,-1,3370.43,-2.60,0.00,16.02,16.17,4
71.41,0,1,360.39,2.73,0.13,15.65,15.33,4
71.41,1,-1,3360.36,-2.60,0.00,15.97,16.15,4
71.41,2,1,353.51,2.76,0.16,15.74,16.05,4
71.41,3,-1,3367.22,-2.60,0.00,15.95,16.11,4
71.61,0,1,363.36,2.67,0.07,15.77,15.96,4
71.61,1,-1,3357.15,-2.60,0.00,16.05,16.15,4
71.61,2,1,356.52,2.77,0.17,15.54,16.00,4
71.61,3,-1,3364.00,-2.60,0.00,16.06,16.20,4
71.81,0,1,366.21,2.64,0.04,15.72,14.83,4
71.81,1,-1,3353.95,-2.60,0.00,16.01,16.15,4
71.81,2,1,359.53,2.74,0.14,15.72,16.08,4
71.81,3,-1,3360.81,-2.60,0.00,16.00,16.16,4
72.01,0,1,369.17,2.70,0.10,15.80,16.15,4
72.01,1,-1,3350.75,-2.60,0.00,15.95,16.15,4
72.01,2,1,362.48,2.68,0.08,15.69,15.96,4
72.01,3,-1,3357.60,-2.60,0.00,15.93,16.08,4
72.21,0,1,372.07,2.80,0.20,16.04,16.15,4
72.21,1,-1,3347.54,-2.60,0.00,16.04,16.15,4
72.21,2,1,365.46,2.65,0.05,15.80,16.25,4
72.21,3,-1,3354.39,-2.60,0.00,16.04,16.19,4
72.41,0,1,375.14,2.94,0.34,15.99,16.15,4
72.41,1,-1,3344.33,-2.60,0.00,16.00,16.15,4
72.41,2,1,368.29,2.67,0.07,15.84,16.23,4
72.41,3,-1,3351.19,-2.60,0.00,15.98,16.14,4
72.61,0,1,378.12,3.09,0.49,16.00,16.15,4
72.61,1,-1,3341.10,-2.60,0.00,15.93,16.15,4
72.61,2,1,371.36,2.77,0.17,16.06,16.27,4
72.61,3,-1,3347.95,-2.60,0.00,15.92,16.06,4
72.81,0,1,381.26,3.21,0.61,16.02,16.15,4
72.81,1,-1,3337.86,-2.60,0.00,16.03,16.15,4
72.81,2,1,374.33,2.91,0.31,16.19,16.30,4
72.81,3,-1,3344.72,-2.60,0.00,16.03,16.18,4
73.01,0,1,384.31,3.31,0.71,16.07,16.15,4
73.01,1,-1,3334.66,-2.60,0.00,15.98,16.15,4
73.01,2,1,377.45,3.05,0.45,16.17,16.35,4
73.01,3,-1,3341.51,-2.60,0.00,15.96,16.12,4
73.21,0,1,387.43,3.37,0.77,16.00,16.15,4
73.21,1,-1,3331.45,-2.60,0.00,16.05,16.15,4
73.21,2,1,380.46,3.19,0.59,16.07,16.28,4
73.21,3,-1,3338.30,-2.60,0.00,16.06,16.20,4
73.41,0,1,390.62,3.38,0.78,16.08,16.15,4
73.41,1,-1,3328.25,-2.60,0.00,16.02,16.15,4
73.41,2,1,383.54,3.30,0.70,16.18,16.37,4
73.41,3,-1,3335.10,-2.60,0.00,16.01,16.16,4
73.61,0,1,393.83,3.35,0.75,16.01,16.15,4
73.61,1,-1,3325.04,-2.60,0.00,15.96,16.15,4
73.61,2,1,386.72,3.37,0.77,16.13,16.29,4
73.61,3,-1,3331.89,-2.60,0.00,15.94,16.10,4
73.81,0,1,397.11,3.27,0.67,16.08,16.15,4
73.81,1,-1,3321.84,-2.60,0.00,16.05,16.15,4
73.81,2,1,389.90,3.39,0.79,16.22,16.36,4
73.81,3,-1,3328.69,-2.60,0.00,16.05,16.19,4
74.01,0,1,400.37,3.16,0.56,15.99,16.15,4
74.01,1,-1,3318.63,-2.60,0.00,16.01,16.15,4
74.01,2,1,393.16,3.37,0.77,16.13,16.24,4
74.01,3,-1,3325.48,-2.60,0.00,15.99,16.15,4
74.21,0,1,403.72,3.03,0.43,16.04,16.15,4
74.21,1,-1,3315.43,-2.60,0.00,15.93,16.15,4
74.21,2,1,396.42,3.30,0.70,16.18,16.26,4
74.21,3,-1,3322.28,-2.60,0.00,15.92,16.06,4
74.41,0,1,407.11,2.88,0.28,16.04,16.15,4
74.41,1,-1,3312.23,-2.60,0.00,16.03,16.15,4
74.41,2,1,399.74,3.20,0.60,16.11,16.23,4
74.41,3,-1,3319.08,-2.60,0.00,16.03,16.18,4
74.62,0,1,410.42,2.70,0.10,16.00,16.15,4
74.62,1,-1,3309.02,-2.60,0.00,15.99,16.15,4
74.62,2,1,403.11,3.07,0.47,15.99,16.15,4
74.62,3,-1,3315.87,-2.60,0.00,15.96,16.12,4
74.82,0,1,413.84,2.53,0.07,16.05,16.15,4
74.82,1,-1,3305.82,-2.60,0.00,16.05,16.15,4
74.82,2,1,406.40,2.91,0.31,15.99,16.18,4
74.82,3,-1,3312.67,-2.60,0.00,16.06,16.20,4
75.02,0,1,417.15,2.35,0.25,16.05,16.15,4
75.02,1,-1,3302.62,-2.60,0.00,16.02,16.15,4
75.02,2,1,409.81,2.74,0.14,15.94,16.16,4
75.02,3,-1,3309.47,-2.60,0.00,16.01,16.16,4
75.22,0,1,420.57,2.16,0.44,16.02,16.15,4
75.22,1,-1,3299.41,-2.60,0.00,15.96,16.15,4
75.22,2,1,413.10,2.57,0.03,16.01,16.12,4
75.22,3,-1,3306.26,-2.60,0.00,15.94,16.10,4
75.42,0,1,423.84,1.97,0.63,16.04,16.15,4
75.42,1,-1,3296.21,-2.60,0.00,16.05,16.15,4
75.42,2,1,416.53,2.39,0.21,16.04,16.16,4
75.42,3,-1,3303.06,-2.60,0.00,16.05,16.19,4
75.62,0,1,427.10,1.85,0.75,16.01,16.15,4
75.62,1,-1,3293.00,-2.60,0.00,16.01,16.15,4
75.62,2,1,419.84,2.21,0.39,16.01,16.15,4
75.62,3,-1,3299.85,-2.60,0.00,15.99,16.15,4
75.82,0,1,430.34,1.83,0.77,15.98,16.15,4
75.82,1,-1,3289.80,-2.60,0.00,15.95,16.15,4
75.82,2,1,423.22,2.00,0.60,15.90,16.13,4
75.82,3,-1,3296.64,-2.60,0.00,15.93,16.08,4
76.02,0,1,433.58,1.86,0.74,15.94,16.15,4
76.02,1,-1,3286.59,-2.60,0.00,16.04,16.15,4
76.02,2,1,426.46,1.87,0.73,15.96,16.12,4
76.02,3,-1,3293.44,-2.60,0.00,16.04,16.19,4
76.22,0,1,436.80,1.95,0.65,15.91,16.15,4
76.22,1,-1,3283.38,-2.60,0.00,16.00,16.15,4
76.22,2,1,429.69,1.83,0.77,15.93,16.10,4
76.22,3,-1,3290.24,-2.60,0.00,15.98,16.14,4
76.42,0,1,440.00,2.05,0.55,15.88,16.15,4
76.42,1,-1,3280.17,-2.60,0.00,15.93,16.15,4
76.42,2,1,432.92,1.86,0.74,15.89,16.08,4
76.42,3,-1,3287.02,-2.60,0.00,15.92,16.06,4
76.62,0,1,443.20,2.16,0.44,15.85,16.15,4
76.62,1,-1,3276.97,-2.60,0.00,16.03,16.15,4
76.62,2,1,436.11,1.93,0.67,15.84,16.06,4
76.62,3,-1,3283.82,-2.60,0.00,16.03,16.18,4
76.82,0,1,446.39,2.27,0.33,15.83,16.15,4
76.82,1,-1,3273.76,-2.60,0.00,15.98,16.15,4
76.82,2,1,439.31,2.03,0.57,15.79,16.05,4
76.82,3,-1,3280.61,-2.60,0.00,15.96,16.12,4
77.02,0,1,449.59,2.36,0.24,15.82,16.15,4
77.02,1,-1,3270.56,-2.50,0.10,15.98,16.15,4
77.02,2,1,442.48,2.14,0.46,15.76,16.04,4
77.02,3,-1,3277.41,-2.60,0.00,15.90,16.12,4
77.22,0,1,452.77,2.44,0.16,15.81,16.15,4
77.22,1,-1,3267.40,-2.00,0.60,15.94,16.15,4
77.22,2,1,445.67,2.25,0.35,15.73,16.03,4
77.22,3,-1,3274.24,-2.60,0.00,15.70,15.80,4
77.42,0,1,455.97,2.50,0.10,15.80,16.15,4
77.42,1,-1,3264.33,-1.09,1.51,15.99,16.15,4
77.42,2,1,448.84,2.34,0.26,15.71,16.03,4
77.42,3,-1,3271.12,-2.54,0.06,15.60,15.84,4
77.62,0,1,459.14,2.55,0.05,15.79,16.15,4
77.62,1,-1,3261.35,0.09,2.69,16.04,16.15,4
77.62,2,1,452.00,2.43,0.17,15.70,16.04,4
77.62,3,-1,3268.01,-2.15,0.45,15.74,16.15,4
77.82,0,1,462.33,2.57,0.03,15.78,16.15,4
77.82,1,-1,3258.42,1.38,3.98,16.01,16.15,4
77.82,2,1,455.17,2.49,0.11,15.69,16.04,4
77.82,3,-1,3264.94,-1.31,1.29,15.93,16.23,4
78.02,0,1,465.51,2.59,0.01,15.78,16.15,4
78.02,1,-1,3255.48,2.65,5.25,15.91,16.15,4
78.02,2,1,458.33,2.54,0.06,15.68,16.05,4
78.02,3,-1,3261.95,-0.17,2.43,16.11,16.30,4
78.22,0,1,468.70,2.59,0.01,15.78,16.15,4
78.22,1,-1,3252.49,3.81,6.41,16.01,16.15,4
78.22,2,1,461.50,2.57,0.03,15.69,16.06,4
78.22,3,-1,3259.00,1.12,3.72,16.08,16.23,4
78.42,0,1,471.88,2.59,0.01,15.78,16.15,4
78.42,1,-1,3249.44,4.81,7.41,16.04,16.15,4
78.42,2,1,464.66,2.59,0.01,15.69,16.07,4
78.42,3,-1,3256.05,2.41,5.01,16.00,16.23,4
78.62,0,1,475.08,2.58,0.02,15.79,16.15,4
78.62,1,-1,3246.33,5.62,8.22,16.05,16.15,4
78.62,2,1,467.84,2.59,0.01,15.70,16.08,4
78.62,3,-1,3253.06,3.60,6.20,16.09,16.22,4
78.82,0,1,478.26,2.57,0.03,15.79,16.15,4
78.82,1,-1,3243.18,6.22,8.82,15.99,16.15,4
78.82,2,1,471.00,2.59,0.01,15.71,16.09,4
78.82,3,-1,3250.03,4.64,7.24,15.99,16.15,4
79.02,0,1,481.46,2.56,0.04,15.80,16.15,4
79.02,1,-1,3239.99,6.64,9.24,16.04,16.15,4
79.02,2,1,474.17,2.59,0.01,15.73,16.11,4
79.02,3,-1,3246.92,5.48,8.08,16.06,16.21,4
79.22,0,1,484.65,2.55,0.05,15.81,16.15,4
79.22,1,-1,3236.79,6.88,9.48,15.99,16.15,4
79.22,2,1,477.36,2.57,0.03,15.75,16.12,4
79.22,3,-1,3243.77,6.13,8.73,15.98,16.17,4
79.42,0,1,487.86,2.54,0.06,15.82,16.15,4
79.42,1,-1,3233.58,6.99,9.59,16.05,16.15,4
79.42,2,1,480.54,2.56,0.04,15.77,16.14,4
79.42,3,-1,3240.58,6.57,9.17,16.08,16.25,4
79.62,0,1,491.05,2.53,0.07,15.83,16.15,4
79.62,1,-1,3230.37,6.99,9.59,16.01,16.15,4
79.62,2,1,483.74,2.55,0.05,15.80,16.16,4
79.62,3,-1,3237.38,6.85,9.45,16.03,16.22,4
79.82,0,1,494.25,2.53,0.07,15.85,16.15,4
79.82,1,-1,3227.17,6.93,9.53,15.94,16.15,4
79.82,2,1,486.92,2.54,0.06,15.82,16.18,4
79.82,3,-1,3234.17,6.98,9.58,15.98,16.15,4
80.02,0,1,497.47,2.52,0.08,15.87,16.15,4
80.02,1,-1,3223.97,6.82,9.42,16.04,16.15,4
80.02,2,1,490.13,2.53,0.07,15.86,16.20,4
80.02,3,-1,3230.96,7.00,9.60,16.09,16.25,4
80.23,0,1,500.67,2.52,0.08,15.89,16.15,4
80.23,1,-1,3220.77,6.70,9.30,15.99,16.15,4
80.23,2,1,493.34,2.53,0.07,15.89,16.22,4
80.23,3,-1,3227.75,6.95,9.55,16.03,16.20,4
80.43,0,1,503.89,2.51,0.09,15.92,16.15,4
80.43,1,-1,3217.57,6.57,9.17,15.91,16.15,4
80.43,2,1,496.55,2.52,0.08,15.94,16.25,4
80.43,3,-1,3224.53,6.84,9.44,16.13,16.26,4
80.63,0,1,507.14,2.51,0.09,15.95,16.15,4
80.63,1,-1,3214.37,6.45,9.05,16.03,16.15,4
80.63,2,1,499.79,2.52,0.08,15.98,16.28,4
80.63,3,-1,3221.32,6.72,9.32,16.07,16.22,4
80.83,0,1,510.36,2.50,0.10,15.99,16.15,4
80.83,1,-1,3211.17,6.35,8.95,15.97,16.15,4
80.83,2,1,503.01,2.51,0.09,16.04,16.31,4
80.83,3,-1,3218.11,6.59,9.19,16.00,16.16,4
81.03,0,1,513.62,2.48,0.12,16.04,16.15,4
81.03,1,-1,3207.97,6.27,8.87,16.05,16.15,4
81.03,2,1,506.28,2.51,0.09,16.10,16.35,4
81.03,3,-1,3214.90,6.47,9.07,16.10,16.24,4
81.23,0,1,516.89,2.47,0.13,16.02,16.15,4
81.23,1,-1,3204.77,6.21,8.81,16.01,16.15,4
81.23,2,1,509.54,2.50,0.10,16.04,16.31,4
81.23,3,-1,3211.69,6.37,8.97,16.04,16.19,4
81.43,0,1,520.13,2.44,0.16,16.04,16.15,4
81.43,1,-1,3201.56,6.17,8.77,15.95,16.15,4
81.43,2,1,512.83,2.49,0.11,16.14,16.33,4
81.43,3,-1,3208.48,6.28,8.88,15.97,16.11,4
81.63,0,1,523.39,2.42,0.18,15.97,16.15,4
81.63,1,-1,3198.36,6.15,8.75,16.04,16.15,4
81.63,2,1,516.08,2.47,0.13,16.01,16.24,4
81.63,3,-1,3205.27,6.22,8.82,16.07,16.22,4
81.83,0,1,526.62,2.40,0.20,15.94,16.15,4
81.83,1,-1,3195.16,6.14,8.74,16.00,16.15,4
81.83,2,1,519.37,2.45,0.15,16.22,16.36,4
81.83,3,-1,3202.06,6.18,8.78,16.01,16.16,4
82.03,0,1,529.89,2.39,0.21,15.95,16.15,4
82.03,1,-1,3191.95,6.14,8.74,15.93,16.15,4
82.03,2,1,522.63,2.43,0.17,16.17,16.37,4
82.03,3,-1,3198.85,6.15,8.75,15.94,16.08,4
82.23,0,1,533.13,2.38,0.22,16.02,16.15,4
82.23,1,-1,3188.74,6.15,8.75,16.03,16.15,4
82.23,2,1,525.92,2.41,0.19,16.18,16.28,4
82.23,3,-1,3195.64,6.14,8.74,16.05,16.20,4
82.43,0,1,536.39,2.37,0.23,15.95,16.15,4
82.43,1,-1,3185.54,6.16,8.76,15.99,16.15,4
82.43,2,1,529.21,2.39,0.21,16.18,16.35,4
82.43,3,-1,3192.43,6.14,8.74,15.99,16.14,4
82.63,0,1,539.65,2.37,0.23,16.06,16.15,4
82.63,1,-1,3182.33,6.18,8.78,16.05,16.15,4
82.63,2,1,532.47,2.38,0.22,16.11,16.30,4
82.63,3,-1,3189.22,6.15,8.75,16.08,16.22,4
82.83,0,1,542.88,2.37,0.23,16.04,16.15,4
82.83,1,-1,3179.13,6.19,8.79,16.02,16.15,4
82.83,2,1,535.75,2.37,0.23,16.08,16.27,4
82.83,3,-1,3186.02,6.16,8.76,16.03,16.18,4
83.03,0,1,546.14,2.37,0.23,16.02,16.15,4
83.03,1,-1,3175.93,6.20,8.80,15.96,16.15,4
83.03,2,1,539.00,2.37,0.23,16.07,16.25,4
83.03,3,-1,3182.81,6.18,8.78,15.96,16.11,4
83.23,0,1,549.39,2.38,0.22,16.02,16.15,4
83.23,1,-1,3172.72,6.21,8.81,16.05,16.15,4
83.23,2,1,542.28,2.36,0.24,16.07,16.24,4
83.23,3,-1,3179.60,6.19,8.79,16.06,16.20,4
83.43,0,1,552.62,2.39,0.21,16.02,16.15,4
83.43,1,-1,3169.53,6.22,8.82,16.01,16.15,4
83.43,2,1,545.55,2.37,0.23,16.08,16.23,4
83.43,3,-1,3176.40,6.20,8.80,16.00,16.16,4
83.63,0,1,555.86,2.40,0.20,16.02,16.15,4
83.63,1,-1,3166.32,6.22,8.82,15.93,16.15,4
83.63,2,1,548.80,2.37,0.23,16.08,16.21,4
83.63,3,-1,3173.19,6.21,8.81,15.93,16.07,4
83.83,0,1,559.09,2.41,0.19,16.00,16.15,4
83.83,1,-1,3163.12,6.23,8.83,16.03,16.15,4
83.83,2,1,552.08,2.38,0.22,16.07,16.18,4
83.83,3,-1,3169.99,6.22,8.82,16.04,16.19,4
84.03,0,1,562.34,2.42,0.18,16.01,16.15,4
84.03,1,-1,3159.92,6.23,8.83,16.00,16.15,4
84.03,2,1,555.35,2.39,0.21,16.08,16.18,4
84.03,3,-1,3166.79,6.22,8.82,15.98,16.14,4
84.23,0,1,565.57,2.44,0.16,15.96,16.15,4
84.23,1,-1,3156.72,6.23,8.83,15.91,16.15,4
84.23,2,1,558.59,2.41,0.19,16.18,16.27,4
84.23,3,-1,3163.58,6.23,8.83,16.08,16.21,4
84.43,0,1,568.79,2.45,0.15,16.03,16.15,4
84.43,1,-1,3153.52,6.22,8.82,16.03,16.15,4
84.43,2,1,561.86,2.42,0.18,16.10,16.17,4
84.43,3,-1,3160.38,6.23,8.83,16.02,16.18,4
84.63,0,1,572.03,2.47,0.13,16.07,16.15,4
84.63,1,-1,3150.31,6.22,8.82,15.97,16.15,4
84.63,2,1,565.08,2.44,0.16,16.07,16.21,4
84.63,3,-1,3157.17,6.23,8.83,15.96,16.12,4
84.83,0,1,575.27,2.49,0.11,16.07,16.15,4
84.83,1,-1,3147.09,6.22,8.82,16.05,16.15,4
84.83,2,1,568.35,2.45,0.15,16.11,16.19,4
84.83,3,-1,3153.95,6.23,8.83,16.06,16.20,4
85.03,0,1,578.49,2.50,0.10,16.03,16.15,4
85.03,1,-1,3143.89,6.22,8.82,16.01,16.15,4
85.03,2,1,571.58,2.47,0.13,16.03,16.15,4
85.03,3,-1,3150.75,6.22,8.82,16.00,16.16,4
85.23,0,1,581.72,2.53,0.07,15.95,16.15,4
85.23,1,-1,3140.68,6.22,8.82,15.95,16.15,4
85.23,2,1,574.80,2.48,0.12,15.86,16.05,4
85.23,3,-1,3147.54,6.22,8.82,15.94,16.08,4
85.43,0,1,584.92,2.59,0.01,15.96,16.15,4
85.43,1,-1,3137.48,6.22,8.82,16.04,16.15,4
85.43,2,1,578.02,2.50,0.10,15.96,16.05,4
85.43,3,-1,3144.34,6.22,8.82,16.04,16.19,4
85.63,0,1,588.22,2.64,0.04,16.04,16.15,4
85.63,1,-1,3134.29,6.22,8.82,16.00,16.15,4
85.63,2,1,581.22,2.53,0.07,16.04,16.14,4
85.63,3,-1,3141.14,6.22,8.82,15.98,16.14,4
85.83,0,1,591.54,2.63,0.03,16.03,16.15,4
85.83,1,-1,3131.08,6.22,8.82,15.91,16.15,4
85.83,2,1,584.43,2.58,0.02,15.91,16.12,4
85.83,3,-1,3137.94,6.22,8.82,16.07,16.21,4
86.04,0,1,594.92,2.59,0.01,15.98,16.15,4
86.04,1,-1,3127.75,6.22,8.82,16.03,16.15,4
86.04,2,1,587.85,2.63,0.03,15.87,16.09,4
86.04,3,-1,3134.61,6.22,8.82,16.02,16.17,4
86.27,0,1,598.74,2.51,0.09,15.92,16.15,4
86.27,1,-1,3124.01,6.22,8.82,16.00,16.15,4
86.27,2,1,591.68,2.63,0.03,15.91,16.04,4
86.27,3,-1,3130.87,6.22,8.82,15.98,16.14,4
86.48,0,1,602.04,2.45,0.15,15.88,16.15,4
86.48,1,-1,3120.76,6.22,8.82,15.91,16.15,4
86.48,2,1,594.96,2.59,0.01,15.85,16.00,4
86.48,3,-1,3127.61,6.22,8.82,16.07,16.21,4
86.71,0,1,605.74,2.39,0.21,15.83,16.15,4
86.71,1,-1,3117.09,6.22,8.82,16.03,16.15,4
86.71,2,1,598.68,2.52,0.08,15.77,15.97,4
86.71,3,-1,3123.94,6.22,8.82,16.03,16.18,4
86.91,0,1,608.95,2.36,0.24,15.80,16.15,4
86.91,1,-1,3113.88,6.22,8.82,15.98,16.15,4
86.91,2,1,601.91,2.45,0.15,15.70,15.95,4
86.91,3,-1,3120.73,6.22,8.82,15.96,16.12,4
87.15,0,1,612.80,2.34,0.26,15.76,16.15,4
87.15,1,-1,3110.00,6.22,8.82,15.95,16.15,4
87.15,2,1,605.75,2.39,0.21,15.63,15.94,4
87.15,3,-1,3116.85,6.22,8.82,15.93,16.08,4
87.35,0,1,615.98,2.34,0.26,15.74,16.15,4
87.35,1,-1,3106.77,6.22,8.82,16.04,16.15,4
87.35,2,1,608.94,2.36,0.24,15.59,15.93,4
87.35,3,-1,3113.63,6.22,8.82,16.04,16.19,4
87.56,0,1,619.21,2.36,0.24,15.73,16.15,4
87.56,1,-1,3103.50,6.22,8.82,16.00,16.15,4
87.56,2,1,612.14,2.34,0.26,15.56,15.94,4
87.56,3,-1,3110.35,6.22,8.82,15.98,16.14,4
87.76,0,1,622.35,2.38,0.22,15.72,16.15,4
87.76,1,-1,3100.30,6.22,8.82,15.91,16.15,4
87.76,2,1,615.27,2.34,0.26,15.54,15.95,4
87.76,3,-1,3107.15,6.22,8.82,16.07,16.20,4
87.96,0,1,625.49,2.41,0.19,15.71,16.15,4
87.96,1,-1,3097.10,6.22,8.82,16.03,16.15,4
