lip,station,lateral,x,y,z,nx,ny,nz,collider
537,517,16,1036.148,157.674,89.030,0.407,0.911,0.074,Ground_Mountain_2_3
537,519,-16,1010.053,160.032,70.407,0.185,0.976,-0.113,Ground_Mountain_2_3
537,519,-7,1017.020,159.686,76.105,0.115,0.983,-0.143,Ground_Mountain_2_3
537,519,0,1022.438,159.691,80.537,0.104,0.985,-0.134,Ground_Mountain_2_3
537,519,7,1027.857,159.691,84.968,0.113,0.986,-0.125,Ground_Mountain_2_3
537,519,16,1034.823,158.106,90.666,0.383,0.922,0.061,Ground_Mountain_2_3
537,521,-16,1008.884,160.441,71.830,0.203,0.973,-0.113,Ground_Mountain_2_3
537,521,-7,1015.805,160.044,77.583,0.122,0.982,-0.142,Ground_Mountain_2_3
537,521,0,1021.189,160.044,82.058,0.119,0.982,-0.148,Ground_Mountain_2_3
537,521,7,1026.572,160.046,86.532,0.113,0.983,-0.143,Ground_Mountain_2_3
537,521,16,1033.493,158.548,92.285,0.369,0.928,0.044,Ground_Mountain_2_3
537,523,-16,1007.706,160.855,73.244,0.205,0.972,-0.116,Ground_Mountain_2_3
537,523,-7,1014.583,160.423,79.050,0.122,0.980,-0.156,Ground_Mountain_2_3
537,523,0,1019.931,160.424,83.566,0.130,0.981,-0.148,Ground_Mountain_2_3
537,523,7,1025.280,160.428,88.082,0.124,0.981,-0.151,Ground_Mountain_2_3
537,523,16,1032.157,159.001,93.888,0.395,0.916,0.075,Ground_Mountain_2_3
537,525,-16,1006.517,161.273,74.652,0.205,0.972,-0.115,Ground_Mountain_2_3
537,525,-7,1013.352,160.828,80.507,0.144,0.976,-0.164,Ground_Mountain_2_3
537,525,0,1018.667,160.832,85.062,0.129,0.978,-0.162,Ground_Mountain_2_3
537,525,7,1023.983,160.829,89.616,0.140,0.979,-0.151,Ground_Mountain_2_3
537,525,16,1030.818,159.451,95.472,0.384,0.921,0.063,Ground_Mountain_2_3
537,527,-16,1005.246,161.726,76.135,0.215,0.969,-0.117,Ground_Mountain_2_3
537,527,-7,1012.080,161.264,81.991,0.145,0.976,-0.163,Ground_Mountain_2_3
537,527,0,1017.396,161.260,86.545,0.143,0.975,-0.172,Ground_Mountain_2_3
537,527,7,1022.712,161.254,91.100,0.140,0.976,-0.164,Ground_Mountain_2_3
537,527,16,1029.546,159.879,96.956,0.381,0.922,0.061,Ground_Mountain_2_3
537,529,-16,1004.042,162.160,77.520,0.215,0.969,-0.117,Ground_Mountain_2_3
537,529,-7,1010.835,161.720,83.424,0.160,0.972,-0.171,Ground_Mountain_2_3
537,529,0,1016.118,161.707,88.017,0.149,0.972,-0.179,Ground_Mountain_2_3
537,529,7,1021.401,161.710,92.609,0.169,0.973,-0.157,Ground_Mountain_2_3
537,529,16,1028.193,160.338,98.514,0.382,0.923,0.056,Ground_Mountain_2_3
537,531,-16,1002.831,162.590,78.896,0.204,0.971,-0.126,Ground_Mountain_2_3
537,531,-7,1009.583,162.193,84.847,0.168,0.968,-0.185,Ground_Mountain_2_3
537,531,0,1014.835,162.188,89.475,0.162,0.970,-0.179,Ground_Mountain_2_3
537,531,7,1020.087,162.181,94.103,0.169,0.971,-0.172,Ground_Mountain_2_3
537,531,16,1026.839,160.793,100.053,0.374,0.926,0.050,Ground_Mountain_2_3
537,533,-16,1001.614,163.023,80.263,0.200,0.971,-0.131,Ground_Mountain_2_3
537,533,-7,1008.326,162.686,86.258,0.168,0.966,-0.199,Ground_Mountain_2_3
537,533,0,1013.548,162.686,90.921,0.176,0.966,-0.188,Ground_Mountain_2_3
537,533,7,1018.769,162.678,95.583,0.172,0.970,-0.172,Ground_Mountain_2_3
537,533,16,1025.481,161.261,101.578,0.376,0.925,0.050,Ground_Mountain_2_3
537,535,-16,1000.389,163.458,81.623,0.192,0.972,-0.139,Ground_Mountain_2_3
537,535,-7,1007.064,163.210,87.660,0.185,0.963,-0.198,Ground_Mountain_2_3
537,535,0,1012.255,163.205,92.355,0.176,0.964,-0.199,Ground_Mountain_2_3
537,535,7,1017.447,163.200,97.051,0.184,0.964,-0.189,Ground_Mountain_2_3
537,535,16,1024.122,161.728,103.088,0.376,0.925,0.053,Ground_Mountain_2_3
537,537,-16,999.158,163.903,82.974,0.183,0.971,-0.156,Ground_Mountain_1_3
537,537,-7,1005.796,163.749,89.052,0.198,0.959,-0.203,Ground_Mountain_2_3
537,537,0,1010.959,163.748,93.779,0.187,0.962,-0.199,Ground_Mountain_2_3
537,537,7,1016.122,163.741,98.506,0.184,0.964,-0.193,Ground_Mountain_2_3
537,537,16,1022.759,162.198,104.584,0.384,0.921,0.069,Ground_Mountain_2_3
537,539,-16,997.922,164.356,84.317,0.153,0.972,-0.177,Ground_Mountain_1_3
537,539,-7,1004.524,164.312,90.433,0.197,0.956,-0.219,Ground_Mountain_2_3
537,539,0,1009.659,164.313,95.190,0.200,0.957,-0.210,Ground_Mountain_2_3
537,539,7,1014.794,164.307,99.947,0.202,0.960,-0.192,Ground_Mountain_2_3
537,539,16,1021.396,162.668,106.064,0.401,0.913,0.081,Ground_Mountain_2_3
537,541,-16,996.682,164.794,85.649,0.153,0.972,-0.177,Ground_Mountain_1_3
537,541,-7,1003.248,164.894,91.804,0.203,0.954,-0.218,Ground_Mountain_2_3
537,541,0,1008.356,164.897,96.590,0.199,0.955,-0.218,Ground_Mountain_2_3
537,541,7,1013.464,164.894,101.377,0.206,0.957,-0.204,Ground_Mountain_2_3
537,541,16,1020.031,163.137,107.531,0.401,0.913,0.081,Ground_Mountain_2_3
537,543,-16,995.435,165.246,86.975,0.131,0.970,-0.203,Ground_Mountain_1_3
537,543,-7,1001.968,165.495,93.165,0.218,0.948,-0.230,Ground_Mountain_2_3
537,543,0,1007.050,165.501,97.979,0.213,0.953,-0.218,Ground_Mountain_2_3
537,543,7,1012.132,165.497,102.793,0.206,0.954,-0.220,Ground_Mountain_2_3
537,543,16,1018.665,163.611,108.983,0.410,0.908,0.092,Ground_Mountain_2_3
537,545,-16,994.176,165.701,88.301,0.130,0.966,-0.224,Ground_Mountain_1_3
537,545,-7,1000.676,166.123,94.525,0.218,0.948,-0.232,Ground_Mountain_2_3
537,545,0,1005.732,166.123,99.367,0.201,0.953,-0.227,Ground_Mountain_2_3
537,545,7,1010.788,166.115,104.208,0.219,0.962,-0.165,Ground_Mountain_2_3
537,545,16,1017.289,164.065,110.432,0.424,0.890,0.170,Ground_Mountain_2_3
537,547,-16,992.877,165.953,89.654,-0.074,0.971,-0.226,Ground_Mountain_1_3
537,547,-7,999.346,166.538,95.912,-0.116,0.965,-0.236,Ground_Mountain_1_3
537,547,0,1004.378,166.459,100.778,0.204,0.971,0.125,Ground_Mountain_2_3
537,547,7,1009.409,166.471,105.645,-0.117,0.979,-0.168,Ground_Mountain_2_3
537,547,16,1015.878,164.431,111.902,0.248,0.952,0.181,Ground_Mountain_2_3
537,549,-16,991.580,165.767,90.994,-0.220,0.970,0.102,Ground_Mountain_1_3
537,549,-7,998.017,166.032,97.284,-0.114,0.955,0.274,Ground_Mountain_1_3
537,549,0,1003.024,166.017,102.175,-0.263,0.887,0.379,Ground_Mountain_2_3
537,549,7,1008.031,166.027,107.067,-0.113,0.947,0.302,Ground_Mountain_2_3
537,549,16,1014.469,164.176,113.357,0.231,0.889,0.395,Ground_Mountain_2_3
537,551,-16,990.397,165.322,92.204,-0.209,0.924,0.321,Ground_Mountain_1_3
537,551,-7,996.805,165.050,98.524,-0.352,0.832,0.429,Ground_Mountain_1_3
537,551,0,1001.789,165.067,103.439,-0.422,0.834,0.356,Ground_Mountain_2_3
537,551,7,1006.773,165.041,108.355,-0.343,0.836,0.429,Ground_Mountain_2_3
537,551,16,1013.181,163.699,114.675,0.000,0.906,0.422,Ground_Mountain_2_3
537,553,-16,989.237,164.698,93.380,-0.154,0.933,0.324,Ground_Mountain_1_3
537,553,-7,995.645,163.933,99.700,-0.395,0.817,0.421,Ground_Mountain_1_3
537,553,0,1000.629,163.942,104.616,-0.415,0.819,0.397,Ground_Mountain_2_3
537,553,7,1005.613,163.939,109.531,-0.384,0.821,0.422,Ground_Mountain_2_3
537,553,16,1012.020,163.151,115.851,0.000,0.906,0.422,Ground_Mountain_2_3
537,555,-16,988.101,164.084,94.523,-0.152,0.917,0.369,Ground_Mountain_1_3
537,555,-7,994.479,162.857,100.873,-0.408,0.844,0.347,Ground_Mountain_1_3
537,555,0,999.440,162.825,105.811,-0.334,0.848,0.411,Ground_Mountain_1_3
537,555,7,1004.401,162.845,110.750,-0.400,0.856,0.328,Ground_Mountain_2_3
537,555,16,1010.779,162.593,117.099,-0.139,0.953,0.269,Ground_Mountain_2_3
537,557,-16,986.875,163.646,95.746,0.058,0.926,0.373,Ground_Mountain_1_3
537,557,-7,993.226,161.963,102.124,-0.243,0.969,0.034,Ground_Mountain_1_3
537,557,0,998.165,161.943,107.084,-0.355,0.903,0.240,Ground_Mountain_1_3
537,557,7,1003.104,161.935,112.044,-0.262,0.965,0.018,Ground_Mountain_2_3
537,557,16,1009.454,162.151,118.422,-0.124,0.992,0.012,Ground_Mountain_2_3
537,559,-16,985.541,163.466,97.067,0.236,0.947,0.220,Ground_Mountain_1_3
537,559,-7,991.863,161.615,103.472,0.046,0.998,0.035,Ground_Mountain_1_3
537,559,0,996.781,161.621,108.454,-0.022,0.999,-0.029,Ground_Mountain_1_3
537,559,7,1001.698,161.617,113.436,0.023,1.000,0.018,Ground_Mountain_2_3
537,559,16,1008.021,161.955,119.841,-0.124,0.992,0.012,Ground_Mountain_2_3
537,561,-16,984.162,163.509,98.420,0.237,0.953,0.190,Ground_Mountain_1_3
537,561,-7,990.458,161.683,104.851,0.046,0.999,-0.027,Ground_Mountain_1_3
537,561,0,995.355,161.672,109.853,0.041,0.999,-0.029,Ground_Mountain_1_3
537,561,7,1000.252,161.677,114.855,0.023,0.999,-0.043,Ground_Mountain_2_3
537,561,16,1006.548,162.024,121.286,0.032,0.999,-0.021,Ground_Mountain_2_3
537,563,-16,982.776,163.569,99.767,0.225,0.956,0.190,Ground_Mountain_1_3
537,563,-7,989.046,161.788,106.224,0.049,0.999,-0.022,Ground_Mountain_1_3
537,563,0,993.923,161.780,111.245,0.034,0.999,-0.037,Ground_Mountain_1_3
537,563,7,998.800,161.782,116.267,0.034,0.999,-0.037,Ground_Mountain_1_3
537,563,16,1005.070,162.098,122.724,0.039,0.999,-0.007,Ground_Mountain_2_3
537,565,-16,981.426,163.615,101.069,0.207,0.959,0.192,Ground_Mountain_1_3
537,565,-7,987.647,161.885,107.573,0.044,0.999,-0.022,Ground_Mountain_1_3
537,565,0,992.485,161.877,112.632,0.034,0.999,-0.033,Ground_Mountain_1_3
537,565,7,997.323,161.882,117.691,0.029,0.999,-0.037,Ground_Mountain_1_3
537,565,16,1003.544,162.164,124.195,0.037,0.999,0.007,Ground_Mountain_2_3
537,567,-16,980.023,163.651,102.409,0.207,0.960,0.186,Ground_Mountain_1_3
537,567,-7,986.221,161.980,108.936,0.044,0.999,-0.025,Ground_Mountain_1_3
537,567,0,991.041,161.973,114.012,0.036,0.999,-0.036,Ground_Mountain_1_3
537,567,7,995.861,161.977,119.088,0.032,0.999,-0.038,Ground_Mountain_1_3
537,567,16,1002.058,162.210,125.615,0.037,0.999,0.007,Ground_Mountain_2_3
537,569,-16,978.657,163.672,103.702,0.192,0.963,0.187,Ground_Mountain_1_3
537,569,-7,984.806,162.082,110.273,0.047,0.998,-0.032,Ground_Mountain_1_3
537,569,0,989.589,162.076,115.384,0.040,0.999,-0.036,Ground_Mountain_1_3
537,569,7,994.372,162.080,120.495,0.032,0.999,-0.042,Ground_Mountain_1_3
537,569,16,1000.522,162.249,127.067,0.042,0.999,0.021,Ground_Mountain_2_3
537,571,-16,977.324,163.693,104.944,0.170,0.970,0.175,Ground_Mountain_1_3
537,571,-7,983.402,162.192,111.583,0.048,0.998,-0.032,Ground_Mountain_1_3
537,571,0,988.128,162.186,116.746,0.040,0.998,-0.040,Ground_Mountain_1_3
537,571,7,992.855,162.192,121.909,0.036,0.998,-0.042,Ground_Mountain_1_3
537,571,16,998.932,162.283,128.547,0.051,0.998,0.042,Ground_Mountain_1_3
537,573,-16,975.982,163.708,106.171,0.148,0.976,0.161,Ground_Mountain_1_3
537,573,-7,981.985,162.308,112.877,0.052,0.998,-0.039,Ground_Mountain_1_3
537,573,0,986.654,162.306,118.092,0.045,0.998,-0.041,Ground_Mountain_1_3
537,573,7,991.323,162.310,123.308,0.041,0.998,-0.043,Ground_Mountain_1_3
537,573,16,997.326,162.311,130.013,0.063,0.996,0.070,Ground_Mountain_1_4
537,575,-16,974.630,163.714,107.383,0.148,0.976,0.161,Ground_Mountain_1_3
537,575,-7,980.557,162.431,114.156,0.052,0.998,-0.039,Ground_Mountain_1_3
537,575,0,985.167,162.430,119.423,0.047,0.998,-0.041,Ground_Mountain_1_3
537,575,7,989.777,162.434,124.691,0.040,0.998,-0.044,Ground_Mountain_1_3
537,575,16,995.704,162.317,131.464,0.080,0.994,0.070,Ground_Mountain_1_4
537,577,-16,973.128,163.711,108.698,0.121,0.982,0.146,Ground_Mountain_1_3
537,577,-7,979.055,162.560,115.470,0.051,0.998,-0.039,Ground_Mountain_1_3
537,577,0,983.665,162.555,120.738,0.048,0.998,-0.041,Ground_Mountain_1_3
537,577,7,988.275,162.553,126.005,0.040,0.998,-0.045,Ground_Mountain_1_3
537,577,16,994.202,162.320,132.778,0.080,0.992,0.102,Ground_Mountain_1_4
537,579,-16,971.748,163.697,109.878,0.089,0.985,0.146,Ground_Mountain_1_3
537,579,-7,977.599,162.684,116.717,0.047,0.998,-0.042,Ground_Mountain_1_3
537,579,0,982.149,162.682,122.036,0.048,0.998,-0.040,Ground_Mountain_1_3
537,579,7,986.699,162.678,127.356,0.041,0.998,-0.045,Ground_Mountain_1_3
537,579,16,992.549,162.321,134.195,0.094,0.986,0.138,Ground_Mountain_1_4
537,581,-16,970.359,163.678,111.041,0.090,0.989,0.121,Ground_Mountain_1_3
537,581,-7,976.130,162.805,117.947,0.047,0.998,-0.042,Ground_Mountain_1_3
537,581,0,980.619,162.804,123.319,0.047,0.998,-0.038,Ground_Mountain_1_3
537,581,7,985.108,162.802,128.690,0.047,0.998,-0.035,Ground_Mountain_1_3
537,581,16,990.879,162.297,135.596,0.106,0.985,0.138,Ground_Mountain_1_4
537,583,-16,968.958,163.633,112.190,0.056,0.994,0.099,Ground_Mountain_1_3
537,583,-7,974.649,162.924,119.162,0.058,0.998,-0.028,Ground_Mountain_1_3
537,583,0,979.075,162.921,124.585,0.045,0.998,-0.034,Ground_Mountain_1_3
537,583,7,983.502,162.921,130.008,0.041,0.999,-0.032,Ground_Mountain_1_4
537,583,16,989.193,162.258,136.980,0.120,0.977,0.176,Ground_Mountain_1_4
537,585,-16,967.547,163.585,113.321,0.021,0.995,0.099,Ground_Mountain_1_3
537,585,-7,973.155,163.033,120.360,0.047,0.999,-0.025,Ground_Mountain_1_3
537,585,0,977.517,163.030,125.834,0.040,0.999,-0.034,Ground_Mountain_1_3
537,585,7,981.880,163.030,131.309,0.036,0.999,-0.032,Ground_Mountain_1_4
537,585,16,987.488,162.209,138.348,0.111,0.974,0.199,Ground_Mountain_1_4
537,587,-16,966.124,163.518,114.436,0.021,0.997,0.068,Ground_Mountain_1_3
537,587,-7,971.648,163.130,121.541,0.036,0.999,-0.025,Ground_Mountain_1_3
537,587,0,975.945,163.128,127.067,0.031,0.999,-0.028,Ground_Mountain_1_3
537,587,7,980.242,163.124,132.593,0.036,0.999,-0.022,Ground_Mountain_1_4
537,587,16,985.766,162.133,139.698,0.126,0.972,0.198,Ground_Mountain_1_4
537,589,-16,964.690,163.427,115.533,-0.014,0.998,0.068,Ground_Mountain_1_3
537,589,-7,970.129,163.212,122.704,0.036,0.999,-0.023,Ground_Mountain_1_3
537,589,0,974.359,163.210,128.282,0.031,0.999,-0.021,Ground_Mountain_1_3
537,589,7,978.589,163.209,133.859,0.034,0.999,-0.022,Ground_Mountain_1_4
537,589,16,984.027,162.032,141.030,0.124,0.961,0.247,Ground_Mountain_1_4
537,591,-16,963.246,163.321,116.613,-0.059,0.998,0.033,Ground_Mountain_1_3
537,591,-7,968.596,163.275,123.850,0.023,0.999,-0.023,Ground_Mountain_1_3
537,591,0,972.758,163.274,129.478,0.023,1.000,-0.021,Ground_Mountain_1_3
537,591,7,976.919,163.273,135.107,0.031,0.999,-0.006,Ground_Mountain_1_4
537,591,16,982.270,161.925,142.344,0.135,0.945,0.299,Ground_Mountain_1_4
537,593,-16,961.791,163.193,117.674,-0.093,0.995,0.033,Ground_Mountain_1_3
537,593,-7,967.051,163.316,124.977,0.012,1.000,-0.013,Ground_Mountain_1_3
537,593,0,971.142,163.319,130.657,0.014,1.000,-0.006,Ground_Mountain_1_4
537,593,7,975.234,163.318,136.336,0.014,1.000,0.000,Ground_Mountain_1_4
537,593,16,980.494,161.791,143.639,0.148,0.943,0.298,Ground_Mountain_1_4
537,595,-16,960.324,163.044,118.717,-0.093,0.996,0.002,Ground_Mountain_1_3
537,595,-7,965.493,163.341,126.085,-0.001,1.000,0.002,Ground_Mountain_1_3
537,595,0,969.512,163.343,131.816,0.002,1.000,-0.006,Ground_Mountain_1_4
537,595,7,973.532,163.338,137.546,0.005,1.000,0.000,Ground_Mountain_1_4
537,595,16,978.701,161.621,144.914,0.138,0.933,0.333,Ground_Mountain_1_4
537,597,-16,958.849,162.864,119.739,-0.127,0.992,0.002,Ground_Mountain_1_3
537,597,-7,963.922,163.337,127.173,-0.017,1.000,0.002,Ground_Mountain_1_3
537,597,0,967.869,163.340,132.955,-0.015,1.000,0.005,Ground_Mountain_1_4
537,597,7,971.815,163.331,138.736,0.000,1.000,0.020,Ground_Mountain_1_4
537,597,16,976.889,161.441,146.170,0.144,0.911,0.386,Ground_Mountain_1_4
537,599,-16,957.363,162.671,120.742,-0.160,0.987,-0.025,Ground_Mountain_1_3
537,599,-7,962.340,163.305,128.240,-0.017,1.000,0.015,Ground_Mountain_1_3
537,599,0,966.211,163.308,134.073,-0.015,1.000,0.014,Ground_Mountain_1_4
537,599,7,970.082,163.308,139.905,-0.008,1.000,0.012,Ground_Mountain_1_4
537,599,16,975.059,161.216,147.404,0.153,0.910,0.386,Ground_Mountain_1_4
537,601,-16,955.867,162.445,121.724,-0.201,0.979,-0.035,Ground_Mountain_1_3
537,601,-7,960.745,163.240,129.287,-0.035,0.999,0.015,Ground_Mountain_1_3
537,601,0,964.540,163.241,135.169,-0.026,0.999,0.023,Ground_Mountain_1_4
537,601,7,968.334,163.236,141.052,-0.024,0.999,0.028,Ground_Mountain_1_4
537,601,16,973.212,160.972,148.615,0.138,0.895,0.423,Ground_Mountain_1_4
537,603,-16,954.364,162.192,122.683,-0.201,0.977,-0.066,Ground_Mountain_1_3
537,603,-7,959.140,163.142,130.311,-0.059,0.998,0.034,Ground_Mountain_1_4
537,603,0,962.855,163.144,136.244,-0.048,0.998,0.035,Ground_Mountain_1_4
537,603,7,966.570,163.137,142.176,-0.038,0.998,0.055,Ground_Mountain_1_4
537,603,16,971.347,160.700,149.804,0.143,0.895,0.423,Ground_Mountain_1_4
537,605,-16,952.852,161.908,123.619,-0.230,0.971,-0.065,Ground_Mountain_1_3
537,605,-7,957.525,163.005,131.311,-0.075,0.997,0.034,Ground_Mountain_1_4
537,605,0,961.159,163.009,137.294,-0.068,0.997,0.035,Ground_Mountain_1_4
537,605,7,964.793,163.002,143.277,-0.043,0.998,0.055,Ground_Mountain_1_4
537,605,16,969.465,160.382,150.969,0.145,0.868,0.474,Ground_Mountain_1_4
537,607,-16,951.334,161.606,124.532,-0.262,0.960,-0.100,Ground_Mountain_1_3
537,607,-7,955.899,162.845,132.288,-0.086,0.995,0.045,Ground_Mountain_1_4
537,607,0,959.450,162.846,138.320,-0.078,0.996,0.048,Ground_Mountain_1_4
537,607,7,963.001,162.836,144.353,-0.071,0.996,0.058,Ground_Mountain_1_4
537,607,16,967.566,160.062,152.109,0.127,0.851,0.509,Ground_Mountain_1_4
537,609,-16,949.807,161.277,125.421,-0.277,0.956,-0.100,Ground_Mountain_1_3
537,609,-7,954.263,162.653,133.240,-0.101,0.994,0.029,Ground_Mountain_1_4
537,609,0,957.729,162.662,139.322,-0.086,0.995,0.048,Ground_Mountain_1_4
537,609,7,961.195,162.651,145.404,-0.065,0.996,0.058,Ground_Mountain_1_4
537,609,16,965.651,159.687,153.223,0.139,0.850,0.508,Ground_Mountain_1_4
537,611,-16,948.273,160.933,126.285,-0.276,0.951,-0.137,Ground_Mountain_1_3
537,611,-7,952.617,162.462,134.168,-0.095,0.994,0.052,Ground_Mountain_1_4
537,611,0,955.995,162.465,140.298,-0.094,0.994,0.050,Ground_Mountain_1_4
537,611,7,959.373,162.458,146.429,-0.088,0.995,0.057,Ground_Mountain_1_4
537,611,16,963.717,159.329,154.312,0.137,0.821,0.555,Ground_Mountain_1_4
537,613,-16,946.731,160.588,127.125,-0.303,0.941,-0.153,Ground_Mountain_1_3
537,613,-7,950.959,162.249,135.070,-0.102,0.993,0.052,Ground_Mountain_1_4
537,613,0,954.248,162.254,141.249,-0.092,0.994,0.051,Ground_Mountain_1_4
537,613,7,957.537,162.242,147.429,-0.080,0.995,0.057,Ground_Mountain_1_4
537,613,16,961.765,158.924,155.373,0.133,0.828,0.544,Ground_Mountain_1_4
537,615,-16,945.182,160.211,127.939,-0.314,0.937,-0.153,Ground_Mountain_1_3
537,615,-7,949.292,162.022,135.946,-0.115,0.993,0.027,Ground_Mountain_1_4
537,615,0,952.488,162.031,142.173,-0.100,0.994,0.052,Ground_Mountain_1_4
537,615,7,955.685,162.024,148.401,-0.051,0.992,0.112,Ground_Mountain_1_4
537,615,16,959.795,158.527,156.407,0.129,0.797,0.590,Ground_Mountain_1_4
537,617,-16,943.626,159.837,128.727,-0.319,0.931,-0.178,Ground_Mountain_1_3
537,617,-7,947.614,161.786,136.795,-0.118,0.992,0.049,Ground_Mountain_1_4
537,617,0,950.716,161.794,143.070,-0.107,0.993,0.054,Ground_Mountain_1_4
537,617,7,953.818,161.783,149.345,-0.094,0.993,0.066,Ground_Mountain_1_4
537,617,16,957.807,158.096,157.413,0.125,0.802,0.584,Ground_Mountain_1_4
537,619,-16,942.063,159.434,129.487,-0.342,0.918,-0.203,Ground_Mountain_1_3
537,619,-7,945.927,161.534,137.616,-0.131,0.991,0.025,Ground_Mountain_1_4
537,619,0,948.932,161.546,143.938,-0.115,0.992,0.054,Ground_Mountain_1_4
537,619,7,951.937,161.532,150.260,-0.059,0.990,0.125,Ground_Mountain_1_4
537,619,16,955.800,157.665,158.389,0.119,0.770,0.627,Ground_Mountain_1_4
537,621,-16,940.494,159.019,130.220,-0.339,0.913,-0.228,Ground_Mountain_1_4
537,621,-7,944.230,161.279,138.408,-0.131,0.990,0.051,Ground_Mountain_1_4
537,621,0,947.135,161.284,144.777,-0.122,0.991,0.057,Ground_Mountain_1_4
537,621,7,950.041,161.265,151.145,-0.111,0.991,0.073,Ground_Mountain_1_4
537,621,16,953.776,157.201,159.333,0.114,0.774,0.623,Ground_Mountain_1_4
537,623,-16,938.920,158.605,130.924,-0.359,0.900,-0.248,Ground_Mountain_1_4
537,623,-7,942.524,160.999,139.171,-0.165,0.986,0.020,Ground_Mountain_1_4
537,623,0,945.327,161.009,145.585,-0.131,0.990,0.057,Ground_Mountain_1_4
537,623,7,948.130,161.006,151.999,-0.102,0.992,0.073,Ground_Mountain_1_4
537,623,16,951.734,156.744,160.246,0.102,0.743,0.661,Ground_Mountain_1_4
537,625,-16,937.340,158.160,131.599,-0.359,0.900,-0.247,Ground_Mountain_1_4
537,625,-7,940.809,160.722,139.903,-0.144,0.989,0.020,Ground_Mountain_1_4
537,625,0,943.507,160.720,146.363,-0.138,0.989,0.057,Ground_Mountain_1_4
537,625,7,946.205,160.692,152.822,-0.125,0.988,0.089,Ground_Mountain_1_4
537,625,16,949.674,156.244,161.126,0.101,0.743,0.661,Ground_Mountain_1_4
537,627,-16,935.756,157.718,132.243,-0.370,0.876,-0.309,Ground_Mountain_1_4
537,627,-7,939.086,160.410,140.605,-0.184,0.982,0.033,Ground_Mountain_1_4
537,627,0,941.676,160.418,147.108,-0.146,0.988,0.057,Ground_Mountain_1_4
537,627,7,944.266,160.412,153.611,-0.132,0.989,0.059,Ground_Mountain_1_4
537,627,16,947.596,155.768,161.972,0.094,0.749,0.656,Ground_Mountain_1_4
537,629,-16,934.167,157.263,132.857,-0.370,0.876,-0.309,Ground_Mountain_1_4
537,629,-7,937.355,160.079,141.274,-0.162,0.986,0.033,Ground_Mountain_1_4
537,629,0,939.834,160.104,147.820,-0.154,0.986,0.057,Ground_Mountain_1_4
537,629,7,942.313,160.078,154.366,-0.136,0.984,0.116,Ground_Mountain_1_4
537,629,16,945.501,155.232,162.783,0.083,0.711,0.699,Ground_Mountain_1_4
537,631,-16,932.575,156.785,133.439,-0.376,0.874,-0.308,Ground_Mountain_1_4
537,631,-7,935.616,159.761,141.910,-0.177,0.984,-0.016,Ground_Mountain_1_4
537,631,0,937.981,159.776,148.498,-0.161,0.985,0.056,Ground_Mountain_1_4
537,631,7,940.347,159.755,155.086,-0.146,0.987,0.072,Ground_Mountain_1_4
537,631,16,943.388,154.710,163.557,0.076,0.713,0.697,Ground_Mountain_1_4
537,633,-16,930.979,156.288,133.988,-0.378,0.870,-0.317,Ground_Mountain_1_4
537,633,-7,933.870,159.422,142.511,-0.189,0.981,0.049,Ground_Mountain_1_4
537,633,0,936.118,159.434,149.140,-0.162,0.985,0.055,Ground_Mountain_1_4
537,633,7,938.367,159.427,155.769,-0.137,0.988,0.072,Ground_Mountain_1_4
537,633,16,941.258,154.176,164.293,0.063,0.676,0.734,Ground_Mountain_1_4
537,635,-16,929.380,155.805,134.504,-0.382,0.848,-0.367,Ground_Mountain_1_4
537,635,-7,932.117,159.040,143.078,-0.207,0.978,0.031,Ground_Mountain_1_4
537,635,0,934.246,159.079,149.747,-0.170,0.984,0.054,Ground_Mountain_1_4
537,635,7,936.374,159.047,156.415,-0.158,0.980,0.120,Ground_Mountain_1_4
537,635,16,939.111,153.607,164.989,0.054,0.676,0.735,Ground_Mountain_1_4
537,637,-16,927.780,155.297,134.986,-0.370,0.853,-0.369,Ground_Mountain_1_4
537,637,-7,930.359,158.679,143.609,-0.235,0.972,-0.016,Ground_Mountain_1_4
537,637,0,932.364,158.709,150.316,-0.178,0.983,0.051,Ground_Mountain_1_4
537,637,7,934.369,158.689,157.022,-0.166,0.984,0.070,Ground_Mountain_1_4
537,637,16,936.948,153.053,165.645,0.045,0.677,0.734,Ground_Mountain_1_4
