profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
moto,Existing Southwest Cut,0,False,True,10.449,23.911,23.914,5.817,1.000,0.045,0,0.000,1,0
moto,Existing Southwest Cut,1,False,True,9.698,24.687,25.909,5.638,1.000,0.109,0,0.000,1,0
moto,Existing Southwest Cut,2,False,True,12.116,23.787,23.731,5.793,1.000,0.112,0,0.000,1,1
moto,Existing Southwest Cut,3,False,True,13.223,23.787,23.917,5.793,1.000,0.119,0,0.000,1,1
moto,Existing Southwest Cut,0,True,True,9.142,27.728,49.162,0.000,1.000,0.114,0,0.000,0,0
moto,Existing Southwest Cut,1,True,True,8.834,27.728,49.351,0.000,1.000,0.109,0,0.000,0,0
moto,Pine Ridge,0,False,True,20.542,35.138,39.776,7.107,0.981,3.399,0,0.000,1,0
moto,Pine Ridge,1,False,True,20.014,35.792,41.726,8.511,0.980,3.436,0,0.000,1,0
moto,Pine Ridge,2,False,True,22.087,35.138,39.776,6.860,0.981,0.987,0,0.000,1,1
moto,Pine Ridge,3,False,True,22.732,35.138,39.776,6.855,0.986,0.992,0,0.000,1,1
moto,Pine Ridge,0,True,True,23.318,40.965,54.267,0.000,0.983,0.116,0,0.000,0,0
moto,Pine Ridge,1,True,True,23.341,40.965,54.320,0.000,0.982,0.114,0,0.000,0,0
moto,Creek Leap,0,False,True,20.560,33.682,33.625,13.270,0.566,2.473,0,0.000,1,0
moto,Creek Leap,1,False,True,20.217,35.093,34.492,10.307,0.950,2.808,0,0.000,1,0
moto,Creek Leap,2,False,True,22.740,33.693,33.624,10.799,0.849,2.537,0,0.000,1,1
moto,Creek Leap,3,False,True,23.905,33.691,33.626,11.056,0.804,2.618,0,0.000,1,1
moto,Creek Leap,0,True,True,28.153,29.347,28.665,0.000,0.950,0.099,0,0.000,0,0
moto,Creek Leap,1,True,True,28.163,29.314,28.673,0.000,0.950,0.092,0,0.000,0,0
moto,Fox Gully,0,False,True,26.142,24.585,29.945,13.729,0.892,3.095,0,0.000,1,0
moto,Fox Gully,1,False,True,24.551,25.273,31.734,7.575,0.970,2.137,0,0.000,1,0
moto,Fox Gully,2,False,True,28.060,24.585,29.810,5.985,0.963,1.646,0,0.000,1,1
moto,Fox Gully,3,False,True,28.587,24.585,29.854,5.985,0.970,1.947,0,0.000,1,1
moto,Fox Gully,0,True,True,25.113,30.775,28.806,0.000,0.965,0.165,0,0.000,0,0
moto,Fox Gully,1,True,True,24.996,30.774,28.701,0.000,0.965,0.176,0,0.000,0,0
