time,x,y,z,speed,wheels,up,target
0.020,809.996,148.108,190.005,0.270,4,1.000,1
0.040,809.989,148.105,190.013,0.539,4,1.000,1
0.060,809.978,148.102,190.026,0.807,4,1.000,1
0.080,809.964,148.097,190.043,1.073,4,1.000,1
0.100,809.947,148.091,190.064,1.339,4,1.000,1
0.120,809.926,148.086,190.089,1.604,4,1.000,1
0.140,809.901,148.080,190.118,1.867,4,1.000,1
0.160,809.874,148.074,190.151,2.129,4,1.000,1
0.180,809.843,148.068,190.188,2.390,4,1.000,1
0.200,809.809,148.063,190.229,2.650,4,1.000,1
0.220,809.772,148.057,190.274,2.908,4,1.000,1
0.240,809.731,148.052,190.323,3.165,4,1.000,1
0.260,809.687,148.047,190.376,3.421,4,1.000,1
0.280,809.640,148.043,190.432,3.675,4,1.000,1
0.300,809.589,148.039,190.493,3.929,4,1.000,1
0.320,809.536,148.035,190.557,4.181,4,1.000,1
0.340,809.479,148.032,190.625,4.431,4,1.000,1
0.360,809.419,148.028,190.697,4.681,4,1.000,1
0.380,809.355,148.025,190.773,4.929,4,1.000,1
0.400,809.289,148.022,190.853,5.175,4,1.000,1
0.420,809.219,148.019,190.936,5.421,4,1.000,1
0.440,809.147,148.016,191.024,5.665,4,1.000,1
0.460,809.071,148.013,191.115,5.909,4,1.000,1
0.480,808.992,148.011,191.209,6.151,4,1.000,1
0.500,808.910,148.007,191.308,6.391,4,1.000,1
0.520,808.825,148.004,191.409,6.623,4,1.000,1
0.540,808.738,148.001,191.514,6.820,4,1.000,1
0.560,808.648,147.998,191.622,6.989,4,1.000,1
0.580,808.557,147.994,191.732,7.133,4,1.000,1
0.600,808.464,147.990,191.843,7.258,4,1.000,1
0.620,808.369,147.987,191.957,7.364,4,1.000,1
0.640,808.274,147.983,192.071,7.456,4,0.999,1
0.660,808.177,147.978,192.187,7.534,4,0.999,1
0.680,808.080,147.974,192.304,7.602,4,0.999,1
0.700,807.982,147.969,192.422,7.661,4,0.999,1
0.720,807.883,147.964,192.541,7.711,4,0.999,1
0.740,807.784,147.959,192.660,7.755,4,0.999,1
0.760,807.684,147.953,192.780,7.792,4,0.999,1
0.780,807.584,147.948,192.900,7.824,4,0.999,1
0.800,807.483,147.942,193.020,7.852,4,0.999,1
0.820,807.382,147.936,193.141,7.877,4,0.999,1
0.840,807.281,147.930,193.263,7.897,4,0.999,1
0.860,807.180,147.924,193.384,7.915,4,0.999,1
0.880,807.078,147.918,193.506,7.931,4,0.999,1
0.900,806.978,147.911,193.627,7.873,4,0.999,1
0.920,806.877,147.905,193.748,7.894,4,0.999,1
0.940,806.775,147.899,193.870,7.913,4,0.999,1
0.960,806.674,147.892,193.991,7.929,4,0.999,1
0.980,806.573,147.886,194.112,7.871,4,0.999,1
1.000,806.472,147.880,194.233,7.893,4,0.999,1
1.020,806.371,147.874,194.355,7.912,4,0.999,1
1.040,806.270,147.867,194.477,7.928,4,0.999,1
1.060,806.169,147.861,194.597,7.870,4,0.999,1
1.080,806.068,147.855,194.719,7.892,4,0.999,1
1.100,805.967,147.849,194.840,7.911,4,0.999,1
1.120,805.865,147.843,194.962,7.927,4,0.999,1
1.140,805.765,147.837,195.083,7.870,4,0.999,1
1.160,805.664,147.831,195.204,7.892,4,0.999,1
1.180,805.562,147.825,195.325,7.911,4,0.999,1
1.200,805.461,147.819,195.447,7.927,4,0.999,1
1.220,805.360,147.813,195.568,7.870,4,0.999,1
1.240,805.259,147.808,195.689,7.892,4,0.999,1
1.260,805.158,147.802,195.810,7.911,4,0.999,1
1.280,805.057,147.796,195.932,7.927,4,0.999,1
1.300,804.956,147.790,196.053,7.870,4,0.999,1
1.320,804.855,147.785,196.174,7.892,4,0.999,1
1.340,804.754,147.779,196.296,7.910,4,0.999,1
1.360,804.652,147.773,196.417,7.927,4,0.999,1
1.380,804.552,147.768,196.538,7.869,4,0.999,1
