time,x,y,z,speed,wheels,up,target
0.020,809.996,148.109,190.005,0.290,4,1.000,1
0.040,809.988,148.106,190.014,0.578,4,1.000,1
0.060,809.977,148.102,190.028,0.865,4,1.000,1
0.080,809.962,148.097,190.046,1.151,4,1.000,1
0.100,809.943,148.092,190.068,1.435,4,1.000,1
0.120,809.921,148.087,190.095,1.718,4,1.000,1
0.140,809.895,148.082,190.126,1.999,4,1.000,1
0.160,809.865,148.076,190.162,2.279,4,1.000,1
0.180,809.832,148.070,190.201,2.557,4,1.000,1
0.200,809.796,148.065,190.245,2.834,4,1.000,1
0.220,809.756,148.060,190.293,3.109,4,1.000,1
0.240,809.712,148.055,190.345,3.383,4,1.000,1
0.260,809.665,148.050,190.402,3.655,4,1.000,1
0.280,809.615,148.046,190.462,3.925,4,1.000,1
0.300,809.561,148.042,190.527,4.194,4,1.000,1
0.320,809.504,148.038,190.596,4.462,4,1.000,1
0.340,809.443,148.034,190.668,4.728,4,1.000,1
0.360,809.379,148.031,190.745,4.992,4,1.000,1
0.380,809.311,148.027,190.826,5.255,4,1.000,1
0.400,809.241,148.024,190.911,5.516,4,1.000,1
0.420,809.166,148.021,191.000,5.776,4,1.000,1
0.440,809.089,148.017,191.093,6.034,4,1.000,1
0.460,809.008,148.014,191.190,6.291,4,1.000,1
0.480,808.924,148.011,191.290,6.547,4,1.000,1
0.500,808.838,148.007,191.395,6.768,4,1.000,1
0.520,808.748,148.004,191.502,6.956,4,1.000,1
0.540,808.657,148.000,191.611,7.114,4,1.000,1
0.560,808.564,147.996,191.723,7.249,4,1.000,1
0.580,808.470,147.992,191.836,7.363,4,1.000,1
0.600,808.374,147.988,191.951,7.461,4,0.999,1
0.620,808.278,147.984,192.067,7.543,4,0.999,1
0.640,808.180,147.979,192.184,7.614,4,0.999,1
0.660,808.082,147.975,192.302,7.674,4,0.999,1
0.680,807.983,147.970,192.421,7.725,4,0.999,1
0.700,807.883,147.964,192.540,7.769,4,0.999,1
0.720,807.783,147.959,192.660,7.807,4,0.999,1
0.740,807.683,147.953,192.781,7.839,4,0.999,1
0.760,807.582,147.948,192.901,7.866,4,0.999,1
0.780,807.481,147.942,193.023,7.890,4,0.999,1
0.800,807.380,147.936,193.144,7.910,4,0.999,1
0.820,807.278,147.929,193.266,7.927,4,0.999,1
0.840,807.178,147.923,193.387,7.870,4,0.999,1
0.860,807.077,147.917,193.508,7.893,4,0.999,1
0.880,806.975,147.911,193.629,7.913,4,0.999,1
0.900,806.874,147.904,193.751,7.929,4,0.999,1
0.920,806.773,147.898,193.872,7.872,4,0.999,1
0.940,806.672,147.892,193.993,7.895,4,0.999,1
0.960,806.571,147.885,194.115,7.914,4,0.999,1
0.980,806.470,147.879,194.236,7.931,4,0.999,1
1.000,806.369,147.873,194.357,7.874,4,0.999,1
1.020,806.268,147.867,194.479,7.896,4,0.999,1
1.040,806.167,147.861,194.600,7.915,4,0.999,1
1.060,806.065,147.854,194.722,7.932,4,0.999,1
1.080,805.964,147.848,194.843,7.874,4,0.999,1
1.100,805.863,147.843,194.964,7.897,4,0.999,1
1.120,805.762,147.837,195.086,7.916,4,0.999,1
1.140,805.661,147.831,195.207,7.932,4,0.999,1
1.160,805.560,147.825,195.328,7.875,4,0.999,1
1.180,805.459,147.819,195.449,7.897,4,0.999,1
1.200,805.357,147.813,195.571,7.916,4,0.999,1
1.220,805.256,147.807,195.693,7.932,4,0.999,1
1.240,805.155,147.802,195.814,7.875,4,0.999,1
1.260,805.054,147.796,195.935,7.897,4,0.999,1
1.280,804.953,147.790,196.057,7.916,4,0.999,1
1.300,804.851,147.785,196.178,7.932,4,0.999,1
1.320,804.751,147.779,196.299,7.875,4,0.999,1
1.340,804.649,147.773,196.421,7.897,4,0.999,1
1.360,804.548,147.767,196.542,7.916,4,0.999,1
1.380,804.447,147.762,196.664,7.932,4,0.999,1
1.400,804.346,147.756,196.785,7.875,4,0.999,1
1.420,804.245,147.750,196.906,7.897,4,0.999,1
1.440,804.143,147.745,197.028,7.916,4,0.999,1
1.460,804.042,147.739,197.149,7.932,4,0.999,1
1.480,803.941,147.733,197.270,7.875,4,0.999,1
1.500,803.840,147.727,197.392,7.897,4,0.999,1
1.520,803.739,147.722,197.513,7.916,4,0.999,1
1.540,803.637,147.716,197.635,7.932,4,0.999,1
1.560,803.537,147.710,197.756,7.875,4,0.999,1
1.580,803.435,147.704,197.877,7.897,4,0.999,1
1.600,803.334,147.698,197.999,7.916,4,0.999,1
1.620,803.233,147.693,198.120,7.932,4,0.999,1
1.640,803.132,147.687,198.241,7.875,4,0.999,1
1.660,803.031,147.681,198.363,7.897,4,0.999,1
1.680,802.929,147.675,198.484,7.916,4,0.999,1
1.700,802.828,147.670,198.606,7.932,4,0.999,1
1.720,802.727,147.664,198.727,7.875,4,0.999,1
1.740,802.626,147.658,198.848,7.897,4,0.999,1
1.760,802.525,147.652,198.970,7.916,4,0.999,1
1.780,802.423,147.646,199.091,7.932,4,0.999,1
1.800,802.323,147.641,199.212,7.875,4,0.999,1
1.820,802.221,147.635,199.334,7.897,4,0.999,1
1.840,802.120,147.629,199.455,7.916,4,0.999,1
1.860,802.019,147.623,199.577,7.932,4,0.999,1
1.880,801.918,147.617,199.698,7.875,4,0.999,1
1.900,801.817,147.612,199.819,7.897,4,0.999,1
1.920,801.716,147.606,199.941,7.916,4,0.999,1
1.940,801.614,147.600,200.063,7.932,4,0.999,1
1.960,801.513,147.594,200.183,7.875,4,0.999,1
1.980,801.412,147.588,200.305,7.897,4,0.999,1
2.000,801.311,147.583,200.426,7.916,4,0.999,1
2.020,801.209,147.577,200.548,7.932,4,0.999,1
2.040,801.109,147.571,200.669,7.875,4,0.999,1
2.060,801.008,147.565,200.790,7.897,4,0.999,1
2.080,800.906,147.560,200.912,7.916,4,0.999,1
2.100,800.805,147.554,201.034,7.932,4,0.999,1
2.120,800.704,147.548,201.154,7.875,4,0.999,1
2.140,800.603,147.542,201.276,7.897,4,0.999,1
2.160,800.502,147.536,201.397,7.916,4,0.999,1
2.180,800.400,147.531,201.519,7.932,4,0.999,1
2.200,800.299,147.525,201.640,7.875,4,0.999,1
2.220,800.198,147.519,201.761,7.897,4,0.999,1
2.240,800.097,147.513,201.883,7.916,4,0.999,1
2.260,799.996,147.507,202.005,7.932,4,0.999,1
2.280,799.895,147.502,202.125,7.875,4,0.999,1
2.300,799.794,147.496,202.247,7.897,4,0.999,1
2.320,799.692,147.490,202.368,7.916,4,0.999,1
2.340,799.591,147.484,202.490,7.932,4,0.999,1
2.360,799.490,147.479,202.611,7.875,4,0.999,1
2.380,799.389,147.473,202.732,7.897,4,0.999,1
2.400,799.288,147.467,202.854,7.916,4,0.999,1
2.420,799.186,147.461,202.976,7.932,4,0.999,1
2.440,799.086,147.455,203.097,7.875,4,0.999,1
2.460,798.985,147.450,203.218,7.897,4,0.999,1
2.480,798.883,147.444,203.339,7.916,4,0.999,1
2.500,798.782,147.438,203.461,7.932,4,0.999,1
2.520,798.681,147.432,203.582,7.875,4,0.999,1
2.540,798.580,147.426,203.703,7.897,4,0.999,1
2.560,798.479,147.421,203.825,7.916,4,0.999,1
2.580,798.377,147.415,203.947,7.932,4,0.999,1
2.600,798.277,147.409,204.068,7.875,4,0.999,1
2.620,798.176,147.403,204.189,7.897,4,0.999,1
2.640,798.074,147.397,204.310,7.916,4,0.999,1
2.660,797.973,147.392,204.432,7.932,4,0.999,1
2.680,797.872,147.386,204.553,7.875,4,0.999,1
2.700,797.771,147.380,204.674,7.897,4,0.999,1
2.720,797.670,147.374,204.796,7.916,4,0.999,1
2.740,797.568,147.369,204.918,7.932,4,0.999,1
2.760,797.467,147.363,205.039,7.875,4,0.999,1
2.780,797.366,147.357,205.160,7.897,4,0.999,1
2.800,797.265,147.351,205.281,7.916,4,0.999,1
2.820,797.164,147.345,205.403,7.932,4,0.999,1
2.840,797.063,147.340,205.524,7.875,4,0.999,1
2.860,796.962,147.334,205.645,7.897,4,0.999,1
2.880,796.861,147.328,205.767,7.916,4,0.999,1
2.900,796.759,147.322,205.889,7.932,4,0.999,1
2.920,796.658,147.317,206.010,7.875,4,0.999,1
2.940,796.557,147.311,206.131,7.897,4,0.999,1
2.960,796.456,147.305,206.252,7.916,4,0.999,1
2.980,796.355,147.299,206.374,7.932,4,0.999,1
3.000,796.254,147.293,206.495,7.875,4,0.999,1
3.020,796.153,147.288,206.616,7.897,4,0.999,1
3.040,796.052,147.282,206.738,7.916,4,0.999,1
3.060,795.950,147.276,206.860,7.932,4,0.999,1
3.080,795.849,147.270,206.981,7.875,4,0.999,1
3.100,795.748,147.264,207.102,7.897,4,0.999,1
3.120,795.647,147.259,207.223,7.916,4,0.999,1
3.140,795.545,147.253,207.345,7.932,4,0.999,1
3.160,795.445,147.247,207.466,7.875,4,0.999,1
3.180,795.344,147.241,207.587,7.897,4,0.999,1
3.200,795.242,147.236,207.709,7.916,4,0.999,1
3.220,795.141,147.230,207.831,7.932,4,0.999,1
3.240,795.040,147.224,207.952,7.875,4,0.999,1
3.260,794.939,147.218,208.073,7.897,4,0.999,1
3.280,794.838,147.212,208.195,7.916,4,0.999,1
3.300,794.736,147.207,208.316,7.932,4,0.999,1
3.320,794.635,147.201,208.437,7.875,4,0.999,1
3.340,794.534,147.195,208.559,7.897,4,0.999,1
3.360,794.433,147.189,208.680,7.916,4,0.999,1
3.380,794.332,147.183,208.802,7.932,4,0.999,1
3.400,794.231,147.178,208.923,7.875,4,0.999,1
3.420,794.130,147.172,209.044,7.897,4,0.999,1
3.440,794.029,147.166,209.166,7.916,4,0.999,1
3.460,793.927,147.160,209.287,7.932,4,0.999,1
3.480,793.826,147.155,209.408,7.875,4,0.999,1
3.500,793.725,147.149,209.530,7.897,4,0.999,1
3.520,793.624,147.143,209.651,7.916,4,0.999,1
3.540,793.522,147.137,209.773,7.932,4,0.999,1
3.560,793.422,147.131,209.894,7.875,4,0.999,1
3.580,793.321,147.126,210.015,7.897,4,0.999,1
3.600,793.219,147.120,210.137,7.916,4,0.999,1
3.620,793.118,147.114,210.258,7.932,4,0.999,1
3.640,793.017,147.108,210.379,7.875,4,0.999,1
3.660,792.916,147.102,210.501,7.897,4,0.999,1
3.680,792.815,147.097,210.622,7.916,4,0.999,1
3.700,792.713,147.091,210.744,7.932,4,0.999,1
3.720,792.612,147.085,210.865,7.875,4,0.999,1
3.740,792.511,147.079,210.986,7.897,4,0.999,1
3.760,792.410,147.073,211.108,7.916,4,0.999,1
3.780,792.308,147.068,211.229,7.932,4,0.999,1
3.800,792.208,147.062,211.350,7.875,4,0.999,1
3.820,792.107,147.056,211.472,7.897,4,0.999,1
3.840,792.005,147.050,211.593,7.916,4,0.999,1
3.860,791.904,147.045,211.715,7.932,4,0.999,1
