profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
original,Creek Leap,0,False,True,14.667,33.110,22.541,7.453,0.950,2.165,0,0.000,1,0
original,Creek Leap,1,False,True,14.667,32.868,22.924,7.585,0.950,2.135,0,0.000,1,0
original,Creek Leap,2,False,True,17.500,33.112,22.335,5.161,0.950,1.899,0,0.000,1,1
original,Creek Leap,0,True,True,22.600,28.789,29.472,0.000,0.950,0.000,0,0.000,0,0
original,Creek Leap,1,True,True,22.667,28.134,29.449,0.000,0.950,0.000,0,0.000,0,0
original,Fox Gully,0,False,True,19.031,25.525,25.338,4.879,0.972,1.632,0,0.000,1,0
original,Fox Gully,1,False,True,18.601,25.160,25.325,5.998,0.973,1.469,0,0.000,1,0
original,Fox Gully,2,False,True,22.133,25.032,25.304,4.873,0.959,1.334,0,0.000,1,1
original,Fox Gully,0,True,True,19.968,29.533,37.309,0.000,0.963,0.000,0,0.000,0,0
original,Fox Gully,1,True,True,19.963,29.533,37.286,0.000,0.964,0.000,0,0.000,0,0
original,Pine Ridge,0,False,True,18.103,35.248,24.785,5.016,0.985,3.107,0,0.000,1,0
original,Pine Ridge,1,False,True,17.800,36.103,24.730,5.697,0.984,3.168,0,0.000,1,0
original,Pine Ridge,2,False,True,20.266,36.019,24.770,5.756,0.985,0.800,0,0.000,1,1
original,Pine Ridge,0,True,True,23.832,40.182,44.208,0.000,0.982,0.000,0,0.000,0,0
original,Pine Ridge,1,True,True,23.833,39.843,44.216,0.000,0.982,0.000,0,0.000,0,0
original,Existing Southwest Cut,0,False,True,5.967,21.570,23.430,5.879,0.999,0.000,0,0.000,1,0
original,Existing Southwest Cut,1,False,True,5.567,22.037,25.254,5.608,1.000,0.000,0,0.000,1,0
original,Existing Southwest Cut,2,False,True,7.800,21.570,23.405,5.879,1.000,0.000,0,0.000,1,1
original,Existing Southwest Cut,0,True,True,7.333,26.617,35.449,0.000,1.000,0.000,0,0.000,0,0
original,Existing Southwest Cut,1,True,True,7.334,26.931,35.481,0.000,1.000,0.000,0,0.000,0,0
tourer,Creek Leap,0,False,True,14.866,32.574,22.815,7.510,0.951,2.100,0,0.000,1,0
tourer,Creek Leap,1,False,True,14.800,33.408,22.331,8.536,0.951,2.134,0,0.000,1,0
tourer,Creek Leap,2,False,True,17.682,32.574,22.318,5.167,0.950,1.732,0,0.000,1,1
tourer,Creek Leap,0,True,True,22.683,28.735,29.300,0.000,0.950,0.000,0,0.000,0,0
tourer,Creek Leap,1,True,True,22.699,28.459,29.208,0.000,0.950,0.000,0,0.000,0,0
tourer,Fox Gully,0,False,True,19.133,23.561,25.291,6.013,0.972,1.299,0,0.000,1,0
tourer,Fox Gully,1,False,True,18.733,25.101,25.280,6.007,0.972,1.366,0,0.000,1,0
tourer,Fox Gully,2,False,True,22.331,25.453,25.355,4.892,0.958,1.332,0,0.000,1,1
