vehicle,speed,line,launchX,launchY,launchZ,launchSpeed,crestX,crestY,crestZ,crestGround,crestClearance,landingX,landingY,landingZ,landingSpeed,longestFlight,peakY
original,32,0,968.694,180.261,190.000,28.654,944.352,193.378,190.000,156.983,36.070,863.762,152.006,189.266,25.216,4.860,195.621
tourer,32,0,968.192,180.600,190.000,28.442,944.435,192.786,190.000,157.047,34.933,864.569,152.209,189.422,25.909,4.740,194.894
moto,32,0,968.763,179.998,189.995,30.462,944.455,193.889,190.006,157.062,36.305,855.075,151.797,190.040,21.459,4.980,197.479
atv,32,0,968.704,180.031,190.002,30.280,944.086,194.069,190.003,156.779,36.955,856.013,151.709,190.002,21.285,4.980,197.472
