time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,0,0.000,False,False
0.008,0.360,0.000,False,4,0.000,False,False
0.029,0.717,-0.336,True,4,0.000,False,False
0.037,0.717,-0.336,True,4,0.000,False,False
0.045,0.717,-0.336,True,4,0.000,False,False
0.054,1.071,-0.684,True,4,0.000,False,False
0.062,1.072,-0.684,True,4,0.000,False,False
0.070,1.423,-1.031,True,4,0.000,False,False
0.079,1.423,-1.031,True,4,0.000,False,False
0.087,1.423,-1.031,True,4,0.000,False,False
0.095,1.772,-1.379,True,4,0.000,False,False
0.104,1.772,-1.379,True,4,0.000,False,False
0.112,2.117,-1.752,True,4,0.000,False,False
0.120,2.117,-1.752,True,4,0.000,False,False
0.129,2.460,-2.069,True,4,0.000,False,False
0.137,2.460,-2.069,True,4,0.000,False,False
0.145,2.460,-2.069,True,4,0.000,False,False
0.156,2.800,-2.411,True,4,0.000,False,False
0.164,2.800,-2.411,True,4,0.000,False,False
0.172,3.137,-2.759,True,4,0.000,False,False
0.181,3.137,-2.759,True,4,0.000,False,False
0.189,3.472,-3.094,True,4,0.020,False,False
0.197,3.472,-3.094,True,4,0.020,False,False
0.206,3.472,-3.094,True,4,0.020,False,False
0.215,3.803,-3.430,True,4,0.040,False,False
0.223,3.803,-3.430,True,4,0.040,False,False
0.231,4.132,-3.766,True,4,0.060,False,False
0.240,4.132,-3.766,True,4,0.060,False,False
0.248,4.132,-3.766,True,4,0.060,False,False
0.256,4.459,-4.102,True,4,0.080,False,False
0.265,4.459,-4.102,True,4,0.080,False,False
0.273,4.783,-4.431,True,4,0.100,False,False
0.281,4.783,-4.431,True,4,0.100,False,False
0.290,5.105,-4.761,True,4,0.120,False,False
0.298,5.105,-4.761,True,4,0.120,False,False
0.306,5.105,-4.761,True,4,0.120,False,False
0.315,5.424,-5.084,True,4,0.140,False,False
0.323,5.424,-5.084,True,4,0.140,False,False
0.331,5.742,-5.402,True,4,0.160,False,False
0.340,5.742,-5.402,True,4,0.160,False,False
0.348,5.742,-5.402,True,4,0.160,False,False
0.356,6.057,-5.725,True,4,0.180,False,False
0.365,6.057,-5.725,True,4,0.180,False,False
0.373,6.370,-6.067,True,4,0.200,False,False
0.382,6.369,-6.067,True,4,0.200,False,False
0.390,6.680,-6.360,True,4,0.220,False,False
0.400,6.680,-6.360,True,4,0.220,False,False
0.408,6.680,-6.360,True,4,0.220,False,False
0.416,6.989,-6.671,True,4,0.240,False,False
0.425,6.989,-6.671,True,4,0.240,False,False
0.433,7.296,-6.982,True,4,0.260,False,False
0.441,7.296,-6.982,True,4,0.260,False,False
0.450,7.600,-7.288,True,4,0.280,False,False
0.458,7.600,-7.288,True,4,0.280,False,False
0.466,7.600,-7.288,True,4,0.280,False,False
0.475,7.903,-7.593,True,4,0.300,False,False
0.483,7.903,-7.593,True,4,0.300,False,False
0.491,8.204,-7.898,True,4,0.320,False,False
0.500,8.204,-7.898,True,4,0.320,False,False
0.508,8.503,-8.203,True,4,0.340,False,False
0.517,8.503,-8.203,True,4,0.340,False,False
0.525,8.503,-8.203,True,4,0.340,False,False
0.533,8.800,-8.521,True,4,0.360,False,False
0.542,8.800,-8.521,True,4,0.360,False,False
0.550,9.096,-8.801,True,4,0.380,False,False
0.558,9.096,-8.801,True,4,0.380,False,False
0.567,9.096,-8.801,True,4,0.380,False,False
0.575,9.389,-9.094,True,4,0.400,False,False
0.583,9.389,-9.094,True,4,0.400,False,False
0.592,9.681,-9.387,True,4,0.420,False,False
0.600,9.681,-9.387,True,4,0.420,False,False
0.608,9.971,-9.674,True,4,0.440,False,False
0.617,9.971,-9.674,True,4,0.440,False,False
0.626,9.971,-9.674,True,4,0.440,False,False
0.634,10.259,-9.973,True,4,0.460,False,False
0.642,10.259,-9.973,True,4,0.460,False,False
0.651,10.546,-10.254,True,4,0.480,False,False
0.659,10.545,-10.254,True,4,0.480,False,False
0.667,10.545,-10.254,True,4,0.480,False,False
0.676,10.830,-10.535,True,4,0.500,False,False
