time,x,y,z,speed,throttle,brake,lap,next,branch,recoveries
0.01942825,723.1772,79.44598,-37.78325,0.3595934,1,0,0,0,,0
0.2394257,723.239,79.48077,-37.24133,4.182304,1,0,0,0,,0
0.4594269,723.3831,79.4551,-35.8932,7.767471,1,0,0,0,,0
0.6794281,723.5721,79.4082,-33.78656,11.11715,1,0,0,0,,0
0.8994255,723.7511,79.34914,-30.96729,14.24366,1,0,0,0,,0
1.119427,723.8592,79.26859,-27.48167,17.16229,1,0,0,0,,0
1.339428,723.842,79.16582,-23.3763,19.88743,1,0,0,0,,0
1.559425,723.6632,79.04725,-18.69717,22.43216,1,0,0,0,,0
1.779427,723.3124,78.92245,-13.48752,24.80776,1,0,0,0,,0
1.999428,722.8107,78.80486,-7.785184,27.02287,1,0,0,0,,0
2.219425,722.2156,78.71387,-1.621036,29.08233,1,0,0,1,,0
2.439426,721.6324,78.67724,4.980199,30.98401,1,0,0,1,,0
2.659428,721.2515,78.73694,11.9935,32.70802,1,0,0,1,,0
2.879425,721.3018,78.95601,19.13514,31.46172,0,0.5338998,0,1,,0
3.099426,721.7823,79.42308,25.51708,27.78485,0,0.265203,0,1,,0
3.319427,722.5889,80.07523,31.27526,25.38462,0,0.4969769,0,1,,0
3.539425,723.5775,80.7468,36.25398,21.74351,0,0.299612,0,1,,0
3.759426,724.7233,81.42679,40.71022,21.36582,0.7982132,0,0,1,,0
3.979427,726.1904,82.23607,45.29844,22.91569,0.7844986,0,0,1,,0
4.199425,728.0892,83.23701,50.03637,24.22953,0.6304032,0,0,1,,0
4.419426,730.4752,84.49061,54.68212,24.23476,0.1353561,0,0,1,,0
4.639427,733.1121,85.91231,58.6781,21.98475,0,0,0,1,,0
4.859425,736.1516,87.3334,62.12255,21.72273,0.7764984,0,0,1,,0
5.079426,739.6293,88.79092,65.01024,21.60229,0.3944488,0,0,1,,0
5.299427,743.3112,90.3653,67.17904,20.39184,0.5945816,0,0,1,,0
5.519424,746.8693,92.43394,68.74355,12.67066,1,0,0,1,,0
5.739426,750.1012,94.37032,70.08853,3.290981,1,0,0,1,,0
5.959427,753.2319,95.79939,71.38286,-3.509174,1,0,0,1,,0
6.179424,731.6775,82.92111,45.49812,-0.08653319,1,0,0,1,,1
6.379429,731.7374,82.78726,45.65841,1.977843,1,0,0,1,,1
6.599422,732.028,82.91553,46.42797,5.239717,1,0,0,1,,1
6.799427,732.5087,83.24364,47.64916,8.003243,1,0,0,1,,1
7.019428,733.3112,83.75088,49.5208,10.81892,1,0,0,1,,1
7.239422,734.4572,84.44244,51.85239,13.39979,1,0,0,1,,1
7.439426,735.8637,85.27795,54.2609,15.53725,1,0,0,1,,1
7.659428,737.8884,86.45919,57.07618,17.65327,1,0,0,1,,1
7.879421,740.4913,87.92721,59.88527,19.47444,1,0,0,1,,1
8.079426,743.4309,89.45473,62.22343,20.81829,0.5709351,0,0,1,,1
