time,x,y,z,speed,throttle,brake,lap,next,branch,recoveries
11.44504,763.9855,90.37741,-111.8863,13.77901,0.1769089,0,0,2,Climbing Ridge Cut,0
11.66504,766.6686,90.98078,-110.6104,13.78047,0.1757179,0,0,2,Climbing Ridge Cut,0
11.88504,769.3126,91.58402,-109.2543,13.7815,0.174855,0,0,2,Climbing Ridge Cut,0
12.10504,771.9274,92.18835,-107.8434,13.78206,0.1743767,0,0,2,Climbing Ridge Cut,0
12.32504,774.5231,92.7933,-106.3978,13.78223,0.1742203,0,0,2,Climbing Ridge Cut,0
12.54504,777.1076,93.39883,-104.9328,13.78214,0.1742752,0,0,2,Climbing Ridge Cut,0
12.76505,779.687,94.00508,-103.459,13.78195,0.174424,0,0,2,Climbing Ridge Cut,0
12.98505,782.2648,94.61227,-101.983,13.7817,0.1746239,0,0,2,Climbing Ridge Cut,0
13.20505,784.8428,95.2205,-100.5078,13.78138,0.1748726,0,0,2,Climbing Ridge Cut,0
13.42505,787.4209,95.82987,-99.03397,13.78106,0.1751289,0,0,2,Climbing Ridge Cut,0
13.64505,789.9989,96.44032,-97.56009,13.7807,0.1754135,0,0,2,Climbing Ridge Cut,0
13.86505,792.575,97.05197,-96.08336,13.78034,0.1757011,0,0,2,Climbing Ridge Cut,0
14.08505,795.1467,97.6649,-94.59999,13.77991,0.1760376,0,0,2,Climbing Ridge Cut,0
14.30505,797.7108,98.27912,-93.10412,13.77946,0.1763939,0,0,2,Climbing Ridge Cut,0
14.52505,800.2621,98.89481,-91.58772,13.77885,0.176873,0,0,2,Climbing Ridge Cut,0
14.74506,802.7958,99.51208,-90.04247,13.7783,0.1773209,0,0,2,Climbing Ridge Cut,0
14.96506,805.341,100.1407,-88.43974,14.61199,1,0,0,2,Climbing Ridge Cut,0
15.18506,808.1921,100.8547,-86.57754,16.79613,1,0,0,2,Climbing Ridge Cut,0
15.40506,811.3812,101.6653,-84.40778,18.82772,1,0,0,2,Climbing Ridge Cut,0
15.62506,814.8677,102.5659,-81.92936,20.71786,1,0,0,2,Climbing Ridge Cut,0
15.84506,818.6179,103.55,-79.14861,22.47746,1,0,0,2,Climbing Ridge Cut,0
16.06506,822.609,104.6122,-76.08247,24.11616,1,0,0,2,Climbing Ridge Cut,0
16.28506,826.8299,105.7471,-72.75944,25.64254,1,0,0,2,Climbing Ridge Cut,0
16.50504,831.2818,106.95,-69.21938,27.06371,1,0,0,2,Climbing Ridge Cut,0
16.72504,835.9771,108.2163,-65.51315,28.3856,1,0,0,2,Climbing Ridge Cut,0
16.94504,840.9229,109.5371,-61.71412,29.31324,0.5826889,0,0,2,Climbing Ridge Cut,0
17.16504,846.0417,110.8794,-57.97316,29.52584,0.3860352,0,0,2,Climbing Ridge Cut,0
17.38504,851.3072,112.2233,-54.40253,29.56627,0.3480316,0,0,2,Climbing Ridge Cut,0
17.60504,856.7391,113.5616,-51.08096,29.56902,0.3445755,0,0,2,Climbing Ridge Cut,0
17.82504,862.3587,114.8879,-48.08243,29.56521,0.3475922,0,0,2,Climbing Ridge Cut,0
18.04504,868.1696,116.193,-45.46321,29.56468,0.3484177,0,0,2,Climbing Ridge Cut,0
18.26505,874.1555,117.4634,-43.24973,29.57053,0.3442124,0,0,2,Climbing Ridge Cut,0
18.48505,880.2861,118.6932,-41.441,29.58137,0.3357727,0,0,2,Climbing Ridge Cut,0
18.70505,886.5251,119.8928,-40.01374,29.59387,0.3258224,0,0,2,Climbing Ridge Cut,0
18.92505,892.8399,121.0674,-38.92995,29.60629,0.3158371,0,0,2,Climbing Ridge Cut,0
19.14505,899.2057,122.2172,-38.14616,29.61746,0.3067887,0,0,2,Climbing Ridge Cut,0
19.36505,905.6046,123.3431,-37.6201,29.62716,0.2989258,0,0,2,Climbing Ridge Cut,0
19.58505,912.0236,124.446,-37.3147,29.63551,0.2921555,0,0,2,Climbing Ridge Cut,0
19.80505,918.4542,125.5274,-37.19993,29.64258,0.2864136,0,0,2,Climbing Ridge Cut,0
20.02505,924.8901,126.5888,-37.25295,29.6487,0.2814545,0,0,2,Climbing Ridge Cut,0
20.24506,931.3275,127.6308,-37.45741,29.65414,0.2770615,0,0,2,Climbing Ridge Cut,0
20.46506,937.7628,128.6543,-37.80396,29.65855,0.2734238,0,0,2,Climbing Ridge Cut,0
20.68506,944.1917,129.6604,-38.30387,29.66122,0.271167,0,0,2,Climbing Ridge Cut,0
20.90506,950.606,130.6495,-38.99387,29.66265,0.2699753,0,0,2,Climbing Ridge Cut,0
21.12506,956.9964,131.6129,-39.91359,29.66564,0.2678772,0,0,2,Climbing Ridge Cut,0
21.34506,963.3561,132.5163,-41.0877,29.67439,0.2612793,0,0,2,Climbing Ridge Cut,0
21.56503,969.6738,133.358,-42.51947,29.6863,0.2518448,0,0,2,Climbing Ridge Cut,0
21.78503,975.9391,134.1645,-44.19128,29.69783,0.2425293,0,0,2,Climbing Ridge Cut,0
22.00504,982.1498,134.9482,-46.07231,29.70818,0.234169,0,0,2,Climbing Ridge Cut,0
22.22504,988.3103,135.7106,-48.12495,29.717,0.226976,0,0,2,Climbing Ridge Cut,0
22.44504,994.4293,136.4555,-50.30897,29.72421,0.221109,0,0,2,Climbing Ridge Cut,0
22.66504,1000.518,137.187,-52.58246,29.72979,0.2165161,0,0,2,Climbing Ridge Cut,0
22.88504,1006.464,137.8945,-54.84782,28.11984,0,0.3603349,0,2,Climbing Ridge Cut,0
23.10504,1012.093,138.5626,-56.99841,28.03211,1,0,0,2,Climbing Ridge Cut,0
23.32504,1017.844,139.2872,-59.19357,26.63226,0,1,0,2,,0
23.54504,1022.674,139.9565,-60.52343,19.6689,0,1,0,2,,0
23.76505,1026.148,140.409,-60.49617,12.69637,0,0.8056145,0,2,,0
23.98505,1028.415,140.738,-59.68209,10.38913,1,0,0,2,,0
24.20505,1030.469,141.1225,-58.16796,12.78281,1,0,0,2,,0
24.42505,1032.521,141.5811,-55.89766,15.08283,1,0,0,2,,0
24.64505,1034.48,142.0865,-52.93488,17.29136,1,0,0,2,,0
24.86505,1036.338,142.6326,-49.36509,19.40175,1,0,0,2,,0
25.08505,1038.143,143.2167,-45.27243,21.39901,1,0,0,2,,0
25.30505,1039.962,143.8326,-40.7248,23.27535,1,0,0,2,,0
25.52505,1041.832,144.4675,-35.76889,25.03447,1,0,0,3,,0
25.74506,1043.752,145.1099,-30.43071,26.68341,1,0,0,3,,0
25.96506,1045.671,145.7518,-24.71915,28.22781,1,0,0,3,,0
26.18506,1047.505,146.3912,-18.63483,29.66969,1,0,0,3,,0
26.40506,1049.152,147.0323,-12.18081,30.99092,0.8879181,0,0,3,,0
26.62506,1050.494,147.6746,-5.444735,31.53215,0.3929245,0,0,3,,0
26.84503,1051.437,148.3212,1.417464,31.65906,0.2771286,0,0,3,,0
27.06503,1051.94,148.9878,8.337103,31.68762,0.2507462,0,0,3,,0
27.28503,1051.99,149.6941,15.2726,31.6889,0.2484299,0,0,3,,0
27.50504,1051.568,150.4637,22.18645,31.67571,0.2580734,0,0,3,,0
27.72504,1050.63,151.3251,29.0334,31.65255,0.2761047,0,0,3,,0
27.94504,1049.134,152.3114,35.75698,31.62552,0.2975937,0,0,3,,0
28.16504,1047.077,153.3855,42.31362,31.61142,0.3103912,0,0,3,,0
28.38504,1044.528,154.4618,48.69371,31.60659,0.314505,0,0,3,,0
28.60504,1041.54,155.5188,54.88373,31.60655,0.3149567,0,0,3,,0
28.82504,1038.156,156.5607,60.87029,31.61242,0.3106689,0,0,3,,0
29.04504,1034.43,157.5826,66.65644,31.62246,0.3028381,0,0,3,,0
29.26505,1030.422,158.5772,72.25903,31.63411,0.2935898,0,0,3,,0
29.48505,1026.119,159.5534,77.79028,32.66876,1,0,0,3,,0
29.70505,1021.48,160.5201,83.36897,33.74527,1,0,0,3,,0
29.92505,1016.499,161.461,88.96056,34.72927,1,0,0,3,,0
30.14505,1011.019,162.3546,94.37537,35.65646,1,0,0,4,,0
30.36505,1005.102,163.1774,99.63387,36.57709,1,0,0,4,,0
30.58505,999.2473,163.8649,104.665,33.3981,0,0.4135075,0,4,,0
30.80505,993.99,164.3562,109.4509,31.79696,0.1592636,0,0,4,,0
31.02505,988.9587,164.6875,114.3076,31.7963,0.1654343,0,0,4,,0
31.24506,983.9332,164.7655,119.1975,31.84348,0.1279205,0,0,4,,0
31.46506,978.8157,164.7045,123.9934,31.86764,0.107193,0,0,4,,0
31.68506,973.5201,164.5557,128.5984,31.88705,0.09200592,0,0,4,,0
31.90503,968.0034,164.2432,132.9374,31.91401,0.07095947,0,0,4,,0
32.12503,962.2637,163.7627,136.9539,31.6924,0.2757904,0,0,4,,0
32.34503,956.3156,163.1316,140.6128,31.91582,0.07660828,0,0,4,,0
32.56503,950.3671,162.372,143.7991,30.12814,0,0,0,4,,0
32.78503,944.9191,161.5554,146.3197,25.1306,0,0.7065172,0,4,,0
33.00504,940.1668,160.7484,148.2019,21.54602,0,1,0,4,,0
33.22504,936.1131,160.0036,149.5814,18.84896,0,0.2386146,0,4,,0
33.44504,932.2971,159.2643,150.6988,17.95142,0.07378083,0,0,4,,0
33.66504,928.5454,158.498,151.6404,17.97718,0.05106964,0,0,4,,0
33.88504,924.7748,157.6826,152.4357,17.88556,0.1435791,0,0,4,,0
34.10504,920.9869,156.816,153.0813,17.8284,0.04359436,0,0,4,,0
34.32504,917.1846,155.8933,153.5732,17.96092,0.07493897,0,0,4,,0
34.54504,913.3835,154.8855,153.9076,17.92847,0.1111221,0,0,4,,0
34.76505,909.598,153.7731,154.0847,17.9334,0.1106094,0,0,4,,0
34.98505,905.832,152.5857,154.1085,17.98515,0.06322175,0,0,4,,0
35.20505,902.0864,151.348,153.9847,17.88793,0.00236969,0,0,4,,0
35.42505,898.364,150.0705,153.7199,17.8454,0.04704132,0,0,4,,0
35.64505,894.6626,148.7547,153.3202,17.97374,0.08140411,0,0,4,,0
35.86505,890.991,147.4106,152.7923,17.95829,0.09817047,0,0,4,,0
36.08505,887.3484,146.0435,152.141,17.9637,0.09416809,0,0,4,,0
36.30505,883.7415,144.661,151.3712,17.84844,0.04976959,0,0,4,,0
36.52505,880.1597,143.2664,150.4821,17.86015,0.03875885,0,0,4,,0
36.74506,876.6163,141.8684,149.4772,17.94131,0.1180252,0,0,4,,0
36.96506,873.1116,140.4703,148.3546,17.85238,0.04693146,0,0,4,,0
37.18503,869.6439,139.0792,147.1104,17.94026,0.1188004,0,0,4,,0
37.40503,866.2211,137.7012,145.7413,17.84909,0.04939728,0,0,4,,0
37.62503,862.8402,136.3398,144.238,17.86176,0.03579865,0,0,4,,0
37.84503,859.515,135.0068,142.5954,17.8658,0.03040009,0,0,4,,0
38.06503,856.2543,133.7109,140.8038,17.85752,0.0367691,0,0,4,,0
38.28503,853.0718,132.4633,138.8435,17.99612,0.05617828,0,0,4,,0
38.50504,849.9997,131.2776,136.6858,17.92623,0.1211777,0,0,4,,0
38.72504,847.0725,130.1648,134.2967,17.97544,0.06880798,0,0,4,,0
38.94504,844.3331,129.1492,131.6599,17.97643,0.06313019,0,0,4,,0
39.16504,841.806,128.2787,128.7728,17.91302,0.1201889,0,0,4,,0
39.38504,839.5144,127.5306,125.667,17.82254,0.04546204,0,0,4,,0
39.60504,837.3907,126.8371,122.2643,19.62668,1,0,0,4,,0
39.82504,835.2405,126.1115,118.228,22.23085,1,0,0,4,,0
40.04504,833.1006,125.3779,113.5703,24.62651,1,0,0,4,,0
40.26505,830.9606,124.6448,108.3563,26.83833,1,0,0,4,,0
40.48505,828.7789,123.8978,102.6548,28.87914,1,0,0,4,,0
40.70505,826.538,123.1227,96.59075,29.65763,0.2370834,0,0,4,,0
40.92505,824.2844,122.3301,90.57242,28.06611,0,1,0,4,,0
41.14505,822.2273,121.5853,85.42354,23.94776,0,0.3634934,0,4,,0
41.36505,820.4598,120.875,81.10337,19.63971,0,0.4677572,0,4,,0
41.58505,818.908,120.1681,77.31707,18.47086,0,0.129087,0,4,,0
41.80505,817.3127,119.4179,73.76898,17.89326,0.1297195,0,0,4,,0
42.02505,815.4665,118.5809,70.38333,17.89627,0.1268036,0,0,4,,0
42.24503,813.2502,117.6337,67.25474,17.89419,0.1279236,0,0,4,,0
42.46503,810.6029,116.5647,64.52452,17.93365,0.09421235,0,0,4,,0
42.68503,807.5715,115.4,62.27885,17.63288,0.03464661,0,0,4,,0
42.90503,804.1973,114.3982,60.53482,17.96772,0.07357483,0,0,4,,0
43.12503,800.664,112.9994,59.4082,17.87235,0.0136673,0,0,4,,0
43.34503,797.0756,111.447,58.73218,17.93241,0.1139297,0,0,4,,0
43.56503,793.3727,110.1045,58.38927,17.99992,0.05217133,0,0,4,,0
43.78503,789.6635,108.7521,58.39687,17.9552,0.1006104,0,0,4,,0
44.00504,785.9896,107.3448,58.69384,17.95286,0.1051056,0,0,0,,0
44.22504,782.3432,105.937,59.21596,17.97997,0.07688446,0,0,0,,0
44.44504,778.7437,104.5277,60.00222,17.97974,0.07817993,0,0,0,,0
44.66504,775.2168,103.1141,61.04673,17.8549,0.0447937,0,0,0,,0
44.88504,771.7362,101.6908,62.22464,17.94845,0.1128311,0,0,0,,0
45.10504,768.265,100.2554,63.41205,17.86305,0.03851318,0,0,0,,0
45.32504,764.7687,98.80521,64.51129,17.95298,0.1087997,0,0,0,,0
45.54504,761.2311,97.33977,65.43996,17.86238,0.0387085,0,0,0,,0
45.76505,757.6429,95.85718,66.12094,17.94571,0.1139862,0,0,0,,0
45.98505,754.0139,94.35585,66.4632,18.00629,0.05185394,0,0,0,,0
46.20505,750.3721,92.83708,66.36936,18.00065,0.05488892,0,0,0,,0
46.42505,746.7864,91.40699,65.74255,17.78045,0.2066834,0,0,0,,0
46.64505,743.2385,89.98364,64.56406,17.86627,0.02845001,0,0,0,,0
46.86505,740.0206,88.42743,62.88003,17.99659,0.05536194,0,0,0,,0
47.08505,737.0958,87.13776,60.70467,17.52675,0.5116852,0,0,0,,0
47.30505,734.4412,85.98119,58.04392,17.85597,0,0,0,0,,0
47.52502,732.1658,84.85459,55.03674,17.83091,0.04896545,0,0,0,,0
47.74503,730.257,83.8411,51.7447,17.97822,0.05961457,0,0,0,,0
47.96503,728.6884,82.96182,48.24492,17.91275,0.1207581,0,0,0,,0
48.18503,727.4158,82.19575,44.60402,17.82823,0.04128876,0,0,0,,0
48.40503,726.3579,81.5031,40.76226,19.47055,1,0,0,0,,0
48.62503,725.3727,80.80836,36.32574,22.09731,1,0,0,0,,0
48.84503,724.4594,80.14082,31.30368,24.49593,1,0,0,0,,0
49.06503,723.6743,79.52808,25.74209,26.6778,1,0,0,0,,0
49.28503,723.1118,78.99208,19.68714,28.65885,1,0,0,0,,0
49.50504,722.8654,78.69549,13.68845,24.86328,0,1,0,0,,0
49.72504,722.9184,78.66757,8.522389,24.07912,1,0,0,0,,0
49.94504,723.2048,78.67972,2.992724,26.07677,1,0,0,0,,0
50.16504,723.6819,78.71393,-2.944284,27.90732,1,0,0,0,,0
50.38504,724.2859,78.80847,-9.256459,29.59136,1,0,0,0,,0
50.60504,724.918,78.95705,-15.92026,31.09604,0.8081711,0,0,0,,0
50.82504,725.4319,79.13544,-22.82184,31.66056,0.2903351,0,0,0,,0
51.04504,725.6422,79.31931,-29.79931,31.75512,0.05705261,0,0,0,,0
51.26505,725.3484,79.48023,-36.71061,31.24761,0.6589798,0,0,0,,0
51.48505,724.3757,79.58507,-43.51545,31.17093,0.7274613,0,1,1,,0
51.70505,722.6223,79.59232,-50.17021,31.51178,0.4179733,0,1,1,,0
51.92505,720.066,79.54497,-56.65024,31.71164,0.2387314,0,1,1,,0
52.14505,716.8038,79.53072,-62.83143,31.78294,0.1773819,0,1,1,,0
52.36505,713.0136,79.53751,-68.6368,30.71671,0,0.4659977,1,1,,0
52.58502,709.2448,79.54021,-73.60422,26.00244,0,0.9065032,1,1,,0
52.80502,705.981,79.53932,-77.48524,20.69639,0,0.8080101,1,1,,0
53.02502,703.2999,79.5389,-80.47245,16.47407,0,0.5782712,1,1,,0
53.24503,701.072,79.53905,-82.86579,13.7107,0,0.3628852,1,1,,0
53.46503,699.2574,79.5391,-84.78539,10.86371,0,0.2471142,1,1,,0
53.68503,697.697,79.5391,-86.43356,10.03696,0.06352615,0,1,1,,0
53.90503,696.1845,79.5391,-88.0572,10.15909,0.1013741,0,1,1,,0
54.12503,694.735,79.55873,-89.7418,9.852181,0,0,1,1,,0
54.34503,693.5288,79.67581,-91.54533,9.874248,0.09688034,0,1,1,,0
54.56503,692.6974,79.81192,-93.5612,9.838371,0.1277939,0,1,1,,0
54.78503,692.4331,79.83344,-95.71959,9.812611,0.1481835,0,1,1,,0
55.00504,692.782,79.93147,-97.85564,9.803715,0.1571388,0,1,1,,0
55.22504,693.6824,80.11668,-99.81573,9.8131,0.1505837,0,1,1,,0
55.44504,695.1685,80.34611,-101.6572,11.93025,1,0,1,1,,0
55.66504,697.4261,80.63382,-103.4915,14.35629,1,0,1,1,,0
55.88504,700.4242,80.97515,-105.1427,16.65923,1,0,1,1,,0
56.10504,704.0723,81.36309,-106.5621,18.87148,1,0,1,1,,0
56.32504,708.2694,81.79645,-107.8324,20.97444,1,0,1,1,,0
56.54504,712.9294,82.28004,-109.0965,22.94248,1,0,1,1,,0
56.76505,717.9811,82.82003,-110.4912,24.76748,1,0,1,2,,0
56.98505,723.2535,83.40989,-112.0653,24.49481,0,0,1,2,,0
57.20505,728.1044,83.98368,-113.6299,22.43834,0,0.2965469,1,2,,0
57.42505,732.4435,84.52499,-115.0915,18.85432,0,1,1,2,,0
57.64505,735.8494,84.9615,-116.036,14.79057,0,0.2395682,1,2,,0
57.86502,738.8441,85.43127,-116.438,13.20782,0,1,1,2,,0
58.08502,741.1099,86.09486,-116.5093,10.79515,1,0,1,2,,0
58.30502,743.7134,86.67157,-116.4482,12.69536,1,0,1,2,,0
58.52502,746.5023,86.83406,-116.3518,12.92567,1,0,1,2,,0
58.74503,749.2479,87.15897,-116.1188,11.46834,1,0,1,2,,0
58.96503,751.9356,87.84138,-115.7305,13.47227,0.4850883,0,1,2,,0
59.18503,754.8206,88.45522,-115.1221,13.75104,0.2042473,0,1,2,,0
59.40503,757.6879,89.01467,-114.3172,13.77411,0.1811645,0,1,2,,0
59.62503,760.4955,89.60603,-113.3394,13.77684,0.1786522,0,1,2,,0
59.84503,763.2439,90.21233,-112.2134,13.77847,0.1773453,0,1,2,,0
60.06503,765.9411,90.81631,-110.9681,13.78003,0.1760788,0,1,2,Climbing Ridge Cut,0
60.28503,768.5958,91.4193,-109.6337,13.78122,0.17509,0,1,2,Climbing Ridge Cut,0
60.50504,771.2181,92.02334,-108.2368,13.78193,0.1744904,0,1,2,Climbing Ridge Cut,0
60.72504,773.8184,92.62813,-106.7994,13.78221,0.1742432,0,1,2,Climbing Ridge Cut,0
60.94504,776.4053,93.23347,-105.3384,13.78219,0.1742439,0,1,2,Climbing Ridge Cut,0
61.16504,778.9854,93.83951,-103.8658,13.78201,0.1743767,0,1,2,Climbing Ridge Cut,0
61.38504,781.563,94.44643,-102.3892,13.78177,0.1745644,0,1,2,Climbing Ridge Cut,0
61.60504,784.1405,95.05439,-100.9129,13.78148,0.174794,0,1,2,Climbing Ridge Cut,0
61.82504,786.7185,95.66344,-99.43803,13.78115,0.1750572,0,1,2,Climbing Ridge Cut,0
62.04504,789.2964,96.27364,-97.96375,13.7808,0.1753327,0,1,2,Climbing Ridge Cut,0
62.26505,791.8729,96.885,-96.48758,13.78044,0.1756218,0,1,2,Climbing Ridge Cut,0
62.48505,794.4459,97.49752,-95.00606,13.78004,0.1759369,0,1,2,Climbing Ridge Cut,0
62.70505,797.0124,98.11137,-93.514,13.7796,0.1762855,0,1,2,Climbing Ridge Cut,0
62.92502,799.5676,98.72669,-92.00385,13.77901,0.1767487,0,1,2,Climbing Ridge Cut,0
63.14502,802.1065,99.34353,-90.4671,13.77844,0.1772019,0,1,2,Climbing Ridge Cut,0
63.36502,804.6273,99.96352,-88.89439,13.98838,1,0,1,2,Climbing Ridge Cut,0
63.58502,807.3788,100.6501,-87.11565,16.21604,1,0,1,2,Climbing Ridge Cut,0
63.80502,810.4799,101.4349,-85.03005,18.28816,1,0,1,2,Climbing Ridge Cut,0
64.02502,813.889,102.3116,-82.63564,20.21574,1,0,1,2,Climbing Ridge Cut,0
64.24503,817.5701,103.2736,-79.9362,22.00995,1,0,1,2,Climbing Ridge Cut,0
64.46503,821.4972,104.315,-76.94563,23.68073,1,0,1,2,Climbing Ridge Cut,0
64.68503,825.6559,105.4306,-73.68925,25.23697,1,0,1,2,Climbing Ridge Cut,0
64.90503,830.0441,106.6154,-70.20385,26.6862,1,0,1,2,Climbing Ridge Cut,0
65.12503,834.6712,107.8649,-66.5373,28.03465,1,0,1,2,Climbing Ridge Cut,0
65.34503,839.5531,109.1732,-62.75146,29.16795,0.7171158,0,1,2,Climbing Ridge Cut,0
65.56503,844.6314,110.5127,-58.9803,29.49647,0.413266,0,1,2,Climbing Ridge Cut,0
65.78503,849.8555,111.8571,-55.355,29.56141,0.3527435,0,1,2,Climbing Ridge Cut,0
66.00504,855.2396,113.1974,-51.95789,29.56962,0.3442673,0,1,2,Climbing Ridge Cut,0
66.22504,860.8066,114.5278,-48.86456,29.56618,0.3467697,0,1,2,Climbing Ridge Cut,0
66.44504,866.5662,115.8399,-46.13794,29.56423,0.348642,0,1,2,Climbing Ridge Cut,0
66.66504,872.5069,117.121,-43.81285,29.56828,0.3458862,0,1,2,Climbing Ridge Cut,0
66.88504,878.6016,118.3613,-41.89517,29.57815,0.338327,0,1,2,Climbing Ridge Cut,0
67.10504,884.8146,119.5682,-40.3672,29.59042,0.3285935,0,1,2,Climbing Ridge Cut,0
67.32504,891.1115,120.7495,-39.19396,29.60299,0.3185028,0,1,2,Climbing Ridge Cut,0
67.54504,897.4655,121.906,-38.33267,29.61458,0.3091278,0,1,2,Climbing Ridge Cut,0
67.76505,903.8568,123.0384,-37.74026,29.62466,0.3009674,0,1,2,Climbing Ridge Cut,0
67.98505,910.2714,124.1474,-37.37796,29.63336,0.2939056,0,1,2,Climbing Ridge Cut,0
68.20502,916.6994,125.2345,-37.21375,29.64077,0.2878845,0,1,2,Climbing Ridge Cut,0
68.42502,923.1344,126.3013,-37.22288,29.64711,0.28275,0,1,2,Climbing Ridge Cut,0
68.64502,929.5717,127.3484,-37.38734,29.65272,0.2782135,0,1,2,Climbing Ridge Cut,0
68.86502,936.008,128.3768,-37.69527,29.65754,0.2742645,0,1,2,Climbing Ridge Cut,0
69.08502,942.4391,129.3876,-38.15048,29.66067,0.2716324,0,1,2,Climbing Ridge Cut,0
69.30502,948.8585,130.3814,-38.78435,29.66232,0.2702332,0,1,2,Climbing Ridge Cut,0
69.52502,955.2562,131.3546,-39.63819,29.66433,0.2688034,0,1,2,Climbing Ridge Cut,0
69.74503,961.6252,132.2769,-40.74161,29.67152,0.2635147,0,1,2,Climbing Ridge Cut,0
69.96503,967.9556,133.1329,-42.10408,29.68302,0.2544785,0,1,2,Climbing Ridge Cut,0
70.18503,974.2358,133.9469,-43.71308,29.69483,0.2449478,0,1,2,Climbing Ridge Cut,0
70.40503,980.4611,134.7367,-45.54057,29.70548,0.236351,0,1,2,Climbing Ridge Cut,0
70.62503,986.6346,135.5045,-47.55035,29.71477,0.2287918,0,1,2,Climbing Ridge Cut,0
70.84503,992.7639,136.2538,-49.70259,29.72239,0.2225861,0,1,2,Climbing Ridge Cut,0
71.06503,998.8597,136.9886,-51.95607,29.72842,0.2176468,0,1,2,Climbing Ridge Cut,0
71.28503,1004.882,137.7068,-54.24368,28.54948,0,0,1,2,Climbing Ridge Cut,0
