course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Street Loop Reverse,original,Granite Creek Cut,normal,0,31.868,0,0,0.000,0.999,True
Street Loop Reverse,original,Granite Creek Cut,normal,1,31.862,0,0,0.000,0.999,True
Street Loop Reverse,original,Granite Creek Cut,clean,0,27.957,0,0,2.807,0.979,True
Street Loop Reverse,original,Granite Creek Cut,clean,1,27.885,0,0,2.807,0.979,True
Street Loop Reverse,original,Granite Creek Cut,imperfect,0,32.778,0,0,1.251,0.980,True
Street Loop Reverse,original,Granite Creek Cut,imperfect,1,32.876,0,0,6.267,0.982,True
Street Loop Reverse,original,Granite Creek Cut,recovery,0,29.952,0,0,2.810,0.981,True
Street Loop Reverse,original,Granite Creek Cut,recovery,1,29.940,0,0,2.807,0.981,True
Street Loop Reverse,original,Laurel Switchbacks,normal,0,35.597,0,0,0.000,0.880,True
Street Loop Reverse,original,Laurel Switchbacks,normal,1,35.661,0,0,0.000,0.880,True
Street Loop Reverse,original,Laurel Switchbacks,clean,0,27.886,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,clean,1,27.858,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,imperfect,0,32.604,0,0,4.497,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,imperfect,1,32.716,0,0,7.760,0.975,True
Street Loop Reverse,original,Laurel Switchbacks,recovery,0,29.163,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,recovery,1,29.162,0,0,3.392,0.979,True
Street Loop Reverse,tourer,Granite Creek Cut,normal,0,31.468,0,0,0.000,0.999,True
Street Loop Reverse,tourer,Granite Creek Cut,normal,1,31.468,0,0,0.000,0.998,True
Street Loop Reverse,tourer,Granite Creek Cut,clean,0,27.830,0,0,2.867,0.981,True
Street Loop Reverse,tourer,Granite Creek Cut,clean,1,27.822,0,0,2.867,0.981,True
Street Loop Reverse,tourer,Granite Creek Cut,imperfect,0,32.801,0,0,0.904,0.981,True
Street Loop Reverse,tourer,Granite Creek Cut,imperfect,1,32.763,0,0,6.079,0.983,True
Street Loop Reverse,tourer,Granite Creek Cut,recovery,0,30.075,0,0,2.867,0.981,True
Street Loop Reverse,tourer,Granite Creek Cut,recovery,1,30.111,0,0,2.866,0.981,True
Street Loop Reverse,tourer,Laurel Switchbacks,normal,0,35.762,0,0,0.000,0.880,True
Street Loop Reverse,tourer,Laurel Switchbacks,normal,1,35.769,0,0,0.000,0.880,True
Street Loop Reverse,tourer,Laurel Switchbacks,clean,0,28.495,0,0,3.419,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,clean,1,28.285,0,0,3.471,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,imperfect,0,33.053,0,0,4.836,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,imperfect,1,33.170,0,0,7.713,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,recovery,0,29.689,0,0,3.471,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,recovery,1,29.711,0,0,3.473,0.979,True
Street Loop Reverse,moto,Granite Creek Cut,normal,0,27.831,0,0,0.000,0.986,True
Street Loop Reverse,moto,Granite Creek Cut,normal,1,27.816,0,0,0.000,0.986,True
Street Loop Reverse,moto,Granite Creek Cut,clean,0,24.018,0,0,3.855,0.944,True
Street Loop Reverse,moto,Granite Creek Cut,clean,1,24.286,0,0,3.855,0.944,True
Street Loop Reverse,moto,Granite Creek Cut,imperfect,0,28.392,0,0,1.387,0.975,True
Street Loop Reverse,moto,Granite Creek Cut,imperfect,1,28.960,0,0,6.089,0.982,True
Street Loop Reverse,moto,Granite Creek Cut,recovery,0,25.652,0,0,3.000,0.980,True
Street Loop Reverse,moto,Granite Creek Cut,recovery,1,25.546,0,0,2.998,0.980,True
Street Loop Reverse,moto,Laurel Switchbacks,normal,0,33.267,0,0,0.000,0.880,True
Street Loop Reverse,moto,Laurel Switchbacks,normal,1,33.317,0,0,0.000,0.880,True
Street Loop Reverse,moto,Laurel Switchbacks,clean,0,25.676,0,0,3.359,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,clean,1,25.664,0,0,3.359,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,imperfect,0,30.509,0,0,7.239,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,imperfect,1,30.626,0,0,7.907,0.972,True
Street Loop Reverse,moto,Laurel Switchbacks,recovery,0,26.622,0,0,3.359,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,recovery,1,26.668,0,0,3.359,0.979,True
Street Loop Reverse,atv,Granite Creek Cut,normal,0,28.759,0,0,0.000,0.998,True
Street Loop Reverse,atv,Granite Creek Cut,normal,1,28.768,0,0,0.000,0.998,True
Street Loop Reverse,atv,Granite Creek Cut,clean,0,27.239,0,0,2.612,0.979,True
Street Loop Reverse,atv,Granite Creek Cut,clean,1,27.244,0,0,2.612,0.979,True
Street Loop Reverse,atv,Granite Creek Cut,imperfect,0,31.196,0,0,1.788,0.977,True
Street Loop Reverse,atv,Granite Creek Cut,imperfect,1,31.831,0,0,6.065,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,recovery,0,28.076,0,0,2.612,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,recovery,1,28.328,0,0,2.612,0.981,True
Street Loop Reverse,atv,Laurel Switchbacks,normal,0,37.198,0,0,0.000,0.880,True
Street Loop Reverse,atv,Laurel Switchbacks,normal,1,37.231,0,0,0.000,0.880,True
Street Loop Reverse,atv,Laurel Switchbacks,clean,0,26.258,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,clean,1,26.222,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,imperfect,0,31.150,0,0,7.230,0.972,True
Street Loop Reverse,atv,Laurel Switchbacks,imperfect,1,31.233,0,0,7.599,0.977,True
Street Loop Reverse,atv,Laurel Switchbacks,recovery,0,27.286,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,recovery,1,27.287,0,0,3.145,0.979,True
