"course","vehicle","speed","line","seconds","travel","air","minUp","recovered","outcome","scoredDistance","scoredAirtime","awards","contactCorrections","Matrix"
"Street Loop","moto","12","-1.5","13.760","150.111","1.480","0.909","True","completed","14.695","1.300","0","44","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","12","-3","13.540","150.107","1.280","0.932","True","completed","14.527","1.280","0","21","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","12","0","13.480","150.052","1.360","0.888","True","completed","15.290","1.360","0","34","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","12","-4.7","13.640","150.168","1.880","0.105","True","completed","0.000","0.000","0","349","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","12","1.7","13.400","150.212","1.300","-0.136","True","completed","0.000","0.000","0","281","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","24","-1.5","7.800","150.044","2.020","0.943","True","completed","44.889","2.020","0","124","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","24","-3","7.460","150.205","2.060","0.933","True","completed","45.568","2.060","0","129","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","24","0","8.460","150.174","2.020","0.944","True","completed","44.856","2.020","0","133","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","24","-4.7","9.440","150.090","2.000","-0.953","True","completed","0.000","0.000","0","151","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","24","1.7","7.360","150.291","2.460","0.792","True","completed","0.000","0.000","0","238","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","36","-1.5","5.500","165.714","2.540","0.958","True","completed","84.004","2.540","0","204","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","36","-3","5.500","165.710","2.540","0.958","True","completed","84.001","2.540","0","198","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","36","0","5.500","165.720","2.540","0.958","True","completed","84.005","2.540","0","194","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","36","-4.7","22.640","99.025","20.180","-1.000","True","stalled/crashed","0.000","0.000","0","118","ramp-StreetLoopGreybox-roam-no"
"Street Loop","moto","36","1.7","8.300","150.468","2.640","-0.956","True","completed","0.000","0.000","0","115","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","12","-1.5","13.700","150.114","1.380","0.935","True","completed","14.241","1.260","0","47","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","12","-3","13.560","150.091","1.460","0.907","True","completed","14.863","1.320","0","37","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","12","0","13.600","150.213","1.280","0.924","True","completed","14.417","1.280","0","12","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","12","-4.7","13.420","150.106","1.400","0.311","True","completed","0.000","0.000","0","201","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","12","1.7","13.560","150.037","1.520","0.245","True","completed","0.000","0.000","0","255","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","24","-1.5","8.520","150.285","2.040","0.938","True","completed","45.058","2.040","0","33","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","24","-3","8.500","150.315","2.040","0.937","True","completed","45.037","2.040","0","38","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","24","0","7.280","150.254","2.040","0.937","True","completed","45.039","2.040","0","32","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","24","-4.7","7.260","150.464","1.580","0.274","True","completed","0.000","0.000","0","111","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","24","1.7","7.320","150.291","2.160","-0.855","True","completed","0.000","0.000","0","105","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","36","-1.5","5.500","165.216","2.540","0.961","True","completed","83.658","2.540","0","193","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","36","-3","5.500","165.221","2.540","0.962","True","completed","83.660","2.540","0","190","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","36","0","5.500","165.215","2.540","0.961","True","completed","83.658","2.540","0","182","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","36","-4.7","5.320","150.124","2.520","-0.345","True","completed","75.785","2.520","0","106","ramp-StreetLoopGreybox-roam-no"
"Street Loop","atv","36","1.7","5.160","152.705","2.360","-0.761","True","completed","76.672","2.360","0","122","ramp-StreetLoopGreybox-roam-no"
"Street Loop","original","12","-1.5","13.420","150.029","0.560","0.935","True","completed","6.932","0.560","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","12","-3","13.440","150.231","0.520","0.935","True","completed","6.463","0.520","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","12","0","13.420","150.025","0.540","0.935","True","completed","6.698","0.540","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","12","-4.7","13.500","150.166","1.320","0.491","True","completed","0.000","0.000","0","8","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","12","1.7","13.520","150.061","1.400","0.348","True","completed","0.000","0.000","0","10","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","24","-1.5","7.280","150.417","2.060","0.937","True","completed","44.470","2.060","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","24","-3","7.280","150.439","2.060","0.937","True","completed","44.469","2.060","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","24","0","7.280","150.434","2.060","0.937","True","completed","44.470","2.060","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","24","-4.7","7.840","150.342","1.780","0.686","True","completed","0.000","0.000","0","13","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","24","1.7","7.540","150.014","1.780","0.596","True","completed","0.000","0.000","0","11","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","36","-1.5","5.860","169.762","2.900","0.938","True","completed","89.457","2.900","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","36","-3","5.860","170.050","2.900","0.937","True","completed","89.564","2.900","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","36","0","5.860","169.794","2.900","0.938","True","completed","89.458","2.900","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","36","-4.7","5.500","158.385","2.600","0.329","True","completed","0.000","0.000","0","14","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","original","36","1.7","5.440","157.820","2.500","0.359","True","completed","0.000","0.000","0","10","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","12","-1.5","13.440","150.105","0.540","0.935","True","completed","6.681","0.540","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","12","-3","13.440","150.099","0.540","0.935","True","completed","6.687","0.540","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","12","0","13.440","150.095","0.540","0.935","True","completed","6.687","0.540","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","12","-4.7","13.580","150.122","1.440","0.428","True","completed","0.000","0.000","0","18","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","12","1.7","13.520","150.182","1.140","0.361","True","completed","0.000","0.000","0","8","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","24","-1.5","8.640","150.143","2.040","0.937","True","completed","44.181","2.040","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","24","-3","8.640","150.000","2.040","0.937","True","completed","44.179","2.040","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","24","0","8.640","150.101","2.040","0.937","True","completed","44.182","2.040","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","24","-4.7","7.340","150.037","1.980","0.667","True","completed","40.610","1.980","0","16","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","24","1.7","7.260","150.252","1.920","0.416","True","completed","0.000","0.000","0","7","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","36","-1.5","5.820","169.247","2.860","0.937","True","completed","88.718","2.860","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","36","-3","5.820","168.882","2.860","0.937","True","completed","88.704","2.860","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","36","0","5.800","168.593","2.840","0.938","True","completed","88.150","2.840","0","0","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","36","-4.7","5.320","153.533","2.500","0.823","True","completed","77.433","2.500","0","13","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","tourer","36","1.7","5.480","158.685","2.620","0.464","True","completed","0.000","0.000","0","10","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","12","-1.5","13.420","150.092","0.680","0.935","True","completed","8.350","0.680","0","7","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","12","-3","13.420","150.101","0.680","0.935","True","completed","8.349","0.680","0","22","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","12","0","13.420","150.056","0.680","0.935","True","completed","8.350","0.680","0","23","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","12","-4.7","22.620","102.237","16.020","-0.678","True","stalled/crashed","0.000","0.000","0","113","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","12","1.7","13.620","150.194","1.460","0.084","True","completed","0.000","0.000","0","337","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","24","-1.5","9.080","150.237","2.100","0.936","True","completed","45.768","2.100","0","46","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","24","-3","7.860","150.047","2.100","0.936","True","completed","45.755","2.100","0","42","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","24","0","7.220","150.322","2.100","0.936","True","completed","45.735","2.100","0","43","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","24","-4.7","7.020","150.006","1.340","0.228","True","completed","0.000","0.000","0","218","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","24","1.7","10.200","150.286","2.120","-0.115","True","completed","0.000","0.000","0","137","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","36","-1.5","5.840","172.259","2.920","0.933","True","completed","92.515","2.920","0","71","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","36","-3","5.840","172.258","2.920","0.934","True","completed","92.571","2.920","0","64","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","36","0","5.840","172.564","2.900","0.934","True","completed","92.191","2.900","0","69","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","36","-4.7","5.260","155.010","2.520","0.198","True","completed","0.000","0.000","0","114","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","moto","36","1.7","5.200","153.599","2.460","0.160","True","completed","0.000","0.000","0","99","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","12","-1.5","13.440","150.197","0.680","0.934","True","completed","8.308","0.680","0","2","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","12","-3","13.440","150.197","0.680","0.934","True","completed","8.308","0.680","0","13","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","12","0","13.440","150.214","0.680","0.934","True","completed","8.306","0.680","0","8","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","12","-4.7","13.720","150.222","1.620","0.446","True","completed","0.000","0.000","0","118","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","12","1.7","13.480","150.027","1.240","0.417","True","completed","0.000","0.000","0","68","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","24","-1.5","7.480","150.416","2.100","0.937","True","completed","45.535","2.100","0","37","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","24","-3","9.080","150.238","2.120","0.937","True","completed","45.957","2.120","0","34","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","24","0","8.920","150.067","2.120","0.937","True","completed","45.953","2.120","0","41","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","24","-4.7","7.200","150.423","1.920","0.913","True","completed","42.459","1.920","0","62","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","24","1.7","7.220","150.022","1.960","0.333","True","completed","0.000","0.000","0","111","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","36","-1.5","5.860","172.156","2.920","0.935","True","completed","91.869","2.920","0","67","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","36","-3","5.860","172.215","2.920","0.935","True","completed","91.925","2.920","0","59","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","36","0","5.860","172.219","2.920","0.935","True","completed","91.987","2.920","0","65","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","36","-4.7","5.200","152.271","2.500","0.738","True","completed","79.720","2.500","0","67","ramp-StreetLoopGreybox-roam-yes"
"Street Loop","atv","36","1.7","5.180","152.112","2.460","0.732","True","completed","0.000","0.000","0","66","ramp-StreetLoopGreybox-roam-yes"
"Street Loop Reverse","original","12","-1.5","13.316","150.097","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","12","-3","13.319","150.091","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","12","0","13.319","150.095","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","12","-4.7","13.303","150.194","0.200","0.935","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","12","1.7","13.319","150.192","0.180","0.936","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","24","-1.5","7.017","150.417","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","24","-3","7.005","150.435","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","24","0","6.967","150.046","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","24","-4.7","6.986","150.405","1.060","0.945","True","completed","25.132","1.060","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","24","1.7","6.997","150.281","1.060","0.951","True","completed","25.173","1.060","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","36","-1.5","4.981","150.188","1.400","0.992","True","completed","49.026","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","36","-3","4.996","150.177","1.400","0.992","True","completed","49.026","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","36","0","4.905","150.274","1.400","0.991","True","completed","49.047","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","36","-4.7","4.995","150.181","1.420","0.942","True","completed","49.604","1.420","0","2","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","36","1.7","5.015","150.341","1.360","0.945","True","completed","47.742","1.360","0","1","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","12","-1.5","13.309","150.057","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","12","-3","13.319","150.057","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","12","0","13.308","150.055","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","12","-4.7","13.304","150.183","0.180","0.944","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","12","1.7","13.305","150.183","0.200","0.947","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","24","-1.5","6.984","150.179","1.080","0.991","True","completed","25.581","1.080","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","24","-3","7.007","150.417","1.080","0.991","True","completed","25.583","1.080","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","24","0","6.994","150.183","1.080","0.991","True","completed","25.581","1.080","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","24","-4.7","7.000","150.201","1.040","0.956","True","completed","24.650","1.040","0","2","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","24","1.7","7.008","150.077","1.040","0.958","True","completed","24.671","1.040","0","2","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","36","-1.5","4.964","150.446","1.400","0.992","True","completed","49.084","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","36","-3","4.961","150.443","1.400","0.992","True","completed","49.084","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","36","0","4.922","150.377","1.400","0.992","True","completed","49.083","1.400","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","36","-4.7","4.951","150.061","1.280","0.948","True","completed","44.989","1.280","0","5","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","tourer","36","1.7","5.024","150.348","1.280","0.958","True","completed","45.026","1.280","0","7","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","12","-1.5","13.302","150.217","0.380","0.980","True","completed","4.762","0.380","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","12","-3","13.307","150.224","0.380","0.980","True","completed","4.761","0.380","0","10","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","12","0","13.318","150.210","0.380","0.980","True","completed","4.762","0.380","0","9","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","12","-4.7","13.300","150.059","0.340","0.892","True","completed","4.286","0.340","0","55","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","12","1.7","13.299","150.037","0.320","0.893","True","completed","4.050","0.320","0","41","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","24","-1.5","6.980","150.034","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","24","-3","6.979","150.037","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","24","0","7.100","150.257","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","24","-4.7","6.985","150.212","1.100","0.764","True","completed","0.000","0.000","0","41","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","24","1.7","6.977","150.197","1.160","0.719","True","completed","0.000","0.000","0","58","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","36","-1.5","4.906","150.497","1.540","0.980","True","completed","53.958","1.540","0","157","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","36","-3","4.996","150.024","1.540","0.980","True","completed","53.967","1.540","0","139","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","36","0","4.909","150.194","1.540","0.975","True","completed","53.930","1.540","0","148","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","36","-4.7","4.998","150.223","1.400","0.812","True","completed","49.313","1.400","0","58","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","moto","36","1.7","4.978","150.161","1.420","0.853","True","completed","49.970","1.420","0","64","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","12","-1.5","13.316","150.166","0.380","0.980","True","completed","4.754","0.380","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","12","-3","13.316","150.168","0.380","0.980","True","completed","4.753","0.380","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","12","0","13.317","150.163","0.380","0.980","True","completed","4.753","0.380","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","12","-4.7","13.339","150.166","0.500","0.833","True","completed","0.000","0.000","0","41","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","12","1.7","13.543","150.175","1.160","0.826","True","completed","4.743","0.380","0","100","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","24","-1.5","7.119","150.451","1.160","0.991","True","completed","27.448","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","24","-3","7.114","150.449","1.160","0.991","True","completed","27.448","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","24","0","7.117","150.449","1.160","0.991","True","completed","27.448","1.160","0","0","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","24","-4.7","7.142","150.439","1.100","0.948","True","completed","26.044","1.100","0","75","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","24","1.7","7.155","150.130","1.140","0.959","True","completed","26.951","1.140","0","74","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","36","-1.5","4.919","150.380","1.440","0.992","True","completed","50.631","1.440","0","49","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","36","-3","4.914","150.380","1.440","0.992","True","completed","50.631","1.440","0","45","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","36","0","4.901","150.381","1.440","0.992","True","completed","50.631","1.440","0","45","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","36","-4.7","4.906","150.258","1.460","0.986","True","completed","50.987","1.460","0","82","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","atv","36","1.7","4.882","150.125","1.420","0.985","True","completed","49.769","1.420","0","72","ramp-StreetLoopReverse-race-no"
"Street Loop Reverse","original","12","-1.5","13.320","150.097","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","12","-3","13.320","150.091","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","12","0","13.320","150.095","0.180","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","12","-4.7","13.320","150.194","0.200","0.935","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","12","1.7","13.320","150.192","0.180","0.936","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","24","-1.5","7.020","150.417","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","24","-3","7.020","150.435","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","24","0","6.980","150.046","1.100","0.987","True","completed","26.049","1.100","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","24","-4.7","7.000","150.405","1.060","0.945","True","completed","25.132","1.060","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","24","1.7","7.000","150.281","1.060","0.951","True","completed","25.173","1.060","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","36","-1.5","5.000","150.188","1.400","0.992","True","completed","49.026","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","36","-3","5.000","150.177","1.400","0.992","True","completed","49.026","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","36","0","4.920","150.274","1.400","0.991","True","completed","49.047","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","36","-4.7","5.000","150.181","1.420","0.942","True","completed","49.604","1.420","0","2","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","original","36","1.7","5.020","150.341","1.360","0.945","True","completed","47.742","1.360","0","1","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","12","-1.5","13.320","150.057","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","12","-3","13.320","150.057","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","12","0","13.320","150.055","0.000","0.980","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","12","-4.7","13.320","150.183","0.180","0.944","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","12","1.7","13.320","150.183","0.200","0.947","True","completed","0.000","0.000","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","24","-1.5","7.000","150.179","1.080","0.991","True","completed","25.581","1.080","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","24","-3","7.020","150.417","1.080","0.991","True","completed","25.583","1.080","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","24","0","7.000","150.183","1.080","0.991","True","completed","25.581","1.080","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","24","-4.7","7.000","150.201","1.040","0.956","True","completed","24.650","1.040","0","2","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","24","1.7","7.020","150.077","1.040","0.958","True","completed","24.671","1.040","0","2","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","36","-1.5","4.980","150.446","1.400","0.992","True","completed","49.084","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","36","-3","4.980","150.443","1.400","0.992","True","completed","49.084","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","36","0","4.940","150.377","1.400","0.992","True","completed","49.083","1.400","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","36","-4.7","4.960","150.061","1.280","0.948","True","completed","44.989","1.280","0","5","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","tourer","36","1.7","5.040","150.348","1.280","0.958","True","completed","45.026","1.280","0","7","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","12","-1.5","13.320","150.217","0.380","0.980","True","completed","4.762","0.380","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","12","-3","13.320","150.224","0.380","0.980","True","completed","4.761","0.380","0","10","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","12","0","13.320","150.210","0.380","0.980","True","completed","4.762","0.380","0","9","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","12","-4.7","13.300","150.059","0.340","0.892","True","completed","4.286","0.340","0","55","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","12","1.7","13.300","150.037","0.320","0.893","True","completed","4.050","0.320","0","41","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","24","-1.5","6.980","150.034","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","24","-3","6.980","150.037","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","24","0","7.100","150.257","1.160","0.991","True","completed","27.512","1.160","0","0","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","24","-4.7","7.000","150.212","1.100","0.764","True","completed","0.000","0.000","0","41","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","24","1.7","6.980","150.197","1.160","0.719","True","completed","0.000","0.000","0","58","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","36","-1.5","4.920","150.497","1.540","0.980","True","completed","53.958","1.540","0","157","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","36","-3","5.000","150.024","1.540","0.980","True","completed","53.967","1.540","0","139","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","36","0","4.920","150.194","1.540","0.975","True","completed","53.930","1.540","0","148","ramp-StreetLoopReverse-roam-no"
"Street Loop Reverse","moto","36","-4.7","5.000","150.223","1.400","0.812","True","completed","49.313","1.400","0","58","ramp-StreetLoopReverse-roam-no"
