vehicle,jump,mode,seconds,airSeconds,peakHeight,minUpright,recoveries,landed,wrongWay
original,0,False,7.176,1.400,5.125,0.986,0,True,False
original,0,True,7.195,1.400,5.138,0.990,0,True,False
tourer,0,False,7.242,1.380,5.070,0.991,0,True,False
tourer,0,True,7.239,1.380,5.069,0.991,0,True,False
moto,0,False,7.661,0.620,1.326,0.780,0,True,False
moto,0,True,7.604,0.600,1.299,0.824,0,True,False
atv,0,False,10.306,0.860,2.382,0.892,0,True,False
atv,0,True,7.356,0.780,2.236,0.979,0,True,False
