time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.011,original,0,0,0.00,0,0,316.80,23.40,481.02,0.000,False,0.000
3.011,tourer,0,0,0.00,0,0,321.22,21.51,488.61,0.000,False,0.000
3.011,moto,0,0,0.00,0,0,316.93,19.72,495.48,0.000,False,0.000
3.011,atv,0,0,0.00,0,0,321.50,18.15,502.19,0.000,False,0.000
5.060,original,0,0,25.34,0,0,317.25,16.73,509.35,0.000,False,4670.502
5.060,tourer,0,1,24.56,0,0,321.34,15.30,515.87,3.223,False,3.223
5.060,moto,0,1,29.35,0,0,317.87,12.36,529.54,17.023,False,17.023
5.060,atv,0,1,26.46,0,0,321.79,11.46,534.12,21.793,False,21.793
7.060,original,0,1,13.36,0,0,315.79,8.63,551.96,40.932,False,40.932
7.060,tourer,0,1,12.38,0,0,318.85,8.63,554.34,42.424,False,42.424
7.060,moto,0,1,14.75,0,0,309.23,8.56,558.73,54.044,False,54.044
7.060,atv,0,1,18.17,0,0,310.32,8.56,561.49,53.013,False,53.013
9.060,original,0,1,23.26,0,0,288.60,8.70,563.52,74.687,False,74.687
9.060,tourer,0,1,24.73,0,0,287.48,8.69,565.66,75.894,False,75.894
9.060,moto,0,1,34.44,0,0,258.46,8.55,563.50,104.339,False,104.339
9.060,atv,0,1,34.40,0,0,256.53,8.56,564.83,106.145,False,106.145
11.060,original,0,1,33.81,0,0,230.46,9.01,560.11,132.411,False,132.411
11.060,tourer,0,1,34.68,0,0,227.27,9.06,561.62,135.327,False,135.327
11.060,moto,0,1,44.91,0,0,178.67,9.41,552.60,184.538,False,184.538
11.060,atv,0,1,42.90,0,0,178.90,9.40,554.72,184.072,False,184.072
13.060,original,0,1,39.33,0,0,157.39,9.70,550.09,206.155,False,206.155
13.060,tourer,0,1,40.36,0,0,152.34,9.72,551.61,211.056,False,211.056
13.060,moto,0,1,46.90,0,0,83.30,9.54,544.89,280.236,False,280.236
13.060,atv,0,1,45.99,0,0,88.54,9.57,547.12,274.857,False,274.857
15.060,original,0,2,39.62,0,0,76.44,9.65,548.38,286.588,False,286.588
15.060,tourer,0,2,39.29,0,0,69.95,9.58,544.21,293.383,False,293.383
15.060,moto,0,2,44.45,0,0,-2.47,8.38,530.21,367.914,False,367.914
15.060,atv,0,2,40.90,0,0,5.56,8.41,535.09,359.812,False,359.812
17.060,original,0,2,39.21,0,0,0.52,8.54,534.66,364.937,False,364.937
17.060,tourer,0,2,35.00,0,0,-0.24,8.54,530.14,365.876,False,365.876
17.060,moto,0,2,22.95,0,0,-82.18,8.48,521.43,448.122,False,448.122
17.060,atv,0,2,25.89,0,0,-74.01,8.46,525.21,439.885,False,439.885
19.060,original,0,2,42.34,0,0,-81.39,8.63,534.48,446.919,False,446.919
19.060,tourer,0,2,40.69,0,0,-76.51,8.61,531.18,442.066,False,442.066
19.060,moto,0,6,37.10,0,0,-104.69,9.50,466.96,458.514,False,538.899
19.060,atv,0,6,26.75,0,0,-100.20,8.00,491.57,458.802,False,505.383
21.060,original,0,3,0.00,0,0,-157.60,9.12,526.12,533.347,False,533.347
21.060,tourer,0,3,43.86,0,0,-161.40,9.10,531.22,526.891,False,526.891
21.060,moto,0,6,41.25,0,0,-133.86,12.75,398.84,458.514,False,638.604
21.060,atv,0,6,28.99,0,0,-111.98,10.64,442.59,458.802,False,573.243
23.060,original,0,3,21.33,0,0,-180.86,9.24,530.81,546.808,False,546.808
23.060,tourer,0,3,45.67,0,0,-251.09,9.62,531.81,616.577,False,616.577
23.060,moto,0,6,48.09,0,0,-202.41,15.45,341.27,458.514,False,759.104
23.060,atv,0,6,39.44,0,0,-147.26,13.46,383.04,458.802,False,666.355
25.060,original,0,3,32.71,0,0,-236.06,9.56,531.56,601.795,False,601.795
25.060,tourer,0,3,46.82,0,0,-343.64,9.43,534.20,709.164,False,709.164
25.060,moto,0,6,47.51,0,0,-285.42,16.45,286.88,458.514,False,892.444
25.060,atv,0,6,45.19,0,0,-215.87,15.81,333.01,458.802,False,780.385
27.060,original,0,3,38.89,0,0,-308.33,9.59,533.07,673.986,False,673.986
27.060,tourer,0,4,47.44,0,0,-437.95,8.82,537.72,803.538,False,803.538
27.060,moto,0,6,44.50,0,0,-358.44,20.94,231.15,458.514,False,1015.886
27.060,atv,0,6,42.84,0,0,-292.49,16.35,281.59,458.802,False,904.422
29.060,original,0,4,42.26,0,0,-389.80,9.14,535.91,755.457,False,755.457
29.060,tourer,0,4,47.53,0,0,-532.85,8.73,542.02,898.601,False,898.601
29.060,moto,0,6,46.19,0,0,-429.53,12.41,178.78,458.514,False,1134.415
29.060,atv,0,6,24.36,0,0,-342.38,18.44,243.39,458.802,False,989.305
31.060,original,0,4,44.05,0,0,-476.26,8.63,539.00,841.928,False,841.928
31.060,tourer,0,4,15.73,0,0,-594.89,8.74,539.77,960.879,False,960.879
