time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.004,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.004,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.004,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.004,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.260,YOU reference pilot,original,0,0,3.405,24.000,1.000,0.000,4,0,0,322.099,9.847,543.636,2.294
3.260,EMBER,tourer,0,0,3.095,24.000,1.000,0.000,4,0,0,318.014,11.352,535.502,2.289
3.260,GOLD,moto,0,0,4.270,24.000,1.000,0.000,4,0,0,322.362,12.568,528.433,2.251
3.260,BLUE,atv,0,0,4.045,24.000,1.000,0.000,4,0,0,317.781,13.944,521.704,2.250
3.520,YOU reference pilot,original,0,0,6.338,16.000,1.000,0.000,4,0,0,322.212,10.095,542.368,2.320
3.520,EMBER,tourer,0,0,5.810,14.628,1.000,0.000,4,0,0,318.027,11.588,534.340,2.287
3.520,GOLD,moto,0,0,7.980,24.000,1.000,0.000,4,0,0,322.239,12.890,526.843,2.165
3.520,BLUE,atv,0,0,7.501,24.000,1.000,0.000,4,0,0,317.745,14.269,520.208,2.240
3.800,YOU reference pilot,original,0,0,9.220,18.121,1.000,0.000,4,0,0,322.377,10.498,540.198,2.370
3.800,EMBER,tourer,0,0,8.508,16.893,1.000,0.000,4,0,0,318.063,11.986,532.343,2.251
3.800,GOLD,moto,0,0,11.613,24.000,1.000,0.000,4,0,0,321.789,13.450,524.151,1.803
3.800,BLUE,atv,0,0,10.869,24.000,1.000,0.000,4,0,0,317.710,14.819,517.654,2.191
4.060,YOU reference pilot,original,0,0,11.627,20.405,1.000,0.000,4,0,0,322.389,10.995,537.505,2.299
4.060,EMBER,tourer,0,0,10.829,19.186,1.000,0.000,4,0,0,318.117,12.475,529.851,2.171
4.060,GOLD,moto,0,0,14.722,24.000,1.000,0.000,4,0,0,321.010,14.120,520.848,1.167
4.060,BLUE,atv,0,0,13.737,24.000,1.000,0.000,4,0,0,317.689,15.479,514.489,2.097
4.320,YOU reference pilot,original,0,0,13.849,24.000,1.000,0.000,4,0,0,322.030,11.606,534.244,1.920
4.320,EMBER,tourer,0,0,12.982,21.502,1.000,0.000,4,0,0,318.176,13.083,526.792,2.056
4.320,GOLD,moto,0,0,16.138,16.670,0.280,0.000,4,0,0,320.015,14.931,516.957,0.531
4.320,BLUE,atv,0,1,16.366,24.000,1.000,0.000,4,0,0,317.668,16.304,510.633,1.979
