course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Forest Loop Reverse,moto,Granite Saddle,normal,0,22.603,0,0,0.000,0.838,True
Forest Loop Reverse,moto,Granite Saddle,clean,0,23.001,0,0,4.956,0.471,True
Forest Loop Reverse,moto,Granite Saddle,imperfect,0,28.762,1,0,3.733,0.132,True
Forest Loop Reverse,moto,Fern Gully,normal,0,27.607,0,0,0.000,0.975,True
Forest Loop Reverse,moto,Fern Gully,clean,0,21.651,0,0,2.511,0.982,True
Forest Loop Reverse,moto,Fern Gully,imperfect,0,25.783,0,0,4.243,0.981,True
Forest Loop Reverse,atv,Granite Saddle,normal,0,24.232,0,0,0.000,0.805,True
Forest Loop Reverse,atv,Granite Saddle,clean,0,57.783,1,0,25.838,0.469,True
Forest Loop Reverse,atv,Granite Saddle,imperfect,0,34.890,0,0,8.815,0.510,True
Forest Loop Reverse,atv,Fern Gully,normal,0,27.991,0,0,0.000,0.874,True
Forest Loop Reverse,atv,Fern Gully,clean,0,21.998,0,0,2.276,0.981,True
Forest Loop Reverse,atv,Fern Gully,imperfect,0,26.389,0,0,5.146,0.981,True
